node,spread_D2,spread_D4,spread_D8,rank_D2,rank_D4,rank_D8,rank_shift_2_vs_8
0096WD_7_N001,21.338839019607846,36.524391470588235,49.38186203431373,1775.0,1739.0,1877.0,102.0
1501WDC2_7_ND001,11.321476666666667,20.8851175,29.673597916666665,2180.0,2159.0,2124.0,56.0
2C559EQ2_7_N001,21.338839019607846,36.5390694117647,49.39635125,1775.0,1721.0,1863.0,88.0
2C559_1_B1,21.338839019607846,36.5390694117647,49.39635125,1775.0,1721.0,1863.0,88.0
2C577C1_7_N001,33.36875333333333,57.52409112745098,65.36181708333334,189.0,208.0,1266.0,1077.0
2PBLSM34_7_N001,30.67566296568627,51.600654558823535,74.02267166666667,625.0,624.0,376.0,249.0
3PEAKS_1_BESS1GNODE,19.95362745098039,33.3708931372549,54.5429068627451,2010.0,1986.0,1621.0,389.0
3PEAKS_GNODE1,19.95362745098039,33.3708931372549,54.5429068627451,2010.0,1986.0,1621.0,389.0
4C687C2_7_N001,28.389134166666665,47.496518333333334,66.49188769607844,1285.0,1300.0,1142.0,143.0
4C687_1_B1,28.389134166666665,47.496518333333334,66.49188769607844,1285.0,1300.0,1142.0,143.0
4C744C12_7_N001,21.338839019607846,36.5390694117647,49.39635125,1775.0,1721.0,1863.0,88.0
4C744C22_7_N001,21.338839019607846,36.5390694117647,49.39635125,1775.0,1721.0,1863.0,88.0
4C744C32_7_N001,21.338839019607846,36.5390694117647,49.39635125,1775.0,1721.0,1863.0,88.0
4C744C42_7_N001,21.338839019607846,36.5390694117647,49.39635125,1775.0,1721.0,1863.0,88.0
90TH.SO_GNODEPDRP1,17.14593529411765,27.569452941176472,30.86009166666667,2075.0,2080.0,2101.0,26.0
ACACIA_7_N001,30.82513495098039,51.909579632352944,73.63625112745099,526.0,539.0,463.0,63.0
ADCC_2_N001,24.570937500000003,45.08788666666667,62.78981791666667,1539.0,1424.0,1330.0,209.0
ADERAG1_7_N001,41.267627034313726,72.50929085784314,88.66114583333334,75.0,79.0,102.0,27.0
ADRATAP_1_B1,41.267627034313726,72.50929085784314,88.66114583333334,75.0,79.0,102.0,27.0
AGATEBAY_7_GNODE1,25.501678578431374,37.3070131372549,50.316749950980395,1430.0,1655.0,1837.0,407.0
AGRCJCT_6_B1,32.6401725,55.98412708333333,67.44112286764707,255.0,224.0,1104.0,849.0
