physical_line,n_scenarios,sum_abs_mu,sub1,sub2,kV,matched_path,rating_MW,rating_source,match_confidence
NOM:115kv EB Fron,5.0,120567.94047,,,115.0,,250.0,voltage proxy 115 kV,0
NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,1.0,111315.50440000002,LOSBANOS,PANOCHE,230.0,Midway -Los Banos,5400.0,WECC path 15,7
NOM:33916_CURTISS _115_33917_FBERBORD_115_BR_1 _1,1.0,102196.19488,CURTISS,FBERBORD,115.0,,250.0,voltage proxy 115 kV,0
ITC:ABO S_COMP_WESP1,3.0,96893.27059999999,ABO,,,,,unknown,0
NOM:34418_KINGSBRG_115_34405_FRWT TAP_115_BR_1 _1,1.0,90819.99339,KINGSBRG,FRWTTAP,115.0,,250.0,voltage proxy 115 kV,0
NOM:30790_PANOCHE _230_30900_GATES   _230_BR_2 _1,2.0,88700.72091999999,PANOCHE,GATES,230.0,Midway -Los Banos,5400.0,WECC path 15,5
NOM:34112_EXCHEQUR_115_34116_LE GRAND_115_BR_1 _1,1.0,83166.59246,EXCHEQUR,LEGRAND,115.0,,250.0,voltage proxy 115 kV,0
NOM:22832_SYCAMORE_230_22652_PENSQTOS_230_BR_1 _1,2.0,78039.02448000001,SYCAMORE,PENSQTOS,230.0,,700.0,voltage proxy 230 kV,0
NOM:24602_VICTOR  _115_24607_ROADWAY _115_BR_1 _1,1.0,67709.86138,VICTOR,ROADWAY,115.0,,250.0,voltage proxy 115 kV,0
NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3,1.0,56883.47328,LOSBANOS,GATES1,500.0,Midway -Los Banos,5400.0,WECC path 15,5
ITC:CAL-DRM_2 120,3.0,52648.111220000006,CAL,DRM,,,,unknown,0
NOM:33543_AEC_TP2 _115_33540_TESLA   _115_BR_1 _1,2.0,51765.04150999999,TESLA,,115.0,,250.0,voltage proxy 115 kV,0
NOM:22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,3.0,43418.5963,ELCAJON,LOSCOCHS,69.0,,150.0,voltage proxy 69 kV,0
NOM:33936_MELNS JB_115_33951_VLYHMTP1_115_BR_1 _1,1.0,42634.603630000005,MELNSJB,VLYHMTP1,115.0,,250.0,voltage proxy 115 kV,0
NOM:7430_MEN_SNJQJ_HELM_70,1.0,42001.13603,,,,,,unknown,0
ITC:SRP_NET_ITC,2.0,38762.34348,SRP,,,,,unknown,0
NOM:34418_KINGSBRG_115_34428_CONTADNA_115_BR_1 _1,1.0,38166.550890000006,KINGSBRG,CONTADNA,115.0,,250.0,voltage proxy 115 kV,0
NOM:24723_CONTROL _115_24866_TAP189  _115_BR_1 _1,1.0,36762.33838,CONTROL,TAP189,115.0,,250.0,voltage proxy 115 kV,0
NOM:115kv DL_Mi_Wm,6.0,34616.02188,,,115.0,,250.0,voltage proxy 115 kV,0
ITC:CC XFMR8 A  69KV,1.0,34049.13449,CC,,69.0,,150.0,voltage proxy 69 kV,0
NOM:22886_SUNCREST_230_92861_SUNC TP2_230_BR_2 _1,1.0,29050.16596,SUNCREST,SUNCTP2,230.0,,700.0,voltage proxy 230 kV,0
NOM:35618_SN JSE A_115_35616_SNJOSEB _115_BR_1 _1,5.0,28755.792100000002,SNJSEA,SNJOSEB,115.0,,250.0,voltage proxy 115 kV,0
NOM:7450_CUYAMS_TAFT_70_1,1.0,25150.90044,,,,,,unknown,0
ITC:EPE_SNMIC_ITC,1.0,25048.007309999997,EPE,,,,,unknown,0
NOM:32782_STATIN D_115_32788_STATIN L_115_BR_1 _1,4.0,19543.770809999998,STATIND,STATINL,115.0,,250.0,voltage proxy 115 kV,0
NOM:7410_CP24_NG,1.0,19242.08459,,,,,,unknown,0
ITC:CLOVER_MONA_345_1,1.0,18666.016,CLOVER,,,,,unknown,0
ITC:TAR BK E,1.0,18369.658369999997,TAR,,,,,unknown,0
NOM:115kv WE_So_El,4.0,14442.074460000002,,,115.0,,250.0,voltage proxy 115 kV,0
ITC:Arroyo_Slr Xmfr,1.0,13738.82605,Arroyo,,,,,unknown,0
NOM:24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1,1.0,13713.64678,NEENACH,TAP85,66.0,,,voltage 66 kV (no proxy),0
NOM:33020_MORAGA  _115_32780_CLARMNT _115_BR_1 _1,2.0,13264.651350000002,MORAGA,CLARMNT,115.0,,250.0,voltage proxy 115 kV,0
ITC:TEPC_BA_IMP_ITC,1.0,11261.32206,TEPC,,,,,unknown,0
NOM:34366_SANGER  _115_34370_MC CALL _115_BR_3 _1,2.0,10532.251229999998,SANGER,MCCALL,115.0,,250.0,voltage proxy 115 kV,0
NOM:34706_WESTPARK_115_34752_KERN PWR_115_BR_1 _1,1.0,10383.03303,WESTPARK,KERNPWR,115.0,,250.0,voltage proxy 115 kV,0
ITC:LDWP_IPP_NORTH,2.0,10280.97783,LDWP,,,,,unknown,0
NOM:33558_LCKFRDJB_115_33562_BELLOTA _115_BR_2 _1,3.0,10190.535170000001,LCKFRDJB,BELLOTA,115.0,,250.0,voltage proxy 115 kV,0
NOM:30060_MIDWAY  _500_24156_VINCENT _500_BR_2 _3,3.0,10149.64796,MIDWAY,VINCENT,500.0,Northern -Southern California,4000.0,WECC path 26,6
NOM:32214_RIO OSO _115_32244_BRNSWKT2_115_BR_2 _1,2.0,10002.92274,RIOOSO,BRNSWKT2,115.0,,250.0,voltage proxy 115 kV,0
NOM:31227_HGHLNDJ2_115_31950_CORTINA _115_BR_1 _1,1.0,9590.721710000002,HGHLNDJ2,CORTINA,115.0,,250.0,voltage proxy 115 kV,0
NOM:VC_TL_681B_import_NG,1.0,9583.3376,,,,,,unknown,0
NOM:34540_HENRITTA_70.0_30881_HENRIETA_230_XF_4,1.0,8687.514790000001,HENRITTA,HENRIETA,230.0,,700.0,voltage proxy 230 kV,0
ITC:Line_MA-OD_69KV,2.0,8498.58534,MA,OD,69.0,,150.0,voltage proxy 69 kV,0
NOM:30900_GATES   _230_30889_CAFLTSSS_230_BR_1 _1,3.0,7843.51835,GATES,CAFLTSSS,230.0,,700.0,voltage proxy 230 kV,0
NOM:34158_PANOCHE _115_34350_KAMM    _115_BR_1 _1,1.0,7509.897330000001,PANOCHE,KAMM,115.0,,250.0,voltage proxy 115 kV,0
NOM:7410_CP26_NG,1.0,6770.91893,,,,,,unknown,0
NOM:34882_SAN EMDO_70.0_34904_OLD RIVR_70.0_BR_1 _1,1.0,6703.34166,SANEMDO,OLDRIVR,70.0,,150.0,voltage proxy 70 kV,0
NOM:7760_DEV_RDB_ALIS,1.0,6629.73719,,,,,,unknown,0
ITC:Line_CC-GT_230KV,1.0,6272.52069,CC,GT,230.0,,700.0,voltage proxy 230 kV,0
NOM:24701_KRAMER  _230_24601_VICTOR  _230_BR_2 _1,1.0,6119.41465,KRAMER,VICTOR,230.0,,700.0,voltage proxy 230 kV,0
ITC:TEPC_BA_EXP_ITC,1.0,6064.80727,TEPC,,,,,unknown,0
ITC:EPE_NET_ITC,2.0,5971.67537,EPE,,,,,unknown,0
NOM:MIGUEL_BKs_MXFLW_NG,1.0,5380.74057,,,,,,unknown,0
NOM:18999_VEAJAF  _138_18079_MERCURY _138_BR_1 _1,1.0,5161.375120000001,VEAJAF,MERCURY,138.0,,,voltage 138 kV (no proxy),0
ITC:Reeves XfmUnit2,3.0,4717.8695099999995,Reeves,,,,,unknown,0
ITC:Reeves XfmUnit1,3.0,4502.8026,Reeves,,,,,unknown,0
ITC:Line_OC-LSS_230KV,1.0,4297.37731,OC,LSS,230.0,,700.0,voltage proxy 230 kV,0
ITC:TOTAL_WYOMING_EXPORT,1.0,4271.8378,TOTAL,,,,,unknown,0
NOM:345kV CLCR_WESP1,1.0,4128.24077,,,345.0,,1300.0,voltage proxy 345 kV,0
NOM:7510-PAR-PAS-OOS_NG,1.0,3885.72414,,,,,,unknown,0
NOM:33020_MORAGA  _115_32792_STATIN J_115_BR_1 _1,1.0,3797.24256,MORAGA,STATINJ,115.0,,250.0,voltage proxy 115 kV,0
NOM:30915_MORROBAY_230_30916_SOLARSS _230_BR_2 _1,1.0,3767.17761,MORROBAY,SOLARSS,230.0,,700.0,voltage proxy 230 kV,0
NOM:34375_ULTPWRJ _115_34377_AIRPROD _115_BR_1 _1,2.0,3671.27091,ULTPWRJ,AIRPROD,115.0,,250.0,voltage proxy 115 kV,0
NOM:30055_GATES1  _500_30060_MIDWAY  _500_BR_1 _1,1.0,3345.5849100000005,GATES1,MIDWAY,500.0,Midway -Los Banos,5400.0,WECC path 15,5
NOM:33950_RVRBK TP_115_33934_TULLOCH _115_BR_1 _1,2.0,3156.74749,RVRBKTP,TULLOCH,115.0,,250.0,voltage proxy 115 kV,0
ITC:Line_DSN-FH_69KV,3.0,2965.35096,DSN,FH,69.0,,150.0,voltage proxy 69 kV,0
NOM:30915_MORROBAY_230_30916_SOLARSS _230_BR_1 _1,3.0,2940.59993,MORROBAY,SOLARSS,230.0,,700.0,voltage proxy 230 kV,0
NOM:34418_KINGSBRG_115_34419_WAUKENA _115_BR_1 _1,1.0,2848.6215199999997,KINGSBRG,WAUKENA,115.0,,250.0,voltage proxy 115 kV,0
ITC:IPPDCADLN_ITC,1.0,2765.0859299999997,IPPDCADLN,,,,,unknown,0
NOM:92861_SUNC TP2_230_92321_SYCA TP2_230_BR_2 _1,1.0,2670.2439,SUNCTP2,SYCATP2,230.0,,700.0,voltage proxy 230 kV,0
NOM:30529_BRDSLDNG_230_30523_CC SUB  _230_BR_1 _1,1.0,2606.1604500000003,BRDSLDNG,CCSUB,230.0,,700.0,voltage proxy 230 kV,0
NOM:33020_MORAGA  _115_35101_SN LNDRO_115_BR_2 _1,1.0,2451.64412,MORAGA,SNLNDRO,115.0,,250.0,voltage proxy 115 kV,0
NOM:22644_PENSQTOS_69.0_22492_MIRAMRTP_69.0_BR_1 _1,1.0,2444.01251,PENSQTOS,MIRAMRTP,69.0,,150.0,voltage proxy 69 kV,0
NOM:22464_MIGUEL  _230_22468_MIGUEL  _500_XF_81,1.0,2381.86369,MIGUEL,,500.0,,2500.0,voltage proxy 500 kV,0
NOM:22556_NAVSTMTR_69.0_22824_SWTWTRTP_69.0_BR_1 _1,1.0,2363.52428,NAVSTMTR,SWTWTRTP,69.0,,150.0,voltage proxy 69 kV,0
NOM:7820_TL 230S_OVERLOAD_NG,1.0,2253.9940399999996,,,,,,unknown,0
NOM:VC_TL_681B_export_NG,1.0,1949.52852,,,,,,unknown,0
ITC:Line_MA-SLL_69KV,2.0,1931.26675,MA,SLL,69.0,,150.0,voltage proxy 69 kV,0
ITC:PACE_POPWEST_ITC,1.0,1843.56808,PACE,,,,,unknown,0
NOM:7760_ELD_LUG_OOS,1.0,1727.26948,,,,,,unknown,0
NOM:32225_BRNSWKT1_115_32222_DTCH2TAP_115_BR_1 _1,1.0,1685.01491,BRNSWKT1,DTCH2TAP,115.0,,250.0,voltage proxy 115 kV,0
ITC:Lordburg 115_69,1.0,1668.72311,Lordburg,,,,,unknown,0
NOM:34752_KERN PWR_115_34797_KERNWTP2_115_BR_1 _1,2.0,1491.30675,KERNPWR,KERNWTP2,115.0,,250.0,voltage proxy 115 kV,0
ITC:MALIN500_ISL,2.0,1468.36866,MALIN500,,,,,unknown,0
NOM:24701_KRAMER  _230_24601_VICTOR  _230_BR_1 _1,1.0,1464.1350699999998,KRAMER,VICTOR,230.0,,700.0,voltage proxy 230 kV,0
ITC:RIPU-TAGS1 115kv,1.0,1399.8153,RIPU,TAGS1,115.0,,250.0,voltage proxy 115 kV,0
ITC:TAG_Xfms 115_13_8,1.0,1399.8153,TAG,,,,,unknown,0
NOM:OMS_17964727_COLRIV_2AA,1.0,1174.30303,,,,,,unknown,0
ITC:NEVP_NET_ITC,1.0,1157.45657,NEVP,,,,,unknown,0
NOM:34101_CERTANJ2_115_34116_LE GRAND_115_BR_1 _1,2.0,1121.36151,CERTANJ2,LEGRAND,115.0,,250.0,voltage proxy 115 kV,0
NOM:32056_CORTINA _60.0_30451_CRTNA  M_ 1.0_XF_1,1.0,1101.0721600000002,CORTINA,,60.0,,150.0,voltage proxy 60 kV,0
NOM:7820_TL23040_IV_SPS_NG,1.0,1050.13585,,,,,,unknown,0
NOM:34724_KRN OL J_115_34736_MAGUNDEN_115_BR_1 _1,1.0,1009.44741,KRNOLJ,MAGUNDEN,115.0,,250.0,voltage proxy 115 kV,0
ITC:NOB_ITC,1.0,1000.0,NOB,,,,,unknown,0
NOM:22884_WARNERS _69.0_22736_SANTYSBL_69.0_BR_1 _1,1.0,973.88842,WARNERS,SANTYSBL,69.0,,150.0,voltage proxy 69 kV,0
ITC:PACE_FOURCORNE345_ITC,2.0,922.8008500000001,PACE,,,,,unknown,0
NOM:33590_KYOHOTAP_115_33558_LCKFRDJB_115_BR_1 _1,2.0,888.8001300000001,KYOHOTAP,LCKFRDJB,115.0,,250.0,voltage proxy 115 kV,0
NOM:24801_DEVERS  _500_24804_DEVERS  _230_XF_1 _P,1.0,788.1332,DEVERS,,500.0,,2500.0,voltage proxy 500 kV,0
NOM:35107_DUMBARTN_115_35120_NEWARK D_115_BR_1 _1,1.0,733.16972,DUMBARTN,NEWARKD,115.0,,250.0,voltage proxy 115 kV,0
NOM:33552_STCKTNJB_115_33590_KYOHOTAP_115_BR_1 _1,2.0,705.85364,STCKTNJB,KYOHOTAP,115.0,,250.0,voltage proxy 115 kV,0
ITC:PACE_PATHC_ITC,2.0,683.16551,PACE,,,,,unknown,0
NOM:32780_CLARMNT _115_32782_STATIN D_115_BR_1 _1,1.0,634.62847,CLARMNT,STATIND,115.0,,250.0,voltage proxy 115 kV,0
ITC:PATH48,1.0,617.34194,PATH48,,,,,unknown,0
ITC:PATH47,1.0,580.6781000000001,PATH47,,,,,unknown,0
NOM:99100_PIT-ESH1_230_30560_E. SHORE_230_BR_1 _2,1.0,541.37912,PIT-ESH1,E.SHORE,230.0,,700.0,voltage proxy 230 kV,0
NOM:34880_SN BRNRD_70.0_39021_SC21ATP _70.0_BR_1 _1,1.0,459.08522,SNBRNRD,SC21ATP,70.0,,150.0,voltage proxy 70 kV,0
NOM:Eldorado_Fire_P15,1.0,429.5121,,,,,,unknown,0
ITC:BPAT_NET_ITC,1.0,393.54922,BPAT,,,,,unknown,0
ITC:LADWP_NET_ITC,1.0,342.6492,LADWP,,,,,unknown,0
NOM:34149_CHENYT  _115_39778_Q678SS  _115_BR_2 _1,1.0,318.95454,CHENYT,Q678SS,115.0,,250.0,voltage proxy 115 kV,0
NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _1,1.0,306.02276000000006,LOSBANOS,GATES1,500.0,Midway -Los Banos,5400.0,WECC path 15,5
ITC:BNK-1AAL,1.0,292.1833,BNK-1AAL,,,,,unknown,0
NOM:35642_METCALF _115_30735_METCALF _230_XF_3,1.0,276.85241,METCALF,,230.0,,700.0,voltage proxy 230 kV,0
NOM:30915_MORROBAY_230_30930_MESA PGE_230_BR_1 _1,1.0,218.65163,MORROBAY,MESAPGE,230.0,,700.0,voltage proxy 230 kV,0
ITC:PNM_SRP_ITC,2.0,203.10565,PNM,,,,,unknown,0
NOM:33546_TRACY JC_115_33552_STCKTNJB_115_BR_1 _1,2.0,196.26467,TRACYJC,STCKTNJB,115.0,,250.0,voltage proxy 115 kV,0
NOM:COI_600 S-N,1.0,181.6453,,,,,,unknown,0
NOM:22360_IMPRLVLY_500_22362_IV BK82 _500_XF_82,2.0,171.07063,IMPRLVLY,IVBK82,500.0,,2500.0,voltage proxy 500 kV,0
ITC:YU XFMR2 A  69KV,1.0,123.80352,YU,,69.0,,150.0,voltage proxy 69 kV,0
NOM:28195_REDBLUFF_500_24375_REDBLUFF_230_XF_1_P_1,1.0,121.82201,REDBLUFF,,500.0,,2500.0,voltage proxy 500 kV,0
ITC:COTPISO_ITC,1.0,104.98287,COTPISO,,,,,unknown,0
ITC:WW XFMR1 A  230KV,1.0,100.52918,WW,,230.0,,700.0,voltage proxy 230 kV,0
NOM:22884_WARNERS _69.0_22688_RINCON  _69.0_BR_1 _1,1.0,66.89013,WARNERS,RINCON,69.0,,150.0,voltage proxy 69 kV,0
NOM:30040_TESLA   _500_30050_LOSBANOS_500_BR_1 _1,1.0,62.445229999999995,TESLA,LOSBANOS,500.0,,2500.0,voltage proxy 500 kV,0
NOM:32290_OLIVH J1_115_32214_RIO OSO _115_BR_1 _1,1.0,46.64394,OLIVHJ1,RIOOSO,115.0,,250.0,voltage proxy 115 kV,0
ITC:WECC_Path_41,1.0,21.65999,WECC,,,,,unknown,0
NOM:30060_MIDWAY  _500_29402_WIRLWIND_500_BR_1 _2,1.0,18.39619,MIDWAY,WIRLWIND,500.0,Northern -Southern California,4000.0,WECC path 26,6
NOM:24375_REDBLUFF_230_28195_REDBLUFF_500_XF_2 _P,1.0,9.622419999999998,REDBLUFF,,500.0,,2500.0,voltage proxy 500 kV,0
ITC:ME-USAF 138,1.0,6.98343,ME,USAF,,,,unknown,0
NOM:24801_DEVERS  _500_99014_CALCAPS2_500_BR_2 _1,1.0,6.63522,DEVERS,CALCAPS2,500.0,,2500.0,voltage proxy 500 kV,0
NOM:33930_PEORIA  _115_33932_MELONES _115_BR_1 _1,1.0,3.92739,PEORIA,MELONES,115.0,,250.0,voltage proxy 115 kV,0
ITC:PARKER_ITC,2.0,0.9975999999999999,PARKER,,,,,unknown,0
ITC:BLYTHE_ITC,2.0,0.2851999999999999,BLYTHE,,,,,unknown,0
ITC:MERCHANT_ITC,2.0,0.1555999999999999,MERCHANT,,,,,unknown,0
ITC:NWMT_AMPS_EAST,2.0,0.15360000000000001,NWMT,,,,,unknown,0
NOM:33914_MI-WUK  _115_33917_FBERBORD_115_BR_1 _1,1.0,0.12895,MI-WUK,FBERBORD,115.0,,250.0,voltage proxy 115 kV,0
ITC:SUMMIT_ITC,2.0,0.0876,SUMMIT,,,,,unknown,0
ITC:LDWP_MCCULLOUG500,1.0,0.0688,LDWP,,,,,unknown,0
ITC:LDWP_IPPDC-NS,1.0,0.024,LDWP,,,,,unknown,0
ITC:WALC_MEAD230_IMPORT_ITC,1.0,0.0116,WALC,,,,,unknown,0
ITC:WALC_NET_IMPORT_ITC,1.0,0.0036,WALC,,,,,unknown,0
