node,spread_D2,spread_D4,spread_D8,rank_D2,rank_D4,rank_D8,rank_shift_2_vs_8
0096WD_7_N001,80.4450230392157,144.98905835784313,231.64479193627454,379.0,420.0,332.0,47.0
1501WDC2_7_ND001,78.26583904411766,139.79901669117646,219.26688696078432,650.0,742.0,393.0,257.0
2C559EQ2_7_N001,80.4450230392157,144.98905835784313,231.64479193627454,379.0,420.0,332.0,47.0
2C559_1_B1,80.4450230392157,144.98905835784313,231.64479193627454,379.0,420.0,332.0,47.0
2C577C1_7_N001,62.76159088235295,103.56717534313725,131.4381657352941,1684.0,1770.0,1758.0,74.0
2PBLSM34_7_N001,75.993595,140.60413958333334,210.04422823529413,941.0,689.0,675.0,266.0
3PEAKS_GNODE1,34.53590215686275,59.85898676470589,98.07677058823532,1970.0,1970.0,1952.0,18.0
4C687C2_7_N001,61.71906088235294,106.04058666666667,144.6383781127451,1761.0,1721.0,1611.0,150.0
4C687_1_B1,61.71906088235294,106.04058666666667,144.6383781127451,1761.0,1721.0,1611.0,150.0
4C744C12_7_N001,80.4450230392157,144.98905835784313,231.64479193627454,379.0,420.0,332.0,47.0
4C744C22_7_N001,80.4450230392157,144.98905835784313,231.64479193627454,379.0,420.0,332.0,47.0
4C744C32_7_N001,80.4450230392157,144.98905835784313,231.64479193627454,379.0,420.0,332.0,47.0
4C744C42_7_N001,80.4450230392157,144.98905835784313,231.64479193627454,379.0,420.0,332.0,47.0
90TH.SO_GNODEPDRP1,17.71413823529412,30.53237549019608,47.6996724754902,2041.0,2041.0,2038.0,3.0
ACACIA_7_N001,76.93596720588235,142.57137269607844,212.92590475490198,814.0,566.0,565.0,249.0
ADCC_2_N001,63.89620348039216,109.40945651960784,135.20061735294118,1622.0,1605.0,1682.0,60.0
ADERAG1_7_N001,153.64327465686273,254.05039039215688,392.0356915931373,24.0,13.0,13.0,11.0
ADRATAP_1_B1,153.64327465686273,254.05039039215688,392.0356915931373,24.0,13.0,13.0,11.0
AGATEBAY_7_GNODE1,67.88855838235294,112.48522578431374,182.74069110294118,1482.0,1540.0,1381.0,101.0
AGRCJCT_6_B1,86.01467607843138,140.95119134803923,200.75698242647059,322.0,663.0,885.0,563.0
AGRICO_7_NBT1,86.01467607843138,140.95119134803923,200.75698242647059,322.0,663.0,885.0,563.0
AGUCALG1_7_B1,84.0813275245098,158.61046904411765,253.08208137254906,348.0,273.0,140.0,208.0
AIRPORT_GNODE1,69.48010463235295,114.77269526960782,188.77366399509805,1414.0,1458.0,1304.0,110.0
AKINGS02_7_N001,76.81647921568629,133.62589664215687,204.07102147058822,877.0,1018.0,835.0,42.0
ALAMITOS_2_B1,73.57839311274509,135.82761210784315,198.87403286764706,1090.0,880.0,1028.0,62.0
ALAMIT_7_NBT2,73.57839311274509,135.82761210784315,198.87403286764706,1090.0,880.0,1028.0,62.0
ALAMOSC_7_N001,69.66511727941177,129.8163068382353,204.36902254901963,1406.0,1267.0,829.0,577.0
ALAMT1G_7_B1,73.57839311274509,135.82761210784315,198.87403286764706,1090.0,880.0,1028.0,62.0
ALAMT2G_7_B1,73.57839311274509,135.82761210784315,198.87403286764706,1090.0,880.0,1028.0,62.0
ALAMT3G_7_B1,73.57839311274509,135.82761210784315,198.87403286764706,1090.0,880.0,1028.0,62.0
ALAMT4G_7_B1,73.57839311274509,135.82761210784315,198.87403286764706,1090.0,880.0,1028.0,62.0
ALAMT5G_7_B1,73.57839311274509,135.82761210784315,198.87403286764706,1090.0,880.0,1028.0,62.0
ALAMT6G_7_B1,73.57839311274509,135.82761210784315,198.87403286764706,1090.0,880.0,1028.0,62.0
ALASB1_7_NSB1,73.4382599509804,135.4159791666667,197.5906290441177,1151.0,922.0,1056.0,95.0
ALASB2_7_NSB2,73.78349365196078,136.22224112745096,199.70201585784315,1077.0,840.0,936.0,141.0
ALLEGHNY_6_N002,62.05738100490196,98.98121063725489,133.42848786764705,1734.0,1826.0,1720.0,14.0
ALMASL3_7_N001,97.65139705882353,173.24147205882355,283.21913419117647,97.0,85.0,57.0,40.0
ALMASL3_7_N002,97.65139705882353,173.24147205882355,283.21913419117647,97.0,85.0,57.0,40.0
ALMASL_7_GUB6N,97.65139705882353,173.24147205882355,283.21913419117647,97.0,85.0,57.0,40.0
ALMASL_7_GUS6N,97.65139705882353,173.24147205882355,283.21913419117647,97.0,85.0,57.0,40.0
ALMASL_7_GUS7N,97.65139705882353,173.24147205882355,283.21913419117647,97.0,85.0,57.0,40.0
ALMDACT1_7_B1,80.2030856617647,124.56563159313727,168.5968419362745,475.0,1316.0,1461.0,986.0
ALMDACT2_7_B1,80.2030856617647,124.56563159313727,168.5968419362745,475.0,1316.0,1461.0,986.0
ALMERGB2_7_N001,73.57839311274509,135.82761210784315,198.87403286764706,1090.0,880.0,1028.0,62.0
ALPAUGH_7_N001,80.33371323529411,144.98916080882353,231.86048164215686,432.0,408.0,290.0,142.0
ALTA1G_7_B1,70.79840026960785,128.63868125,197.3611975735294,1350.0,1280.0,1065.0,285.0
ALTA2G_7_B1,70.79840026960785,128.63868125,197.3611975735294,1350.0,1280.0,1065.0,285.0
ALTA6B2_7_N003,78.32655299019608,144.92576372549019,216.48020958333336,584.0,472.0,484.0,100.0
ALTA6E2_7_N002,78.32655299019608,144.92576372549019,216.48020958333336,584.0,472.0,484.0,100.0
ALTAD1_7_N006,78.32655299019608,144.92576372549019,216.48020958333336,584.0,472.0,484.0,100.0
ALTAD2_7_N006,78.32655299019608,144.92576372549019,216.48020958333336,584.0,472.0,484.0,100.0
ALTAPES_7_N001,73.30709254901961,134.17203605392157,194.76051428921568,1162.0,991.0,1172.0,10.0
ALTWD1_7_N003,77.77681764705883,133.35848818627454,197.2275298284314,685.0,1069.0,1073.0,388.0
