node,spread_D2,spread_D4,spread_D8
BSKYNPM_7_N004,30.400453627450982,49.05787958333333,60.004247426470585
BSKYNPM_7_N005,30.400453627450982,49.05787958333333,60.004247426470585
BUCKWND_1_B1,27.635978811274512,40.762103370098046,52.842250441176475
BUCKWND_1_N001,27.635978811274512,40.762103370098046,52.842250441176475
BUCKWND_1_N101,27.635978811274512,40.762103370098046,52.842250441176475
BUCKWND_1_N201,27.635978811274512,40.762103370098046,52.842250441176475
BUENAVT_2_N006,47.07081835784314,73.70048598039216,100.25445833333333
BULLARD_1_N001,64.18618100490197,112.71621468137255,167.49898960784313
BULLARD_1_N009,64.18618100490197,112.71621468137255,167.49898960784313
BUMONT_7_N001,27.309587328431377,43.16496825980393,54.13974393382354
BURNEY_7_N001,18.061028553921567,28.73438955882353,42.948702499999996
BUTTE_1_N101,20.948024779411764,35.56290791666667,52.37129272058824
BYUGEN_7_GNODE1,11.673641911764705,17.11044556372549,21.884800943627454
BYUSUB_6_GNODE1,6.272798553921569,9.44325068627451,11.213815367647058
C493GEN_7_N003,38.10218540441176,61.694159681372554,86.67695018382352
C590M1_7_N004,32.93508897058824,51.14519165441176,76.32014449754902
C643TM1_7_N001,30.211224889705882,48.696499889705876,73.6812437622549
C643T_2_B1,30.211224889705882,48.696499889705876,73.6812437622549
C877P1C2_7_N001,48.041970098039215,74.11924845588237,114.36057078431375
C877P2C2_7_N001,48.041970098039215,74.11924845588237,114.36057078431375
C877P2C2_7_ND002,48.041970098039215,74.11924845588237,114.36057078431375
CABALLO3_7_N001,54.774716127450986,90.31230578431372,120.3605625245098
CABALLO3_7_N002,54.774716127450986,90.31230578431372,120.3605625245098
CABRILLO_6_N011,38.48808593137255,60.109574632352945,83.47666011029412
CACHE_6_THERM1GNODE,3.8502980392156863,5.802680367647058,8.460446911764706
CADET_6_N002,34.184745906862744,57.22344583333334,76.44452747549019
CAFLTSSS_2_B1,48.041970098039215,74.11924845588237,114.36057078431375
CALCMENT_7_N1,31.13778421568627,50.93133578431373,61.22678887254902
CALGEN_7_N001,68.26075161764706,101.16304328431372,132.11048235294115
CALISTGA_6_N004,37.51721540441177,55.21090713235294,80.54911732843136
CALPELLA_7_NBT1,45.81718583333334,79.39473166666667,128.10030875
CALPELLA_7_NSR1,45.81718583333334,79.39473166666667,128.10030875
CAMANCHE_7_N001,34.941448860294116,55.654340649509805,73.70129598039216
CAMANCHE_7_N002,34.941448860294116,55.654340649509805,73.70129598039216
CAMANCHE_7_N003,34.941448860294116,55.654340649509805,73.70129598039216
CAMDEN_6_N011,68.1160725490196,114.6959156617647,166.92712920343138
CAMERON_7_N008,61.627532352941174,102.2308724387255,131.04374267156862
CAMINO_2_N001,23.613913259803923,37.49477662990196,47.055910232843146
CAMPCOL_NODET,29.526745294117646,41.32488180147059,54.11113078431372
