constraint_key,n_binding_intervals,sum_mu,sum_abs_mu,max_mu,min_mu,abs_sum_mu,type
ITC:CZ 345kV|I|Base Case,1971,499428.47630000004,499428.47630000004,1510.71968,0.0,499428.47630000004,ITC
NOM:24723_CONTROL _115_24865_TAP188  _115_BR_2 _1|Base Case,789,396727.90875,396727.90875,1498.64928,0.0,396727.90875,NOM
ITC:HWD_FAR A REA|I|LA1 NR_TAR 1,1356,183556.00632,183556.00632,322.60089,0.0,183556.00632,ITC
NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1|PG1 LOSBNS 500-230 BK1,1070,174347.83415,174347.83415,508.74874,0.0,174347.83415,NOM
NOM:7820_TL 230S_OVERLOAD_NG|Base Case,760,-157654.78767,157654.78767,0.0,-1498.98713,157654.78767,NOM
NOM:35618_SN JSE A_115_35620_EL PATIO_115_BR_1 _1|PG1 NEWARK-NWRKDST 230,294,126876.43761,126876.43761,1475.95695,0.0,126876.43761,NOM
NOM:24801_DEVERS  _500_24804_DEVERS  _230_XF_1 _P|SC1 SERRAN-VALLEY_1 500,1939,101805.47822,101805.47822,1355.98386,0.0,101805.47822,NOM
ITC:WINDSTAR EXPORT TCOR|E|Base Case,1361,96650.0179,96650.0179,1000.0,0.0,96650.0179,ITC
NOM:31486_CARIBOU _115_30255_CARBOU M_ 1.0_XF_11|Base Case,2082,90546.06473,90546.06473,383.90813,0.0,90546.06473,NOM
NOM:31336_HPLND JT_60.0_31206_HPLND JT_115_XF_2|PG1 EGLRCK-GYS5X6 115,705,82915.1648,82915.1648,187.4762,0.0,82915.1648,NOM
NOM:34116_LE GRAND_115_34115_ADRA TAP_115_BR_1 _1|PG1 MNDOTA-PNOCHE 115,1557,74389.28424000001,74389.28424000001,235.44663,0.0,74389.28424000001,NOM
NOM:30790_PANOCHE _230_30900_GATES   _230_BR_2 _1|PG1 GATES-LOSBNS_1 500,385,73207.49183,73207.49183,1074.23712,0.0,73207.49183,NOM
NOM:31374_GYSRJCT1_60.0_31382_FTCHMTNP_60.0_BR_1 _1|PG1 EGLRK-SLVR-FLTN 115_M,197,69873.69717,69873.69717,432.54811,0.0,69873.69717,NOM
NOM:35356_MNTA VSA_115_30705_MONTAVIS_230_XF_4|PG1 MNTVIS 230-115 BK3,114,61837.70844,61837.70844,1283.38606,0.0,61837.70844,NOM
NOM:24723_CONTROL _115_24866_TAP189  _115_BR_1 _1|Base Case,70,61141.07587,61141.07587,2768.30938,0.0,61141.07587,NOM
NOM:36850_KIFER   _115_35615_FMC     _115_BR_1 _1|PG1 LOSEST-NORTEC 115,138,59141.31250000001,59141.31250000001,1000.0,0.0,59141.31250000001,NOM
NOM:30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1|PG1 MOSSLD-LOSBNS 500,266,53253.42225,53253.42225,750.58196,0.0,53253.42225,NOM
NOM:115kv LK|AP1 FC-MK_1 500,63,53085.36265,53085.36265,1407.97352,0.0,53085.36265,NOM
NOM:24091_MESA CAL_230_24076_LAGUBELL_230_BR_2_1|Base Case,381,52420.63005,52420.63005,1259.67545,0.0,52420.63005,NOM
NOM:35618_SN JSE A_115_35620_EL PATIO_115_BR_1 _1|PG1 TESLA 500-230 BK6,60,50825.67406,50825.67406,1485.10365,0.0,50825.67406,NOM
NOM:30472_PEABODY _230_30529_BRDSLDNG_230_BR_1 _1|PG1 VACADX-LMBEPK 230,608,43397.60768,43397.60768,1068.92403,0.0,43397.60768,NOM
