node,spread_D2,spread_D4,spread_D8,rank_D2,rank_D4,rank_D8,rank_shift_2_vs_8
0096WD_7_N001,49.45447647058823,83.44857352941177,120.42146078431372,580.0,607.0,718.0,138.0
1501WDC2_7_ND001,52.700013431372554,79.09893235294118,100.52131372549022,487.0,768.0,1585.0,1098.0
2C559EQ2_7_N001,49.45447647058823,83.44857352941177,120.42278529411765,580.0,607.0,704.0,124.0
2C559_1_B1,49.45447647058823,83.44857352941177,120.42278529411765,580.0,607.0,704.0,124.0
2C577C1_7_N001,139.64882583333332,247.20096333333333,339.22456999999997,27.0,24.0,24.0,3.0
2PBLSM34_7_N001,40.39653529411765,69.67101666666666,108.41780588235292,1257.0,1182.0,1002.0,255.0
3PEAKS_1_BESS1GNODE,34.69651862745098,58.52935490196079,72.15079098039216,1876.0,1855.0,2012.0,136.0
3PEAKS_GNODE1,25.78435568627451,45.78853191176471,70.13850906862746,2031.0,2041.0,2022.0,9.0
4C687C2_7_N001,55.01781887254902,94.91690833333334,146.06932205882353,425.0,345.0,340.0,85.0
4C687_1_B1,55.01781887254902,94.91690833333334,146.06932205882353,425.0,345.0,340.0,85.0
4C744C12_7_N001,49.45447647058823,83.44857352941177,120.42278529411765,580.0,607.0,704.0,124.0
4C744C22_7_N001,49.45447647058823,83.44857352941177,120.42278529411765,580.0,607.0,704.0,124.0
4C744C32_7_N001,49.45447647058823,83.44857352941177,120.42278529411765,580.0,607.0,704.0,124.0
4C744C42_7_N001,49.45447647058823,83.44857352941177,120.42278529411765,580.0,607.0,704.0,124.0
90TH.SO_GNODEPDRP1,17.302344019607844,30.257857303921572,48.779513382352945,2106.0,2105.0,2092.0,14.0
ACACIA_7_N001,40.34524313725491,69.17281568627452,108.05006470588235,1382.0,1309.0,1131.0,251.0
ADCC_2_N001,45.056961666666666,79.5394275,118.96052166666666,773.0,765.0,744.0,29.0
ADERAG1_7_N001,110.54197205882352,183.2647644607843,269.21090789215685,83.0,70.0,73.0,10.0
ADRATAP_1_B1,110.54197205882352,183.2647644607843,269.21090789215685,83.0,70.0,73.0,10.0
AGATEBAY_7_GNODE1,49.56335946078432,83.97101063725489,124.38263073529411,567.0,570.0,602.0,35.0
AGRCJCT_6_B1,101.75519019607843,158.37508431372547,232.54151602941175,94.0,94.0,100.0,6.0
AGRICO_7_NBT1,101.75519019607843,158.37508431372547,232.54151602941175,94.0,94.0,100.0,6.0
AGUCALG1_7_B1,41.29773725490196,77.19586,123.18662647058825,1133.0,813.0,618.0,515.0
AIRPORT_GNODE1,42.82797455882353,70.16476210784313,90.13550411764706,871.0,1049.0,1819.0,948.0
AKINGS02_7_N001,55.72584911764706,85.14840220588236,112.22447975490196,379.0,499.0,858.0,479.0
ALAMITOS_2_B1,40.779530392156865,63.02362490196079,95.98602671568628,1179.0,1795.0,1692.0,513.0
ALAMIT_7_NBT2,40.779530392156865,63.02362490196079,95.98602671568628,1179.0,1795.0,1692.0,513.0
ALAMOSC_7_N001,40.032914705882355,69.01568529411765,107.59072941176468,1582.0,1365.0,1252.0,330.0
ALAMT1G_7_B1,40.779530392156865,63.02362490196079,95.98602671568628,1179.0,1795.0,1692.0,513.0
ALAMT2G_7_B1,40.779530392156865,63.02362490196079,95.98602671568628,1179.0,1795.0,1692.0,513.0
ALAMT3G_7_B1,40.779530392156865,63.02362490196079,95.98602671568628,1179.0,1795.0,1692.0,513.0
ALAMT4G_7_B1,40.779530392156865,63.02362490196079,95.98602671568628,1179.0,1795.0,1692.0,513.0
ALAMT5G_7_B1,40.779530392156865,63.02362490196079,95.98602671568628,1179.0,1795.0,1692.0,513.0
ALAMT6G_7_B1,40.779530392156865,63.02362490196079,95.98602671568628,1179.0,1795.0,1692.0,513.0
ALASB1_7_NSB1,42.38179705882353,63.12012529411764,95.77247338235294,973.0,1786.0,1706.0,733.0
ALASB2_7_NSB2,39.28205980392158,67.91353627450981,102.62731372549021,1695.0,1650.0,1498.0,197.0
ALLEGHNY_6_N002,35.952933333333334,57.54665416666666,92.19831249999999,1862.0,1859.0,1788.0,74.0
ALMASL3_7_N001,38.54661764705882,68.0232637254902,93.53023431372547,1749.0,1535.0,1737.0,12.0
ALMASL3_7_N002,38.54661764705882,68.0232637254902,93.53023431372547,1749.0,1535.0,1737.0,12.0
ALMASL_7_GUB6N,38.54661764705882,68.0232637254902,93.53023431372547,1749.0,1535.0,1737.0,12.0
ALMASL_7_GUS6N,38.54661764705882,68.0232637254902,93.53023431372547,1749.0,1535.0,1737.0,12.0
ALMASL_7_GUS7N,38.54661764705882,68.0232637254902,93.53023431372547,1749.0,1535.0,1737.0,12.0
ALMDACT1_7_B1,49.224203333333335,80.5358725,135.0033825,663.0,753.0,382.0,281.0
