node,n_months_active,n_months_blue_or_purple,size_cv,size_median_x12,size_max_share,same_kstar_months,persistence_label
MISSION_6_N001,10,9,0.48639252063939986,1765363111.8630002,0.18257953300921398,3,10/12 mo · stable
MISSIX_7_N006,10,3,1.4184745358269315,3827921042.8259997,0.47452438674137914,5,10/12 mo · variable
MISSON_1_N015,10,3,1.4184745358269315,3827921042.8259997,0.47452438674137914,5,10/12 mo · variable
MONLTS12_7_N003,12,0,1.3504999166522818,3405441450.516,0.3889688652110409,3,12/12 mo · variable
MONLTS12_7_N004,12,0,1.3504999166522818,3405441450.516,0.3889688652110409,3,12/12 mo · variable
MONLTS12_7_N005,12,0,1.3504999166522818,3405441450.516,0.3889688652110409,3,12/12 mo · variable
MONLTS12_7_N006,12,0,1.3504999166522818,3405441450.516,0.3889688652110409,3,12/12 mo · variable
MONOLITH_6_N102,12,0,1.4139596156528895,3027875312.976,0.4029539683046919,2,12/12 mo · variable
MONROE_1_N001,10,4,1.5810225558872406,1675721325.3930001,0.5417597077017131,6,10/12 mo · variable
MONSANTO_LNODED1,4,0,1.6911673071196482,2667214389.336,0.8827468007656636,2,sporadic (4/12 mo)
MONSANTO_LNODED2,4,0,1.6911673071196482,2667214389.336,0.8827468007656636,2,sporadic (4/12 mo)
MONTAGUE_1_N011,11,5,0.792483283197387,1649581719.0719998,0.21132355228772223,5,11/12 mo · moderate
MONTICLO_7_N001,10,4,1.5810225558872406,1675721325.3930001,0.5417597077017131,6,10/12 mo · variable
MONTICLO_7_N002,10,4,1.5810225558872406,1675721325.3930001,0.5417597077017131,6,10/12 mo · variable
MONTICLO_7_N003,10,4,1.5810225558872406,1675721325.3930001,0.5417597077017131,6,10/12 mo · variable
MOONSHIN_NODE1,4,0,1.6911673071196482,2667214389.336,0.8827468007656636,2,sporadic (4/12 mo)
MOONSHIN_NODE2,4,0,1.6911673071196482,2667214389.336,0.8827468007656636,2,sporadic (4/12 mo)
MOORPARK_2_B1,11,0,1.3765506020226403,3312625200.6000004,0.41334770088273765,3,11/12 mo · variable
MOORPARK_2_N062,11,0,1.3765506020226403,3312625200.6000004,0.41334770088273765,3,11/12 mo · variable
MOORPARK_6_GN010,11,0,1.3765506020226403,3312625200.6000004,0.41334770088273765,3,11/12 mo · variable
MOORPARK_6_N001,11,0,1.3765506020226403,3312625200.6000004,0.41334770088273765,3,11/12 mo · variable
MOORPARK_6_N005,11,0,1.3765506020226403,3312625200.6000004,0.41334770088273765,3,11/12 mo · variable
MOORPARK_6_N069,11,0,1.3765506020226403,3312625200.6000004,0.41334770088273765,3,11/12 mo · variable
MOSSLAND_5_B1,10,2,0.4221152913224556,3114016323.21,0.17020389397147273,8,10/12 mo · stable
MOSSLDB_2_B1,11,2,0.4983864346923587,2743125425.3519993,0.16642795697184384,8,11/12 mo · stable
MOSSLD_1_N055,11,3,0.4983864346923587,2743125425.3519993,0.16642795697184384,8,11/12 mo · stable
MPBBT5_7_CN1,7,1,0.6170628596367175,2513592539.136,0.25578837574074703,2,7/12 mo · moderate
MPETAP_1_B1,10,1,1.7302958064743261,1334084083.7129998,0.583637812542823,7,10/12 mo · variable
MRCHNT13_7_N001,11,0,1.1011895694038358,3312625200.6000004,0.38399185265193253,3,11/12 mo · variable
MRCHNT13_7_N002,11,0,1.1011895694038358,3312625200.6000004,0.38399185265193253,3,11/12 mo · variable
MRCHNT2_7_N001,11,0,1.1011895694038358,3312625200.6000004,0.38399185265193253,3,11/12 mo · variable
MRGT_6_NODE1,10,4,0.6871127831678274,1597924704.804,0.20073751856792116,3,10/12 mo · moderate
MRLPKGEN_7_B1,11,0,0.38935616914839444,2836912747.8,0.14272029283929444,3,11/12 mo · stable
MS3345_7_N001,10,3,0.603245315851375,2174881808.688,0.20697523822815084,3,10/12 mo · moderate
MSOLAR_7_NBT1,12,0,0.48587452770857165,2545400351.76,0.13581250093494754,3,12/12 mo · stable
MSOLAR_7_NSR4,12,0,0.48587452770857165,2545400351.76,0.13581250093494754,3,12/12 mo · stable
MSOLGEN3_7_N003,12,0,0.48587452770857165,2545400351.76,0.13581250093494754,3,12/12 mo · stable
MTVIEW_1_GN001,11,4,2.052244862217963,2346904247.604,0.6475008408747098,6,11/12 mo · volatile
MTWIND_7_N004,11,1,0.4411321650933274,2836912747.8,0.15065523950907994,4,11/12 mo · stable
MTWND3_7_N001,11,1,0.4411321650933274,2836912747.8,0.15065523950907994,4,11/12 mo · stable
MTWNDCOL_NODE1,4,0,1.6911673071196482,2667214389.336,0.8827468007656636,2,sporadic (4/12 mo)
MTWNDCOL_NODE2,4,0,1.6911673071196482,2667214389.336,0.8827468007656636,2,sporadic (4/12 mo)
MTZKRSL1_7_GNODE1,6,0,0.6030892514214147,2397317705.82,0.27002113561282975,2,6/12 mo · moderate
MTZUMA2_7_B1,10,0,1.7083737754404418,1997801375.0879998,0.4854202786133231,4,10/12 mo · variable
MURRAYGN_7_N018,10,10,1.0280217058372052,545280711.858,0.3247263336492145,8,10/12 mo · variable
MURRAYGN_7_N021,10,10,1.0280217058372052,545280711.858,0.3247263336492145,8,10/12 mo · variable
MURRAYGN_7_N022,10,10,1.0280217058372052,545280711.858,0.3247263336492145,8,10/12 mo · variable
MURRAYGN_7_N023,10,10,1.0280217058372052,545280711.858,0.3247263336492145,8,10/12 mo · variable
MURRAYGN_7_N024,10,10,1.0280217058372052,545280711.858,0.3247263336492145,8,10/12 mo · variable
MURRAYGN_7_N025,10,10,1.0280217058372052,545280711.858,0.3247263336492145,8,10/12 mo · variable
MURRAYGN_7_N026,10,10,1.0280217058372052,545280711.858,0.3247263336492145,8,10/12 mo · variable
MURRAYGN_7_N027,10,10,1.0280217058372052,545280711.858,0.3247263336492145,8,10/12 mo · variable
MUSTANGS_2_B1,11,1,0.8451321391582306,13371497229.024002,0.24886567413672536,6,11/12 mo · moderate
MVMPT_7_B1ND002,12,0,1.4139596156528895,3027875312.976,0.4029539683046919,2,12/12 mo · variable
MVMPT_7_B1ND003,12,0,1.4139596156528895,3027875312.976,0.4029539683046919,2,12/12 mo · variable
MVMPT_7_B2ND002,12,0,1.4139596156528895,3027875312.976,0.4029539683046919,2,12/12 mo · variable
MVMPT_7_B2ND003,12,0,1.4139596156528895,3027875312.976,0.4029539683046919,2,12/12 mo · variable
NAPA_6_N002,10,1,1.3092983189857075,3827921042.8259997,0.3821916174132581,3,10/12 mo · variable
NAPA_6_N003,10,1,1.3092983189857075,3827921042.8259997,0.3821916174132581,3,10/12 mo · variable
NAUGHTO_NODE1,4,0,1.6911673071196482,2667214389.336,0.8827468007656636,2,sporadic (4/12 mo)
NAUGHTO_NODE2,4,0,1.6911673071196482,2667214389.336,0.8827468007656636,2,sporadic (4/12 mo)
NAUGHTO_NODE3,4,0,1.6911673071196482,2667214389.336,0.8827468007656636,2,sporadic (4/12 mo)
NAVY35R_7_B1,12,0,1.1605430384007227,4244100784.0020003,0.298086425728209,4,12/12 mo · variable
NEBOPS_NODE1,5,0,1.7515397196725495,3312625200.6000004,0.8248874716395709,2,5/12 mo · variable
NEBOPS_NODE2,5,0,1.7515397196725495,3312625200.6000004,0.8248874716395709,2,5/12 mo · variable
NEENACH_6_N008,7,0,1.2353543145320087,2743125425.3519993,0.5400304030536276,3,7/12 mo · variable
NEENCHGN_7_N001,7,0,1.2353543145320087,2743125425.3519993,0.5400304030536276,3,7/12 mo · variable
NEFFSLR_7_GNODE1,6,0,0.6030892514214147,2397317705.82,0.27002113561282975,2,6/12 mo · moderate
NEORBLF_7_B1,10,0,1.2951518072556591,3592153384.488,0.37972530302392377,3,10/12 mo · variable
NEWARKD_1_N126,10,4,1.596914846302014,3821245803.144,0.5167124523343464,4,10/12 mo · variable
NEWCJ1_1_B1,11,2,1.022526574938057,4330617182.784,0.27758483395662964,5,11/12 mo · variable
NHGNDM_7_N001,8,3,0.9725979830135266,11197199170.152,0.3585185542452583,4,8/12 mo · moderate
NHGNDM_7_N002,8,3,0.9725979830135266,11197199170.152,0.3585185542452583,4,8/12 mo · moderate
NINEMIL_NODE1,6,1,0.6030892514214147,2397317705.82,0.27002113561282975,2,6/12 mo · moderate
NITHWK_7_N001,9,5,0.49413494801831587,2513592539.136,0.18044002864900935,2,9/12 mo · stable
NLANCRAN_7_N001,12,0,1.3504999166522818,3405441450.516,0.3889688652110409,3,12/12 mo · variable
NNSS_FF_1_N001,11,0,1.1011895694038358,3312625200.6000004,0.38399185265193253,3,11/12 mo · variable
NOOSA_7_N001,10,2,1.2639634584881807,3120691562.892,0.3715685354471565,4,10/12 mo · variable
NORCNV_7_ND002,9,3,0.9350051821544239,18063781157.52,0.29418152308151835,5,9/12 mo · moderate
NORSMDL1_7_N001,12,0,1.4139596156528895,3027875312.976,0.4029539683046919,2,12/12 mo · variable
NORTHOAK_7_N001,11,0,1.3765506020226403,3312625200.6000004,0.41334770088273765,3,11/12 mo · variable
NRRWS1TP_6_B1,12,3,1.5319439732898599,2877929803.6259995,0.38926525040995963,3,12/12 mo · variable
NRRWS2TP_6_B1,12,3,1.5319439732898599,2877929803.6259995,0.38926525040995963,3,12/12 mo · variable
NUCOR_LNODED1,4,0,1.6911673071196482,2667214389.336,0.8827468007656636,2,sporadic (4/12 mo)
OAKC12_7_N012,11,3,1.340410777251711,4157584385.2200003,0.3694044752717225,3,11/12 mo · variable
OAKLAND_1_B1,11,3,1.340410777251711,4157584385.2200003,0.3694044752717225,3,11/12 mo · variable
OAKLND12_7_N001,11,3,1.340410777251711,4157584385.2200003,0.3694044752717225,3,11/12 mo · variable
OAKLND3_7_N001,11,3,1.340410777251711,4157584385.2200003,0.3694044752717225,3,11/12 mo · variable
OASISC1_7_N003,12,0,1.3504999166522818,3405441450.516,0.3889688652110409,3,12/12 mo · variable
OASISC1_7_N004,12,0,1.3504999166522818,3405441450.516,0.3889688652110409,3,12/12 mo · variable
OASISC1_7_N005,12,0,1.3504999166522818,3405441450.516,0.3889688652110409,3,12/12 mo · variable
OASISC1_7_N007,12,0,1.3504999166522818,3405441450.516,0.3889688652110409,3,12/12 mo · variable
OASISC1_7_N008,12,0,1.3504999166522818,3405441450.516,0.3889688652110409,3,12/12 mo · variable
OASISC1_7_N009,12,0,1.3504999166522818,3405441450.516,0.3889688652110409,3,12/12 mo · variable
OASISC1_7_N010,12,0,1.3504999166522818,3405441450.516,0.3889688652110409,3,12/12 mo · variable
OASISC1_7_N011,12,0,1.3504999166522818,3405441450.516,0.3889688652110409,3,12/12 mo · variable
OASISC1_7_N012,12,0,1.3504999166522818,3405441450.516,0.3889688652110409,3,12/12 mo · variable
OASISC1_7_N013,12,0,1.3504999166522818,3405441450.516,0.3889688652110409,3,12/12 mo · variable
OASISC1_7_N014,12,0,1.3504999166522818,3405441450.516,0.3889688652110409,3,12/12 mo · variable
OASISG2_7_N001,12,0,1.3504999166522818,3405441450.516,0.3889688652110409,3,12/12 mo · variable
OASISG2_7_N003,12,0,1.3504999166522818,3405441450.516,0.3889688652110409,3,12/12 mo · variable
OBERON_7_N101,11,0,0.5261602353162576,2658811545.3,0.16206199858818532,4,11/12 mo · moderate
OBERON_7_N102,11,0,0.5261602353162576,2658811545.3,0.16206199858818532,4,11/12 mo · moderate
OBERON_7_N112,11,0,0.5261602353162576,2658811545.3,0.16206199858818532,4,11/12 mo · moderate
OBERON_7_N122,11,0,0.5261602353162576,2658811545.3,0.16206199858818532,4,11/12 mo · moderate
OBERON_7_N132,11,0,0.5261602353162576,2658811545.3,0.16206199858818532,4,11/12 mo · moderate
OBERON_7_N152,11,0,0.5261602353162576,2658811545.3,0.16206199858818532,4,11/12 mo · moderate
OBERON_7_N162,11,0,0.5261602353162576,2658811545.3,0.16206199858818532,4,11/12 mo · moderate
OBERON_7_N172,11,0,0.5261602353162576,2658811545.3,0.16206199858818532,4,11/12 mo · moderate
OBERON_7_N182,11,0,0.5261602353162576,2658811545.3,0.16206199858818532,4,11/12 mo · moderate
OILFLDS_6_B1,11,0,0.8908489925448196,13371497229.024002,0.25494150407626176,6,11/12 mo · moderate
OILFLDS_6_N009,11,0,0.8908489925448196,13371497229.024002,0.25494150407626176,6,11/12 mo · moderate
OLDMLSLR_7_GNODER1,6,0,0.6030892514214147,2397317705.82,0.27002113561282975,2,6/12 mo · moderate
OLDRIVR_6_N007,12,4,1.1177520014057138,3405441450.516,0.31834882192519603,4,12/12 mo · variable
OLDRIVR_7_N033,12,4,1.1177520014057138,3405441450.516,0.31834882192519603,4,12/12 mo · variable
OLDRIVR_7_N044,12,4,1.1177520014057138,3405441450.516,0.31834882192519603,4,12/12 mo · variable
OLDTOWN_6_GN001,9,5,0.6018914920918098,1836171078.2400002,0.2044306541072629,2,9/12 mo · moderate
OLEUM_1_B1,10,3,1.4643738940812443,3827921042.8259997,0.48506697434528484,4,10/12 mo · variable
OLINDA_6_N004,12,0,1.3504999166522818,3405441450.516,0.3889688652110409,3,12/12 mo · variable
OLINDA_6_N007,12,0,1.3504999166522818,3405441450.516,0.3889688652110409,3,12/12 mo · variable
OLINDA_6_N008,12,0,1.3504999166522818,3405441450.516,0.3889688652110409,3,12/12 mo · variable
OLINDA_6_N009,12,0,1.3504999166522818,3405441450.516,0.3889688652110409,3,12/12 mo · variable
OLMSTEAD_7_GNODE1,5,0,1.7515397196725495,3312625200.6000004,0.8248874716395709,2,5/12 mo · variable
OLS-AGNE_7_N001,11,5,0.8839647480988532,1163879892.672,0.2240120620773131,5,11/12 mo · moderate
OLSEN_6_N001,10,0,1.2951518072556591,3592153384.488,0.37972530302392377,3,10/12 mo · variable
OMWD_6_GN001,9,4,0.3777499860656905,3312625200.6000004,0.16607386864019,2,9/12 mo · stable
ONEIDA_NODE1,4,0,1.6911673071196482,2667214389.336,0.8827468007656636,2,sporadic (4/12 mo)
ONEIDA_NODE2,4,0,1.6911673071196482,2667214389.336,0.8827468007656636,2,sporadic (4/12 mo)
ONEIDA_NODE3,4,0,1.6911673071196482,2667214389.336,0.8827468007656636,2,sporadic (4/12 mo)
ONEILPMP_7_N001,11,0,0.8783640954776681,13371497229.024002,0.2640096640958865,5,11/12 mo · moderate
ONEILPMP_7_N002,11,0,0.8783640954776681,13371497229.024002,0.2640096640958865,5,11/12 mo · moderate
ONEILPMP_7_N003,11,0,0.8783640954776681,13371497229.024002,0.2640096640958865,5,11/12 mo · moderate
ONEILPMP_7_N004,11,0,0.8783640954776681,13371497229.024002,0.2640096640958865,5,11/12 mo · moderate
ONEILPMP_7_N005,11,0,0.8783640954776681,13371497229.024002,0.2640096640958865,5,11/12 mo · moderate
ONEILPMP_7_N006,11,0,0.8783640954776681,13371497229.024002,0.2640096640958865,5,11/12 mo · moderate
OPALSPRI_NODET,6,0,0.6030892514214147,2397317705.82,0.27002113561282975,2,6/12 mo · moderate
ORLANDB_6_N004,10,0,1.2951518072556591,3592153384.488,0.37972530302392377,3,10/12 mo · variable
ORLNDB_7_N001,10,0,1.2951518072556591,3592153384.488,0.37972530302392377,3,10/12 mo · variable
OROENGY_7_B1,12,1,1.7536990771144603,2877929803.6259995,0.5090923545426622,3,12/12 mo · variable
OROLMGN_7_N004,9,5,0.9906637457703145,4540678435.583999,0.3236793787644139,3,9/12 mo · moderate
OROLMGN_7_N005,9,5,0.9906637457703145,4540678435.583999,0.3236793787644139,3,9/12 mo · moderate
OROLOM_7_N001,2,0,0.18338316369328533,4019468068.008,0.5648357393014823,1,sporadic (2/12 mo)
OROLOM_7_N002,2,0,0.18338316369328533,4019468068.008,0.5648357393014823,1,sporadic (2/12 mo)
OROVLTP_6_B1,12,1,1.7536990771144603,2877929803.6259995,0.5090923545426622,3,12/12 mo · variable
ORTIGAGN_7_N001,11,1,0.8070699811283442,13371497229.024002,0.24337700626350584,7,11/12 mo · moderate
ORTIGAGN_7_N003,11,1,0.8070699811283442,13371497229.024002,0.24337700626350584,7,11/12 mo · moderate
ORTIGAGN_7_N004,11,1,0.8070699811283442,13371497229.024002,0.24337700626350584,7,11/12 mo · moderate
OSO_6_N008,11,0,1.3765506020226403,3312625200.6000004,0.41334770088273765,3,11/12 mo · variable
OTAYMESA_2_B1,9,4,0.5679611658748427,1836171078.2400002,0.20107713789441753,3,9/12 mo · moderate
OTAY_6_B1,9,4,0.5098573273733306,2577208164.384,0.18736183084635982,2,9/12 mo · moderate
OXBOWF_7_B1,11,4,2.0043194272274123,831739090.2,0.5928379454739623,2,11/12 mo · volatile
OXGEN_7_B1,11,0,1.3765506020226403,3312625200.6000004,0.41334770088273765,3,11/12 mo · variable
OXMOUNTN_6_N001,10,2,1.7204200577455662,3491582460.75,0.5875438437586845,6,10/12 mo · variable
PA99MWQ1_6_GN001,9,4,0.5030364133752518,2577208164.384,0.18677620916256976,2,9/12 mo · moderate
PA99MWQ1_6_GN002,9,4,0.5030364133752518,2577208164.384,0.18677620916256976,2,9/12 mo · moderate
PADUA_2_N019,11,0,0.38935616914839444,2836912747.8,0.14272029283929444,3,11/12 mo · stable
PADUA_6_N004,11,0,0.38935616914839444,2836912747.8,0.14272029283929444,3,11/12 mo · stable
PADUA_6_N006,11,0,0.38935616914839444,2836912747.8,0.14272029283929444,3,11/12 mo · stable
PADUA_6_N007,11,0,0.38935616914839444,2836912747.8,0.14272029283929444,3,11/12 mo · stable
PADUA_6_N008,11,0,0.38935616914839444,2836912747.8,0.14272029283929444,3,11/12 mo · stable
PADUA_6_N009,11,0,0.38935616914839444,2836912747.8,0.14272029283929444,3,11/12 mo · stable
PAHRUMP_1_N017,10,0,1.1061732296593305,3405441450.516,0.40566783557591257,3,10/12 mo · variable
PALA_7_N001,9,4,0.5030364133752518,2577208164.384,0.18677620916256976,2,9/12 mo · moderate
PALISADI_NODE1,4,0,1.6911673071196482,2667214389.336,0.8827468007656636,2,sporadic (4/12 mo)
PALISADI_NODE2,4,0,1.6911673071196482,2667214389.336,0.8827468007656636,2,sporadic (4/12 mo)
PALISADI_NODE3,4,0,1.6911673071196482,2667214389.336,0.8827468007656636,2,sporadic (4/12 mo)
PALISADI_NODE4,4,0,1.6911673071196482,2667214389.336,0.8827468007656636,2,sporadic (4/12 mo)
PALSEL_7_N005,5,1,1.3932054228401431,2743125425.3519993,0.6920620939131203,5,5/12 mo · variable
PALSEL_7_N006,5,1,1.3932054228401431,2743125425.3519993,0.6920620939131203,5,5/12 mo · variable
PAN2TAP_1_B1,11,0,0.8318871538153183,13371497229.024002,0.24705456215884708,6,11/12 mo · moderate
PANERO_1_N001,11,1,0.4385359900561991,2910695977.7279997,0.1473047732234133,3,11/12 mo · stable
PANOBS1_7_B1,11,1,0.8318871538153183,13371497229.024002,0.24705456215884708,6,11/12 mo · moderate
PANOBS2_7_B1,11,1,0.8318871538153183,13371497229.024002,0.24705456215884708,6,11/12 mo · moderate
PANOBS3_7_B1,11,1,0.8318871538153183,13371497229.024002,0.24705456215884708,6,11/12 mo · moderate
PANOBS4_7_B1,11,1,0.8318871538153183,13371497229.024002,0.24705456215884708,6,11/12 mo · moderate
PANOCHE_1_B1,11,0,0.8318871538153183,13371497229.024002,0.24705456215884708,6,11/12 mo · moderate
PANOCHE_1_N001,11,0,0.8318871538153183,13371497229.024002,0.24705456215884708,6,11/12 mo · moderate
PANOCHE_7_N002,11,1,0.8318871538153183,13371497229.024002,0.24705456215884708,6,11/12 mo · moderate
PARADISE_1_N001,12,0,1.7098877705932292,2877929803.6259995,0.4993478609448049,3,12/12 mo · variable
PARDSE_7_N001,9,4,0.5098573273733306,2577208164.384,0.18736183084635982,2,9/12 mo · moderate
PAROWANC_NODE1,6,0,0.6823393323817247,1659090644.6399999,0.3077452768594082,2,6/12 mo · moderate
PAROWANC_NODE2,6,0,0.6823393323817247,1659090644.6399999,0.3077452768594082,2,6/12 mo · moderate
PASTORIA_2_B1,11,0,1.3765506020226403,3312625200.6000004,0.41334770088273765,3,11/12 mo · variable
PASTSR_7_CN002,7,0,1.557626071971491,3498257700.432,0.644114431042499,2,7/12 mo · variable
PASTSR_7_CN006,0,0,,,,0,single month
PAULSWT_1_GN002,11,3,0.4983864346923587,2743125425.3519993,0.16642795697184384,8,11/12 mo · stable
PAULSWT_1_N001,11,3,0.4983864346923587,2743125425.3519993,0.16642795697184384,8,11/12 mo · stable
PAULSWT_1_N013,11,3,0.4983864346923587,2743125425.3519993,0.16642795697184384,8,11/12 mo · stable
PAVANT_NODE1,6,0,0.6823393323817247,1659090644.6399999,0.3077452768594082,2,6/12 mo · moderate
PCBRICK_6_B1,10,3,1.4643738940812443,3827921042.8259997,0.48506697434528484,4,10/12 mo · variable
PCHCOPP_6_B1,11,0,0.8783640954776681,13371497229.024002,0.2640096640958865,5,11/12 mo · moderate
PEABODY_2_N002,10,0,1.2872446954180803,3827921042.8259997,0.37810139184458336,3,10/12 mo · variable
PEABODY_2_N024,10,0,1.2872446954180803,3827921042.8259997,0.37810139184458336,3,10/12 mo · variable
PEARBLSM_2_N020,12,0,1.3504999166522818,3405441450.516,0.3889688652110409,3,12/12 mo · variable
PEARSON_3_SOLAR1GNODE,6,0,0.6823393323817247,1659090644.6399999,0.3077452768594082,2,6/12 mo · moderate
PEASE_7_N001,12,2,1.4318622317380303,3255495941.1660004,0.3708268417887839,3,12/12 mo · variable
PELJAW_7_N004,0,0,,,,0,single month
PELJAW_7_N005,0,0,,,,0,single month
PELTONRE_NODET,6,0,0.6030892514214147,2397317705.82,0.27002113561282975,2,6/12 mo · moderate
PENDAIR_GNODE1,6,0,0.6030892514214147,2397317705.82,0.27002113561282975,2,6/12 mo · moderate
PENSTOCK_NODET,6,0,0.6030892514214147,2397317705.82,0.27002113561282975,2,6/12 mo · moderate
PEN_2_B1,9,4,0.5030364133752518,2577208164.384,0.18677620916256976,2,9/12 mo · moderate
PEORIA_7_N003,10,1,1.1598843838602106,3120691562.892,0.2983256511265006,4,10/12 mo · variable
PERGRN_7_N001,9,5,0.49413494801831587,2513592539.136,0.18044002864900935,2,9/12 mo · stable
PERMNNTE_6_GN001,11,3,0.7780339431919632,1941036760.6560001,0.20955591114578484,7,11/12 mo · moderate
PEWWOOD_7_B1,12,0,1.7098877705932292,2877929803.6259995,0.4993478609448049,3,12/12 mo · variable
PGRVEJ_6_B1,8,3,0.9725979830135266,11197199170.152,0.3585185542452583,4,8/12 mo · moderate
PHOENIX_7_N001,10,1,1.1598843838602106,3120691562.892,0.2983256511265006,4,10/12 mo · variable
PICOTHM_7_B1,12,1,1.4298522113846248,3405441450.516,0.40469340228980266,2,12/12 mo · variable
PINEFLT_2_B1,11,2,0.8318871538153183,13371497229.024002,0.24705456215884708,6,11/12 mo · moderate
PINEFLT_7_B1,11,2,0.8318871538153183,13371497229.024002,0.24705456215884708,6,11/12 mo · moderate
PINEFLT_7_B3,11,2,0.8318871538153183,13371497229.024002,0.24705456215884708,6,11/12 mo · moderate
PINEFLT_7_B4,11,2,0.8318871538153183,13371497229.024002,0.24705456215884708,6,11/12 mo · moderate
PINEFSLR_GNODE1,7,0,1.3820341568374923,3498257700.432,0.49482539732132214,2,7/12 mo · variable
PINTURA_1_EASTBESS1GNODE,1,0,,3498257700.432,1.0,1,single month
PINTURA_1_EASTSOLAR1GNODE,1,0,,3498257700.432,1.0,1,single month
PINTURA_1_WESTSOLAR1GNODE,1,0,,3498257700.432,1.0,1,single month
PIONEER_NODE3,4,0,1.6911673071196482,2667214389.336,0.8827468007656636,2,sporadic (4/12 mo)
PIONEER_NODE6,4,0,1.6911673071196482,2667214389.336,0.8827468007656636,2,sporadic (4/12 mo)
PIOPICO1_7_N001,9,4,0.5679611658748427,1836171078.2400002,0.20107713789441753,3,9/12 mo · moderate
PIOPICO2_7_N001,9,4,0.5679611658748427,1836171078.2400002,0.20107713789441753,3,9/12 mo · moderate
PIOPICO3_7_N001,9,4,0.5679611658748427,1836171078.2400002,0.20107713789441753,3,9/12 mo · moderate
PIT1_2_B1,11,0,1.3581814772857046,3498257700.432,0.37373444914282256,3,11/12 mo · variable
PIT1_6_N012,11,0,1.3581814772857046,3498257700.432,0.37373444914282256,3,11/12 mo · variable
PIT3_2_B1,11,0,1.6106197835641658,2743125425.3519993,0.4431279804346061,3,11/12 mo · variable
PIT5JT2_2_B1,11,0,1.6106197835641658,2743125425.3519993,0.4431279804346061,3,11/12 mo · variable
PIT5_7_N001,11,0,1.6106197835641658,2743125425.3519993,0.4431279804346061,3,11/12 mo · variable
PITCHGEN_7_B1,11,0,1.3765506020226403,3312625200.6000004,0.41334770088273765,3,11/12 mo · variable
PITSBRG_2_B1,10,2,1.4643738940812443,3827921042.8259997,0.48506697434528484,4,10/12 mo · variable
PITSBURG_1_B1,10,2,1.4643738940812443,3827921042.8259997,0.48506697434528484,4,10/12 mo · variable
PIUTE12_7_N002,12,0,1.3504999166522818,3405441450.516,0.3889688652110409,3,12/12 mo · variable
PLCRVLB2_7_N001,10,1,0.9759390066901094,11197199170.152,0.28456900183005474,5,10/12 mo · moderate
PLCRVLB2_7_N002,10,1,0.9759390066901094,11197199170.152,0.28456900183005474,5,10/12 mo · moderate
PLOALTO_1_N001,10,4,1.4651432014761119,3827921042.8259997,0.4853118872029768,5,10/12 mo · variable
PLOALTO_1_N019,10,4,1.4651432014761119,3827921042.8259997,0.4853118872029768,5,10/12 mo · variable
PLSNTGR_6_N013,10,1,1.1598835544144848,3914437441.608,0.32705832366443655,4,10/12 mo · variable
PMPJKG2_7_N001,12,0,1.181337057195068,4244100784.0020003,0.3011396395988395,4,12/12 mo · variable
PNEDLE_1_N001,10,2,0.8159921465585865,9267157065.126001,0.24128238743826047,5,10/12 mo · moderate
POE_2_B1,11,1,1.2080605245306075,3498257700.432,0.3195067699049511,4,11/12 mo · variable
POINTLMA_6_N021,9,5,0.6018914920918098,1836171078.2400002,0.2044306541072629,2,9/12 mo · moderate
POLARIS _7_N001,12,0,1.3504999166522818,3405441450.516,0.3889688652110409,3,12/12 mo · variable
POLARIS _7_N002,12,0,1.3504999166522818,3405441450.516,0.3889688652110409,3,12/12 mo · variable
POLARIS _7_N003,12,0,1.3504999166522818,3405441450.516,0.3889688652110409,3,12/12 mo · variable
POLARIS _7_N004,12,0,1.3504999166522818,3405441450.516,0.3889688652110409,3,12/12 mo · variable
POLSPRNG_7_NBT1,11,0,1.1011895694038358,3312625200.6000004,0.38399185265193253,3,11/12 mo · variable
POLSPRNG_7_NBT2,11,0,1.1011895694038358,3312625200.6000004,0.38399185265193253,3,11/12 mo · variable
POLSPRNG_7_NBT3,11,0,1.1011895694038358,3312625200.6000004,0.38399185265193253,3,11/12 mo · variable
POM_7_CN2,10,4,0.603245315851375,2174881808.688,0.20697523822815084,3,10/12 mo · moderate
PORTRDGB_7_N008,12,0,1.3504999166522818,3405441450.516,0.3889688652110409,3,12/12 mo · variable
PORTRDGC_7_N009,12,0,1.3504999166522818,3405441450.516,0.3889688652110409,3,12/12 mo · variable
POTTRVLY_7_N002,10,1,1.720660310648431,1334084083.7129998,0.5810106177297281,6,10/12 mo · variable
POTTRVLY_7_N003,10,1,1.720660310648431,1334084083.7129998,0.5810106177297281,6,10/12 mo · variable
PRAP_PAC_GNODE1,6,0,0.6030892514214147,2397317705.82,0.27002113561282975,2,6/12 mo · moderate
PRAXAIR_1_GN001,10,1,1.4643738940812443,3827921042.8259997,0.48506697434528484,4,10/12 mo · variable
PRCTRV1_7_N001,9,4,0.5260715628462077,2513592539.136,0.18299660223285127,2,9/12 mo · moderate
PRIMM_2_B1,10,0,1.1677671363487665,3027875312.976,0.42501598011648445,3,10/12 mo · variable
PRINVSLR_1_SOLAR1GNODE,6,0,0.6030892514214147,2397317705.82,0.27002113561282975,2,6/12 mo · moderate
PROCGEN_7_B1,11,0,1.3765506020226403,3312625200.6000004,0.41334770088273765,3,11/12 mo · variable
