node,n_months_active,n_months_blue_or_purple,size_cv,size_median_x12,size_max_share,same_kstar_months,persistence_label
DEVERS_1_N057,11,1,0.4411321650933274,2836912747.8,0.15065523950907994,4,11/12 mo · stable
DEVERS_1_N081,11,1,0.4411321650933274,2836912747.8,0.15065523950907994,4,11/12 mo · stable
DEVERS_1_N102,11,1,0.4411321650933274,2836912747.8,0.15065523950907994,4,11/12 mo · stable
DEVERS_1_N103,11,1,0.4411321650933274,2836912747.8,0.15065523950907994,4,11/12 mo · stable
DEVERS_1_N112,11,1,0.4411321650933274,2836912747.8,0.15065523950907994,4,11/12 mo · stable
DEVERS_2_B2,11,1,0.4411321650933274,2836912747.8,0.15065523950907994,4,11/12 mo · stable
DEVERS_2_N072,11,1,0.4411321650933274,2836912747.8,0.15065523950907994,4,11/12 mo · stable
DEVERS_2_N117,11,1,0.4411321650933274,2836912747.8,0.15065523950907994,4,11/12 mo · stable
DEXZEL_1_N001,12,0,1.1605430384007227,4244100784.0020003,0.298086425728209,4,12/12 mo · variable
DGPAN1_7_CN1,2,0,0.18338316369328533,4019468068.008,0.5648357393014823,1,sporadic (2/12 mo)
DIABLO_5_B1,12,0,1.1965329545236538,4008333125.664,0.318840449793117,3,12/12 mo · variable
DNUBAJCT_6_B1,11,3,0.8318871538153183,13371497229.024002,0.24705456215884708,6,11/12 mo · moderate
DOBBISLR_GNODE1,6,0,0.6030892514214147,2397317705.82,0.27002113561282975,2,6/12 mo · moderate
DONNELLS_7_B1,10,1,1.156155287179956,3120691562.892,0.29779555064910074,4,10/12 mo · variable
DORENALK_GNODE1,6,0,0.6030892514214147,2397317705.82,0.27002113561282975,2,6/12 mo · moderate
DOSPALS_7_N002,11,0,0.8971554762893459,5881762134.864,0.259342656082885,5,11/12 mo · moderate
DOSPAL_7_N003,6,0,0.7177025906715553,22060880673.768,0.3367608416202583,4,6/12 mo · moderate
DOUBLEC_1_B1,12,0,1.1605430384007227,4244100784.0020003,0.298086425728209,4,12/12 mo · variable
DRACKRS2_7_N002,11,0,0.5261602353162576,2658811545.3,0.16206199858818532,4,11/12 mo · moderate
DRACKRS2_7_N003,11,0,0.5261602353162576,2658811545.3,0.16206199858818532,4,11/12 mo · moderate
DRACKRS3_7_N001,11,0,0.5261602353162576,2658811545.3,0.16206199858818532,4,11/12 mo · moderate
DRACKRS3_7_N003,11,0,0.5261602353162576,2658811545.3,0.16206199858818532,4,11/12 mo · moderate
DRACKRS4_7_N001,11,0,0.5261602353162576,2658811545.3,0.16206199858818532,4,11/12 mo · moderate
DRACKRS4_7_N003,11,0,0.5261602353162576,2658811545.3,0.16206199858818532,4,11/12 mo · moderate
DRACKRS4_7_N004,11,0,0.5261602353162576,2658811545.3,0.16206199858818532,4,11/12 mo · moderate
DRAZIL_7_GNODE1,7,0,1.3820341568374923,3498257700.432,0.49482539732132214,2,7/12 mo · variable
DREWSR_7_N002,10,3,0.603245315851375,2174881808.688,0.20697523822815084,3,10/12 mo · moderate
DRUM38780_7_B1,12,4,1.996036421043662,1672665814.668,0.5663621593373699,3,12/12 mo · variable
DRUM38780_7_B3,12,4,1.996036421043662,1672665814.668,0.5663621593373699,3,12/12 mo · variable
DRUM38780_7_B4,12,4,1.996036421043662,1672665814.668,0.5663621593373699,3,12/12 mo · variable
DRUM38780_7_B7,12,4,1.996036421043662,1672665814.668,0.5663621593373699,3,12/12 mo · variable
DRUM_1_B1,12,4,1.996036421043662,1672665814.668,0.5663621593373699,3,12/12 mo · variable
DRUM_6_B1,12,4,1.996036421043662,1672665814.668,0.5663621593373699,3,12/12 mo · variable
DRYRANCH_7_N001,12,0,1.3504999166522818,3405441450.516,0.3889688652110409,3,12/12 mo · variable
DSAMIGO_2_N011,11,0,0.8370808101852526,13371497229.024002,0.2477973029932209,6,11/12 mo · moderate
DSRTHV3_7_N001,11,0,0.5261602353162576,2658811545.3,0.16206199858818532,4,11/12 mo · moderate
DSRTHV3_7_N002,11,0,0.5261602353162576,2658811545.3,0.16206199858818532,4,11/12 mo · moderate
DSRTHV3_7_N003,11,0,0.5261602353162576,2658811545.3,0.16206199858818532,4,11/12 mo · moderate
DSRTSN_7_N001,11,0,0.5261602353162576,2658811545.3,0.16206199858818532,4,11/12 mo · moderate
DSRTSN_7_N002,11,0,0.5261602353162576,2658811545.3,0.16206199858818532,4,11/12 mo · moderate
DSRTSN_7_NBT3,11,0,0.5261602353162576,2658811545.3,0.16206199858818532,4,11/12 mo · moderate
DSRTSN_7_NBT4,11,0,0.5261602353162576,2658811545.3,0.16206199858818532,4,11/12 mo · moderate
DTCHFL1_1_B1,12,3,1.6648088874976377,1787432257.7759995,0.43721227349595126,3,12/12 mo · variable
DTCHFL2_1_B1,12,3,1.996036421043662,1672665814.668,0.5663621593373699,3,12/12 mo · variable
DUCORGN1_7_N001,11,0,1.3765506020226403,3312625200.6000004,0.41334770088273765,3,11/12 mo · variable
DUCORGN2_7_N001,11,0,1.3765506020226403,3312625200.6000004,0.41334770088273765,3,11/12 mo · variable
DUCORGN3_7_N001,11,0,1.3765506020226403,3312625200.6000004,0.41334770088273765,3,11/12 mo · variable
DUCORGN4_7_N001,11,0,1.3765506020226403,3312625200.6000004,0.41334770088273765,3,11/12 mo · variable
DUNLAP_NODET,1,0,,1836171078.2400002,1.0,2,single month
DYERSM3_7_N001,10,1,0.7901185976167804,15717639193.272,0.25440691303890317,6,10/12 mo · moderate
DYNAMO_NODE1,5,0,1.7515397196725495,3312625200.6000004,0.8248874716395709,2,5/12 mo · variable
DYNAMO_NODE2,5,0,1.7515397196725495,3312625200.6000004,0.8248874716395709,2,5/12 mo · variable
DYNAMO_NODE3,5,0,1.7515397196725495,3312625200.6000004,0.8248874716395709,2,5/12 mo · variable
EAGLEMTN_2_N001,11,0,0.4180167314409976,3054164346.6000004,0.14231667876087098,3,11/12 mo · stable
EAGLEPOI_NODET,7,0,1.5994165623334413,3312625200.6000004,0.6585338356335451,2,7/12 mo · variable
EAGLMTC1_6_N001,11,0,0.4180167314409976,3054164346.6000004,0.14231667876087098,3,11/12 mo · stable
EASLEY_7_N002,0,0,,,,0,single month
EASLEY_7_N003,0,0,,,,0,single month
EASLEY_7_N004,0,0,,,,0,single month
EASLEY_7_N005,0,0,,,,0,single month
EASLEY_7_N006,0,0,,,,0,single month
EASLEY_7_N007,0,0,,,,0,single month
EASLEY_7_N008,0,0,,,,0,single month
EASLEY_7_N010,0,0,,,,0,single month
EASLEY_7_N011,0,0,,,,0,single month
EASLEY_7_N012,0,0,,,,0,single month
EASLEY_7_N013,0,0,,,,0,single month
EASLEY_7_N014,0,0,,,,0,single month
EASLEY_7_N015,0,0,,,,0,single month
EASLEY_7_N016,0,0,,,,0,single month
EASTGATE_6_N004,10,5,0.603245315851375,2174881808.688,0.20697523822815084,3,10/12 mo · moderate
ECO_1_B1,10,1,0.603245315851375,2174881808.688,0.20697523822815084,3,10/12 mo · moderate
ECO_2_B1,10,1,0.603245315851375,2174881808.688,0.20697523822815084,3,10/12 mo · moderate
EDES_7_N002,1,0,,3498257700.432,1.0,1,single month
EDMONSTN_2_N023,11,0,1.3765506020226403,3312625200.6000004,0.41334770088273765,3,11/12 mo · variable
EDWARD_7_CN1,12,0,1.4139596156528895,3027875312.976,0.4029539683046919,2,12/12 mo · variable
EDWARD_7_CN2,12,0,1.4139596156528895,3027875312.976,0.4029539683046919,2,12/12 mo · variable
EDWARD_7_N001,12,0,1.4139596156528895,3027875312.976,0.4029539683046919,2,12/12 mo · variable
EDWARD_7_N003,12,0,1.4139596156528895,3027875312.976,0.4029539683046919,2,12/12 mo · variable
EDWARD_7_N005,12,0,1.4139596156528895,3027875312.976,0.4029539683046919,2,12/12 mo · variable
EDWARD_7_N006,12,0,1.4139596156528895,3027875312.976,0.4029539683046919,2,12/12 mo · variable
EGLERCK_1_B1,10,1,1.720660310648431,1334084083.7129998,0.5810106177297281,6,10/12 mo · variable
EISENHOW_1_N031,11,1,0.45830319597020697,2836912747.8,0.15193105175149618,4,11/12 mo · stable
EISENHOW_1_N038,11,1,0.45830319597020697,2836912747.8,0.15193105175149618,4,11/12 mo · stable
EISENHOW_1_N039,11,1,0.45830319597020697,2836912747.8,0.15193105175149618,4,11/12 mo · stable
EISENHOW_1_N040,11,1,0.45830319597020697,2836912747.8,0.15193105175149618,4,11/12 mo · stable
EKOLAFLT_2_WINDGNODE,1,0,,1836171078.2400002,1.0,2,single month
ELBESLR_GNODE1,6,0,0.6030892514214147,2397317705.82,0.27002113561282975,2,6/12 mo · moderate
ELCAJNEG_7_GN001,10,10,1.0280217058372052,545280711.858,0.3247263336492145,8,10/12 mo · variable
ELCAJNGT_7_N011,10,10,1.0280217058372052,545280711.858,0.3247263336492145,8,10/12 mo · variable
ELCAJN_7_N004,4,5,0.6859245999451844,1081366450.389,0.4144049625128154,4,sporadic (4/12 mo)
ELCAJON_6_B1,10,10,1.0280217058372052,545280711.858,0.3247263336492145,8,10/12 mo · variable
ELCAJON_6_GN001,10,10,1.0280217058372052,545280711.858,0.3247263336492145,8,10/12 mo · variable
ELCAJON_6_GN002,10,10,1.0280217058372052,545280711.858,0.3247263336492145,8,10/12 mo · variable
ELCAPTN_1_N008,9,5,0.9808676638735752,4540678435.583999,0.3215094737954158,3,9/12 mo · moderate
ELCAPTN_7_N004,9,5,0.9808676638735752,4540678435.583999,0.3215094737954158,3,9/12 mo · moderate
ELCASCO_1_N021,11,1,0.4385359900561991,2910695977.7279997,0.1473047732234133,3,11/12 mo · stable
ELCRRTO_1_N001,10,2,1.4643738940812443,3827921042.8259997,0.48506697434528484,4,10/12 mo · variable
ELDORU1_7_B2,10,1,0.9759390066901094,11197199170.152,0.28456900183005474,5,10/12 mo · moderate
ELDORU2_7_B2,10,1,0.9759390066901094,11197199170.152,0.28456900183005474,5,10/12 mo · moderate
ELECTRA_2_B1,8,3,0.9725979830135266,11197199170.152,0.3585185542452583,4,8/12 mo · moderate
ELEKTRON_1_SOLAR1GNODE,5,0,1.7559494640203948,3213059532.192,0.82651573886651,2,5/12 mo · variable
ELGNJCT_6_B1,12,1,1.7536990771144603,2877929803.6259995,0.5090923545426622,3,12/12 mo · variable
ELKCRKJT_6_B1,10,0,1.2951518072556591,3592153384.488,0.37972530302392377,3,10/12 mo · variable
ELKHILLS_7_N001,12,0,1.1605430384007227,4244100784.0020003,0.298086425728209,4,12/12 mo · variable
ELKHILLS_7_N003,12,0,1.1605430384007227,4244100784.0020003,0.298086425728209,4,12/12 mo · variable
ELKHRN_7_N001,11,3,0.4983864346923587,2743125425.3519993,0.16642795697184384,8,11/12 mo · stable
ELKHRN_7_N002,11,3,0.4983864346923587,2743125425.3519993,0.16642795697184384,8,11/12 mo · stable
ELKHRN_7_N003,11,3,0.4983864346923587,2743125425.3519993,0.16642795697184384,8,11/12 mo · stable
ELLIOTT_7_N001,10,4,0.4127628123995722,2174881808.688,0.15992942304669358,2,10/12 mo · stable
ELLIS_2_B1,11,1,1.2164513983787137,2743125425.3519993,0.4135434977163184,3,11/12 mo · variable
ELLIS_6_N003,11,1,1.2164513983787137,2743125425.3519993,0.4135434977163184,3,11/12 mo · variable
ELNIDBIO_6_N001,9,5,0.9808676638735752,4540678435.583999,0.3215094737954158,3,9/12 mo · moderate
ELNIDO_7_N002,9,5,0.9906637457703145,4540678435.583999,0.3236793787644139,3,9/12 mo · moderate
ELSEGNDO_2_B1,12,0,1.4298522113846248,3405441450.516,0.40469340228980266,2,12/12 mo · variable
EMBRCDR_2_N001,10,2,1.4184745358269315,3827921042.8259997,0.47452438674137914,5,10/12 mo · variable
ENCANWND_6_N002,12,0,1.4139596156528895,3027875312.976,0.4029539683046919,2,12/12 mo · variable
ENCANWND_6_N003,12,0,1.4139596156528895,3027875312.976,0.4029539683046919,2,12/12 mo · variable
ENCINA_1_B1,10,4,0.603245315851375,2174881808.688,0.20697523822815084,3,10/12 mo · moderate
ENCINA_2_B1,10,5,0.603245315851375,2174881808.688,0.20697523822815084,3,10/12 mo · moderate
ENERSJ_7_N001,10,1,0.603245315851375,2174881808.688,0.20697523822815084,3,10/12 mo · moderate
ENTERPRU_NODE1,6,0,0.6823393323817247,1659090644.6399999,0.3077452768594082,2,6/12 mo · moderate
ESCALANS_3_BESS1GNODE,1,0,,3498257700.432,1.0,1,single month
ESCALANS_3_SOLAR1GNODE,1,0,,3498257700.432,1.0,1,single month
ESCALANS_3_SOLAR2GNODE,1,0,,3498257700.432,1.0,1,single month
ESCALANS_3_SOLAR3GNODE,1,0,,3498257700.432,1.0,1,single month
ESCNDIDO_2_N021,9,4,0.3777499860656905,3312625200.6000004,0.16607386864019,2,9/12 mo · stable
ESCNDIDO_6_B1,9,4,0.3777499860656905,3312625200.6000004,0.16607386864019,2,9/12 mo · stable
ESCNDO_7_N002,2,0,0.18338316369328533,4019468068.008,0.5648357393014823,1,sporadic (2/12 mo)
ESHORE_2_B1,10,3,1.2793243397205045,3120691562.892,0.44144977286346354,3,10/12 mo · variable
ESIDE_NODET,7,0,1.3820341568374923,3498257700.432,0.49482539732132214,2,7/12 mo · variable
ESRPP1_7_N001,11,1,0.4814463586590763,2658811545.3,0.15853468122256592,4,11/12 mo · stable
ESRPP1_7_N003,11,1,0.4814463586590763,2658811545.3,0.15853468122256592,4,11/12 mo · stable
ESRPP1_7_N004,11,1,0.4814463586590763,2658811545.3,0.15853468122256592,4,11/12 mo · stable
ESRPP1_7_N005,11,1,0.4814463586590763,2658811545.3,0.15853468122256592,4,11/12 mo · stable
ESRPP2_7_N001,11,1,0.4814463586590763,2658811545.3,0.15853468122256592,4,11/12 mo · stable
ESRPP2_7_N003,11,1,0.4814463586590763,2658811545.3,0.15853468122256592,4,11/12 mo · stable
ESRPP2_7_N004,11,1,0.4814463586590763,2658811545.3,0.15853468122256592,4,11/12 mo · stable
ESRPP2_7_N005,11,1,0.4814463586590763,2658811545.3,0.15853468122256592,4,11/12 mo · stable
ESRPP3_7_N001,11,1,0.4814463586590763,2658811545.3,0.15853468122256592,4,11/12 mo · stable
ESRPP3_7_N002,11,1,0.4814463586590763,2658811545.3,0.15853468122256592,4,11/12 mo · stable
ESRPP3_7_N004,11,1,0.4814463586590763,2658811545.3,0.15853468122256592,4,11/12 mo · stable
ESRPP3_7_N005,11,1,0.4814463586590763,2658811545.3,0.15853468122256592,4,11/12 mo · stable
ESTWND_7_N001,12,0,1.3504999166522818,3405441450.516,0.3889688652110409,3,12/12 mo · variable
ETIWANDA_2_N109,11,0,0.3855128693058413,3054164346.6000004,0.14133850863832995,2,11/12 mo · stable
ETIWANDA_6_GN001,11,0,0.3855128693058413,3054164346.6000004,0.14133850863832995,2,11/12 mo · stable
ETIWANDA_6_GN002,11,0,0.3855128693058413,3054164346.6000004,0.14133850863832995,2,11/12 mo · stable
ETIWANDA_6_GN003,11,0,0.3855128693058413,3054164346.6000004,0.14133850863832995,2,11/12 mo · stable
ETIWANDA_6_N004,11,0,0.3855128693058413,3054164346.6000004,0.14133850863832995,2,11/12 mo · stable
ETIWANDA_6_N006,11,0,0.3855128693058413,3054164346.6000004,0.14133850863832995,2,11/12 mo · stable
ETIWANDA_6_N008,11,0,0.3855128693058413,3054164346.6000004,0.14133850863832995,2,11/12 mo · stable
ETIWANDA_6_N011,11,0,0.3855128693058413,3054164346.6000004,0.14133850863832995,2,11/12 mo · stable
ETIWANDA_6_N015,11,0,0.3855128693058413,3054164346.6000004,0.14133850863832995,2,11/12 mo · stable
ETIWANDA_6_N016,11,0,0.3855128693058413,3054164346.6000004,0.14133850863832995,2,11/12 mo · stable
ETIWANDA_6_N017,11,0,0.3855128693058413,3054164346.6000004,0.14133850863832995,2,11/12 mo · stable
ETIWANDA_6_N018,11,0,0.3855128693058413,3054164346.6000004,0.14133850863832995,2,11/12 mo · stable
ETIWANDA_6_N019,11,0,0.3855128693058413,3054164346.6000004,0.14133850863832995,2,11/12 mo · stable
ETIWANDA_6_N020,11,0,0.3855128693058413,3054164346.6000004,0.14133850863832995,2,11/12 mo · stable
ETIWANDA_6_N021,11,0,0.3855128693058413,3054164346.6000004,0.14133850863832995,2,11/12 mo · stable
ETIWANDA_6_N022,11,0,0.3855128693058413,3054164346.6000004,0.14133850863832995,2,11/12 mo · stable
ETIWANDA_6_N023,11,0,0.3855128693058413,3054164346.6000004,0.14133850863832995,2,11/12 mo · stable
ETIWANDA_7_N002,11,0,0.3855128693058413,3054164346.6000004,0.14133850863832995,2,11/12 mo · stable
ETIWND_6_N026,11,0,0.3855128693058413,3054164346.6000004,0.14133850863832995,2,11/12 mo · stable
ETWPKGEN_7_B1,11,0,0.3855128693058413,3054164346.6000004,0.14133850863832995,2,11/12 mo · stable
EUREKA_6_N001,10,0,1.5096177832194702,2547498575.376,0.4654551460689146,4,10/12 mo · variable
EVERGBIO_NODEO,6,0,0.6030892514214147,2397317705.82,0.27002113561282975,2,6/12 mo · moderate
EXCHQRTP_7_B1,10,3,1.198625077595298,4851747668.406,0.3711876350376878,4,10/12 mo · variable
EXXONBH_7_B2,10,1,1.252988363090939,4176389757.582,0.37088084259461984,3,10/12 mo · variable
EXXONBH_7_N005,10,1,1.252988363090939,4176389757.582,0.37088084259461984,3,10/12 mo · variable
EXXON_NODEA,4,0,1.6911673071196482,2667214389.336,0.8827468007656636,2,sporadic (4/12 mo)
EXXON_NODEB,4,0,1.6911673071196482,2667214389.336,0.8827468007656636,2,sporadic (4/12 mo)
EXXON_NODEC,4,0,1.6911673071196482,2667214389.336,0.8827468007656636,2,sporadic (4/12 mo)
FALLCREE_NODET,7,0,1.3820341568374923,3498257700.432,0.49482539732132214,2,7/12 mo · variable
FALLSCRK_7_UNITGNODE,6,0,0.6030892514214147,2397317705.82,0.27002113561282975,2,6/12 mo · moderate
FAMOSO_6_N008,12,3,1.1177520014057138,3405441450.516,0.31834882192519603,4,12/12 mo · variable
FARADAY_3_SOLAR1GNODE,2,0,1.195249340404321,22594026732.516003,0.9225844569043217,2,sporadic (2/12 mo)
FARMERS_NODET,6,0,0.6030892514214147,2397317705.82,0.27002113561282975,2,6/12 mo · moderate
FBERBORD_1_N001,10,1,1.156155287179956,3120691562.892,0.29779555064910074,4,10/12 mo · variable
FELLOWSG_7_N002,12,0,1.1605430384007227,4244100784.0020003,0.298086425728209,4,12/12 mo · variable
FELTHYD_7_HYDRO1GNODE,4,0,1.6911673071196482,2667214389.336,0.8827468007656636,2,sporadic (4/12 mo)
FIFTHS_7_N002,12,0,0.9015474457600496,9267157065.126001,0.2550960874940424,5,12/12 mo · moderate
FIFTHS_7_N003,12,0,0.9015474457600496,9267157065.126001,0.2550960874940424,5,12/12 mo · moderate
FISHCREO_NODET,6,0,0.6030892514214147,2397317705.82,0.27002113561282975,2,6/12 mo · moderate
FLBRK_7_N001,9,4,0.5362707502273228,2513592539.136,0.21277922671661192,2,9/12 mo · moderate
FLOWD3-6_7_N100,10,1,1.2339232020949595,4176389757.582,0.3674660134897659,3,10/12 mo · variable
FLOWD3-6_7_N101,10,1,1.2339232020949595,4176389757.582,0.3674660134897659,3,10/12 mo · variable
FLOWIND_6_N003,12,0,1.4139596156528895,3027875312.976,0.4029539683046919,2,12/12 mo · variable
FNTRG1_7_N001,12,0,1.034818693885644,4367936782.764,0.2789122634145879,4,12/12 mo · variable
FOOTECRE_NODE1,1,0,,1836171078.2400002,1.0,2,single month
FORBSTWN_7_B1,12,1,1.7098877705932292,2877929803.6259995,0.4993478609448049,3,12/12 mo · variable
FOSTERW_7_N004,10,2,1.4643738940812443,3827921042.8259997,0.48506697434528484,4,10/12 mo · variable
FRBSTNTP_1_B1,12,1,1.7098877705932292,2877929803.6259995,0.4993478609448049,3,12/12 mo · variable
FREC_7_B1,12,2,1.4912067131990068,2877929803.6259995,0.38177124016564357,3,12/12 mo · variable
FREEZOUT_NODET,1,0,,1836171078.2400002,1.0,2,single month
FRIANTDM_7_B1,9,5,0.8484504173089409,13371497229.024002,0.30963030471616426,5,9/12 mo · moderate
FRNCHMS_6_B1,10,1,0.9759390066901094,11197199170.152,0.28456900183005474,5,10/12 mo · moderate
FRNCHMS_6_N005,10,1,0.9759390066901094,11197199170.152,0.28456900183005474,5,10/12 mo · moderate
FROGTOWN_7_N004,10,2,1.4200664341430538,1962899802.8009999,0.39241901954658726,3,10/12 mo · variable
FROGTOWN_7_N005,10,2,1.4200664341430538,1962899802.8009999,0.39241901954658726,3,10/12 mo · variable
FRTSWRD_6_GN001,10,0,1.5499332185718135,2260030244.1210003,0.4747394322163842,5,10/12 mo · variable
FRTSWRD_6_N004,10,0,1.5499332185718135,2260030244.1210003,0.4747394322163842,5,10/12 mo · variable
FRWTG1_7_N001,10,2,1.395958382409747,2165624376.726,0.41379463336446487,3,10/12 mo · variable
FTPIERCE_1_UNITGNODE,6,0,0.6823393323817247,1659090644.6399999,0.3077452768594082,2,6/12 mo · moderate
FULTON_1_N020,10,4,1.5810225558872406,1675721325.3930001,0.5417597077017131,6,10/12 mo · variable
FULTON_2_B1,10,4,1.5626940312725885,2260030244.1210003,0.47750122995268046,5,10/12 mo · variable
GADSBY_NODE1,5,0,1.7559494640203948,3213059532.192,0.82651573886651,2,5/12 mo · variable
GADSBY_NODE2,5,0,1.7559494640203948,3213059532.192,0.82651573886651,2,5/12 mo · variable
GADSBY_NODE3,5,0,1.7559494640203948,3213059532.192,0.82651573886651,2,5/12 mo · variable
GADSBY_NODE4,5,0,1.7559494640203948,3213059532.192,0.82651573886651,2,5/12 mo · variable
GADSBY_NODE5,5,0,1.7559494640203948,3213059532.192,0.82651573886651,2,5/12 mo · variable
GADSBY_NODE6,5,0,1.7559494640203948,3213059532.192,0.82651573886651,2,5/12 mo · variable
GALASLR_1_GNODE1,6,0,0.6030892514214147,2397317705.82,0.27002113561282975,2,6/12 mo · moderate
GANSOGN_7_N001,12,0,1.1605430384007227,4244100784.0020003,0.298086425728209,4,12/12 mo · variable
GARBT1GN_7_N001,12,0,1.4139596156528895,3027875312.976,0.4029539683046919,2,12/12 mo · variable
GARNET_1_B1,11,1,0.4411321650933274,2836912747.8,0.15065523950907994,4,11/12 mo · stable
GARNET_1_N106,11,1,0.4411321650933274,2836912747.8,0.15065523950907994,4,11/12 mo · stable
GARNET_7_N003,11,1,0.4411321650933274,2836912747.8,0.15065523950907994,4,11/12 mo · stable
GARNET_7_N006,11,1,0.4411321650933274,2836912747.8,0.15065523950907994,4,11/12 mo · stable
GARNET_7_N007,11,1,0.4411321650933274,2836912747.8,0.15065523950907994,4,11/12 mo · stable
GARNET_7_N008,11,1,0.4411321650933274,2836912747.8,0.15065523950907994,4,11/12 mo · stable
GARNET_7_N009,11,1,0.4411321650933274,2836912747.8,0.15065523950907994,4,11/12 mo · stable
GARNET_7_N011,11,1,0.4411321650933274,2836912747.8,0.15065523950907994,4,11/12 mo · stable
GARNET_7_N012,11,1,0.4411321650933274,2836912747.8,0.15065523950907994,4,11/12 mo · stable
GARNET_7_N013,11,1,0.4411321650933274,2836912747.8,0.15065523950907994,4,11/12 mo · stable
GARNET_7_N014,11,1,0.4411321650933274,2836912747.8,0.15065523950907994,4,11/12 mo · stable
GARNET_7_N015,11,1,0.4411321650933274,2836912747.8,0.15065523950907994,4,11/12 mo · stable
GARNET_7_N016,11,1,0.4411321650933274,2836912747.8,0.15065523950907994,4,11/12 mo · stable
GARNET_7_N017,11,1,0.4411321650933274,2836912747.8,0.15065523950907994,4,11/12 mo · stable
GARNET_7_N019,11,1,0.4411321650933274,2836912747.8,0.15065523950907994,4,11/12 mo · stable
GARNET_7_N020,11,1,0.4411321650933274,2836912747.8,0.15065523950907994,4,11/12 mo · stable
GARRETT_1_SOLAR1GNODE,6,0,0.6030892514214147,2397317705.82,0.27002113561282975,2,6/12 mo · moderate
GASKW1B2_7_N003,12,0,1.4139596156528895,3027875312.976,0.4029539683046919,2,12/12 mo · variable
GASKW1_7_N005,12,0,1.4139596156528895,3027875312.976,0.4029539683046919,2,12/12 mo · variable
GASKW1_7_N006,12,0,1.4139596156528895,3027875312.976,0.4029539683046919,2,12/12 mo · variable
GASKW1_7_N007,12,0,1.4139596156528895,3027875312.976,0.4029539683046919,2,12/12 mo · variable
GASKW1_7_N2BT1,12,0,1.4139596156528895,3027875312.976,0.4029539683046919,2,12/12 mo · variable
GASKW1_7_N2SR1,12,0,1.4139596156528895,3027875312.976,0.4029539683046919,2,12/12 mo · variable
GASKW1_7_N2SR2,12,0,1.4139596156528895,3027875312.976,0.4029539683046919,2,12/12 mo · variable
GASLRAGN_7_N001,12,0,1.4139596156528895,3027875312.976,0.4029539683046919,2,12/12 mo · variable
GASLRGN_7_N001,12,0,1.4139596156528895,3027875312.976,0.4029539683046919,2,12/12 mo · variable
GATESBK4_7_N002,12,0,0.9015474457600496,9267157065.126001,0.2550960874940424,5,12/12 mo · moderate
GATESBK4_7_N003,12,0,0.9015474457600496,9267157065.126001,0.2550960874940424,5,12/12 mo · moderate
GATES_6_B1,12,0,0.9015474457600496,9267157065.126001,0.2550960874940424,5,12/12 mo · moderate
GATEWYGN_7_N001,9,4,0.5679611658748427,1836171078.2400002,0.20107713789441753,3,9/12 mo · moderate
GEMSTATE_NODET,4,0,1.6911673071196482,2667214389.336,0.8827468007656636,2,sporadic (4/12 mo)
GEN_BUS_7_N003,10,0,1.5096177832194702,2547498575.376,0.4654551460689146,4,10/12 mo · variable
GEYERS56_1_B1,10,1,1.7103536343080485,1334084083.7129998,0.5784381493113527,6,10/12 mo · variable
GIFFEN_6_B1,9,1,1.0514909385305327,5162816901.228001,0.3628255413598665,4,9/12 mo · variable
GIFFGEN_7_N001,9,1,1.0514909385305327,5162816901.228001,0.3628255413598665,4,9/12 mo · variable
GIFFGEN_7_N002,9,1,1.0514909385305327,5162816901.228001,0.3628255413598665,4,9/12 mo · variable
GILROYF_1_B1,11,5,0.6577892478696834,2513592539.136,0.18603225217066757,5,11/12 mo · moderate
GLDHLGNC_7_N001,10,1,0.9394626314950036,11197199170.152,0.27930612844698405,5,10/12 mo · moderate
GLEAFTP_1_B1,12,2,1.4912067131990068,2877929803.6259995,0.38177124016564357,3,12/12 mo · variable
GLENROCW_NODET,1,0,,1836171078.2400002,1.0,3,single month
GLNARMC1_7_B1,12,0,1.3691456996455866,3405441450.516,0.39247935696020214,3,12/12 mo · variable
GLNARMC2_7_B1,12,0,1.3691456996455866,3405441450.516,0.39247935696020214,3,12/12 mo · variable
GLNARMC3_7_B1,12,0,1.3691456996455866,3405441450.516,0.39247935696020214,3,12/12 mo · variable
GLNARMC4_7_B1,12,0,1.3691456996455866,3405441450.516,0.39247935696020214,3,12/12 mo · variable
GLNARMC5_7_B5,12,0,1.3691456996455866,3405441450.516,0.39247935696020214,3,12/12 mo · variable
GNS1_7_B1,11,1,0.3855128693058413,3054164346.6000004,0.14133850863832995,2,11/12 mo · stable
GOALLINE_6_N001,9,4,0.3777499860656905,3312625200.6000004,0.16607386864019,2,9/12 mo · stable
GOLDHILL_1_N033,10,1,0.9759390066901094,11197199170.152,0.28456900183005474,5,10/12 mo · moderate
GOLETA_6_N002,11,0,1.3765506020226403,3312625200.6000004,0.41334770088273765,3,11/12 mo · variable
GOLETA_6_N004,11,0,1.3765506020226403,3312625200.6000004,0.41334770088273765,3,11/12 mo · variable
GOLETA_6_N067,11,0,1.3765506020226403,3312625200.6000004,0.41334770088273765,3,11/12 mo · variable
GOLETA_6_N068,11,0,1.3765506020226403,3312625200.6000004,0.41334770088273765,3,11/12 mo · variable
GOLETA_6_N100,11,0,1.3765506020226403,3312625200.6000004,0.41334770088273765,3,11/12 mo · variable
GOLETA_6_N200,11,0,1.3765506020226403,3312625200.6000004,0.41334770088273765,3,11/12 mo · variable
