node,archetype,MCC_mid,MCC_eve,import_signal,export_signal,spread,conc,marker,hours_covered
CONTROL_7_B1,RED,-68.87210491935484,-49.778687412634405,-49.778687412634405,68.87210491935484,1549.5627084803925,0.14795021465837851,filled,744
CONTROL_7_N021,RED,-68.87210491935484,-49.778687412634405,-49.778687412634405,68.87210491935484,1549.5627084803925,0.14795021465837851,filled,744
CSADIAB_7_N001,RED,-68.97453353225806,-49.75608568548387,-49.75608568548387,68.97453353225806,1547.5678139705883,0.1477383095746412,filled,744
CONTROLX_1_N003,RED,-68.97453353225806,-49.75608568548387,-49.75608568548387,68.97453353225806,1547.5678139705883,0.1477383095746412,filled,744
CONTROLX_1_N005,RED,-68.97453353225806,-49.75608568548387,-49.75608568548387,68.97453353225806,1547.5678139705883,0.1477383095746412,filled,744
CONTROLX_1_N008,RED,-68.97453353225806,-49.75608568548387,-49.75608568548387,68.97453353225806,1547.5678139705883,0.1477383095746412,filled,744
CONTROLX_1_N009,RED,-68.97453353225806,-49.75608568548387,-49.75608568548387,68.97453353225806,1547.5678139705883,0.1477383095746412,filled,744
CONTROLX_1_N010,RED,-68.97453353225806,-49.75608568548387,-49.75608568548387,68.97453353225806,1547.5678139705883,0.1477383095746412,filled,744
CONTROL_1_B1,RED,-68.97453353225806,-49.75608568548387,-49.75608568548387,68.97453353225806,1547.5678139705883,0.1477383095746412,filled,744
CONTROL_1_N034,RED,-68.97453353225806,-49.75608568548387,-49.75608568548387,68.97453353225806,1547.5678139705883,0.1477383095746412,filled,744
ELCAJN_7_N004,BLUE,37.244465086021506,41.47994899865591,41.47994899865591,-37.244465086021506,556.0310075,0.10092791781833231,filled,744
ELCAJON_6_GN001,BLUE,37.244465086021506,41.47994899865591,41.47994899865591,-37.244465086021506,556.0310075,0.10092791781833231,filled,744
ELCAJON_6_B1,BLUE,37.244465086021506,41.47994899865591,41.47994899865591,-37.244465086021506,556.0310075,0.10092791781833231,filled,744
