node,archetype,MCC_mid,MCC_eve,import_signal,export_signal,spread,conc,marker,hours_covered
CONTROLX_1_N005,RED,-27.18936764516128,-11.045351243279567,-11.045351243279567,27.18936764516128,262.99823137254907,0.20921655616462148,filled,743
CSADIAB_7_N001,RED,-27.18936764516128,-11.045351243279567,-11.045351243279567,27.18936764516128,262.99823137254907,0.20921655616462148,filled,743
CONTROLX_1_N003,RED,-27.18936764516128,-11.045351243279567,-11.045351243279567,27.18936764516128,262.99823137254907,0.20921655616462148,filled,743
CONTROLX_1_N009,RED,-27.18936764516128,-11.045351243279567,-11.045351243279567,27.18936764516128,262.99823137254907,0.20921655616462148,filled,743
CONTROLX_1_N010,RED,-27.18936764516128,-11.045351243279567,-11.045351243279567,27.18936764516128,262.99823137254907,0.20921655616462148,filled,743
CONTROL_1_B1,RED,-27.18936764516128,-11.045351243279567,-11.045351243279567,27.18936764516128,262.99823137254907,0.20921655616462148,filled,743
CONTROL_1_N034,RED,-27.18936764516128,-11.045351243279567,-11.045351243279567,27.18936764516128,262.99823137254907,0.20921655616462148,filled,743
CONTROLX_1_N008,RED,-27.18936764516128,-11.045351243279567,-11.045351243279567,27.18936764516128,262.99823137254907,0.20921655616462148,filled,743
CONTROL_7_B1,RED,-25.26175241935484,-10.04344431451613,-10.04344431451613,25.26175241935484,240.26061436274514,0.21281851462005136,filled,743
CONTROL_7_N021,RED,-25.26175241935484,-10.04344431451613,-10.04344431451613,25.26175241935484,240.26061436274514,0.21281851462005136,filled,743
DAVEJOHN_NODE2,RED,-15.798563822580643,-10.777983051075262,-10.777983051075262,15.798563822580643,185.06487151960783,0.17678138860114345,filled,743
DAVEJOHN_NODE1,RED,-15.798563822580643,-10.777983051075262,-10.777983051075262,15.798563822580643,185.06487151960783,0.17678138860114345,filled,743
DAVEJOHN_NODE3,RED,-15.70349816129032,-10.768881196236553,-10.768881196236553,15.70349816129032,185.06122651960783,0.1770201447528928,filled,743
DAVEJOHN_NODE4,RED,-15.70349816129032,-10.768881196236553,-10.768881196236553,15.70349816129032,185.06122651960783,0.1770201447528928,filled,743
LIGHTNCR_2_CS3GNODE,RED,-15.693161860215048,-10.768395692204294,-10.768395692204294,15.693161860215048,185.05944401960784,0.1770514715465428,filled,743
TOPWORLD_NODE1,RED,-15.693161860215048,-10.768395692204294,-10.768395692204294,15.693161860215048,185.05944401960784,0.1770514715465428,filled,743
ROOTCREE_2_GNODE1,RED,-15.69870810752687,-10.765780154569883,-10.765780154569883,15.69870810752687,185.05944401960784,0.17705888526653363,filled,743
ROLLHILL_NODET,RED,-15.693161860215048,-10.768395692204294,-10.768395692204294,15.693161860215048,185.05944401960784,0.1770514715465428,filled,743
GLENROCW_NODET,RED,-15.693161860215048,-10.768395692204294,-10.768395692204294,15.693161860215048,185.05944401960784,0.1770514715465428,filled,743
LIGHTNCR_2_CS1GNODE,RED,-15.693161860215048,-10.768395692204294,-10.768395692204294,15.693161860215048,185.05944401960784,0.1770514715465428,filled,743
