constraint_key,n_binding_intervals,sum_mu,sum_abs_mu,max_mu,min_mu,abs_sum_mu,type
ITC:NG XFMR4 A  69KV|I|SD1 NGILA-IVALLY 500,16,4673.4603,4673.4603,1000.0,0.0,4673.4603,ITC
ITC:LADWP_NET_ITC|E|Base Case,309,-4391.65077,4391.65077,0.0,-216.84379,4391.65077,ITC
NOM:22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1|SD1 MSSION-MURRAY_1A 69,29,4390.36495,4390.36495,468.99625,0.0,4390.36495,NOM
NOM:22464_MIGUEL  _230_22468_MIGUEL  _500_XF_81|SD1 MIGUEL 500-230 BK80,17,4372.5369900000005,4372.5369900000005,311.50972,0.0,4372.5369900000005,NOM
ITC:LDWP_IPP_NORTH|E|Base Case,596,-4216.30996,4216.30996,0.0,-24.31423,4216.30996,ITC
NOM:34548_KETTLEMN_70.0_34552_GATES   _70.0_BR_1 _1|Base Case,176,4065.82665,4065.82665,42.84753,0.0,4065.82665,NOM
ITC:WECC_Path_41|E|Base Case,251,4037.6474900000003,4037.6474900000003,151.60141,0.0,4037.6474900000003,ITC
NOM:24087_MAGUNDEN_230_24401_ANTELOPE_230_BR_1 _1|SC1 MAGNDN-ANTLPE_2 230,49,4027.7311099999997,4027.7311099999997,172.04018,0.0,4027.7311099999997,NOM
NOM:35120_NEWARK D_115_36851_NORTHERN_115_BR_1 _1|PG1 TESLA-NEWARK 230 2_M,6,3654.10605,3654.10605,946.54363,0.0,3654.10605,NOM
NOM:VC_TL_681B_import_NG|Base Case,487,-3465.79784,3465.79784,0.0,-55.15425,3465.79784,NOM
NOM:115 WTG at PEGS|Base Case,1,3264.33192,3264.33192,3264.33192,0.0,3264.33192,NOM
ITC:PACE_NET_ITC|E|Base Case,72,-3059.5019300000004,3059.5019300000004,0.0,-70.66509,3059.5019300000004,ITC
NOM:22604_OTAY    _69.0_22616_OTAYLKTP_69.0_BR_1 _1|SD1 MIGUEL-SALTCK_1 69,6,2961.13415,2961.13415,896.4,0.0,2961.13415,NOM
ITC:LDWP_IPP_NORTH|I|Base Case,387,-2931.80915,2931.80915,0.0,-53.5085,2931.80915,ITC
NOM:33530_KASSONJ2_115_33548_TRACY   _115_BR_1 _1|PG1 TESLA-TRACY 115_M,13,2883.2425500000004,2883.2425500000004,726.89585,0.0,2883.2425500000004,NOM
NOM:22604_OTAY    _69.0_22616_OTAYLKTP_69.0_BR_1 _1|SD1 BORDER-SALTCK_1 69,16,2497.54799,2497.54799,180.81797,0.0,2497.54799,NOM
NOM:30055_GATES1  _500_30060_MIDWAY  _500_BR_1 _1|PG1 LOSBNS 500-230 BK1,116,2493.27749,2493.27749,82.01379,0.0,2493.27749,NOM
NOM:TL687_BREGGO_NAROWS|Base Case,99,-2276.73042,2276.73042,0.0,-200.69915,2276.73042,NOM
ITC:MPSN T341|I|Base Case,50,2244.53678,2244.53678,148.41346,0.0,2244.53678,ITC
NOM:24801_DEVERS  _500_24804_DEVERS  _230_XF_1 _P|SC1 SERRAN-VALLEY_1 500,53,2044.3651100000002,2044.3651100000002,151.90199,0.0,2044.3651100000002,NOM
NOM:33932_MELONES _115_33934_TULLOCH _115_BR_1 _1|PG1 TESLA-TRACY 115_M,31,1875.78129,1875.78129,177.94242,0.0,1875.78129,NOM
ITC:HWD_FAR A REA|I|LA1 RIN_TAR 1,41,1737.4726699999999,1737.4726699999999,83.36735,0.0,1737.4726699999999,ITC
ITC:PNM_NET_ITC|I|Base Case,120,-1644.99545,1644.99545,0.0,-64.00635,1644.99545,ITC
NOM:115 WTG at PEGS|PNM1 FC-PINTADO 345,2,1543.6108,1543.6108,772.80153,0.0,1543.6108,NOM
ITC:GON 345TXF#4|I|AP1 FC-MK_1 500,34,1540.38701,1540.38701,127.33138,0.0,1540.38701,ITC
NOM:22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1|SD1 MSSION-MURRAY_2 69,5,1405.55969,1405.55969,430.23314,0.0,1405.55969,NOM
ITC:TOTAL_WYOMING_EXPORT|E|Base Case,55,1364.55274,1364.55274,71.55575,0.0,1364.55274,ITC
ITC:NEVP_NET_ITC|E|Base Case,3,-1338.27132,1338.27132,0.0,-1000.0,1338.27132,ITC
NOM:30790_PANOCHE _230_30900_GATES   _230_BR_2 _1|PG2 TRACY SOUTH DLO 500,9,1288.53658,1288.53658,339.421,0.0,1288.53658,NOM
ITC:LDWP_IPPDC-NS|I|Base Case,78,-1268.51766,1268.51766,0.0,-32.40332,1268.51766,ITC
NOM:33932_MELONES _115_33934_TULLOCH _115_BR_1 _1|PG1 TESLA-SCHLTE_1 115_M,12,1254.54947,1254.54947,154.09129,0.0,1254.54947,NOM
ITC:EAST_WYO_EXP|E|Base Case,29,1155.27695,1155.27695,59.24931,0.0,1155.27695,ITC
ITC:TEPC_BA_IMP_ITC|I|Base Case,123,-1139.9188100000001,1139.9188100000001,0.0,-35.97994,1139.9188100000001,ITC
NOM:32056_CORTINA _60.0_30451_CRTNA  M_ 1.0_XF_1|PG1 CORTIN 230-115 BK4,5,1133.1480700000002,1133.1480700000002,298.02074,0.0,1133.1480700000002,NOM
NOM:30905_TEMPLETN_230_30915_MORROBAY_230_BR_1 _1|Base Case,25,1008.0668800000001,1008.0668800000001,92.06183,0.0,1008.0668800000001,NOM
NOM:30060_MIDWAY  _500_29402_WIRLWIND_500_BR_1 _2|Base Case,37,1000.2701000000001,1000.2701000000001,62.54006,0.0,1000.2701000000001,NOM
NOM:30975_MDWAYR11_230_30060_MIDWAY  _500_XF_11_P|Base Case,16,997.64527,997.64527,199.64978,0.0,997.64527,NOM
ITC:SRP_NET_ITC|I|Base Case,65,-973.20261,973.20261,0.0,-28.83413,973.20261,ITC
ITC:EPE_NET_ITC|I|Base Case,1,-962.68454,962.68454,0.0,-962.68454,962.68454,ITC
NOM:7820_TL 230S_OVERLOAD_NG|Base Case,58,-952.53087,952.53087,0.0,-112.24148,952.53087,NOM
NOM:24723_CONTROL _115_24865_TAP188  _115_BR_2 _1|Base Case,2,902.7128700000001,902.7128700000001,893.65394,0.0,902.7128700000001,NOM
NOM:OMS_18671853_Devers230Bus_NG|Base Case,39,-878.2905199999999,878.2905199999999,0.0,-119.02511,878.2905199999999,NOM
NOM:35352_WHISMAN _115_35356_MNTA VSA_115_BR_1 _1|PG1 TESLA-LOSBNS 500,1,873.76503,873.76503,873.76503,0.0,873.76503,NOM
NOM:SYLMAR-AC_BG_NG|Base Case,59,-759.28466,759.28466,0.0,-81.06494,759.28466,NOM
ITC:CAL-WSS__106|I|PG1 LOSBNS-MIDWAY 500 2,14,752.52602,752.52602,129.30096,0.0,752.52602,ITC
NOM:34418_KINGSBRG_115_34405_FRWT TAP_115_BR_1 _1|PG1 KNGBRG-WAUKNA 115,40,718.1148799999999,718.1148799999999,40.00527,0.0,718.1148799999999,NOM
NOM:30060_MIDWAY  _500_24156_VINCENT _500_BR_1 _3|SC1 MIDWAY-WHIRWD_1 500,25,695.84305,695.84305,50.40334,0.0,695.84305,NOM
ITC:YU XFMR2 A  69KV|I|SD1 NGILA-IVALLY 500,8,652.5061,652.5061,164.21233,0.0,652.5061,ITC
NOM:35122_NWARK EF_115_36851_NORTHERN_115_BR_2 _1|PG1 NEWARK-NWRKDST 230,25,597.4991299999999,597.4991299999999,49.0668,0.0,597.4991299999999,NOM
NOM:30900_GATES   _230_30970_MIDWAY  _230_BR_1 _1|PG1 LOSBNS-MIDWAY 500 2,12,594.01502,594.01502,89.10263,0.0,594.01502,NOM
NOM:30790_PANOCHE _230_30900_GATES   _230_BR_2 _1|PG1 TRACY-LOSBNS 500,5,542.26599,542.26599,207.40206,0.0,542.26599,NOM
NOM:64229_SUMMIT 2_115_32218_DRUM    _115_BR_2_1|PG1 GATES-MIDWAY 500,2,508.52828,508.52828,260.49696,0.0,508.52828,NOM
NOM:30915_MORROBAY_230_30916_SOLARSS _230_BR_1 _1|PG1 MIDWAY BUS 1D+2D 230_M_RT,8,463.42286,463.42286,61.15733,0.0,463.42286,NOM
NOM:33932_MELONES _115_33934_TULLOCH _115_BR_1 _1|PG1 TESLA-BELLOTA 230,14,435.85455,435.85455,36.91845,0.0,435.85455,NOM
ITC:BPAT_NET_ITC|I|Base Case,52,-433.8047899999999,433.8047899999999,0.0,-21.33315,433.8047899999999,ITC
NOM:30900_GATES   _230_30970_MIDWAY  _230_BR_1 _1|SC1 MIDWAY-VINCNT_1 500,9,430.95142,430.95142,71.09673,0.0,430.95142,NOM
NOM:22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1|Base Case,1,367.31921,367.31921,367.31921,0.0,367.31921,NOM
NOM:35122_NWARK EF_115_35602_ZNKER J2_115_BR_1 _1|PG1 NEWARK-NWRKDST 230,21,348.53056000000004,348.53056000000004,32.95901,0.0,348.53056000000004,NOM
ITC:PACE_POPWEST_ITC|E|Base Case,113,-314.44205,314.44205,0.0,-10.77571,314.44205,ITC
NOM:30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1|PG1 LOSBNS BUS 2 500,6,306.1420499999999,306.1420499999999,79.48881,0.0,306.1420499999999,NOM
ITC:HURRICAW_WALAWALA_230|I|Base Case,27,300.2531,300.2531,25.99011,0.0,300.2531,ITC
NOM:7820_TL 230S_IV-SX-OUT_NG|Base Case,31,-280.3846,280.3846,0.0,-27.70652,280.3846,NOM
ITC:IPCO_NET_ITC|I|Base Case,6,-276.56411,276.56411,0.0,-116.63623,276.56411,ITC
NOM:33020_MORAGA  _115_35101_SN LNDRO_115_BR_2 _1|PG1 MORAGA-SANLEA 115 3,4,210.13317999999998,210.13317999999998,119.99359,0.0,210.13317999999998,NOM
ITC:TEPC_BA_EXP_ITC|E|Base Case,39,-168.33533,168.33533,0.0,-18.24475,168.33533,ITC
ITC:GON-IPP 230|I|Base Case,15,155.69952,155.69952,24.57845,0.0,155.69952,ITC
ITC:SRP_NET_ITC|E|Base Case,23,-152.46664,152.46664,0.0,-12.1341,152.46664,ITC
ITC:PACE_PATHC_ITC|E|Base Case,32,-133.09244999999999,133.09244999999999,0.0,-20.249,133.09244999999999,ITC
ITC:MPSN T342|I|Base Case,8,125.80596,125.80596,27.54807,0.0,125.80596,ITC
ITC:HA-RE_345KV|I|AP1 FC-MK_1 500,4,122.22038,122.22038,39.98435,0.0,122.22038,ITC
NOM:30060_MIDWAY  _500_24156_VINCENT _500_BR_2 _3|SC1 MIDWAY-WHIRWD_1 500,13,110.73472,110.73472,15.64341,0.0,110.73472,NOM
ITC:CAL-WSS__106|I|SC1 MIDWAY-WHIRWD_1 500,3,96.51069000000001,96.51069000000001,44.08387,0.0,96.51069000000001,ITC
NOM:24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1|Base Case,5,96.1958,96.1958,35.23232,0.0,96.1958,NOM
ITC:STB_STE2|I|SM1 HUR-PGG 230,2,91.81738,91.81738,50.17411,0.0,91.81738,ITC
ITC:Line_FC-MK_500KV|I|Base Case,4,76.95166,76.95166,26.32228,0.0,76.95166,ITC
ITC:LoneMesa345_34X1|I|Base Case,1,69.76989,69.76989,69.76989,0.0,69.76989,ITC
NOM:34375_ULTPWRJ _115_34377_AIRPROD _115_BR_1 _1|PG1 SANGER-MALAGA 115,10,68.99489,68.99489,20.63763,0.0,68.99489,NOM
ITC:IPCO_LAGRANDE_ITC|E|Base Case,40,-66.20383999999999,66.20383999999999,0.0,-6.77299,66.20383999999999,ITC
NOM:33932_MELONES _115_33934_TULLOCH _115_BR_1 _1|PG1 SCHLTE-MANTCA 115_M,3,44.49997,44.49997,18.32443,0.0,44.49997,NOM
NOM:6410_CP1_NG|Base Case,12,-44.35858,44.35858,0.0,-7.08247,44.35858,NOM
ITC:MALIN500_ISL|I|Base Case,4,-40.638600000000004,40.638600000000004,0.0,-10.65585,40.638600000000004,ITC
NOM:99002_MOE-ELD _500_24042_ELDORDO _500_BR_1 _2|SD1 NGILA-IVALLY 500,5,36.0789,36.0789,16.01725,0.0,36.0789,NOM
ITC:CAL-WSS__106|I|PG1 LOSBNS-GATES_3 500,1,34.29463,34.29463,34.29463,0.0,34.29463,ITC
ITC:PNM_SRP_ITC|E|Base Case,20,-32.016909999999996,32.016909999999996,0.0,-11.79371,32.016909999999996,ITC
NOM:7510-PAS-BAI-PAR-OOS_NG|Base Case,3,-28.964129999999997,28.964129999999997,0.0,-13.38908,28.964129999999997,NOM
NOM:30060_MIDWAY  _500_24156_VINCENT _500_BR_2 _3|SC1 MIDWAY-VINCNT_1 500,5,27.42568,27.42568,11.25516,0.0,27.42568,NOM
ITC:PGE_NET_ITC|E|Base Case,6,-25.11505,25.11505,0.0,-7.55116,25.11505,ITC
ITC:PGE_NET_ITC|I|Base Case,6,-23.81637,23.81637,0.0,-9.0642,23.81637,ITC
NOM:22524_MORHILTP_69.0_22440_MELROSE _69.0_BR_1 _1|SD1 ESCNDO-LILIAC 69,6,23.18266,23.18266,5.67086,0.0,23.18266,NOM
ITC:EPE_SNMIC_ITC|I|Base Case,1,-12.15825,12.15825,0.0,-12.15825,12.15825,ITC
ITC:HWD_FAR B REA|I|LA1 RIN_TAR 1,2,10.556049999999999,10.556049999999999,9.61648,0.0,10.556049999999999,ITC
ITC:PACE_FOURCORNE345_ITC|I|Base Case,5,-9.35713,9.35713,0.0,-9.12098,9.35713,ITC
ITC:IPCO_NET_ITC|E|Base Case,2,-5.35694,5.35694,0.0,-2.83886,5.35694,ITC
ITC:MALIN500_ISL|E|Base Case,3,-4.32173,4.32173,0.0,-3.98543,4.32173,ITC
ITC:BPAT_NET_ITC|E|Base Case,2,-3.0733099999999998,3.0733099999999998,0.0,-2.27412,3.0733099999999998,ITC
ITC:MERCHANT_ITC|I|Base Case,442,-0.5244,0.5244,0.0,-0.0012,0.5244,ITC
ITC:SUMMIT_ITC|I|Base Case,442,-0.5244,0.5244,0.0,-0.0012,0.5244,ITC
ITC:NWMT_AMPS_EAST|E|Base Case,50,-0.06,0.06,0.0,-0.0012,0.06,ITC
ITC:PARKER_ITC|E|Base Case,37,-0.0148,0.0148,0.0,-0.0004,0.0148,ITC
ITC:NORTHGILA500_ITC|E|Base Case,6,-0.0088,0.0088,0.0,-0.0024,0.0088,ITC
ITC:WALC_NET_IMPORT_ITC|I|Base Case,10,-0.0084,0.0084,0.0,-0.0012,0.0084,ITC
ITC:WALC_TEP_IMPORT_ITC|I|Base Case,3,-0.0012000000000000001,0.0012000000000000001,0.0,-0.0004,0.0012000000000000001,ITC
ITC:PARKER_ITC|I|Base Case,1,-0.0004,0.0004,0.0,-0.0004,0.0004,ITC
ITC:BLYTHE_ITC|I|Base Case,1,-0.0004,0.0004,0.0,-0.0004,0.0004,ITC
