physical_line,n_scenarios,sum_abs_mu,sub1,sub2,kV,matched_path,rating_MW,rating_source,match_confidence
NOM:24091_MESA CAL_230_24076_LAGUBELL_230_BR_2_1,2.0,43873.53896,MESACAL,LAGUBELL,230.0,,700.0,voltage proxy 230 kV,0
NOM:MIGUEL_BKs_MXFLW_NG,1.0,39737.40738999999,,,,,,unknown,0
ITC:Txfmrh1  230.KES,1.0,36064.74971999999,Txfmrh1,,,,,unknown,0
NOM:30790_PANOCHE _230_30900_GATES   _230_BR_2 _1,3.0,23919.928770000002,PANOCHE,GATES,230.0,Midway -Los Banos,5400.0,WECC path 15,5
NOM:22886_SUNCREST_230_22885_SUNCREST_500_XF_2 _S,1.0,21673.31803,SUNCREST,,500.0,,2500.0,voltage proxy 500 kV,0
NOM:36850_KIFER   _115_35615_FMC     _115_BR_1 _1,1.0,21088.40603,KIFER,FMC,115.0,,250.0,voltage proxy 115 kV,0
NOM:30472_PEABODY _230_30529_BRDSLDNG_230_BR_1 _1,2.0,18145.53775,PEABODY,BRDSLDNG,230.0,,700.0,voltage proxy 230 kV,0
NOM:115kv NH,1.0,16329.52316,,,115.0,,250.0,voltage proxy 115 kV,0
NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,1.0,12085.38695,LOSBANOS,PANOCHE,230.0,Midway -Los Banos,5400.0,WECC path 15,7
NOM:7690-INYOKN_VOLTAGE_EX_NG,1.0,11789.82918,,,,,,unknown,0
NOM:22886_SUNCREST_230_22885_SUNCREST_500_XF_2 _P,1.0,10871.77742,SUNCREST,,500.0,,2500.0,voltage proxy 500 kV,0
ITC:NWMT_AMPS_EAST,1.0,9436.915959999998,NWMT,,,,,unknown,0
NOM:24087_MAGUNDEN_230_24401_ANTELOPE_230_BR_1 _1,2.0,8704.02865,MAGUNDEN,ANTELOPE,230.0,,700.0,voltage proxy 230 kV,0
ITC:PACE_PATHC_ITC,1.0,7339.879919999999,PACE,,,,,unknown,0
NOM:30460_VACA-DIX_230_30478_LAMBIE  _230_BR_1 _1,1.0,7218.855320000001,VACA-DIX,LAMBIE,230.0,,700.0,voltage proxy 230 kV,0
ITC:MALIN500_ISL,2.0,7166.3456099999985,MALIN500,,,,,unknown,0
NOM:22400_LPULGS_69.0_22046_BASLNE_69.0_BR_1 _1,1.0,6981.295289999999,LPULGS,BASLNE,69.0,,150.0,voltage proxy 69 kV,0
ITC:NOPE,1.0,6785.2649599999995,NOPE,,,,,unknown,0
ITC:AZPS_NET_ITC,1.0,6647.44109,AZPS,,,,,unknown,0
ITC:EAST_WYO_EXP,1.0,6305.90646,EAST,,,,,unknown,0
NOM:OMS_17200828_23055OUT_NG,1.0,6300.80094,,,,,,unknown,0
NOM:VC_TL_681B_import_NG,1.0,6180.98841,,,,,,unknown,0
NOM:OMS_17417611_ML_BK80_OOS,1.0,5181.12982,,,,,,unknown,0
NOM:22464_MIGUEL  _230_22468_MIGUEL  _500_XF_81,1.0,5157.32945,MIGUEL,,500.0,,2500.0,voltage proxy 500 kV,0
NOM:32290_OLIVH J1_115_32214_RIO OSO _115_BR_1 _1,1.0,4636.88485,OLIVHJ1,RIOOSO,115.0,,250.0,voltage proxy 115 kV,0
ITC:CAL-DRM_2 120,3.0,3917.12706,CAL,DRM,,,,unknown,0
ITC:Line_AR-ARFHT_69KV,1.0,3878.76627,AR,ARFHT,69.0,,150.0,voltage proxy 69 kV,0
ITC:PACE_FOURCORNE345_ITC,2.0,3811.16652,PACE,,,,,unknown,0
NOM:31336_HPLND JT_60.0_31206_HPLND JT_115_XF_2,1.0,3669.51602,HPLNDJT,,115.0,,250.0,voltage proxy 115 kV,0
ITC:SRP_SYSTEM_ITC,1.0,3640.78738,SRP,,,,,unknown,0
NOM:92321_SYCA TP2_230_22832_SYCAMORE_230_BR_2 _1,1.0,3557.48013,SYCATP2,SYCAMORE,230.0,,700.0,voltage proxy 230 kV,0
NOM:30060_MIDWAY  _500_24156_VINCENT _500_BR_2 _3,1.0,3478.9063499999993,MIDWAY,VINCENT,500.0,Northern -Southern California,4000.0,WECC path 26,6
ITC:WINDSTAR EXPORT TCOR,1.0,3211.01728,WINDSTAR,,,,,unknown,0
ITC:LDWP_IPP_NORTH,2.0,2921.4624699999995,LDWP,,,,,unknown,0
NOM:OMS_16905130_Devers230Bus_NG,1.0,2788.04808,,,,,,unknown,0
NOM:24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1,1.0,2682.22372,NEENACH,TAP85,66.0,,,voltage 66 kV (no proxy),0
NOM:24402_ANTELOPE_66.0_24420_NEENACH _66.0_BR_1 _1,2.0,2337.69303,ANTELOPE,NEENACH,66.0,,,voltage 66 kV (no proxy),0
NOM:30056_GATES2  _500_30060_MIDWAY  _500_BR_2 _1,2.0,2202.3284999999996,GATES2,MIDWAY,500.0,Midway -Los Banos,5400.0,WECC path 15,5
NOM:VC_TL_681B_export_NG,1.0,1586.18927,,,,,,unknown,0
NOM:22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,1.0,1553.62307,ELCAJON,LOSCOCHS,69.0,,150.0,voltage proxy 69 kV,0
ITC:TID_NETINT_ITC,1.0,1524.10321,TID,,,,,unknown,0
ITC:PACE_POPWEST_ITC,1.0,1503.74402,PACE,,,,,unknown,0
NOM:31334_CLER LKE_60.0_31338_KONOCTI6_60.0_BR_1 _1,1.0,1419.95435,CLERLKE,KONOCTI6,60.0,,150.0,voltage proxy 60 kV,0
ITC:LDWP_IPPDC-NS,1.0,1382.04566,LDWP,,,,,unknown,0
NOM:OMS__Devers230Bus_NG,1.0,1365.27976,,,,,,unknown,0
NOM:30705_MONTAVIS_230_30730_HICKS   _230_BR_2 _1,1.0,893.64495,MONTAVIS,HICKS,230.0,,700.0,voltage proxy 230 kV,0
NOM:30055_GATES1  _500_30900_GATES   _230_XF_11_P,1.0,856.5205800000001,GATES1,GATES,500.0,Midway -Los Banos,5400.0,WECC path 15,5
ITC:HWD_FAR B REA,1.0,731.78304,HWD,,,,,unknown,0
NOM:HUMBOLDT_IMP_NG,1.0,725.5141199999999,,,,,,unknown,0
ITC:TEPC_BA_EXP_ITC,1.0,703.4360700000001,TEPC,,,,,unknown,0
ITC:BPAT_NET_ITC,2.0,696.86457,BPAT,,,,,unknown,0
ITC:AEOLUS_EXP,1.0,651.5046199999999,AEOLUS,,,,,unknown,0
NOM:OMS_16905094_Devers230Bus_NG,1.0,649.9284700000001,,,,,,unknown,0
NOM:36075_COBURN  _60.0_30760_COBURN  _230_XF_1,1.0,617.78337,COBURN,,230.0,,700.0,voltage proxy 230 kV,0
ITC:PNM_SRP_ITC,2.0,365.07977999999997,PNM,,,,,unknown,0
NOM:24086_LUGO    _500_26105_VICTORVL_500_BR_1 _1,1.0,330.54429000000005,LUGO,VICTORVL,500.0,,2500.0,voltage proxy 500 kV,0
ITC:TEPC_BA_IMP_ITC,1.0,304.52578,TEPC,,,,,unknown,0
NOM:22846_SANJCP_230-22260_ESCNDO_230-BR1,1.0,300.87884,SANJCP,ESCNDO,230.0,,700.0,voltage proxy 230 kV,0
NOM:22442_MELRSETP_69.0_22724_SANMRCOS_69.0_BR_1 _1,1.0,274.55537999999996,MELRSETP,SANMRCOS,69.0,,150.0,voltage proxy 69 kV,0
NOM:34418_KINGSBRG_115_34428_CONTADNA_115_BR_1 _1,1.0,258.38947,KINGSBRG,CONTADNA,115.0,,250.0,voltage proxy 115 kV,0
NOM:18999_VEAJAF  _138_18079_MERCURY _138_BR_1 _1,1.0,247.48662,VEAJAF,MERCURY,138.0,,,voltage 138 kV (no proxy),0
NOM:34214_LOS BANS_70.0_30765_LOSBANOS_230_XF_3,1.0,242.27841,LOSBANS,LOSBANOS,230.0,,700.0,voltage proxy 230 kV,0
ITC:EPE_NET_ITC,2.0,233.01733000000002,EPE,,,,,unknown,0
NOM:30500_BELLOTA _230_30501_BLLTA 1M_ 1.0_XF_1,1.0,198.78874,BELLOTA,,230.0,,700.0,voltage proxy 230 kV,0
NOM:34610_HAAS    _13.8_30855_HAAS    _230_XF_1,1.0,166.63796000000002,HAAS,,230.0,,700.0,voltage proxy 230 kV,0
NOM:99013_CAL CAPS_500_24801_DEVERS  _500_BR_1 _1,1.0,161.37005000000002,CALCAPS,DEVERS,500.0,,2500.0,voltage proxy 500 kV,0
NOM:TL687_BREGGO_NAROWS,1.0,111.95398,,,,,,unknown,0
NOM:28195_REDBLUFF_500_24375_REDBLUFF_230_XF_1_P_1,1.0,102.77313,REDBLUFF,,500.0,,2500.0,voltage proxy 500 kV,0
NOM:COI_600 S-N,1.0,98.8916,,,,,,unknown,0
NOM:22124_CHCARITA_138_22437_NCMTAP  _138_BR_1 _1,1.0,89.49547,CHCARITA,NCMTAP,138.0,,,voltage 138 kV (no proxy),0
NOM:PATH_19_JBW_NOMO_NPM,1.0,65.06889000000001,,,,,,unknown,0
NOM:COI_600 N-S,1.0,35.06715,,,,,,unknown,0
NOM:22716_SANLUSRY_230_24131_S.ONOFRE_230_BR_3 _1,1.0,12.80027,SANLUSRY,S.ONOFRE,230.0,,700.0,voltage proxy 230 kV,0
ITC:LADWP_NET_ITC,1.0,11.733,LADWP,,,,,unknown,0
NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3,1.0,11.26326,LOSBANOS,GATES1,500.0,Midway -Los Banos,5400.0,WECC path 15,5
ITC:NOB_ITC,1.0,10.51287,NOB,,,,,unknown,0
ITC:IPPUTAH_ITC,1.0,9.39312,IPPUTAH,,,,,unknown,0
NOM:22831_SYCAMORE_138_22124_CHCARITA_138_BR_1 _1,1.0,8.81555,SYCAMORE,CHCARITA,138.0,,,voltage 138 kV (no proxy),0
ITC:NEVP_NET_ITC,1.0,8.41323,NEVP,,,,,unknown,0
NOM:24791_TAP710  _115_24731_INYOKERN_115_BR_2 _1,1.0,8.014890000000001,TAP710,INYOKERN,115.0,,250.0,voltage proxy 115 kV,0
NOM:22640_PENDLETN_69.0_22708_SANLUSRY_69.0_BR_1 _1,1.0,5.2886500000000005,PENDLETN,SANLUSRY,69.0,,150.0,voltage proxy 69 kV,0
NOM:7430_KTTLM_GATES_70_1,1.0,2.71353,,,,,,unknown,0
ITC:WECC_Path_41,1.0,0.57524,WECC,,,,,unknown,0
ITC:NORTHGILA500_ITC,1.0,0.5219999999999999,NORTHGILA500,,,,,unknown,0
ITC:SUMMIT_ITC,2.0,0.38839999999999997,SUMMIT,,,,,unknown,0
ITC:LDWP_MCCULLOUG500,1.0,0.2216,LDWP,,,,,unknown,0
ITC:PARKER_ITC,2.0,0.0892,PARKER,,,,,unknown,0
ITC:WALC_TEP_IMPORT_ITC,1.0,0.0836,WALC,,,,,unknown,0
ITC:BLYTHE_ITC,1.0,0.072,BLYTHE,,,,,unknown,0
ITC:PALOVRDE_ITC,1.0,0.046,PALOVRDE,,,,,unknown,0
ITC:TEPC_SPV_VAIL_ITC,1.0,0.022,TEPC,,,,,unknown,0
ITC:IPCO_BORAHWEST_ITC,1.0,0.0156,IPCO,,,,,unknown,0
ITC:WALC_NET_IMPORT_ITC,1.0,0.0092,WALC,,,,,unknown,0
ITC:EPE_SNMIC_ITC,1.0,0.0048,EPE,,,,,unknown,0
ITC:IPCO_LAGRANDE_ITC,1.0,0.0024,IPCO,,,,,unknown,0
ITC:MERCHANT_ITC,1.0,0.0015999999999999,MERCHANT,,,,,unknown,0
ITC:WALC_NET_EXPORT_ITC,1.0,0.0004,WALC,,,,,unknown,0
