constraint_key,n_binding_intervals,sum_mu,sum_abs_mu,max_mu,min_mu,abs_sum_mu,type
NOM:32218_DRUM    _115_32244_BRNSWKT2_115_BR_2A _1|PG1 DRUM-RIOOSO 115 1_M,12,2517.1392,2517.1392,211.35007,0.0,2517.1392,NOM
NOM:32225_BRNSWKT1_115_32222_DTCH2TAP_115_BR_1A_1|PG1 DRUM-RIOOSO 115 2_M,12,2487.90481,2487.90481,209.36895,0.0,2487.90481,NOM
NOM:VC_TL_681B_export_NG|Base Case,143,-2425.63719,2425.63719,0.0,-222.55418,2425.63719,NOM
NOM:30060_MIDWAY  _500_24156_VINCENT _500_BR_2 _3|SC1 MIDWAY-WHIRWD_1 500,230,2121.53605,2121.53605,54.9926,0.0,2121.53605,NOM
NOM:22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1|SD1 LCOCHS-GR-MIGUEL 69,11,2112.6763499999997,2112.6763499999997,480.79171,0.0,2112.6763499999997,NOM
ITC:CFE_ITC|E|Base Case,2,-2000.0,2000.0,0.0,-1000.0,2000.0,ITC
NOM:115 WTG at PEGS|AP1 FC-MK_1 500,2,2000.0,2000.0,1000.0,0.0,2000.0,NOM
NOM:30472_PEABODY _230_30529_BRDSLDNG_230_BR_1 _1|Base Case,32,1728.32029,1728.32029,85.15425,0.0,1728.32029,NOM
NOM:99108_LAK-MOR1_115_33020_MORAGA  _115_BR_1 _4|PG1 PITTSP 230-115 BK12,147,1709.05391,1709.05391,209.68399,0.0,1709.05391,NOM
NOM:34118_LE GRNDJ_115_34168_EL NIDO _115_BR_1 _1|PG1 BORDEN-GREGG 230 1,4,1632.97582,1632.97582,543.52282,0.0,1632.97582,NOM
NOM:32342_E.NICOLS_60.0_32353_WHTLND1 _60.0_BR_1 _1|PG1 PALRMO-COLGAT_M 230,9,1618.1102799999999,1618.1102799999999,226.09063,0.0,1618.1102799999999,NOM
ITC:MALIN500_ISL|E|Base Case,146,-1498.4247599999997,1498.4247599999997,0.0,-35.56091,1498.4247599999997,ITC
NOM:22355_I VALLY2_230_22357_IV PFC1 _230_BR_1 _1|SD1 NGILA-IVALLY 500,28,1401.2203,1401.2203,95.84456,0.0,1401.2203,NOM
NOM:99002_MOE-ELD _500_24042_ELDORDO _500_BR_1 _2|SC1 PVERDE-COLRIV_1 500,37,1133.04565,1133.04565,66.86253,0.0,1133.04565,NOM
NOM:32782_STATIN D_115_32788_STATIN L_115_BR_1 _1|PG1 MORAGA BUS 1 230,6,1040.21979,1040.21979,299.81678,0.0,1040.21979,NOM
NOM:24723_CONTROL _115_24865_TAP188  _115_BR_2 _1|LA1 NR_TAR 1,1,1000.0,1000.0,1000.0,0.0,1000.0,NOM
NOM:7430_KTTLM_GATES_70_1|Base Case,31,-867.17452,867.17452,0.0,-39.32358,867.17452,NOM
ITC:HWD_FAR B REA|I|LA1 HWD_FAR A,24,838.09106,838.09106,60.89975,0.0,838.09106,ITC
NOM:30790_PANOCHE _230_30900_GATES   _230_BR_2 _1|PG1 GREGG-MSTANS 230,20,666.6406499999999,666.6406499999999,95.0476,0.0,666.6406499999999,NOM
ITC:LADWP_NET_ITC|I|Base Case,1,-647.58753,647.58753,0.0,-647.58753,647.58753,ITC
NOM:30790_PANOCHE _230_30900_GATES   _230_BR_2 _1|PG1 LOSBNS-GATES_3 500,8,643.8304,643.8304,112.36631,0.0,643.8304,NOM
NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3|PG1 LOSBNS-MIDWAY 500 2,23,631.74335,631.74335,54.71181,0.0,631.74335,NOM
NOM:30055_GATES1  _500_30060_MIDWAY  _500_BR_1 _1|Base Case,23,616.93741,616.93741,81.46504,0.0,616.93741,NOM
NOM:7690-CONTRL-INYOKN_IMP_NG|Base Case,1,-559.67384,559.67384,0.0,-559.67384,559.67384,NOM
ITC:EPE_SNMIC_ITC|I|Base Case,84,-546.9908700000001,546.9908700000001,0.0,-22.18582,546.9908700000001,ITC
ITC:TEPC_BA_EXP_ITC|E|Base Case,147,-484.51968,484.51968,0.0,-28.08828,484.51968,ITC
NOM:35107_DUMBARTN_115_35120_NEWARK D_115_BR_1 _1|PG1 EASTSH-SANMAT 230,12,419.18479,419.18479,159.44076,0.0,419.18479,NOM
NOM:32973_LAKEWOOD_115_99108_LAK-MOR1_115_BR_1 _1|PG1 PITTSP 230-115 BK12,25,404.3309699999999,404.3309699999999,209.68399,0.0,404.3309699999999,NOM
NOM:32345_BEALE1J2_60.0_32351_WHTLND2 _60.0_BR_2 _1|PG1 PALRMO-COLGAT_M 230,6,399.63201,399.63201,67.8127,0.0,399.63201,NOM
NOM:32314_SMRTSVLE_60.0_32345_BEALE1J2_60.0_BR_2 _1|PG1 PALRMO-COLGAT_M 230,6,399.63201,399.63201,67.8127,0.0,399.63201,NOM
ITC:LDWP_IPP_NORTH|I|Base Case,187,-375.07094,375.07094,0.0,-7.34286,375.07094,ITC
NOM:30500_BELLOTA _230_30501_BLLTA 1M_ 1.0_XF_1|PG1 BELOTA 230-115 BK2,49,361.32527000000005,361.32527000000005,20.98538,0.0,361.32527000000005,NOM
ITC:HWD_FAR B REA|I|LA1 NR_TAR 1,3,306.3103100000001,306.3103100000001,132.34556,0.0,306.3103100000001,ITC
NOM:22716_SANLUSRY_230_24131_S.ONOFRE_230_BR_3 _1|SD2 SANLUS-SONGS 230 1+2,8,291.97682999999995,291.97682999999995,105.28589,0.0,291.97682999999995,NOM
NOM:32308_COLGATE _60.0_32311_NRRWS1TP_60.0_BR_1 _1|PG1 PALRMO-COLGAT_M 230,6,225.16171,225.16171,38.14826,0.0,225.16171,NOM
NOM:22604_OTAY    _69.0_22616_OTAYLKTP_69.0_BR_1 _1|SD1 MIGUEL-SALTCK_1 69,6,221.83434,221.83434,76.72281,0.0,221.83434,NOM
ITC:WINDSTAR EXPORT TCOR|E|Base Case,11,189.73482,189.73482,57.31969,0.0,189.73482,ITC
ITC:EPE_NET_ITC|E|Base Case,31,-161.6933,161.6933,0.0,-20.25426,161.6933,ITC
NOM:30460_VACA-DIX_230_30478_LAMBIE  _230_BR_1 _1|PG1 PEABDY-BRDSLD 230,2,153.73156,153.73156,77.48099,0.0,153.73156,NOM
ITC:BPAT_NET_ITC|I|Base Case,10,-149.30692,149.30692,0.0,-21.45318,149.30692,ITC
ITC:PNM_SRP_ITC|E|Base Case,21,-145.16754,145.16754,0.0,-17.77749,145.16754,ITC
NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1|PG1 GATES-MIDWAY 500,2,102.64428000000001,102.64428000000001,53.17392,0.0,102.64428000000001,NOM
NOM:30790_PANOCHE _230_30900_GATES   _230_BR_2 _1|PG1 LOSBNS 500-230 BK1,5,92.49723,92.49723,24.25807,0.0,92.49723,NOM
NOM:OMS IV-ML OUTAGE_NG|Base Case,3,-89.00352000000001,89.00352000000001,0.0,-29.66784,89.00352000000001,NOM
ITC:IPCO_BORAHWEST_ITC|I|Base Case,16,-81.74461,81.74461,0.0,-11.15514,81.74461,ITC
NOM:7820_TL 230S_TL50001OUT_NG|Base Case,3,-73.37892,73.37892,0.0,-24.45964,73.37892,NOM
NOM:34214_LOS BANS_70.0_30765_LOSBANOS_230_XF_3|PG1 LOSBNS 500-230 BK1,1,69.00205,69.00205,69.00205,0.0,69.00205,NOM
NOM:32341_BEALE1J1_60.0_32353_WHTLND1 _60.0_BR_1 _1|PG1 PALRMO-COLGAT_M 230,1,58.65031,58.65031,58.65031,0.0,58.65031,NOM
NOM:24086_LUGO    _500_26105_VICTORVL_500_BR_1 _1|SD1 NGILA-IVALLY 500,1,58.23732,58.23732,58.23732,0.0,58.23732,NOM
NOM:TL50001+TL50003_OOS_SLINE_IMP|Base Case,3,-56.02996,56.02996,0.0,-21.81359,56.02996,NOM
NOM:22404_LILAC   _69.0_22624_PALA    _69.0_BR_1 _1|SD1 PNDLTN-SANLUS 69,5,47.146480000000004,47.146480000000004,14.11803,0.0,47.146480000000004,NOM
NOM:22740_SANYSDRO_69.0_22616_OTAYLKTP_69.0_BR_1 _1|SD1 MIGUEL-SALTCK_1 69,2,44.49946,44.49946,27.12461,0.0,44.49946,NOM
ITC:WECC_Path_41|I|Base Case,2,38.85903,38.85903,37.50819,0.0,38.85903,ITC
NOM:OMS_17086466_TL23030_NG|Base Case,1,-29.504,29.504,0.0,-29.504,29.504,NOM
NOM:22640_PENDLETN_69.0_22708_SANLUSRY_69.0_BR_1 _1|Base Case,4,24.52299,24.52299,9.55401,0.0,24.52299,NOM
NOM:22355_I VALLY2_230_22357_IV PFC1 _230_BR_1 _1|SC1 SERRAN-VALLEY_1 500,2,22.46532,22.46532,22.15287,0.0,22.46532,NOM
ITC:PNM_SRP_ITC|I|Base Case,11,-22.10003,22.10003,0.0,-6.30781,22.10003,ITC
ITC:NWMT_AMPS_EAST|I|Base Case,15,-17.803060000000002,17.803060000000002,0.0,-6.40256,17.803060000000002,ITC
NOM:30055_GATES1  _500_30900_GATES   _230_XF_11_P|PG1 GATES 500-230 BK12,4,14.905529999999999,14.905529999999999,4.6155,0.0,14.905529999999999,NOM
NOM:22524_MORHILTP_69.0_22440_MELROSE _69.0_BR_1 _1|SD1 PNDLTN-SANLUS 69,2,5.95795,5.95795,3.4959,0.0,5.95795,NOM
NOM:TL50001+TL50003_OOS_SLINE_EXP|Base Case,3,-4.62313,4.62313,0.0,-2.126,4.62313,NOM
NOM:OMS_16792185_TL23030_NG|Base Case,2,-3.32611,3.32611,0.0,-2.09177,3.32611,NOM
NOM:32990_MARTINEZ_115_33014_ALHAMTP1_115_BR_1 _1|PG1 PITTSP 230-115 BK12,1,3.19579,3.19579,3.19579,0.0,3.19579,NOM
ITC:PARKER_ITC|E|Base Case,634,-0.41759999999999997,0.41759999999999997,0.0,-0.0012,0.41759999999999997,ITC
ITC:BLYTHE_ITC|E|Base Case,327,-0.22519999999999996,0.22519999999999996,0.0,-0.0012,0.22519999999999996,ITC
ITC:PARKER_ITC|I|Base Case,424,-0.16960000000000003,0.16960000000000003,0.0,-0.0004,0.16960000000000003,ITC
ITC:BLYTHE_ITC|I|Base Case,418,-0.16720000000000002,0.16720000000000002,0.0,-0.0004,0.16720000000000002,ITC
ITC:LDWP_ VICLA|I|Base Case,81,-0.1384,0.1384,0.0,-0.0024,0.1384,ITC
ITC:NORTHGILA500_ITC|E|Base Case,28,-0.066,0.066,0.0,-0.0024,0.066,ITC
ITC:MALIN500_ISL|I|Base Case,9,-0.0432,0.0432,0.0,-0.0048,0.0432,ITC
ITC:MERCHANT_ITC|I|Base Case,33,-0.0372,0.0372,0.0,-0.0012,0.0372,ITC
ITC:LDWP_MCCULLOUG500|I|Base Case,25,-0.03,0.03,0.0,-0.0012,0.03,ITC
ITC:WALC_TEP_IMPORT_ITC|I|Base Case,21,-0.008400000000000001,0.008400000000000001,0.0,-0.0004,0.008400000000000001,ITC
ITC:WALC_NET_IMPORT_ITC|I|Base Case,11,-0.005999999999999999,0.005999999999999999,0.0,-0.0012,0.005999999999999999,ITC
ITC:WALC_NET_DYN_ETSR_IMPORT_ITC|I|Base Case,4,-0.0016,0.0016,0.0,-0.0004,0.0016,ITC
ITC:TEPC_SPV_VAIL_ITC|I|Base Case,3,-0.0012000000000000001,0.0012000000000000001,0.0,-0.0004,0.0012000000000000001,ITC
ITC:NWMT_AMPS_EAST|E|Base Case,1,-0.0012,0.0012,0.0,-0.0012,0.0012,ITC
