constraint_key,n_binding_intervals,sum_mu,sum_abs_mu,max_mu,min_mu,abs_sum_mu,type
NOM:31336_HPLND JT_60.0_31370_CLVRDLJT_60.0_BR_1 _1|PG1 EGLRK-SLVR-FLTN 115_M,988,649776.1887,649776.1887,1433.74563,0.0,649776.1887,NOM
NOM:30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1|PG1 MOSSLD-LOSBNS 500,1455,601566.17487,601566.17487,1496.92308,0.0,601566.17487,NOM
NOM:24723_CONTROL _115_24865_TAP188  _115_BR_2 _1|Base Case,1139,564771.50218,564771.50218,1464.8139,0.0,564771.50218,NOM
NOM:34214_LOS BANS_70.0_30765_LOSBANOS_230_XF_3|PG1 LOSBNS 500-230 BK1,922,556641.28971,556641.28971,1493.20027,0.0,556641.28971,NOM
NOM:31336_HPLND JT_60.0_31370_CLVRDLJT_60.0_BR_1 _1|PG1 EGLRCK-CORTIN 115_M,1213,395912.03634,395912.03634,659.76316,0.0,395912.03634,NOM
NOM:33932_MELONES _115_33936_MELNS JB_115_BR_1 _1|PG1 STANIS-MELONS-MANTEC 115 1,2485,386037.65979,386037.65979,1489.43725,0.0,386037.65979,NOM
NOM:7430_KTTLM_GATES_70_1|Base Case,1841,-224961.92881,224961.92881,0.0,-1226.37996,224961.92881,NOM
NOM:31658_BANGOR  _60.0_32308_COLGATE _60.0_BR_1 _1|PG1 PALRMO-COLGAT_M 230,140,132291.71624,132291.71624,1338.13183,0.0,132291.71624,NOM
NOM:32308_COLGATE _60.0_32313_NRRWS2TP_60.0_BR_2 _1|PG1 COLGAT-RIOOSO 230_M,198,112686.27507999999,112686.27507999999,1497.87866,0.0,112686.27507999999,NOM
NOM:34116_LE GRAND_115_34115_ADRA TAP_115_BR_1 _1|PG1 MNDOTA-PNOCHE 115,2044,94133.71725,94133.71725,1241.90722,0.0,94133.71725,NOM
NOM:31334_CLER LKE_60.0_31338_KONOCTI6_60.0_BR_1 _1|PG1 EGLRCK-REDBUD 115,82,74601.89933,74601.89933,1312.71806,0.0,74601.89933,NOM
NOM:33543_AEC_TP2 _115_33540_TESLA   _115_BR_1 _1|PG1 TESLA-SCHLTE_1 115_M,651,66441.27639999999,66441.27639999999,1000.0,0.0,66441.27639999999,NOM
NOM:30765_LOSBANOS_230_30766_PADR FLT_230_BR_1 _1|PG1 GATES-LOSBNS_1 500,530,61135.93082000001,61135.93082000001,237.2219,0.0,61135.93082000001,NOM
NOM:30472_PEABODY _230_30529_BRDSLDNG_230_BR_1 _1|PG1 VACADX-LMBEPK 230,1152,60521.25560999999,60521.25560999999,107.09889,0.0,60521.25560999999,NOM
NOM:32314_SMRTSVLE_60.0_32316_YUBAGOLD_60.0_BR_1 _1|PG1 PALRMO-COLGAT_M 230,105,59427.20065,59427.20065,1381.08496,0.0,59427.20065,NOM
NOM:30580_ALTM MDW_230_30625_TESLA D _230_BR_1 _1|PG1 BRNTWD-KELSO 230,119,57487.58128,57487.58128,1122.75553,0.0,57487.58128,NOM
NOM:24303_BIG CRK3_230_24235_RECTOR  _230_BR_1 _1|Base Case,655,54876.81180000001,54876.81180000001,165.50751,0.0,54876.81180000001,NOM
NOM:34882_SAN EMDO_70.0_34904_OLD RIVR_70.0_BR_1 _1|Base Case,1535,51575.43009,51575.43009,167.67147,0.0,51575.43009,NOM
NOM:30765_LOSBANOS_230_30766_PADR FLT_230_BR_1 _1|Base Case,621,50587.81537,50587.81537,222.9164,0.0,50587.81537,NOM
NOM:30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1|PG1 TESLA-METCLF 500,266,49141.72244,49141.72244,830.47015,0.0,49141.72244,NOM
NOM:31336_HPLND JT_60.0_31370_CLVRDLJT_60.0_BR_1 _1|PG1 LAKVIL-VACADX 230 1,56,47795.95880000001,47795.95880000001,1082.46917,0.0,47795.95880000001,NOM
NOM:22886_SUNCREST_230_22885_SUNCREST_500_XF_2 _P|SD1 SNCRST 500-230 BK80,648,46370.596249999995,46370.596249999995,296.71589,0.0,46370.596249999995,NOM
NOM:30060_MIDWAY  _500_24156_VINCENT _500_BR_2 _3|SC1 MIDWAY-WHIRWD_1 500,1075,38259.99629000001,38259.99629000001,1467.74739,0.0,38259.99629000001,NOM
ITC:HWD_FAR A REA|I|LA1 NR_TAR 1,368,34188.67510000001,34188.67510000001,266.18031,0.0,34188.67510000001,ITC
ITC:NEVP_NET_ITC|I|Base Case,68,-33188.77066000001,33188.77066000001,0.0,-1001.981,33188.77066000001,ITC
NOM:31227_HGHLNDJ2_115_31950_CORTINA _115_BR_1 _1|PG1 EGLRK-SLVR-FLTN 115_M,271,32736.31398,32736.31398,207.04121,0.0,32736.31398,NOM
NOM:345kv BA-DMND2|Base Case,233,30596.33056,30596.33056,297.45649,0.0,30596.33056,NOM
NOM:30790_PANOCHE _230_30900_GATES   _230_BR_2 _1|PG1 GATES-LOSBNS_1 500,243,29916.818860000003,29916.818860000003,665.34147,0.0,29916.818860000003,NOM
NOM:24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1|Base Case,661,27962.278209999997,27962.278209999997,906.24268,0.0,27962.278209999997,NOM
NOM:31656_PALERMO _60.0_31658_BANGOR  _60.0_BR_1 _1|PG1 PALRMO-COLGAT_M 230,56,27682.62779,27682.62779,1343.28181,0.0,27682.62779,NOM
NOM:30060_MIDWAY  _500_29402_WIRLWIND_500_BR_1 _2|Base Case,527,27406.680109999998,27406.680109999998,304.96114,0.0,27406.680109999998,NOM
NOM:34540_HENRITTA_70.0_30881_HENRIETA_230_XF_4|Base Case,1029,27314.185299999997,27314.185299999997,94.51993,0.0,27314.185299999997,NOM
