node,archetype,spread,conc,marker,size_node,kstar_physical_line,kstar_rating_MW,kstar_rating_source,MCC_mid,MCC_eve,import_signal,export_signal,hours_covered,kstar_sum_abs_mu,kstar_contribution,top5_lines,top5_shares
MIDWIND_6_N005,RED,52.8400493627451,0.1168853240722996,filled,1505315096.46,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,5400.0,WECC path 15,-7.724628252688173,0.53782125,0.53782125,7.724628252688173,744,278762.0549,0.8360065967256114,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1 | NOM:30040_TESLA   _500_30050_LOSBANOS_500_BR_1 _1 | NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3 | NOM:24801_DEVERS  _500_24804_DEVERS  _230_XF_1 _P | NOM:30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1,21% | 15% | 13% | 11% | 10%
MOORPARK_6_N001,RED,50.486179313725486,0.1226094807068602,filled,1505315096.46,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,5400.0,WECC path 15,-7.698062591397849,0.3030123454301076,0.3030123454301076,7.698062591397849,744,278762.0549,0.8023146230432603,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1 | NOM:30040_TESLA   _500_30050_LOSBANOS_500_BR_1 _1 | NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3 | NOM:30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1 | NOM:24801_DEVERS  _500_24804_DEVERS  _230_XF_1 _P,21% | 15% | 14% | 10% | 10%
GOLETA_7_N201,RED,50.604039607843134,0.1236811952283076,filled,1505315096.46,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,5400.0,WECC path 15,-7.9130895333333315,0.3385598472222222,0.3385598472222222,7.9130895333333315,720,278762.0549,0.8038411315006172,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1 | NOM:30040_TESLA   _500_30050_LOSBANOS_500_BR_1 _1 | NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3 | NOM:24801_DEVERS  _500_24804_DEVERS  _230_XF_1 _P | NOM:30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1,21% | 15% | 14% | 10% | 10%
GOLETA_6_N100,RED,50.604039607843134,0.1236811952283076,filled,1505315096.46,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,5400.0,WECC path 15,-7.9130895333333315,0.3385598472222222,0.3385598472222222,7.9130895333333315,720,278762.0549,0.8038411315006172,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1 | NOM:30040_TESLA   _500_30050_LOSBANOS_500_BR_1 _1 | NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3 | NOM:24801_DEVERS  _500_24804_DEVERS  _230_XF_1 _P | NOM:30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1,21% | 15% | 14% | 10% | 10%
GOLETA_7_N203,RED,50.604039607843134,0.1236811952283076,filled,1505315096.46,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,5400.0,WECC path 15,-7.9130895333333315,0.3385598472222222,0.3385598472222222,7.9130895333333315,720,278762.0549,0.8038411315006172,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1 | NOM:30040_TESLA   _500_30050_LOSBANOS_500_BR_1 _1 | NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3 | NOM:24801_DEVERS  _500_24804_DEVERS  _230_XF_1 _P | NOM:30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1,21% | 15% | 14% | 10% | 10%
GOLETA_7_N202,RED,50.604039607843134,0.1236811952283076,filled,1505315096.46,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,5400.0,WECC path 15,-7.9130895333333315,0.3385598472222222,0.3385598472222222,7.9130895333333315,720,278762.0549,0.8038411315006172,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1 | NOM:30040_TESLA   _500_30050_LOSBANOS_500_BR_1 _1 | NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3 | NOM:24801_DEVERS  _500_24804_DEVERS  _230_XF_1 _P | NOM:30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1,21% | 15% | 14% | 10% | 10%
CTG1AGN_7_N001,RED,50.609386617647054,0.1460593151538395,filled,1505315096.46,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,5400.0,WECC path 15,-5.44813409139785,2.337799858870967,2.337799858870967,5.44813409139785,744,278762.0549,0.8033181997998337,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1 | NOM:MIGUEL_BKs_MXFLW_NG | NOM:24801_DEVERS  _500_24804_DEVERS  _230_XF_1 _P | NOM:30040_TESLA   _500_30050_LOSBANOS_500_BR_1 _1 | NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3,15% | 13% | 11% | 10% | 9%
CTG1BGN_7_N001,RED,50.609386617647054,0.1460593151538395,filled,1505315096.46,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,5400.0,WECC path 15,-5.44813409139785,2.337799858870967,2.337799858870967,5.44813409139785,744,278762.0549,0.8033181997998337,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1 | NOM:MIGUEL_BKs_MXFLW_NG | NOM:24801_DEVERS  _500_24804_DEVERS  _230_XF_1 _P | NOM:30040_TESLA   _500_30050_LOSBANOS_500_BR_1 _1 | NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3,15% | 13% | 11% | 10% | 9%
STG1SGN_7_N001,RED,50.609386617647054,0.1460593151538395,filled,1505315096.46,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,5400.0,WECC path 15,-5.44813409139785,2.337799858870967,2.337799858870967,5.44813409139785,744,278762.0549,0.8033181997998337,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1 | NOM:MIGUEL_BKs_MXFLW_NG | NOM:24801_DEVERS  _500_24804_DEVERS  _230_XF_1 _P | NOM:30040_TESLA   _500_30050_LOSBANOS_500_BR_1 _1 | NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3,15% | 13% | 11% | 10% | 9%
WARNE2_7_B1,RED,50.635119558823526,0.1225819304848804,filled,1505315096.46,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,5400.0,WECC path 15,-7.705443537634408,0.3303756115591397,0.3303756115591397,7.705443537634408,744,278762.0549,0.8040536009340765,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1 | NOM:30040_TESLA   _500_30050_LOSBANOS_500_BR_1 _1 | NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3 | NOM:24801_DEVERS  _500_24804_DEVERS  _230_XF_1 _P | NOM:30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1,21% | 15% | 14% | 10% | 10%
WARNE1_7_B1,RED,50.635119558823526,0.1225819304848804,filled,1505315096.46,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,5400.0,WECC path 15,-7.705443537634408,0.3303756115591397,0.3303756115591397,7.705443537634408,744,278762.0549,0.8040536009340765,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1 | NOM:30040_TESLA   _500_30050_LOSBANOS_500_BR_1 _1 | NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3 | NOM:24801_DEVERS  _500_24804_DEVERS  _230_XF_1 _P | NOM:30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1,21% | 15% | 14% | 10% | 10%
ALAMOSC_7_N001,RED,50.680508823529415,0.1225988898426769,filled,1505315096.46,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,5400.0,WECC path 15,-7.699203860215054,0.354881182795699,0.354881182795699,7.699203860215054,744,278762.0549,0.8067052492800537,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1 | NOM:30040_TESLA   _500_30050_LOSBANOS_500_BR_1 _1 | NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3 | NOM:24801_DEVERS  _500_24804_DEVERS  _230_XF_1 _P | NOM:30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1,21% | 15% | 14% | 11% | 10%
OSO_6_N008,RED,50.680508823529415,0.1225824328359403,filled,1505315096.46,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,5400.0,WECC path 15,-7.699203860215054,0.354881182795699,0.354881182795699,7.699203860215054,744,278762.0549,0.8067052398410607,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1 | NOM:30040_TESLA   _500_30050_LOSBANOS_500_BR_1 _1 | NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3 | NOM:24801_DEVERS  _500_24804_DEVERS  _230_XF_1 _P | NOM:30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1,21% | 15% | 14% | 11% | 10%
EDMONSTN_2_N023,RED,50.703269313725485,0.1226910700165074,filled,1505315096.46,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,5400.0,WECC path 15,-7.703154091397849,0.3644954435483871,0.3644954435483871,7.703154091397849,744,278762.0549,0.8071485771418405,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1 | NOM:30040_TESLA   _500_30050_LOSBANOS_500_BR_1 _1 | NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3 | NOM:24801_DEVERS  _500_24804_DEVERS  _230_XF_1 _P | NOM:30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1,21% | 15% | 14% | 11% | 10%
PASTORIA_2_B1,RED,50.703269313725485,0.1226910700165074,filled,1505315096.46,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,5400.0,WECC path 15,-7.703154091397849,0.3644954435483871,0.3644954435483871,7.703154091397849,744,278762.0549,0.8071485771418405,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1 | NOM:30040_TESLA   _500_30050_LOSBANOS_500_BR_1 _1 | NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3 | NOM:24801_DEVERS  _500_24804_DEVERS  _230_XF_1 _P | NOM:30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1,21% | 15% | 14% | 11% | 10%
NEENACH_6_N008,RED,50.87152769607844,0.1217272925901075,filled,1505315096.46,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,5400.0,WECC path 15,-7.705079053763441,0.4144214919354839,0.4144214919354839,7.705079053763441,744,278762.0549,0.8134716454859002,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1 | NOM:30040_TESLA   _500_30050_LOSBANOS_500_BR_1 _1 | NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3 | NOM:24801_DEVERS  _500_24804_DEVERS  _230_XF_1 _P | NOM:30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1,21% | 15% | 14% | 11% | 10%
NEENCHGN_7_N001,RED,50.87152769607844,0.1217272925901075,filled,1505315096.46,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,5400.0,WECC path 15,-7.705079053763441,0.4144214919354839,0.4144214919354839,7.705079053763441,744,278762.0549,0.8134716454859002,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1 | NOM:30040_TESLA   _500_30050_LOSBANOS_500_BR_1 _1 | NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3 | NOM:24801_DEVERS  _500_24804_DEVERS  _230_XF_1 _P | NOM:30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1,21% | 15% | 14% | 11% | 10%
SPRINGVL_6_N002,RED,50.916831127450976,0.1223978800061106,filled,1505315096.46,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,5400.0,WECC path 15,-7.707084456989249,0.3946178091397849,0.3946178091397849,7.707084456989249,744,278762.0549,0.8118682636074254,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1 | NOM:30040_TESLA   _500_30050_LOSBANOS_500_BR_1 _1 | NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3 | NOM:24801_DEVERS  _500_24804_DEVERS  _230_XF_1 _P | NOM:30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1,21% | 15% | 14% | 11% | 10%
SPRINGVL_6_N004,RED,50.916831127450976,0.1223978800061106,filled,1505315096.46,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,5400.0,WECC path 15,-7.707084456989249,0.3946178091397849,0.3946178091397849,7.707084456989249,744,278762.0549,0.8118682636074254,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1 | NOM:30040_TESLA   _500_30050_LOSBANOS_500_BR_1 _1 | NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3 | NOM:24801_DEVERS  _500_24804_DEVERS  _230_XF_1 _P | NOM:30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1,21% | 15% | 14% | 11% | 10%
SPRINGVL_6_N001,RED,50.916831127450976,0.1223978800061106,filled,1505315096.46,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,5400.0,WECC path 15,-7.707084456989249,0.3946178091397849,0.3946178091397849,7.707084456989249,744,278762.0549,0.8118682636074254,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1 | NOM:30040_TESLA   _500_30050_LOSBANOS_500_BR_1 _1 | NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3 | NOM:24801_DEVERS  _500_24804_DEVERS  _230_XF_1 _P | NOM:30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1,21% | 15% | 14% | 11% | 10%
KERNRVU2_7_B1,RED,50.916831127450976,0.1223978800061106,filled,1505315096.46,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,5400.0,WECC path 15,-7.707084456989249,0.3946178091397849,0.3946178091397849,7.707084456989249,744,278762.0549,0.8118682636074254,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1 | NOM:30040_TESLA   _500_30050_LOSBANOS_500_BR_1 _1 | NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3 | NOM:24801_DEVERS  _500_24804_DEVERS  _230_XF_1 _P | NOM:30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1,21% | 15% | 14% | 11% | 10%
KERNRVU1_7_B1,RED,50.916831127450976,0.1223978800061106,filled,1505315096.46,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,5400.0,WECC path 15,-7.707084456989249,0.3946178091397849,0.3946178091397849,7.707084456989249,744,278762.0549,0.8118682636074254,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1 | NOM:30040_TESLA   _500_30050_LOSBANOS_500_BR_1 _1 | NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3 | NOM:24801_DEVERS  _500_24804_DEVERS  _230_XF_1 _P | NOM:30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1,21% | 15% | 14% | 11% | 10%
BCRK1-2_1_N003,RED,50.916831127450976,0.1223978800061106,filled,1505315096.46,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,5400.0,WECC path 15,-7.707084456989249,0.3946178091397849,0.3946178091397849,7.707084456989249,744,278762.0549,0.8118682636074254,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1 | NOM:30040_TESLA   _500_30050_LOSBANOS_500_BR_1 _1 | NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3 | NOM:24801_DEVERS  _500_24804_DEVERS  _230_XF_1 _P | NOM:30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1,21% | 15% | 14% | 11% | 10%
GOLETA_6_N204,RED,50.604039607843134,0.1236811952283076,filled,1505315096.46,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,5400.0,WECC path 15,-7.9130895333333315,0.3385598472222222,0.3385598472222222,7.9130895333333315,720,278762.0549,0.8038411315006172,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1 | NOM:30040_TESLA   _500_30050_LOSBANOS_500_BR_1 _1 | NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3 | NOM:24801_DEVERS  _500_24804_DEVERS  _230_XF_1 _P | NOM:30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1,21% | 15% | 14% | 10% | 10%
GOLETA_6_N200,RED,50.604039607843134,0.1236811952283076,filled,1505315096.46,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,5400.0,WECC path 15,-7.9130895333333315,0.3385598472222222,0.3385598472222222,7.9130895333333315,720,278762.0549,0.8038411315006172,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1 | NOM:30040_TESLA   _500_30050_LOSBANOS_500_BR_1 _1 | NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3 | NOM:24801_DEVERS  _500_24804_DEVERS  _230_XF_1 _P | NOM:30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1,21% | 15% | 14% | 10% | 10%
GOLETA_6_N068,RED,50.604039607843134,0.1236811952283076,filled,1505315096.46,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,5400.0,WECC path 15,-7.9130895333333315,0.3385598472222222,0.3385598472222222,7.9130895333333315,720,278762.0549,0.8038411315006172,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1 | NOM:30040_TESLA   _500_30050_LOSBANOS_500_BR_1 _1 | NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3 | NOM:24801_DEVERS  _500_24804_DEVERS  _230_XF_1 _P | NOM:30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1,21% | 15% | 14% | 10% | 10%
SCLARA_2_B1,RED,50.54593632352941,0.122467759169792,filled,1505315096.46,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,5400.0,WECC path 15,-7.693240768817205,0.3320979569892473,0.3320979569892473,7.693240768817205,744,278762.0549,0.8038411315006172,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1 | NOM:30040_TESLA   _500_30050_LOSBANOS_500_BR_1 _1 | NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3 | NOM:24801_DEVERS  _500_24804_DEVERS  _230_XF_1 _P | NOM:30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1,21% | 15% | 14% | 10% | 10%
MOORPARK_2_N062,RED,50.486179313725486,0.1226094807068602,filled,1505315096.46,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,5400.0,WECC path 15,-7.698062591397849,0.3030123454301076,0.3030123454301076,7.698062591397849,744,278762.0549,0.8023146230432603,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1 | NOM:30040_TESLA   _500_30050_LOSBANOS_500_BR_1 _1 | NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3 | NOM:30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1 | NOM:24801_DEVERS  _500_24804_DEVERS  _230_XF_1 _P,21% | 15% | 14% | 10% | 10%
MOORPARK_6_N069,RED,50.486179313725486,0.1226094807068602,filled,1505315096.46,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,5400.0,WECC path 15,-7.698062591397849,0.3030123454301076,0.3030123454301076,7.698062591397849,744,278762.0549,0.8023146230432603,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1 | NOM:30040_TESLA   _500_30050_LOSBANOS_500_BR_1 _1 | NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3 | NOM:30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1 | NOM:24801_DEVERS  _500_24804_DEVERS  _230_XF_1 _P,21% | 15% | 14% | 10% | 10%
MOORPARK_6_GN010,RED,50.486179313725486,0.1226094807068602,filled,1505315096.46,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,5400.0,WECC path 15,-7.698062591397849,0.3030123454301076,0.3030123454301076,7.698062591397849,744,278762.0549,0.8023146230432603,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1 | NOM:30040_TESLA   _500_30050_LOSBANOS_500_BR_1 _1 | NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3 | NOM:30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1 | NOM:24801_DEVERS  _500_24804_DEVERS  _230_XF_1 _P,21% | 15% | 14% | 10% | 10%
OXGEN_7_B1,RED,50.54593632352941,0.122467759169792,filled,1505315096.46,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,5400.0,WECC path 15,-7.693240768817205,0.3320979569892473,0.3320979569892473,7.693240768817205,744,278762.0549,0.8038411315006172,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1 | NOM:30040_TESLA   _500_30050_LOSBANOS_500_BR_1 _1 | NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3 | NOM:24801_DEVERS  _500_24804_DEVERS  _230_XF_1 _P | NOM:30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1,21% | 15% | 14% | 10% | 10%
SCLARA_6_N008,RED,50.54593632352941,0.122467759169792,filled,1505315096.46,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,5400.0,WECC path 15,-7.693240768817205,0.3320979569892473,0.3320979569892473,7.693240768817205,744,278762.0549,0.8038411315006172,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1 | NOM:30040_TESLA   _500_30050_LOSBANOS_500_BR_1 _1 | NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3 | NOM:24801_DEVERS  _500_24804_DEVERS  _230_XF_1 _P | NOM:30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1,21% | 15% | 14% | 10% | 10%
SCLARA_6_N026,RED,50.54593632352941,0.122467759169792,filled,1505315096.46,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,5400.0,WECC path 15,-7.693240768817205,0.3320979569892473,0.3320979569892473,7.693240768817205,744,278762.0549,0.8038411315006172,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1 | NOM:30040_TESLA   _500_30050_LOSBANOS_500_BR_1 _1 | NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3 | NOM:24801_DEVERS  _500_24804_DEVERS  _230_XF_1 _P | NOM:30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1,21% | 15% | 14% | 10% | 10%
SCLARA_6_N027,RED,50.54593632352941,0.122467759169792,filled,1505315096.46,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,5400.0,WECC path 15,-7.693240768817205,0.3320979569892473,0.3320979569892473,7.693240768817205,744,278762.0549,0.8038411315006172,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1 | NOM:30040_TESLA   _500_30050_LOSBANOS_500_BR_1 _1 | NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3 | NOM:24801_DEVERS  _500_24804_DEVERS  _230_XF_1 _P | NOM:30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1,21% | 15% | 14% | 10% | 10%
SCLARA_6_N001,RED,50.54593632352941,0.122467759169792,filled,1505315096.46,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,5400.0,WECC path 15,-7.693240768817205,0.3320979569892473,0.3320979569892473,7.693240768817205,744,278762.0549,0.8038411315006172,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1 | NOM:30040_TESLA   _500_30050_LOSBANOS_500_BR_1 _1 | NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3 | NOM:24801_DEVERS  _500_24804_DEVERS  _230_XF_1 _P | NOM:30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1,21% | 15% | 14% | 10% | 10%
SCLARA_2_N114,RED,50.54593632352941,0.122467759169792,filled,1505315096.46,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,5400.0,WECC path 15,-7.693240768817205,0.3320979569892473,0.3320979569892473,7.693240768817205,744,278762.0549,0.8038411315006172,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1 | NOM:30040_TESLA   _500_30050_LOSBANOS_500_BR_1 _1 | NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3 | NOM:24801_DEVERS  _500_24804_DEVERS  _230_XF_1 _P | NOM:30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1,21% | 15% | 14% | 10% | 10%
CSUCISL_7_N001,RED,50.54593632352941,0.122467759169792,filled,1505315096.46,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,5400.0,WECC path 15,-7.693240768817205,0.3320979569892473,0.3320979569892473,7.693240768817205,744,278762.0549,0.8038411315006172,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1 | NOM:30040_TESLA   _500_30050_LOSBANOS_500_BR_1 _1 | NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3 | NOM:24801_DEVERS  _500_24804_DEVERS  _230_XF_1 _P | NOM:30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1,21% | 15% | 14% | 10% | 10%
GOLETA_6_N067,RED,50.604039607843134,0.1236811952283076,filled,1505315096.46,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,5400.0,WECC path 15,-7.9130895333333315,0.3385598472222222,0.3385598472222222,7.9130895333333315,720,278762.0549,0.8038411315006172,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1 | NOM:30040_TESLA   _500_30050_LOSBANOS_500_BR_1 _1 | NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3 | NOM:24801_DEVERS  _500_24804_DEVERS  _230_XF_1 _P | NOM:30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1,21% | 15% | 14% | 10% | 10%
SCLARA_6_N028,RED,50.54593632352941,0.122467759169792,filled,1505315096.46,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,5400.0,WECC path 15,-7.693240768817205,0.3320979569892473,0.3320979569892473,7.693240768817205,744,278762.0549,0.8038411315006172,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1 | NOM:30040_TESLA   _500_30050_LOSBANOS_500_BR_1 _1 | NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3 | NOM:24801_DEVERS  _500_24804_DEVERS  _230_XF_1 _P | NOM:30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1,21% | 15% | 14% | 10% | 10%
S.CLARA_6_N031,RED,50.54593632352941,0.122467759169792,filled,1505315096.46,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,5400.0,WECC path 15,-7.693240768817205,0.3320979569892473,0.3320979569892473,7.693240768817205,744,278762.0549,0.8038411315006172,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1 | NOM:30040_TESLA   _500_30050_LOSBANOS_500_BR_1 _1 | NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3 | NOM:24801_DEVERS  _500_24804_DEVERS  _230_XF_1 _P | NOM:30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1,21% | 15% | 14% | 10% | 10%
