node,spread_D2,spread_D4,spread_D8,rank_D2,rank_D4,rank_D8,rank_shift_2_vs_8
0096WD_7_N001,40.59017191176471,63.305550588235306,72.26957147058823,843.0,829.0,989.0,146.0
1501WDC2_7_ND001,41.1976431372549,63.503278333333334,72.26957147058823,786.0,797.0,989.0,203.0
2C559EQ2_7_N001,40.59017191176471,63.305550588235306,72.26957147058823,843.0,829.0,989.0,146.0
2C559_1_B1,40.59017191176471,63.305550588235306,72.26957147058823,843.0,829.0,989.0,146.0
2C577C1_7_N001,64.72425220588235,84.36833181372549,106.44618848039215,302.0,359.0,441.0,139.0
2PBLSM34_7_N001,38.58755367647059,50.246022696078434,64.02309039215686,1033.0,1447.0,1249.0,216.0
3PEAKS_GNODE1,52.47063200980393,98.19862710784315,129.24327093137254,384.0,305.0,275.0,109.0
4C687C2_7_N001,30.926883235294117,50.51602965686275,61.07863416666667,1828.0,1414.0,1407.0,421.0
4C687_1_B1,30.926883235294117,50.51602965686275,61.07863416666667,1828.0,1414.0,1407.0,421.0
4C744C12_7_N001,40.59017191176471,63.305550588235306,72.26957147058823,843.0,829.0,989.0,146.0
4C744C22_7_N001,40.59017191176471,63.305550588235306,72.26957147058823,843.0,829.0,989.0,146.0
4C744C32_7_N001,40.59017191176471,63.305550588235306,72.26957147058823,843.0,829.0,989.0,146.0
4C744C42_7_N001,40.59017191176471,63.305550588235306,72.26957147058823,843.0,829.0,989.0,146.0
90TH.SO_GNODEPDRP1,42.313023529411765,66.49220392156862,92.97761416666667,683.0,659.0,550.0,133.0
ACACIA_7_N001,38.42143970588236,50.79658833333333,65.30119225490196,1102.0,1352.0,1194.0,92.0
ADCC_2_N001,34.32863573529412,53.92085166666668,61.548939705882354,1679.0,1085.0,1388.0,291.0
ADERAG1_7_N001,108.43493823529411,147.8468409803922,224.7681274509804,39.0,40.0,23.0,16.0
ADRATAP_1_B1,108.43493823529411,147.8468409803922,224.7681274509804,39.0,40.0,23.0,16.0
AGATEBAY_7_GNODE1,76.78575421568628,118.10459686274511,166.71606720588235,160.0,140.0,149.0,11.0
AGRCJCT_6_B1,70.36942607843137,102.21203823529413,123.90618696078432,212.0,280.0,323.0,111.0
AGRICO_7_NBT1,70.36942607843137,102.21203823529413,123.90618696078432,212.0,280.0,323.0,111.0
AGUCALG1_7_B1,41.869071568627454,57.58030892156862,77.41076500000001,737.0,1071.0,885.0,148.0
AIRPORT_GNODE1,76.83178725490195,118.45717137254903,161.15055828431375,89.0,138.0,219.0,130.0
AKINGS02_7_N001,42.5750812254902,71.73353083333333,92.0801194607843,601.0,509.0,573.0,28.0
ALAMITOS_2_B1,42.31570475490196,59.51236529411764,68.33742196078433,671.0,994.0,1129.0,458.0
ALAMIT_7_NBT2,42.31570475490196,59.51236529411764,68.33742196078433,671.0,994.0,1129.0,458.0
ALAMOSC_7_N001,34.91280926470588,49.84513269607844,59.357798186274515,1629.0,1505.0,1632.0,3.0
ALAMT1G_7_B1,42.31570475490196,59.51236529411764,68.33742196078433,671.0,994.0,1129.0,458.0
ALAMT2G_7_B1,42.31570475490196,59.51236529411764,68.33742196078433,671.0,994.0,1129.0,458.0
ALAMT3G_7_B1,42.31570475490196,59.51236529411764,68.33742196078433,671.0,994.0,1129.0,458.0
ALAMT4G_7_B1,42.31570475490196,59.51236529411764,68.33742196078433,671.0,994.0,1129.0,458.0
ALAMT5G_7_B1,42.31570475490196,59.51236529411764,68.33742196078433,671.0,994.0,1129.0,458.0
ALAMT6G_7_B1,42.31570475490196,59.51236529411764,68.33742196078433,671.0,994.0,1129.0,458.0
