Aggregate PNode ID,PNode ID,DESCRIPTION,abbrev,Plant Code,Plant Name,State,Latitude,Longitude,match_score,second_best,placement
TH_SP15_GEN-APND,BELLF2_7_NDSR3,TH_SP15_GEN-APND,BELLF,,,,,,,,unplaced
TH_PACE_GEN-APND,CEDARVAS_NODE1,TH_PACE_GEN-APND,CEDARVAS,,,,,,,,unplaced
TH_PACE_GEN-APND,ROLLHILL_NODET,TH_PACE_GEN-APND,ROLLHILL,56842.0,Rolling Hills,WY,43.0572,-105.8543,8.0,0.0,precise
TH_PACE_GEN-APND,ESCALANS_3_BESS1GNODE,TH_PACE_GEN-APND,ESCALANS,59387.0,"Escalante Solar I, LLC",UT,38.524167,-113.033889,8.0,0.0,precise
TH_SP15_GEN-APND,ENCANWND_6_N002,TH_SP15_GEN-APND,ENCANWND,,,,,,,,unplaced
TH_ZP26_GEN-APND,MIDWAY_1_B1,TH_ZP26_GEN-APND,MIDWAY,56639.0,Midway Peaking LLC,CA,36.654114,-120.579727,6.0,0.0,precise
TH_SP15_GEN-APND,VESTAL_2_N023,TH_SP15_GEN-APND,VESTAL,58644.0,Silver State Solar Power South,NV,35.63,-115.32,6.0,0.0,precise
TH_SP15_GEN-APND,BELLEF_7_CN06,TH_SP15_GEN-APND,BELLEF,,,,,,,,unplaced
TH_NP15_GEN-APND,DELTAPMP_2_N008,TH_NP15_GEN-APND,DELTAPMP,55333.0,Delta Energy Center,CA,38.0169,-121.8439,5.0,0.0,precise
TH_NP15_GEN-APND,STROUD_6_N005,TH_NP15_GEN-APND,STROUD,57497.0,Stroud Solar Station,CA,36.531389,-120.106944,6.0,0.0,precise
TH_SP15_GEN-APND,VENWIND_1_N103,TH_SP15_GEN-APND,VENWIND,,,,,,,,unplaced
TH_SP15_GEN-APND,MESAS_7_N001,TH_SP15_GEN-APND,MESAS,65053.0,Blythe Mesa Solar II,CA,33.640813,-114.680261,5.0,0.0,precise
TH_NP15_GEN-APND,KERCK1G2_7_B1,TH_NP15_GEN-APND,KERCK,,,,,,,,unplaced
TH_NP15_GEN-APND,HOLLISTR_1_N001,TH_NP15_GEN-APND,HOLLISTR,,,,,,,,unplaced
TH_SP15_GEN-APND,BLAST_7_N005,TH_SP15_GEN-APND,BLAST,,,,,,,,unplaced
TH_SP15_GEN-APND,ELCAJON_6_GN001,TH_SP15_GEN-APND,ELCAJON,,,,,,,,unplaced
TH_NP15_GEN-APND,HIGHLD_1_N004,TH_NP15_GEN-APND,HIGHLD,,,,,,,,unplaced
TH_SP15_GEN-APND,NEENCHGN_7_N001,TH_SP15_GEN-APND,NEENCHGN,,,,,,,,unplaced
TH_SP15_GEN-APND,LAGUBELL_6_N005,TH_SP15_GEN-APND,LAGUBELL,,,,,,,,unplaced
TH_SP15_GEN-APND,VSTA_1_N018,TH_SP15_GEN-APND,VSTA,,,,,,,,unplaced
TH_SP15_GEN-APND,GARNET_7_N008,TH_SP15_GEN-APND,GARNET,,,,,,,,unplaced
TH_SP15_GEN-APND,ZONDWIND_6_N003,TH_SP15_GEN-APND,ZONDWIND,,,,,,,,unplaced
TH_SP15_GEN-APND,TOT180_7_N002,TH_SP15_GEN-APND,TOT,,,,,,,,unplaced
TH_SP15_GEN-APND,PIOPICO3_7_N001,TH_SP15_GEN-APND,PIOPICO,,,,,,,,unplaced
TH_NP15_GEN-APND,CCSUB_1_N001,TH_NP15_GEN-APND,CCSUB,,,,,,,,unplaced
TH_NP15_GEN-APND,Q045CTG2_7_N002,TH_NP15_GEN-APND,Q,,,,,,,,unplaced
TH_SP15_GEN-APND,GARNET_7_N015,TH_SP15_GEN-APND,GARNET,,,,,,,,unplaced
TH_ZP26_GEN-APND,KCRDCT2_7_NG2,TH_ZP26_GEN-APND,KCRDCT,,,,,,,,unplaced
TH_NP15_GEN-APND,CURTISS_1_N103,TH_NP15_GEN-APND,CURTISS,,,,,,,,unplaced
TH_ZP26_GEN-APND,ISIS_7_N003,TH_ZP26_GEN-APND,ISIS,59412.0,Algonquin SKIC20 Solar LLC,CA,35.126111,-119.243333,4.0,0.0,precise
TH_SP15_GEN-APND,TWINKL_7_N006,TH_SP15_GEN-APND,TWINKL,,,,,,,,unplaced
TH_NP15_GEN-APND,BAYMDWS_1_N004,TH_NP15_GEN-APND,BAYMDWS,,,,,,,,unplaced
TH_NP15_GEN-APND,FULTON_1_N020,TH_NP15_GEN-APND,FULTON,,,,,,,,unplaced
TH_NP15_GEN-APND,MANTECA_1_N002,TH_NP15_GEN-APND,MANTECA,,,,,,,,unplaced
TH_SP15_GEN-APND,IVGEN3M1_7_N006,TH_SP15_GEN-APND,IVGEN,10496.0,Kern River Cogeneration,CA,35.4515,-118.9849,5.0,0.0,precise
TH_NP15_GEN-APND,COWCREEK_6_N001,TH_NP15_GEN-APND,COWCREEK,,,,,,,,unplaced
TH_NP15_GEN-APND,SARATOGA_2_N011,TH_NP15_GEN-APND,SARATOGA,,,,,,,,unplaced
TH_NP15_GEN-APND,EXXONBH_7_N005,TH_NP15_GEN-APND,EXXONBH,,,,,,,,unplaced
TH_ZP26_GEN-APND,ULTRAOGL_7_N001,TH_ZP26_GEN-APND,ULTRAOGL,,,,,,,,unplaced
TH_NP15_GEN-APND,GOLDHILL_1_N033,TH_NP15_GEN-APND,GOLDHILL,60049.0,Golden Hills Wind,CA,37.713311,-121.640353,8.0,0.0,precise
TH_NP15_GEN-APND,2C577C1_7_N001,TH_NP15_GEN-APND,,,,,,,,,unplaced
TH_SP15_GEN-APND,SANBRDNO_6_N005,TH_SP15_GEN-APND,SANBRDNO,,,,,,,,unplaced
TH_SP15_GEN-APND,ATLASC_6_N023,TH_SP15_GEN-APND,ATLASC,,,,,,,,unplaced
TH_SP15_GEN-APND,EDMONSTN_2_N023,TH_SP15_GEN-APND,EDMONSTN,,,,,,,,unplaced
TH_SP15_GEN-APND,VOYAGN4_7_N001,TH_SP15_GEN-APND,VOYAGN,,,,,,,,unplaced
TH_SP15_GEN-APND,VALTNE34_7_N007,TH_SP15_GEN-APND,VALTNE,62288.0,"Valentine Solar, LLC",CA,34.90422,-118.384341,6.0,0.0,precise
TH_ZP26_GEN-APND,STHKERN_7_N001,TH_ZP26_GEN-APND,STHKERN,50751.0,Southeast Kern River Cogen,CA,35.4206,-118.9644,7.0,0.0,precise
TH_SP15_GEN-APND,RSTREF2_7_N001,TH_SP15_GEN-APND,RSTREF,60661.0,Mira Loma Energy Storage Facility,CA,34.006125,-117.560934,6.0,0.0,precise
TH_SP15_GEN-APND,MURRAYGN_7_N027,TH_SP15_GEN-APND,MURRAYGN,,,,,,,,unplaced
TH_NP15_GEN-APND,GWFGT2_7_B1,TH_NP15_GEN-APND,GWFGT,,,,,,,,unplaced
TH_NP15_GEN-APND,TBLEMTN_6_B1,TH_NP15_GEN-APND,TBLEMTN,,,,,,,,unplaced
TH_NP15_GEN-APND,DAVIS_1_N001,TH_NP15_GEN-APND,DAVIS,59872.0,UC Davis South Campus,CA,38.55,-121.75,5.0,0.0,precise
TH_NP15_GEN-APND,STAGG_2_N001,TH_NP15_GEN-APND,STAGG,,,,,,,,unplaced
TH_ZP26_GEN-APND,4C744C22_7_N001,TH_ZP26_GEN-APND,,,,,,,,,unplaced
TH_NP15_GEN-APND,SCARLT_7_N005,TH_NP15_GEN-APND,SCARLT,,,,,,,,unplaced
TH_SP15_GEN-APND,SGSAVF1_7_N001,TH_SP15_GEN-APND,SGSAVF,,,,,,,,unplaced
TH_SP15_GEN-APND,RSTREF1_7_N001,TH_SP15_GEN-APND,RSTREF,60661.0,Mira Loma Energy Storage Facility,CA,34.006125,-117.560934,6.0,0.0,precise
TH_ZP26_GEN-APND,S517_7_N001,TH_ZP26_GEN-APND,S,,,,,,,,unplaced
TH_NP15_GEN-APND,GIFFEN_6_B1,TH_NP15_GEN-APND,GIFFEN,,,,,,,,unplaced
TH_SP15_GEN-APND,VESTAL_6_N001,TH_SP15_GEN-APND,VESTAL,58644.0,Silver State Solar Power South,NV,35.63,-115.32,6.0,0.0,precise
TH_ZP26_GEN-APND,CHESTN_7_NBT1,TH_ZP26_GEN-APND,CHESTN,,,,,,,,unplaced
TH_SP15_GEN-APND,CHINO_6_GN001,TH_SP15_GEN-APND,CHINO,50850.0,CamChino Leasing LLC,CA,33.989626,-117.680911,5.0,0.0,precise
TH_SP15_GEN-APND,REDMGEN_7_N001,TH_SP15_GEN-APND,REDMGEN,,,,,,,,unplaced
TH_SP15_GEN-APND,RSMNDS_7_N014,TH_SP15_GEN-APND,RSMNDS,,,,,,,,unplaced
TH_NP15_GEN-APND,SNTARSA_1_GN010,TH_NP15_GEN-APND,SNTARSA,,,,,,,,unplaced
TH_SP15_GEN-APND,VICTOR_1_N063,TH_SP15_GEN-APND,VICTOR,65743.0,Victory Pass,CA,33.701001,-115.316292,6.0,0.0,precise
TH_SP15_GEN-APND,MIRALOMA_6_N012,TH_SP15_GEN-APND,MIRALOMA,,,,,,,,unplaced
TH_SP15_GEN-APND,ELCASCO_1_N021,TH_SP15_GEN-APND,ELCASCO,,,,,,,,unplaced
TH_SP15_GEN-APND,RECTOR_2_N114,TH_SP15_GEN-APND,RECTOR,58202.0,RE Victor Phelan Solar One LLC,CA,34.51231,-117.47753,6.0,0.0,precise
TH_SP15_GEN-APND,CLEARST_7_B1,TH_SP15_GEN-APND,CLEARST,,,,,,,,unplaced
TH_SP15_GEN-APND,MURRAYGN_7_N021,TH_SP15_GEN-APND,MURRAYGN,,,,,,,,unplaced
TH_NP15_GEN-APND,GYSRVLLE_6_N005,TH_NP15_GEN-APND,GYSRVLLE,,,,,,,,unplaced
TH_SP15_GEN-APND,SANWIND_1_N001,TH_SP15_GEN-APND,SANWIND,7526.0,Solano Wind,CA,38.116415,-121.769031,7.0,0.0,precise
TH_NP15_GEN-APND,ARCATA_7_N003,TH_NP15_GEN-APND,ARCATA,,,,,,,,unplaced
TH_NP15_GEN-APND,LPNJCTSS_1_B1,TH_NP15_GEN-APND,LPNJCTSS,,,,,,,,unplaced
TH_SP15_GEN-APND,TOT162E1_6_GN001,TH_SP15_GEN-APND,TOT,,,,,,,,unplaced
TH_SP15_GEN-APND,CONTROL_7_N021,TH_SP15_GEN-APND,CONTROL,,,,,,,,unplaced
TH_NP15_GEN-APND,COVERD_7_N004,TH_NP15_GEN-APND,COVERD,,,,,,,,unplaced
TH_NP15_GEN-APND,OLS-AGNE_7_N001,TH_NP15_GEN-APND,OLS,,,,,,,,unplaced
TH_NP15_GEN-APND,SHELL1_7_B2,TH_NP15_GEN-APND,SHELL,59826.0,Sunshine Valley Solar,NV,36.518,-116.497,5.0,0.0,precise
TH_NP15_GEN-APND,WSTFRSO_1_N017,TH_NP15_GEN-APND,WSTFRSO,,,,,,,,unplaced
TH_ZP26_GEN-APND,S621AC_7_N002,TH_ZP26_GEN-APND,S,,,,,,,,unplaced
TH_SP15_GEN-APND,WSTWND_7_N002,TH_SP15_GEN-APND,WSTWND,,,,,,,,unplaced
TH_SP15_GEN-APND,TWINKL_7_N003,TH_SP15_GEN-APND,TWINKL,,,,,,,,unplaced
TH_NP15_GEN-APND,PLOALTO_1_N019,TH_NP15_GEN-APND,PLOALTO,,,,,,,,unplaced
TH_NP15_GEN-APND,CSCCOG_6_N001,TH_NP15_GEN-APND,CSCCOG,,,,,,,,unplaced
TH_NP15_GEN-APND,Q067STG1_7_N002,TH_NP15_GEN-APND,Q,,,,,,,,unplaced
TH_NP15_GEN-APND,BORDEN_2_N008,TH_NP15_GEN-APND,BORDEN,59531.0,Borden Solar Farm,CA,36.941111,-119.96,6.0,0.0,precise
TH_SP15_GEN-APND,MIRALOMA_6_N002,TH_SP15_GEN-APND,MIRALOMA,,,,,,,,unplaced
TH_NP15_GEN-APND,GWFGT1_7_B1,TH_NP15_GEN-APND,GWFGT,,,,,,,,unplaced
TH_SP15_GEN-APND,BROOKGEN_7_N002,TH_SP15_GEN-APND,BROOKGEN,57962.0,Brookfield Tehachapi 1,CA,35.008333,-118.241389,5.0,0.0,precise
TH_SP15_GEN-APND,SAUGUS_6_N010,TH_SP15_GEN-APND,SAUGUS,,,,,,,,unplaced
TH_NP15_GEN-APND,HIGHLD_1_N001,TH_NP15_GEN-APND,HIGHLD,,,,,,,,unplaced
TH_NP15_GEN-APND,ORLANDB_6_N004,TH_NP15_GEN-APND,ORLANDB,,,,,,,,unplaced
TH_SP15_GEN-APND,EDWARD_7_N006,TH_SP15_GEN-APND,EDWARD,437.0,Edward C Hyatt,CA,39.542985,-121.492188,6.0,0.0,precise
TH_ZP26_GEN-APND,Q653B_7_N001,TH_ZP26_GEN-APND,Q,,,,,,,,unplaced
TH_NP15_GEN-APND,SCARLT_7_N002,TH_NP15_GEN-APND,SCARLT,,,,,,,,unplaced
TH_NP15_GEN-APND,BLKDMDBT_7_N002,TH_NP15_GEN-APND,BLKDMDBT,,,,,,,,unplaced
TH_ZP26_GEN-APND,KRNSNST_7_N001,TH_ZP26_GEN-APND,KRNSNST,,,,,,,,unplaced
TH_SP15_GEN-APND,BIGSKGN1_7_N001,TH_SP15_GEN-APND,BIGSKGN,,,,,,,,unplaced
TH_SP15_GEN-APND,SANDLOT_2_N022,TH_SP15_GEN-APND,SANDLOT,57361.0,Sand Drag LLC,CA,35.982778,-120.110277,4.0,0.0,precise
TH_SP15_GEN-APND,TOT223G_7_N006,TH_SP15_GEN-APND,TOT,,,,,,,,unplaced
TH_NP15_GEN-APND,WHEELBR1_7_B1,TH_NP15_GEN-APND,WHEELBR,50881.0,Wheelabrator Shasta,CA,40.428329,-122.279248,7.0,0.0,precise
TH_SP15_GEN-APND,QZSBT_7_NSR1,TH_SP15_GEN-APND,QZSBT,,,,,,,,unplaced
TH_SP15_GEN-APND,MESAHGTS_7_NBT1,TH_SP15_GEN-APND,MESAHGTS,,,,,,,,unplaced
TH_SP15_GEN-APND,VALLEYSC_1_N029,TH_SP15_GEN-APND,VALLEYSC,59657.0,"Imperial Valley Solar Co (IVSC) 2, LLC",CA,33.252222,-115.4975,8.0,0.0,precise
TH_NP15_GEN-APND,ELCAPTN_1_N008,TH_NP15_GEN-APND,ELCAPTN,,,,,,,,unplaced
TH_NP15_GEN-APND,GRNVALY_1_N011,TH_NP15_GEN-APND,GRNVALY,,,,,,,,unplaced
TH_SP15_GEN-APND,LITEHIPE_6_N009,TH_SP15_GEN-APND,LITEHIPE,,,,,,,,unplaced
TH_SP15_GEN-APND,BELLEF_7_CN08,TH_SP15_GEN-APND,BELLEF,,,,,,,,unplaced
TH_SP15_GEN-APND,CENTERS_6_N008,TH_SP15_GEN-APND,CENTERS,57490.0,Imperial Solar Energy Center South,CA,32.663289,-115.658284,7.0,0.0,precise
TH_NP15_GEN-APND,ARAMIS_7_N003,TH_NP15_GEN-APND,ARAMIS,,,,,,,,unplaced
TH_SP15_GEN-APND,SNZIAW_3_N007,TH_SP15_GEN-APND,SNZIAW,,,,,,,,unplaced
TH_SP15_GEN-APND,SNZIAW_3_N008,TH_SP15_GEN-APND,SNZIAW,,,,,,,,unplaced
TH_NP15_GEN-APND,ARAMIS_7_N004,TH_NP15_GEN-APND,ARAMIS,,,,,,,,unplaced
TH_NP15_GEN-APND,GRNVALY_1_N025,TH_NP15_GEN-APND,GRNVALY,,,,,,,,unplaced
TH_SP15_GEN-APND,GASKW1_7_N005,TH_SP15_GEN-APND,GASKW,61445.0,Gaskell West 1 Solar Facility,CA,34.832786,-118.563578,5.0,0.0,precise
TH_NP15_GEN-APND,STIGCC_7_B1,TH_NP15_GEN-APND,STIGCC,,,,,,,,unplaced
TH_NP15_GEN-APND,STATINL_7_GN001,TH_NP15_GEN-APND,STATINL,58646.0,Stateline Solar,CA,35.6,-115.4,7.0,0.0,precise
TH_NP15_GEN-APND,CHEVGEN1_7_B1,TH_NP15_GEN-APND,CHEVGEN,,,,,,,,unplaced
TH_SP15_GEN-APND,RETAKE_7_ND002,TH_SP15_GEN-APND,RETAKE,,,,,,,,unplaced
TH_ZP26_GEN-APND,SNLSOB_7_N003,TH_ZP26_GEN-APND,SNLSOB,,,,,,,,unplaced
TH_SP15_GEN-APND,YELWPN1_7_N004,TH_SP15_GEN-APND,YELWPN,,,,,,,,unplaced
TH_SP15_GEN-APND,ETIWANDA_6_N023,TH_SP15_GEN-APND,ETIWANDA,745.0,Etiwanda,CA,34.10345,-117.5257,99.0,0.0,precise
TH_SP15_GEN-APND,LCKHT1_7_N001,TH_SP15_GEN-APND,LCKHT,,,,,,,,unplaced
TH_SP15_GEN-APND,TOT032G1_7_N001,TH_SP15_GEN-APND,TOT,,,,,,,,unplaced
TH_SP15_GEN-APND,OASISC1_7_N010,TH_SP15_GEN-APND,OASISC,59528.0,Solar Oasis LLC,CA,34.648889,-118.076667,6.0,0.0,precise
TH_SP15_GEN-APND,OBERON_7_N112,TH_SP15_GEN-APND,OBERON,65734.0,Oberon Solar Project,CA,33.72899,-115.38238,6.0,0.0,precise
TH_SP15_GEN-APND,LACSD_7_B5,TH_SP15_GEN-APND,LACSD,,,,,,,,unplaced
TH_ZP26_GEN-APND,S0479_7_N003,TH_ZP26_GEN-APND,S,,,,,,,,unplaced
TH_NP15_GEN-APND,ROLLINSF_7_B1,TH_NP15_GEN-APND,ROLLINSF,34.0,Rollins,CA,39.134259,-120.953341,7.0,0.0,precise
TH_NP15_GEN-APND,PANOCHE_7_N002,TH_NP15_GEN-APND,PANOCHE,,,,,,,,unplaced
TH_SP15_GEN-APND,MTWIND_7_N004,TH_SP15_GEN-APND,MTWIND,,,,,,,,unplaced
TH_SP15_GEN-APND,DRACKRS3_7_N001,TH_SP15_GEN-APND,DRACKRS,,,,,,,,unplaced
TH_SP15_GEN-APND,EASLEY_7_N005,TH_SP15_GEN-APND,EASLEY,,,,,,,,unplaced
TH_NP15_GEN-APND,WISHON1_7_B2,TH_NP15_GEN-APND,WISHON,293.0,A G Wishon,CA,37.15105,-119.504724,6.0,0.0,precise
TH_SP15_GEN-APND,LSCM92_7_N005,TH_SP15_GEN-APND,LSCM,,,,,,,,unplaced
TH_SP15_GEN-APND,CATALGEN_7_N001,TH_SP15_GEN-APND,CATALGEN,,,,,,,,unplaced
TH_NP15_GEN-APND,P0504GT1_7_NBT2,TH_NP15_GEN-APND,P,,,,,,,,unplaced
TH_SP15_GEN-APND,RECTOR_6_N027,TH_SP15_GEN-APND,RECTOR,58202.0,RE Victor Phelan Solar One LLC,CA,34.51231,-117.47753,6.0,0.0,precise
TH_NP15_GEN-APND,VISTRA_7_N004,TH_NP15_GEN-APND,VISTRA,,,,,,,,unplaced
TH_NP15_GEN-APND,S632_6_B1,TH_NP15_GEN-APND,S,,,,,,,,unplaced
TH_NP15_GEN-APND,KELSO4_7_N001,TH_NP15_GEN-APND,KELSO,,,,,,,,unplaced
TH_SP15_GEN-APND,OASISC1_7_N009,TH_SP15_GEN-APND,OASISC,59528.0,Solar Oasis LLC,CA,34.648889,-118.076667,6.0,0.0,precise
TH_ZP26_GEN-APND,CABALLO3_7_N002,TH_ZP26_GEN-APND,CABALLO,68012.0,Caballero,CA,35.006356,-120.453741,7.0,0.0,precise
TH_SP15_GEN-APND,MIRALOMA_6_N210,TH_SP15_GEN-APND,MIRALOMA,,,,,,,,unplaced
TH_ZP26_GEN-APND,SOLBLU_7_NBT1,TH_ZP26_GEN-APND,SOLBLU,63848.0,Solar Blue,CA,36.173967,-119.904349,6.0,0.0,precise
TH_ZP26_GEN-APND,KERNRDGE_1_N003,TH_ZP26_GEN-APND,KERNRDGE,,,,,,,,unplaced
TH_SP15_GEN-APND,GOLETA_6_N067,TH_SP15_GEN-APND,GOLETA,66394.0,"Goleta Energy Storage, LLC",CA,34.432367,-119.868084,6.0,0.0,precise
TH_SP15_GEN-APND,CANYONP4_7_GN001,TH_SP15_GEN-APND,CANYONP,57027.0,Canyon Power Plant,CA,33.858056,-117.861667,7.0,0.0,precise
TH_NP15_GEN-APND,HATLOSCK_6_N011,TH_NP15_GEN-APND,HATLOSCK,,,,,,,,unplaced
TH_NP15_GEN-APND,FRNCHMS_6_N005,TH_NP15_GEN-APND,FRNCHMS,,,,,,,,unplaced
TH_SP15_GEN-APND,YELWPN1_7_N006,TH_SP15_GEN-APND,YELWPN,,,,,,,,unplaced
TH_SP15_GEN-APND,ELLIOTT_7_N001,TH_SP15_GEN-APND,ELLIOTT,66278.0,Elliott Energy Storage,CA,32.81638,-117.08891,7.0,0.0,precise
TH_NP15_GEN-APND,MONTICLO_7_N002,TH_NP15_GEN-APND,MONTICLO,,,,,,,,unplaced
TH_NP15_GEN-APND,WISHON1_7_B3,TH_NP15_GEN-APND,WISHON,293.0,A G Wishon,CA,37.15105,-119.504724,6.0,0.0,precise
TH_ZP26_GEN-APND,PELJAW_7_N005,TH_ZP26_GEN-APND,PELJAW,,,,,,,,unplaced
TH_SP15_GEN-APND,ROMOLA_7_006,TH_SP15_GEN-APND,ROMOLA,,,,,,,,unplaced
TH_SP15_GEN-APND,KERNRVU1_7_B1,TH_SP15_GEN-APND,KERNRVU,,,,,,,,unplaced
TH_NP15_GEN-APND,VOLTA_6_N009,TH_NP15_GEN-APND,VOLTA,,,,,,,,unplaced
TH_ZP26_GEN-APND,ELKHILLS_7_N001,TH_ZP26_GEN-APND,ELKHILLS,,,,,,,,unplaced
TH_SP15_GEN-APND,VALLEYSC_1_N108,TH_SP15_GEN-APND,VALLEYSC,59657.0,"Imperial Valley Solar Co (IVSC) 2, LLC",CA,33.252222,-115.4975,8.0,0.0,precise
TH_SP15_GEN-APND,BLYTHESC_1_N008,TH_SP15_GEN-APND,BLYTHESC,,,,,,,,unplaced
TH_SP15_GEN-APND,SANBRN_7_N002,TH_SP15_GEN-APND,SANBRN,,,,,,,,unplaced
TH_SP15_GEN-APND,SUNRAYGN_7_N003,TH_SP15_GEN-APND,SUNRAYGN,,,,,,,,unplaced
TH_SP15_GEN-APND,CNTFLT_7_ND3001,TH_SP15_GEN-APND,CNTFLT,,,,,,,,unplaced
TH_ZP26_GEN-APND,Q653BTP_1_B1,TH_ZP26_GEN-APND,Q,,,,,,,,unplaced
TH_SP15_GEN-APND,WARNE1_7_B1,TH_SP15_GEN-APND,WARNE,6196.0,W E Warne,CA,34.6853,-118.7881,5.0,0.0,precise
TH_SP15_GEN-APND,CMRRON_7_N001,TH_SP15_GEN-APND,CMRRON,,,,,,,,unplaced
TH_SP15_GEN-APND,GASKW1_7_N2SR2,TH_SP15_GEN-APND,GASKW,61445.0,Gaskell West 1 Solar Facility,CA,34.832786,-118.563578,5.0,0.0,precise
TH_NP15_GEN-APND,HATLOSCK_6_GN001,TH_NP15_GEN-APND,HATLOSCK,,,,,,,,unplaced
TH_NP15_GEN-APND,MIDLFORK_2_B1,TH_NP15_GEN-APND,MIDLFORK,,,,,,,,unplaced
TH_SP15_GEN-APND,WDT273_7_N008,TH_SP15_GEN-APND,WDT,,,,,,,,unplaced
TH_PACW_GEN-APND,ELBESLR_GNODE1,TH_PACW_GEN-APND,ELBESLR,61497.0,Elbe Solar Center,OR,44.618,-121.205,7.0,0.0,precise
TH_PACW_GEN-APND,SWIFT2_NODE2,TH_PACW_GEN-APND,SWIFT,3850.0,Swift 1,WA,46.060833,-122.201667,5.0,0.0,precise
TH_NP15_GEN-APND,PEASE_7_N001,TH_NP15_GEN-APND,PEASE,,,,,,,,unplaced
TH_NP15_GEN-APND,PROXSR_7_N005,TH_NP15_GEN-APND,PROXSR,66270.0,Proxima,CA,37.40035,-121.16284,4.0,0.0,precise
TH_NP15_GEN-APND,PHOENIX_7_N001,TH_NP15_GEN-APND,PHOENIX,,,,,,,,unplaced
TH_NP15_GEN-APND,CCOSTA_2_B1,TH_NP15_GEN-APND,CCOSTA,,,,,,,,unplaced
TH_PACW_GEN-APND,DALREED_NODEO,TH_PACW_GEN-APND,DALREED,,,,,,,,unplaced
TH_ZP26_GEN-APND,DERRICK_6_N003,TH_ZP26_GEN-APND,DERRICK,,,,,,,,unplaced
TH_NP15_GEN-APND,LODICTG_7_B1,TH_NP15_GEN-APND,LODICTG,,,,,,,,unplaced
TH_NP15_GEN-APND,SLYCREEK_7_B1,TH_NP15_GEN-APND,SLYCREEK,776.0,Sly Creek,CA,39.580413,-121.119479,8.0,0.0,precise
TH_NP15_GEN-APND,RIODLLTP_6_B1,TH_NP15_GEN-APND,RIODLLTP,,,,,,,,unplaced
TH_NP15_GEN-APND,CAMANCHE_7_N001,TH_NP15_GEN-APND,CAMANCHE,537.0,Camanche,CA,38.2268,-121.0245,8.0,0.0,precise
TH_SP15_GEN-APND,SPESBT1_7_B1,TH_SP15_GEN-APND,SPESBT,,,,,,,,unplaced
TH_NP15_GEN-APND,MONTICLO_7_N001,TH_NP15_GEN-APND,MONTICLO,,,,,,,,unplaced
TH_SP15_GEN-APND,GASKW1_7_N006,TH_SP15_GEN-APND,GASKW,61445.0,Gaskell West 1 Solar Facility,CA,34.832786,-118.563578,5.0,0.0,precise
TH_NP15_GEN-APND,Q643G_7_N001,TH_NP15_GEN-APND,Q,,,,,,,,unplaced
TH_SP15_GEN-APND,DELAMO_2_N071,TH_SP15_GEN-APND,DELAMO,58122.0,Delano Energy Center,CA,35.790864,-119.294469,4.0,0.0,precise
TH_NP15_GEN-APND,GRIZZLY_7_N101,TH_NP15_GEN-APND,GRIZZLY,7338.0,Grizzly,CA,39.889287,-121.279173,7.0,0.0,precise
TH_SP15_GEN-APND,MSOLAR_7_NSR4,TH_SP15_GEN-APND,MSOLAR,59469.0,Alamo Solar,CA,34.682222,-117.3475,6.0,0.0,precise
TH_SP15_GEN-APND,NEENACH_6_N008,TH_SP15_GEN-APND,NEENACH,,,,,,,,unplaced
TH_ZP26_GEN-APND,TOPAZC1_7_N021,TH_ZP26_GEN-APND,TOPAZC,57695.0,Topaz Solar Farm,CA,35.405556,-120.068611,5.0,0.0,precise
TH_SP15_GEN-APND,STANTNG2_7_N002,TH_SP15_GEN-APND,STANTNG,,,,,,,,unplaced
TH_SP15_GEN-APND,PASTORIA_2_B1,TH_SP15_GEN-APND,PASTORIA,55656.0,"Pastoria Energy Facility, LLC",CA,34.9556,-118.844,8.0,0.0,precise
TH_SP15_GEN-APND,SLOTH_7_NSR1,TH_SP15_GEN-APND,SLOTH,,,,,,,,unplaced
TH_SP15_GEN-APND,CAPWIND_1_B1,TH_SP15_GEN-APND,CAPWIND,,,,,,,,unplaced
TH_SP15_GEN-APND,ESRPP3_7_N004,TH_SP15_GEN-APND,ESRPP,,,,,,,,unplaced
TH_NP15_GEN-APND,ONEILPMP_7_N005,TH_NP15_GEN-APND,ONEILPMP,446.0,ONeill,CA,37.098671,-121.047718,5.0,0.0,precise
TH_SP15_GEN-APND,S.CLARA_6_N021,TH_SP15_GEN-APND,S,,,,,,,,unplaced
TH_SP15_GEN-APND,VINCENT_2_B1,TH_SP15_GEN-APND,VINCENT,55963.0,Riverview Energy Center,CA,38.014423,-121.790679,7.0,0.0,precise
TH_PACW_GEN-APND,MERWIN_NODE1,TH_PACW_GEN-APND,MERWIN,3847.0,Merwin,WA,45.9567,-122.554444,6.0,0.0,precise
TH_NP15_GEN-APND,ROCKCRK_2_B11,TH_NP15_GEN-APND,ROCKCRK,275.0,Rock Creek,CA,39.90521,-121.345226,7.0,0.0,precise
TH_SP15_GEN-APND,HARBORG_7_B2,TH_SP15_GEN-APND,HARBORG,399.0,Harbor,CA,33.7706,-118.2656,99.0,0.0,precise
TH_NP15_GEN-APND,BONNIEN_7_N002,TH_NP15_GEN-APND,BONNIEN,,,,,,,,unplaced
TH_SP15_GEN-APND,ETIWANDA_6_N020,TH_SP15_GEN-APND,ETIWANDA,745.0,Etiwanda,CA,34.10345,-117.5257,99.0,0.0,precise
