Aggregate PNode ID,PNode ID,DESCRIPTION,abbrev,Plant Code,Plant Name,State,Latitude,Longitude,match_score,second_best,placement
TH_NP15_GEN-APND,CENT403_7_N006,TH_NP15_GEN-APND,CENT,,,,,,,,unplaced
TH_NP15_GEN-APND,PEABODY_2_N024,TH_NP15_GEN-APND,PEABODY,,,,,,,,unplaced
TH_PACE_GEN-APND,WESTVALL_NODE3,TH_PACE_GEN-APND,WESTVALL,55622.0,West Valley Generation Project,UT,40.6667,-112.0317,8.0,0.0,precise
TH_PACE_GEN-APND,3PEAKS_GNODE1,TH_PACE_GEN-APND,,,,,,,,,unplaced
TH_PACE_GEN-APND,SUNNYSIU_NODET,TH_PACE_GEN-APND,SUNNYSIU,50951.0,Sunnyside Cogen Associates,UT,39.5472,-110.3917,7.0,0.0,precise
TH_PACE_GEN-APND,PAVANT_NODE1,TH_PACE_GEN-APND,PAVANT,60886.0,Pavant Solar III,UT,39.154474,-112.359849,6.0,0.0,precise
TH_PACE_GEN-APND,USMAG1_GNODERP,TH_PACE_GEN-APND,USMAG,58191.0,US Magnesium,UT,40.913333,-112.733889,5.0,0.0,precise
TH_SP15_GEN-APND,BORREGO_6_N012,TH_SP15_GEN-APND,BORREGO,57455.0,Solar Borrego I,CA,33.298889,-116.35083,7.0,0.0,precise
TH_PACE_GEN-APND,PAROWANC_NODE2,TH_PACE_GEN-APND,PAROWANC,,,,,,,,unplaced
TH_PACE_GEN-APND,BYUGEN_7_GNODE1,TH_PACE_GEN-APND,BYUGEN,,,,,,,,unplaced
TH_PACE_GEN-APND,DYNAMO_NODE3,TH_PACE_GEN-APND,DYNAMO,,,,,,,,unplaced
TH_PACE_GEN-APND,LEHI_GNODE1,TH_PACE_GEN-APND,LEHI,519.0,Pole Hill,CO,40.365056,-105.325074,4.0,0.0,precise
TH_PACE_GEN-APND,MIDDLETO_GNODE1,TH_PACE_GEN-APND,MIDDLETO,,,,,,,,unplaced
TH_PACE_GEN-APND,COVEMOUN_GNODE2,TH_PACE_GEN-APND,COVEMOUN,62469.0,Cove Mountain Solar,UT,37.623123,-113.619219,8.0,0.0,precise
TH_PACE_GEN-APND,KETTLEBU_7_GASGNODE,TH_PACE_GEN-APND,KETTLEBU,59633.0,Kettleman Solar -Centaurus,CA,36.050833,-119.9475,6.0,0.0,precise
TH_PACE_GEN-APND,NAUGHTO_NODE2,TH_PACE_GEN-APND,NAUGHTO,4162.0,Naughton,WY,41.7581,-110.5983,7.0,0.0,precise
TH_PACE_GEN-APND,ESCALANS_3_SOLAR2GNODE,TH_PACE_GEN-APND,ESCALANS,59387.0,"Escalante Solar I, LLC",UT,38.524167,-113.033889,8.0,0.0,precise
TH_PACE_GEN-APND,ONEIDA_NODE1,TH_PACE_GEN-APND,ONEIDA,829.0,Oneida,ID,42.267774,-111.748531,6.0,0.0,precise
TH_SP15_GEN-APND,BELLF2_7_NDBT3,TH_SP15_GEN-APND,BELLF,,,,,,,,unplaced
TH_PACE_GEN-APND,LAKESID2_NODE0,TH_PACE_GEN-APND,LAKESID,56237.0,Lake Side Power Plant,UT,40.331667,-111.754167,7.0,0.0,precise
TH_SP15_GEN-APND,RETAKE_7_N001,TH_SP15_GEN-APND,RETAKE,,,,,,,,unplaced
TH_PACE_GEN-APND,GLENROCW_NODET,TH_PACE_GEN-APND,GLENROCW,56841.0,Glenrock,WY,43.0181,-105.835278,7.0,0.0,precise
TH_PACE_GEN-APND,GRACE_NODE4,TH_PACE_GEN-APND,GRACE,827.0,Grace,ID,42.53675,-111.793967,5.0,0.0,precise
TH_PACE_GEN-APND,HORSEBU_NODET,TH_PACE_GEN-APND,HORSEBU,,,,,,,,unplaced
TH_ZP26_GEN-APND,FAIRWAY_7_N001,TH_ZP26_GEN-APND,FAIRWAY,10052.0,Fairhaven Power,CA,40.7995,-124.2028,4.0,0.0,precise
TH_SP15_GEN-APND,SANMRCOS_6_N012,TH_SP15_GEN-APND,SANMRCOS,,,,,,,,unplaced
TH_NP15_GEN-APND,INSKIP_6_B1,TH_NP15_GEN-APND,INSKIP,,,,,,,,unplaced
TH_NP15_GEN-APND,NAPA_6_N002,TH_NP15_GEN-APND,NAPA,,,,,,,,unplaced
TH_NP15_GEN-APND,WOODLD_1_N001,TH_NP15_GEN-APND,WOODLD,,,,,,,,unplaced
TH_SP15_GEN-APND,TOT223G_7_N007,TH_SP15_GEN-APND,TOT,,,,,,,,unplaced
TH_NP15_GEN-APND,VACAVIL_1_N101,TH_NP15_GEN-APND,VACAVIL,,,,,,,,unplaced
TH_SP15_GEN-APND,SANBRDNO_6_GN002,TH_SP15_GEN-APND,SANBRDNO,,,,,,,,unplaced
TH_NP15_GEN-APND,MEDWLNE_1_N001,TH_NP15_GEN-APND,MEDWLNE,,,,,,,,unplaced
TH_NP15_GEN-APND,VACADIX_1_N085,TH_NP15_GEN-APND,VACADIX,,,,,,,,unplaced
TH_NP15_GEN-APND,RVRBANK_1_N010,TH_NP15_GEN-APND,RVRBANK,,,,,,,,unplaced
TH_SP15_GEN-APND,SUNSPTA_7_N002,TH_SP15_GEN-APND,SUNSPTA,,,,,,,,unplaced
TH_ZP26_GEN-APND,SANBRN_7_ND004,TH_ZP26_GEN-APND,SANBRN,,,,,,,,unplaced
TH_SP15_GEN-APND,VILLAPK_6_N005,TH_SP15_GEN-APND,VILLAPK,,,,,,,,unplaced
TH_SP15_GEN-APND,OSO_6_N008,TH_SP15_GEN-APND,OSO,,,,,,,,unplaced
TH_SP15_GEN-APND,UCM_6_N110,TH_SP15_GEN-APND,UCM,,,,,,,,unplaced
TH_SP15_GEN-APND,TOT162W2_6_GN001,TH_SP15_GEN-APND,TOT,,,,,,,,unplaced
TH_ZP26_GEN-APND,NAVY35R_7_B1,TH_ZP26_GEN-APND,NAVY,,,,,,,,unplaced
TH_NP15_GEN-APND,BRDGVLLE_1_B1,TH_NP15_GEN-APND,BRDGVLLE,,,,,,,,unplaced
TH_NP15_GEN-APND,HMBUNIT3_7_GN010,TH_NP15_GEN-APND,HMBUNIT,,,,,,,,unplaced
TH_SP15_GEN-APND,SUB434_7_N001,TH_SP15_GEN-APND,SUB,,,,,,,,unplaced
TH_SP15_GEN-APND,GARNET_7_N012,TH_SP15_GEN-APND,GARNET,,,,,,,,unplaced
TH_ZP26_GEN-APND,CYMRIC_1_B1,TH_ZP26_GEN-APND,CYMRIC,52104.0,Cymric 36W Cogen,CA,35.3633,-119.6756,6.0,0.0,precise
TH_SP15_GEN-APND,ESRPP1_7_N004,TH_SP15_GEN-APND,ESRPP,,,,,,,,unplaced
TH_NP15_GEN-APND,MTVIEW_1_GN001,TH_NP15_GEN-APND,MTVIEW,57459.0,Mountain View IV,CA,33.8816,-116.5527,6.0,0.0,precise
TH_NP15_GEN-APND,HICKS_2_N012,TH_NP15_GEN-APND,HICKS,,,,,,,,unplaced
TH_NP15_GEN-APND,RICHGN2_7_N001,TH_NP15_GEN-APND,RICHGN,,,,,,,,unplaced
TH_NP15_GEN-APND,WOODWARD_1_N006,TH_NP15_GEN-APND,WOODWARD,,,,,,,,unplaced
TH_SP15_GEN-APND,CARLTNHS_1_GN001,TH_SP15_GEN-APND,CARLTNHS,59002.0,Carlsbad Energy Center,CA,33.140507,-117.333916,4.0,0.0,precise
TH_SP15_GEN-APND,ZONDWIND_6_N006,TH_SP15_GEN-APND,ZONDWIND,,,,,,,,unplaced
TH_NP15_GEN-APND,VALLYHM_1_N004,TH_NP15_GEN-APND,VALLYHM,62801.0,Vallecito,CA,34.407086,-119.511547,4.0,0.0,precise
TH_SP15_GEN-APND,MONLTS12_7_N003,TH_SP15_GEN-APND,MONLTS,,,,,,,,unplaced
TH_ZP26_GEN-APND,4C744C12_7_N001,TH_ZP26_GEN-APND,,,,,,,,,unplaced
TH_SP15_GEN-APND,CORONADO_6_B1,TH_SP15_GEN-APND,CORONADO,61476.0,"CoreSite Real Estate 2901 Coronado, L.P.",CA,37.375089,-121.971728,8.0,0.0,precise
TH_SP15_GEN-APND,SEARLES_7_N001,TH_SP15_GEN-APND,SEARLES,,,,,,,,unplaced
TH_SP15_GEN-APND,EISENHOW_1_N039,TH_SP15_GEN-APND,EISENHOW,,,,,,,,unplaced
TH_SP15_GEN-APND,TAP801_1_N003,TH_SP15_GEN-APND,TAP,,,,,,,,unplaced
TH_SP15_GEN-APND,EISENHOW_1_N031,TH_SP15_GEN-APND,EISENHOW,,,,,,,,unplaced
TH_NP15_GEN-APND,S636_7_N001,TH_NP15_GEN-APND,S,,,,,,,,unplaced
TH_ZP26_GEN-APND,WASCO_12_N008,TH_ZP26_GEN-APND,WASCO,50216.0,Watson Cogeneration,CA,33.816647,-118.244841,5.0,0.0,precise
TH_SP15_GEN-APND,ETIWANDA_6_N018,TH_SP15_GEN-APND,ETIWANDA,745.0,Etiwanda,CA,34.10345,-117.5257,99.0,0.0,precise
TH_NP15_GEN-APND,GILROYF_1_B1,TH_NP15_GEN-APND,GILROYF,10034.0,Gilroy Power Plant,CA,37.0001,-121.5367,6.0,0.0,precise
TH_SP15_GEN-APND,MIRALOMA_6_GN001,TH_SP15_GEN-APND,MIRALOMA,,,,,,,,unplaced
TH_SP15_GEN-APND,NNSS_FF_1_N001,TH_SP15_GEN-APND,NNSS,,,,,,,,unplaced
TH_ZP26_GEN-APND,DEXZEL_1_N001,TH_ZP26_GEN-APND,DEXZEL,,,,,,,,unplaced
TH_NP15_GEN-APND,PAULSWT_1_N001,TH_NP15_GEN-APND,PAULSWT,,,,,,,,unplaced
TH_SP15_GEN-APND,TOT198L_7_N005,TH_SP15_GEN-APND,TOT,,,,,,,,unplaced
TH_SP15_GEN-APND,VICTOR_7_N003,TH_SP15_GEN-APND,VICTOR,65743.0,Victory Pass,CA,33.701001,-115.316292,6.0,0.0,precise
TH_SP15_GEN-APND,PIOPICO1_7_N001,TH_SP15_GEN-APND,PIOPICO,,,,,,,,unplaced
TH_SP15_GEN-APND,THSNDAIR_1_N001,TH_SP15_GEN-APND,THSNDAIR,,,,,,,,unplaced
TH_SP15_GEN-APND,MVMPT_7_B2ND003,TH_SP15_GEN-APND,MVMPT,,,,,,,,unplaced
TH_NP15_GEN-APND,HAAS_2_B1,TH_NP15_GEN-APND,HAAS,240.0,Haas,CA,36.927424,-119.02025,4.0,0.0,precise
TH_SP15_GEN-APND,RSTREF3_7_N001,TH_SP15_GEN-APND,RSTREF,60661.0,Mira Loma Energy Storage Facility,CA,34.006125,-117.560934,6.0,0.0,precise
TH_NP15_GEN-APND,HIGHWNDS_7_B1,TH_NP15_GEN-APND,HIGHWNDS,,,,,,,,unplaced
TH_NP15_GEN-APND,SCHLNDLR_7_N002,TH_NP15_GEN-APND,SCHLNDLR,,,,,,,,unplaced
TH_ZP26_GEN-APND,KRNCNYN_6_N001,TH_ZP26_GEN-APND,KRNCNYN,7911.0,Kern Canyon,CA,35.44072,-118.796498,7.0,0.0,precise
TH_SP15_GEN-APND,CHINO_6_N008,TH_SP15_GEN-APND,CHINO,50850.0,CamChino Leasing LLC,CA,33.989626,-117.680911,5.0,0.0,precise
TH_SP15_GEN-APND,OLDTOWN_6_GN001,TH_SP15_GEN-APND,OLDTOWN,,,,,,,,unplaced
TH_SP15_GEN-APND,VSTA_1_N016,TH_SP15_GEN-APND,VSTA,,,,,,,,unplaced
TH_ZP26_GEN-APND,SUBST_MV_2_7_N005,TH_ZP26_GEN-APND,SUBST,,,,,,,,unplaced
TH_SP15_GEN-APND,Q644A2_7_N001,TH_SP15_GEN-APND,Q,,,,,,,,unplaced
TH_SP15_GEN-APND,VENWIND_1_N102,TH_SP15_GEN-APND,VENWIND,,,,,,,,unplaced
TH_NP15_GEN-APND,WYANDTTE_1_N003,TH_NP15_GEN-APND,WYANDTTE,,,,,,,,unplaced
TH_SP15_GEN-APND,ELCAJON_6_GN002,TH_SP15_GEN-APND,ELCAJON,,,,,,,,unplaced
TH_NP15_GEN-APND,MOSSLD_1_N055,TH_NP15_GEN-APND,MOSSLD,,,,,,,,unplaced
TH_NP15_GEN-APND,BCKSCRK_7_N002,TH_NP15_GEN-APND,BCKSCRK,,,,,,,,unplaced
TH_SP15_GEN-APND,PASTSR_7_CN002,TH_SP15_GEN-APND,PASTSR,59607.0,"Maricopa West Solar PV, LLC",CA,35.115278,-119.317778,6.0,0.0,precise
TH_SP15_GEN-APND,MARGARTA_1_N001,TH_SP15_GEN-APND,MARGARTA,,,,,,,,unplaced
TH_SP15_GEN-APND,UNIT8ST_7_N001,TH_SP15_GEN-APND,UNIT,,,,,,,,unplaced
TH_SP15_GEN-APND,KEARNY_6_B1,TH_SP15_GEN-APND,KEARNY,,,,,,,,unplaced
TH_SP15_GEN-APND,TOT032G7_7_N001,TH_SP15_GEN-APND,TOT,,,,,,,,unplaced
TH_NP15_GEN-APND,FULTON_2_B1,TH_NP15_GEN-APND,FULTON,,,,,,,,unplaced
TH_NP15_GEN-APND,LOCKFORD_7_N003,TH_NP15_GEN-APND,LOCKFORD,,,,,,,,unplaced
TH_SP15_GEN-APND,ELCAJNGT_7_N011,TH_SP15_GEN-APND,ELCAJNGT,,,,,,,,unplaced
TH_NP15_GEN-APND,ELNIDO_7_N002,TH_NP15_GEN-APND,ELNIDO,,,,,,,,unplaced
TH_SP15_GEN-APND,MVMPT_7_B1ND002,TH_SP15_GEN-APND,MVMPT,,,,,,,,unplaced
TH_SP15_GEN-APND,SEGS1G_7_B1,TH_SP15_GEN-APND,SEGS,58429.0,Sunshine Gas Producers,CA,34.335678,-118.519188,4.0,0.0,precise
TH_SP15_GEN-APND,TOT179A_7_N001,TH_SP15_GEN-APND,TOT,,,,,,,,unplaced
TH_NP15_GEN-APND,ROUNDMT_2_B1,TH_NP15_GEN-APND,ROUNDMT,,,,,,,,unplaced
TH_SP15_GEN-APND,MOORPARK_2_N062,TH_SP15_GEN-APND,MOORPARK,,,,,,,,unplaced
TH_SP15_GEN-APND,BSKYNPM_7_N001,TH_SP15_GEN-APND,BSKYNPM,,,,,,,,unplaced
TH_SP15_GEN-APND,ATLAS2_6_N021,TH_SP15_GEN-APND,ATLAS,,,,,,,,unplaced
TH_NP15_GEN-APND,SPANSHCK_6_N012,TH_NP15_GEN-APND,SPANSHCK,,,,,,,,unplaced
TH_SP15_GEN-APND,VILLAPK_2_N028,TH_SP15_GEN-APND,VILLAPK,,,,,,,,unplaced
TH_NP15_GEN-APND,CARABOU_7_B12,TH_NP15_GEN-APND,CARABOU,,,,,,,,unplaced
TH_SP15_GEN-APND,MANZNA_7_N012,TH_SP15_GEN-APND,MANZNA,57484.0,Manzana Wind LLC,CA,34.9349,-118.4612,6.0,0.0,precise
TH_SP15_GEN-APND,VENWIND_1_N104,TH_SP15_GEN-APND,VENWIND,,,,,,,,unplaced
TH_NP15_GEN-APND,SHILO_7_N002,TH_NP15_GEN-APND,SHILO,,,,,,,,unplaced
TH_NP15_GEN-APND,GWFCT1_7_B1,TH_NP15_GEN-APND,GWFCT,,,,,,,,unplaced
TH_SP15_GEN-APND,ELLIS_6_N003,TH_SP15_GEN-APND,ELLIS,,,,,,,,unplaced
TH_SP15_GEN-APND,RECTOR_6_N020,TH_SP15_GEN-APND,RECTOR,58202.0,RE Victor Phelan Solar One LLC,CA,34.51231,-117.47753,6.0,0.0,precise
TH_SP15_GEN-APND,TEDDYGN4_7_N004,TH_SP15_GEN-APND,TEDDYGN,,,,,,,,unplaced
TH_SP15_GEN-APND,TOT032G2_7_N001,TH_SP15_GEN-APND,TOT,,,,,,,,unplaced
TH_ZP26_GEN-APND,CAFLTSSS_2_B1,TH_ZP26_GEN-APND,CAFLTSSS,,,,,,,,unplaced
TH_SP15_GEN-APND,ESRPP1_7_N003,TH_SP15_GEN-APND,ESRPP,,,,,,,,unplaced
TH_NP15_GEN-APND,CASCES_7_N008,TH_NP15_GEN-APND,CASCES,58590.0,Cascade Solar,CA,34.157222,-116.234444,6.0,0.0,precise
TH_SP15_GEN-APND,SHUTTLE_6_N020,TH_SP15_GEN-APND,SHUTTLE,,,,,,,,unplaced
TH_SP15_GEN-APND,COPPERMT_7_N002,TH_SP15_GEN-APND,COPPERMT,58017.0,Copper Mountain Solar 2,NV,35.786389,-114.962778,8.0,0.0,precise
TH_SP15_GEN-APND,CAMERON_7_N008,TH_SP15_GEN-APND,CAMERON,10586.0,Cameron Ridge LLC,CA,35.075,-118.3158,7.0,0.0,precise
TH_NP15_GEN-APND,CAMANCHE_7_N002,TH_NP15_GEN-APND,CAMANCHE,537.0,Camanche,CA,38.2268,-121.0245,8.0,0.0,precise
TH_SP15_GEN-APND,ESTWND_7_N001,TH_SP15_GEN-APND,ESTWND,,,,,,,,unplaced
TH_SP15_GEN-APND,NLANCRAN_7_N001,TH_SP15_GEN-APND,NLANCRAN,,,,,,,,unplaced
TH_NP15_GEN-APND,CANAL_7_N001,TH_NP15_GEN-APND,CANAL,,,,,,,,unplaced
TH_SP15_GEN-APND,GLNARMC4_7_B1,TH_SP15_GEN-APND,GLNARMC,,,,,,,,unplaced
TH_NP15_GEN-APND,CCJCT1_1_B1,TH_NP15_GEN-APND,CCJCT,,,,,,,,unplaced
TH_SP15_GEN-APND,KEARNY_7_GUS2N,TH_SP15_GEN-APND,KEARNY,,,,,,,,unplaced
TH_SP15_GEN-APND,EASLEY_7_N012,TH_SP15_GEN-APND,EASLEY,,,,,,,,unplaced
TH_SP15_GEN-APND,CNTFLT_7_ND2002,TH_SP15_GEN-APND,CNTFLT,,,,,,,,unplaced
TH_SP15_GEN-APND,TOT162E3_7_N007,TH_SP15_GEN-APND,TOT,,,,,,,,unplaced
TH_SP15_GEN-APND,TOT148A_7_N001,TH_SP15_GEN-APND,TOT,,,,,,,,unplaced
TH_SP15_GEN-APND,EDWARD_7_CN2,TH_SP15_GEN-APND,EDWARD,437.0,Edward C Hyatt,CA,39.542985,-121.492188,6.0,0.0,precise
TH_NP15_GEN-APND,GWFTRCY1_7_B1,TH_NP15_GEN-APND,GWFTRCY,,,,,,,,unplaced
TH_SP15_GEN-APND,OASISC1_7_N005,TH_SP15_GEN-APND,OASISC,59528.0,Solar Oasis LLC,CA,34.648889,-118.076667,6.0,0.0,precise
TH_SP15_GEN-APND,SCLARA_6_N008,TH_SP15_GEN-APND,SCLARA,,,,,,,,unplaced
TH_NP15_GEN-APND,S650AB_7_N001,TH_NP15_GEN-APND,S,,,,,,,,unplaced
TH_ZP26_GEN-APND,PELJAW_7_N004,TH_ZP26_GEN-APND,PELJAW,,,,,,,,unplaced
TH_NP15_GEN-APND,ORLNDB_7_N001,TH_NP15_GEN-APND,ORLNDB,,,,,,,,unplaced
TH_ZP26_GEN-APND,OLDRIVR_7_N044,TH_ZP26_GEN-APND,OLDRIVR,58986.0,"RE Old River One, LLC",CA,35.223333,-119.088889,7.0,0.0,precise
TH_NP15_GEN-APND,LIVEOAK_7_N003,TH_NP15_GEN-APND,LIVEOAK,54768.0,Live Oak Limited,CA,35.4837,-119.0298,7.0,0.0,precise
TH_SP15_GEN-APND,OBERON_7_N182,TH_SP15_GEN-APND,OBERON,65734.0,Oberon Solar Project,CA,33.72899,-115.38238,6.0,0.0,precise
TH_SP15_GEN-APND,BLYTHES1_7_N002,TH_SP15_GEN-APND,BLYTHES,,,,,,,,unplaced
TH_NP15_GEN-APND,KANSASGN_7_N002,TH_NP15_GEN-APND,KANSASGN,,,,,,,,unplaced
TH_SP15_GEN-APND,DELAMO_2_N050,TH_SP15_GEN-APND,DELAMO,58122.0,Delano Energy Center,CA,35.790864,-119.294469,4.0,0.0,precise
TH_NP15_GEN-APND,WISE1_7_B1,TH_NP15_GEN-APND,WISE,292.0,Wise,CA,38.889862,-121.098525,4.0,0.0,precise
TH_ZP26_GEN-APND,SMYRNA2_1_N009,TH_ZP26_GEN-APND,SMYRNA,,,,,,,,unplaced
TH_SP15_GEN-APND,RECTOR_6_N022,TH_SP15_GEN-APND,RECTOR,58202.0,RE Victor Phelan Solar One LLC,CA,34.51231,-117.47753,6.0,0.0,precise
TH_NP15_GEN-APND,KEKAWAKA_6_N001,TH_NP15_GEN-APND,KEKAWAKA,,,,,,,,unplaced
TH_NP15_GEN-APND,BCKSCRK_2_N004,TH_NP15_GEN-APND,BCKSCRK,,,,,,,,unplaced
TH_ZP26_GEN-APND,TEXCONM_1_B1,TH_ZP26_GEN-APND,TEXCONM,,,,,,,,unplaced
TH_SP15_GEN-APND,DEVERS_2_N072,TH_SP15_GEN-APND,DEVERS,10874.0,Coso Power Developers,CA,36.0192,-117.7917,6.0,0.0,precise
TH_NP15_GEN-APND,VISTRA3_7_N002,TH_NP15_GEN-APND,VISTRA,,,,,,,,unplaced
TH_NP15_GEN-APND,DGPAN1_7_CN1,TH_NP15_GEN-APND,DGPAN,52147.0,CP Kelco San Diego Plant,CA,32.6947,-117.1436,5.0,0.0,precise
TH_SP15_GEN-APND,VESTAL_6_N020,TH_SP15_GEN-APND,VESTAL,58644.0,Silver State Solar Power South,NV,35.63,-115.32,6.0,0.0,precise
TH_SP15_GEN-APND,HARBORG_7_B4,TH_SP15_GEN-APND,HARBORG,399.0,Harbor,CA,33.7706,-118.2656,99.0,0.0,precise
TH_NP15_GEN-APND,PROXSR_7_N006,TH_NP15_GEN-APND,PROXSR,66270.0,Proxima,CA,37.40035,-121.16284,4.0,0.0,precise
TH_NP15_GEN-APND,HIGHWND3_7_GN001,TH_NP15_GEN-APND,HIGHWND,,,,,,,,unplaced
TH_SP15_GEN-APND,GLNARMC5_7_B5,TH_SP15_GEN-APND,GLNARMC,,,,,,,,unplaced
TH_SP15_GEN-APND,ALMASL_7_GUB6N,TH_SP15_GEN-APND,ALMASL,68798.0,Lockheed Martin Palmdale Solar PV,CA,34.608,-118.109,6.0,0.0,precise
TH_SP15_GEN-APND,GASKW1_7_N2BT1,TH_SP15_GEN-APND,GASKW,61445.0,Gaskell West 1 Solar Facility,CA,34.832786,-118.563578,5.0,0.0,precise
TH_SP15_GEN-APND,WDT273_7_N007,TH_SP15_GEN-APND,WDT,,,,,,,,unplaced
TH_NP15_GEN-APND,WESTJCT_6_B1,TH_NP15_GEN-APND,WESTJCT,,,,,,,,unplaced
TH_NP15_GEN-APND,CARIBOU_1_B1,TH_NP15_GEN-APND,CARIBOU,223.0,Caribou 2,CA,40.085997,-121.149373,7.0,0.0,precise
TH_NP15_GEN-APND,SLATE_7_N003,TH_NP15_GEN-APND,SLATE,,,,,,,,unplaced
TH_NP15_GEN-APND,VISTRA_7_N006,TH_NP15_GEN-APND,VISTRA,,,,,,,,unplaced
TH_SP15_GEN-APND,VLYCGEN_7_VCEBT2N,TH_SP15_GEN-APND,VLYCGEN,,,,,,,,unplaced
TH_SP15_GEN-APND,MIRALOMA_6_N007,TH_SP15_GEN-APND,MIRALOMA,,,,,,,,unplaced
TH_PACW_GEN-APND,MERWIN_NODE3,TH_PACW_GEN-APND,MERWIN,3847.0,Merwin,WA,45.9567,-122.554444,6.0,0.0,precise
TH_PACW_GEN-APND,HORSEFLY_GNODE1,TH_PACW_GEN-APND,HORSEFLY,57890.0,"Horse Butte Wind I, LLC",ID,43.386389,-111.726389,5.0,0.0,precise
TH_NP15_GEN-APND,SANLUIS8_7_B3,TH_NP15_GEN-APND,SANLUIS,,,,,,,,unplaced
TH_SP15_GEN-APND,CONTROLX_1_N009,TH_SP15_GEN-APND,CONTROLX,,,,,,,,unplaced
TH_ZP26_GEN-APND,DERRICK_6_N002,TH_ZP26_GEN-APND,DERRICK,,,,,,,,unplaced
TH_NP15_GEN-APND,CLOVRDLE_7_N001,TH_NP15_GEN-APND,CLOVRDLE,,,,,,,,unplaced
TH_NP15_GEN-APND,ELCAPTN_7_N004,TH_NP15_GEN-APND,ELCAPTN,,,,,,,,unplaced
TH_SP15_GEN-APND,SCLARA_6_N026,TH_SP15_GEN-APND,SCLARA,,,,,,,,unplaced
TH_PACW_GEN-APND,BIOMAS_NODEW,TH_PACW_GEN-APND,BIOMAS,10869.0,Biomass One LP,OR,42.436111,-122.849958,6.0,0.0,precise
TH_ZP26_GEN-APND,TUPMAN_1_N102,TH_ZP26_GEN-APND,TUPMAN,,,,,,,,unplaced
TH_SP15_GEN-APND,VICTOR_7_N014,TH_SP15_GEN-APND,VICTOR,65743.0,Victory Pass,CA,33.701001,-115.316292,6.0,0.0,precise
TH_PACW_GEN-APND,MARENGO_NODE1,TH_PACW_GEN-APND,MARENGO,56466.0,Marengo Wind Plant,WA,46.3747,-117.7772,7.0,0.0,precise
TH_SP15_GEN-APND,HINSON_2_N041,TH_SP15_GEN-APND,HINSON,65457.0,Cathode (Hinson) BESS,CA,33.7763,-118.20028,6.0,0.0,precise
TH_NP15_GEN-APND,PAULSWT_1_GN002,TH_NP15_GEN-APND,PAULSWT,,,,,,,,unplaced
TH_SP15_GEN-APND,JOHANNA_6_N07,TH_SP15_GEN-APND,JOHANNA,63843.0,"Johanna Energy Center, LLC",CA,33.715016,-117.853984,7.0,0.0,precise
TH_SP15_GEN-APND,C643T_2_B1,TH_SP15_GEN-APND,C,,,,,,,,unplaced
TH_SP15_GEN-APND,GOALLINE_6_N001,TH_SP15_GEN-APND,GOALLINE,54749.0,Goal Line LP,CA,33.1185,-117.0995,8.0,0.0,precise
TH_PACW_GEN-APND,LEMOLO1_NODET,TH_PACW_GEN-APND,LEMOLO,3029.0,Lemolo 1,OR,43.3558,-122.2494,6.0,0.0,precise
TH_SP15_GEN-APND,YELWPN1_7_N003,TH_SP15_GEN-APND,YELWPN,,,,,,,,unplaced
TH_SP15_GEN-APND,DELAMO_2_N073,TH_SP15_GEN-APND,DELAMO,58122.0,Delano Energy Center,CA,35.790864,-119.294469,4.0,0.0,precise
TH_SP15_GEN-APND,C493GEN_7_N003,TH_SP15_GEN-APND,C,,,,,,,,unplaced
TH_SP15_GEN-APND,SUNGEN6G_7_N005,TH_SP15_GEN-APND,SUNGEN,52169.0,Midway Sunset Cogen,CA,35.2269,-119.6294,6.0,0.0,precise
TH_NP15_GEN-APND,RUSSEL_7_NSMUD,TH_NP15_GEN-APND,RUSSEL,56467.0,Russell City Energy Center,CA,37.63466,-122.13381,6.0,0.0,precise
TH_NP15_GEN-APND,SHILOH3_7_N002,TH_NP15_GEN-APND,SHILOH,,,,,,,,unplaced
TH_PACW_GEN-APND,SLATECRC_GNODE1,TH_PACW_GEN-APND,SLATECRC,,,,,,,,unplaced
TH_NP15_GEN-APND,DTCHFL1_1_B1,TH_NP15_GEN-APND,DTCHFL,413.0,Dutch Flat 2,CA,39.2184,-120.8352,6.0,0.0,precise
TH_SP15_GEN-APND,VESTAL_6_N006,TH_SP15_GEN-APND,VESTAL,58644.0,Silver State Solar Power South,NV,35.63,-115.32,6.0,0.0,precise
TH_SP15_GEN-APND,TOT223G_7_NT1B,TH_SP15_GEN-APND,TOT,,,,,,,,unplaced
TH_SP15_GEN-APND,BESSGEN_7_N002,TH_SP15_GEN-APND,BESSGEN,,,,,,,,unplaced
TH_SP15_GEN-APND,VESTAL_6_GN010,TH_SP15_GEN-APND,VESTAL,58644.0,Silver State Solar Power South,NV,35.63,-115.32,6.0,0.0,precise
TH_PACW_GEN-APND,SWIFT1_NODE2,TH_PACW_GEN-APND,SWIFT,3850.0,Swift 1,WA,46.060833,-122.201667,5.0,0.0,precise
TH_PACW_GEN-APND,COLRSLR_GNODE1,TH_PACW_GEN-APND,COLRSLR,,,,,,,,unplaced
TH_NP15_GEN-APND,CORCORAN_7_N001,TH_NP15_GEN-APND,CORCORAN,,,,,,,,unplaced
TH_NP15_GEN-APND,DESCHTP1_6_B1,TH_NP15_GEN-APND,DESCHTP,,,,,,,,unplaced
TH_NP15_GEN-APND,DRUM_6_B1,TH_NP15_GEN-APND,DRUM,236.0,Drum 2,CA,39.257388,-120.767046,4.0,0.0,precise
