constraint_key,n_binding_intervals,sum_mu,sum_abs_mu,max_mu,min_mu,abs_sum_mu,type
NOM:31336_HPLND JT_60.0_31370_CLVRDLJT_60.0_BR_1 _1|PG1 EGLRK-SLVR-FLTN 115_M,2341,1525381.0722899996,1525381.0722899996,1298.00178,0.0,1525381.0722899996,NOM
NOM:30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1|PG1 MOSSLD-LOSBNS 500,2099,482587.41667,482587.41667,1291.32645,0.0,482587.41667,NOM
NOM:7430_KTTLM_GATES_70_1|Base Case,2663,-330869.15546000004,330869.15546000004,0.0,-309.44923,330869.15546000004,NOM
NOM:24723_CONTROL _115_24865_TAP188  _115_BR_2 _1|Base Case,514,303118.75486,303118.75486,1494.05844,0.0,303118.75486,NOM
NOM:115kv EB Fron|Base Case,411,254317.31909999996,254317.31909999996,2530.87921,0.0,254317.31909999996,NOM
NOM:345kv BA-DMND2|Base Case,1519,237731.75302999996,237731.75302999996,2754.82092,0.0,237731.75302999996,NOM
NOM:345kV BA-DMND1|Base Case,1709,218492.68844,218492.68844,295.59494,0.0,218492.68844,NOM
NOM:33932_MELONES _115_33936_MELNS JB_115_BR_1 _1|PG1 STANIS-MELONS-MANTEC 115 1,1721,204516.47564,204516.47564,1390.78394,0.0,204516.47564,NOM
NOM:115kv EB Fron|AP1 FC-MK_1 500,262,193377.57257999998,193377.57257999998,3672.85658,0.0,193377.57257999998,NOM
ITC:CLOVER_MONA_345_1|I|Base Case,364,162391.73694,162391.73694,1581.85822,0.0,162391.73694,ITC
NOM:33936_MELNS JB_115_33951_VLYHMTP1_115_BR_1 _1|PG1 STANIS-MELONS-MANTEC 115 1,1134,158694.42635999998,158694.42635999998,776.4439,0.0,158694.42635999998,NOM
NOM:32214_RIO OSO _115_32225_BRNSWKT1_115_BR_1 _1|PG1 BELL-HIGGNS 115,288,156844.62039,156844.62039,1905.69171,0.0,156844.62039,NOM
NOM:34116_LE GRAND_115_34115_ADRA TAP_115_BR_1 _1|PG1 MNDOTA-PNOCHE 115,3619,148617.49718,148617.49718,198.916,0.0,148617.49718,NOM
NOM:31334_CLER LKE_60.0_31338_KONOCTI6_60.0_BR_1 _1|PG1 EGLRK-SLVR-FLTN 115_M,125,137527.75760999997,137527.75760999997,1498.96902,0.0,137527.75760999997,NOM
NOM:115kv WE_So_El|AP1 FC-MK_1 500,226,125345.59758999999,125345.59758999999,1248.1858,0.0,125345.59758999999,NOM
NOM:7690_CP5_NG|Base Case,181,-121325.45262000001,121325.45262000001,0.0,-1475.55587,121325.45262000001,NOM
NOM:32214_RIO OSO _115_32225_BRNSWKT1_115_BR_1 _1|PG1 PLACER-BELL 115,157,116543.45322,116543.45322,2453.60387,0.0,116543.45322,NOM
NOM:34112_EXCHEQUR_115_34116_LE GRAND_115_BR_1 _1|Base Case,3298,111576.19909000001,111590.29391000001,257.40526,-2.79853,111576.19909000001,NOM
NOM:30472_PEABODY _230_30529_BRDSLDNG_230_BR_1 _1|PG2 COCOSB-BRDSLD-COCOPP 230,1914,104136.12892,104136.12892,189.07436,0.0,104136.12892,NOM
NOM:22832_SYCAMORE_230_22652_PENSQTOS_230_BR_1 _1|SD1 BAYBLV-SLVRGT 230,566,100505.71505999999,100505.71505999999,540.41258,0.0,100505.71505999999,NOM
NOM:30765_LOSBANOS_230_30766_PADR FLT_230_BR_1 _1|Base Case,1024,98550.16909,98550.16909,259.67297,0.0,98550.16909,NOM
NOM:32225_BRNSWKT1_115_32222_DTCH2TAP_115_BR_1 _1|PG1 PLACER-BELL 115,87,97552.62406999999,97552.62406999999,2929.68098,0.0,97552.62406999999,NOM
NOM:115kv WE_So_El|Base Case,186,89884.99355000001,89884.99355000001,1000.0,0.0,89884.99355000001,NOM
ITC:CLOVER_MONA_345_2|I|Base Case,127,89403.82154,89403.82154,2101.77971,0.0,89403.82154,ITC
NOM:34418_KINGSBRG_115_34405_FRWT TAP_115_BR_1 _1|PG1 KNGBRG-WAUKNA 115,1761,85271.18703,85271.18703,178.3777,0.0,85271.18703,NOM
NOM:22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1|SD1 LCOCHS-GR-MIGUEL 69,307,79000.76322,79000.76322,1000.0,0.0,79000.76322,NOM
NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3|Base Case,1060,66830.51208,66830.51208,178.15625,0.0,66830.51208,NOM
ITC:LDWP_IPP_NORTH|E|Base Case,2101,-64179.389019999995,64179.389019999995,0.0,-582.54065,64179.389019999995,ITC
NOM:35618_SN JSE A_115_35620_EL PATIO_115_BR_1 _1|PG1 LOSEST-METCLF 230,87,63148.76508,63148.76508,1545.45455,0.0,63148.76508,NOM
NOM:24602_VICTOR  _115_24607_ROADWAY _115_BR_1 _1|Base Case,868,58324.129109999994,58324.129109999994,190.51363,0.0,58324.129109999994,NOM
NOM:39021_SC21ATP _70.0_34888_ARVIN   _70.0_BR_1 _1|PG1 WHELRG-WEEDPC 70,64,57459.048330000005,57459.048330000005,1460.5406,0.0,57459.048330000005,NOM
ITC:TAR BK E|I|LA1 TAR_OLY 3,181,54138.81831,54138.81831,1428.01962,0.0,54138.81831,ITC
NOM:35618_SN JSE A_115_35616_SNJOSEB _115_BR_1 _1|PG1 LOSEST-METCLF 230,84,50295.82385,50295.82385,1366.95433,0.0,50295.82385,NOM
NOM:22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1|SD1 MIGUEL-JMACHA_1 69,204,42820.40745,42820.40745,1141.38835,0.0,42820.40745,NOM
NOM:22832_SYCAMORE_230_22652_PENSQTOS_230_BR_1 _1|SC1 LUGO-LUDLO-MOHV1 500,202,41278.240900000004,41278.240900000004,477.26006,0.0,41278.240900000004,NOM
NOM:24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1|Base Case,965,40831.531429999995,40831.531429999995,1085.27396,0.0,40831.531429999995,NOM
