node,spread_D2,spread_D4,spread_D8,rank_D2,rank_D4,rank_D8,rank_shift_2_vs_8
0096WD_7_N001,34.14693193627451,56.78732450980392,86.12395355392158,497.0,531.0,451.0,46.0
1501WDC2_7_ND001,41.82059509803922,73.28967612745097,108.64788350490196,379.0,373.0,373.0,6.0
2C559EQ2_7_N001,34.052212328431374,56.78732450980392,86.12395355392158,498.0,531.0,451.0,47.0
2C559_1_B1,34.052212328431374,56.78732450980392,86.12395355392158,498.0,531.0,451.0,47.0
2C577C1_7_N001,56.46085370098039,103.76066928921568,165.79200125,307.0,293.0,254.0,53.0
2PBLSM34_7_N001,17.85996855392157,26.545055882352944,33.298961764705886,1283.0,1315.0,1291.0,8.0
3PEAKS_GNODE1,7.1242101225490195,10.544376446078433,12.391215563725492,1991.0,1991.0,1991.0,0.0
4C687C2_7_N001,31.405307034313722,51.68464833333334,66.45647708333334,612.0,582.0,640.0,28.0
4C687_1_B1,31.405307034313722,51.68464833333334,66.45647708333334,612.0,582.0,640.0,28.0
4C744C12_7_N001,34.052212328431374,56.78732450980392,86.12395355392158,498.0,531.0,451.0,47.0
4C744C22_7_N001,34.052212328431374,56.78732450980392,86.12395355392158,498.0,531.0,451.0,47.0
4C744C32_7_N001,34.052212328431374,56.78732450980392,86.12395355392158,498.0,531.0,451.0,47.0
4C744C42_7_N001,34.052212328431374,56.78732450980392,86.12395355392158,498.0,531.0,451.0,47.0
90TH.SO_GNODEPDRP1,3.5285706862745094,4.199615784313725,4.2162000980392165,2106.0,2093.0,2096.0,10.0
ACACIA_7_N001,18.39115512254902,29.6524074754902,39.650623308823526,1108.0,962.0,957.0,151.0
ADCC_2_N001,28.333489583333332,46.11372681372549,61.60500671568627,722.0,705.0,714.0,8.0
ADERAG1_7_N001,184.46479215686276,303.56537862745097,492.2485655637255,25.0,23.0,13.0,12.0
ADRATAP_1_B1,184.46479215686276,303.56537862745097,492.2485655637255,25.0,23.0,13.0,12.0
AGATEBAY_7_GNODE1,29.1675993382353,41.843565490196085,47.554780073529415,681.0,780.0,804.0,123.0
AGRCJCT_6_B1,87.50592720588236,161.62293926470588,255.87987502450983,131.0,129.0,96.0,35.0
AGRICO_7_NBT1,87.50592720588236,161.62293926470588,255.87987502450983,131.0,129.0,96.0,35.0
AGUCALG1_7_B1,15.392245294117647,23.470473039215683,28.91229950980392,1865.0,1516.0,1608.0,257.0
AIRPORT_GNODE1,29.083802205882357,43.150574387254906,50.38508227941176,702.0,754.0,780.0,78.0
AKINGS02_7_N001,66.8073705882353,123.97893676470588,202.1882862745098,225.0,190.0,185.0,40.0
ALAMITOS_2_B1,16.15279835784314,22.491786911764706,29.148898529411767,1673.0,1732.0,1542.0,131.0
ALAMIT_7_NBT2,16.15279835784314,22.491786911764706,29.148898529411767,1673.0,1732.0,1542.0,131.0
ALAMOSC_7_N001,18.99617649509804,28.48895541666667,31.519572965686272,975.0,1092.0,1400.0,425.0
ALAMT1G_7_B1,16.15279835784314,22.491786911764706,29.148898529411767,1673.0,1732.0,1542.0,131.0
ALAMT2G_7_B1,16.15279835784314,22.491786911764706,29.148898529411767,1673.0,1732.0,1542.0,131.0
ALAMT3G_7_B1,16.15279835784314,22.491786911764706,29.148898529411767,1673.0,1732.0,1542.0,131.0
ALAMT4G_7_B1,16.15279835784314,22.491786911764706,29.148898529411767,1673.0,1732.0,1542.0,131.0
ALAMT5G_7_B1,16.15279835784314,22.491786911764706,29.148898529411767,1673.0,1732.0,1542.0,131.0
ALAMT6G_7_B1,16.15279835784314,22.491786911764706,29.148898529411767,1673.0,1732.0,1542.0,131.0
ALASB1_7_NSB1,16.813219142156864,23.18485007352941,28.950278431372553,1458.0,1539.0,1572.0,114.0
ALASB2_7_NSB2,16.555567598039218,23.585696911764703,29.291846078431377,1565.0,1498.0,1509.0,56.0
ALLEGHNY_6_N002,20.01061725490196,34.44037259803922,46.074338995098046,937.0,854.0,835.0,102.0
ALMASL3_7_N001,13.191362573529412,19.944617647058827,24.010866862745097,1916.0,1910.0,1912.0,4.0
ALMASL3_7_N002,13.191362573529412,19.944617647058827,24.010866862745097,1916.0,1910.0,1912.0,4.0
ALMASL_7_GUB6N,13.191362573529412,19.944617647058827,24.010866862745097,1916.0,1910.0,1912.0,4.0
ALMASL_7_GUS6N,13.191362573529412,19.944617647058827,24.010866862745097,1916.0,1910.0,1912.0,4.0
ALMASL_7_GUS7N,13.191362573529412,19.944617647058827,24.010866862745097,1916.0,1910.0,1912.0,4.0
ALMDACT1_7_B1,39.92791480392157,60.03811754901961,78.38348583333334,422.0,435.0,504.0,82.0
ALMDACT2_7_B1,39.92791480392157,60.03811754901961,78.38348583333334,422.0,435.0,504.0,82.0
ALMERGB2_7_N001,16.15279835784314,22.491786911764706,29.148898529411767,1673.0,1732.0,1542.0,131.0
ALPAUGH_7_N001,35.48186960784314,58.412313799019614,88.2930030147059,464.0,470.0,402.0,62.0
ALTA1G_7_B1,32.81834495098039,50.08379843137254,56.722471495098034,547.0,623.0,755.0,208.0
ALTA2G_7_B1,32.81834495098039,50.08379843137254,56.722471495098034,547.0,623.0,755.0,208.0
ALTA6B2_7_N003,18.313141348039213,27.70210906862745,34.55136281862745,1161.0,1184.0,1173.0,12.0
ALTA6E2_7_N002,18.313141348039213,27.70210906862745,34.55136281862745,1161.0,1184.0,1173.0,12.0
ALTAD1_7_N006,18.313141348039213,27.70210906862745,34.55136281862745,1161.0,1184.0,1173.0,12.0
ALTAD2_7_N006,18.313141348039213,27.70210906862745,34.55136281862745,1161.0,1184.0,1173.0,12.0
ALTAPES_7_N001,15.798408774509806,22.167331299019608,28.814970098039222,1814.0,1801.0,1636.0,178.0
ALTWD1_7_N003,16.711980514705886,22.518687034313725,28.74819975490196,1500.0,1647.0,1647.0,147.0
ALTWD1_7_N004,16.711980514705886,22.518687034313725,28.74819975490196,1500.0,1647.0,1647.0,147.0
AMERIGAS_1_GN001,25.942607745098037,42.04692274509803,54.905226666666664,807.0,765.0,766.0,41.0
AMWWD1_1_NWD1,16.711980514705886,22.518687034313725,28.74819975490196,1500.0,1647.0,1647.0,147.0
ANGELA_7_N001,30.454978333333337,52.1909568627451,78.08905588235295,646.0,574.0,512.0,134.0
ANGELA_7_N002,30.454978333333337,52.1909568627451,78.08905588235295,646.0,574.0,512.0,134.0
ANTELOPE_2_B1,18.02910830882353,26.818764901960783,34.860960955882355,1240.0,1256.0,1089.0,151.0
ANTELOPE_6_B1,18.39115512254902,29.6524074754902,39.650623308823526,1108.0,962.0,957.0,151.0
APLHILGN_7_N002,29.33533348039216,47.059150367647064,62.236684999999994,672.0,679.0,706.0,34.0
APPALOSA_3_SOLAR1GNODE,7.345714362745099,10.71933612745098,12.625867965686275,1990.0,1990.0,1990.0,0.0
APPLEHL_1_N004,29.33533348039216,47.059150367647064,62.236684999999994,672.0,679.0,706.0,34.0
AQUAWS_7_CN1,49.5476455882353,84.95747352941177,129.07647205882353,334.0,325.0,323.0,11.0
AQUAWS_7_N002,49.5476455882353,84.95747352941177,129.07647205882353,334.0,325.0,323.0,11.0
ARCATA_6_N001,16.905691102941176,28.300759289215684,44.357389705882355,1436.0,1103.0,886.0,550.0
ARCATA_7_N001,16.905691102941176,28.300759289215684,44.357389705882355,1436.0,1103.0,886.0,550.0
ARCATA_7_N003,16.905691102941176,28.300759289215684,44.357389705882355,1436.0,1103.0,886.0,550.0
ARLNG1MV_7_N002,15.839820220588237,22.88256830882353,28.69585948529412,1765.0,1567.0,1709.0,56.0
ARLNG2MV_7_N001,15.839820220588237,22.88256830882353,28.69585948529412,1765.0,1567.0,1709.0,56.0
ARROWHE_7_GNODE1,5.051856053921569,5.085012132352941,5.0992660539215695,2045.0,2076.0,2076.0,31.0
ASHLAN_2_N001,63.410235294117655,119.59421421568629,208.39878578431376,284.0,212.0,160.0,124.0
ASHTON_6_GNODE1,5.468827769607843,7.64516524509804,8.119215906862745,2013.0,2013.0,2013.0,0.0
ASTORIA1_7_N001,18.392810269607843,27.860038774509803,34.787532009803925,1048.0,1124.0,1113.0,65.0
ASTORIA2_7_N001,18.392810269607843,27.860038774509803,34.787532009803925,1048.0,1124.0,1113.0,65.0
ATHOS_7_CN1,13.191362573529412,19.944617647058827,24.010866862745097,1916.0,1910.0,1912.0,4.0
ATHOS_7_CN13,13.191362573529412,19.944617647058827,24.010866862745097,1916.0,1910.0,1912.0,4.0
ATHOS_7_CN5,13.191362573529412,19.944617647058827,24.010866862745097,1916.0,1910.0,1912.0,4.0
ATHOS_7_CN6,13.191362573529412,19.944617647058827,24.010866862745097,1916.0,1910.0,1912.0,4.0
ATLAS2_6_N019,19.301688137254907,23.5705587254902,28.262370588235292,967.0,1508.0,1759.0,792.0
ATLAS2_6_N020,19.301688137254907,23.5705587254902,28.262370588235292,967.0,1508.0,1759.0,792.0
ATLAS2_6_N021,19.301688137254907,23.5705587254902,28.262370588235292,967.0,1508.0,1759.0,792.0
ATLAS2_6_N022,19.301688137254907,23.5705587254902,28.262370588235292,967.0,1508.0,1759.0,792.0
ATLAS2_6_N023,19.301688137254907,23.5705587254902,28.262370588235292,967.0,1508.0,1759.0,792.0
ATLAS2_6_N024,19.301688137254907,23.5705587254902,28.262370588235292,967.0,1508.0,1759.0,792.0
ATLAS2_6_N025,19.301688137254907,23.5705587254902,28.262370588235292,967.0,1508.0,1759.0,792.0
ATLAS2_6_N026,19.301688137254907,23.5705587254902,28.262370588235292,967.0,1508.0,1759.0,792.0
ATLASC_6_N019,20.67466475490196,28.735834362745102,31.846814068627452,930.0,1083.0,1339.0,409.0
ATLASC_6_N020,20.67466475490196,28.735834362745102,31.846814068627452,930.0,1083.0,1339.0,409.0
ATLASC_6_N021,20.67466475490196,28.735834362745102,31.846814068627452,930.0,1083.0,1339.0,409.0
ATLASC_6_N022,20.67466475490196,28.735834362745102,31.846814068627452,930.0,1083.0,1339.0,409.0
ATLASC_6_N023,20.67466475490196,28.735834362745102,31.846814068627452,930.0,1083.0,1339.0,409.0
ATLASC_6_N024,20.67466475490196,28.735834362745102,31.846814068627452,930.0,1083.0,1339.0,409.0
ATWELL_1_N001,35.48186960784314,58.412313799019614,88.2930030147059,464.0,470.0,402.0,62.0
AVENAL_6_GN001,409.19984281862753,808.2458426470589,1151.242530882353,7.0,7.0,7.0,0.0
AVENAL_6_GN002,409.19984281862753,808.2458426470589,1151.242530882353,7.0,7.0,7.0,0.0
AVENAL_6_GN003,409.19984281862753,808.2458426470589,1151.242530882353,7.0,7.0,7.0,0.0
AVENGEN_7_N001,409.19984281862753,808.2458426470589,1151.242530882353,7.0,7.0,7.0,0.0
AVENGEN_7_N002,409.19984281862753,808.2458426470589,1151.242530882353,7.0,7.0,7.0,0.0
AVEP_7_ND001,18.392810269607843,27.860038774509803,34.787532009803925,1048.0,1124.0,1113.0,65.0
AVSOLAR_7_N008,18.392810269607843,27.860038774509803,34.787532009803925,1048.0,1124.0,1113.0,65.0
AZALEA_7_N001,41.82059509803922,73.28967612745097,108.64788350490196,379.0,373.0,373.0,6.0
AZALEA_7_N002,41.82059509803922,73.28967612745097,108.64788350490196,379.0,373.0,373.0,6.0
BALCH3TP_2_B1,72.55183284313725,129.8643585539216,227.2377817156863,187.0,159.0,118.0,69.0
BANGOR_6_N004,20.01061725490196,34.44037259803922,46.074338995098046,937.0,854.0,835.0,102.0
BARPKGEN_7_B1,16.813219142156864,23.18485007352941,28.950278431372553,1458.0,1539.0,1572.0,114.0
BARRE_2_N043,16.813219142156864,23.18485007352941,28.950278431372553,1458.0,1539.0,1572.0,114.0
BARRE_6_N010,16.813219142156864,23.18485007352941,28.950278431372553,1458.0,1539.0,1572.0,114.0
BARRE_6_N011,16.813219142156864,23.18485007352941,28.950278431372553,1458.0,1539.0,1572.0,114.0
BARTON_1_N001,67.94768284313726,126.30322389705881,213.41113875,223.0,176.0,145.0,78.0
BASELINE_GNODE1,6.146956740196078,8.761481102941175,10.882304019607844,2010.0,2010.0,2010.0,0.0
BAYMDWS_1_N004,33.36005806372549,57.403999313725485,76.3918043872549,530.0,501.0,537.0,7.0
BCKSCRK_2_B1,27.404019215686272,46.0819081127451,65.70210938725491,754.0,709.0,659.0,95.0
BCKSCRK_2_N004,27.404019215686272,46.0819081127451,65.70210938725491,754.0,709.0,659.0,95.0
BCKSCRK_7_N002,27.404019215686272,46.0819081127451,65.70210938725491,754.0,709.0,659.0,95.0
BCRK1-2_1_N003,18.878027647058826,29.02508281862745,37.596492500000004,983.0,1029.0,1026.0,43.0
BCRK1-2_1_N004,18.878027647058826,29.02508281862745,37.596492500000004,983.0,1029.0,1026.0,43.0
BEARCRK_6_N001,16.108717794117645,24.225247696078434,32.52269786764706,1685.0,1415.0,1300.0,385.0
BEARCRK_6_N010,16.108717794117645,24.225247696078434,32.52269786764706,1685.0,1415.0,1300.0,385.0
BEARDSLY_7_B1,82.19444240196077,117.80452078431375,165.46371151960784,145.0,228.0,256.0,111.0
BELDEN_7_B1,18.285929387254903,30.94146529411765,46.06485649509804,1229.0,916.0,841.0,388.0
BELLEF_7_CN01,18.313141348039213,27.70210906862745,34.55136281862745,1161.0,1184.0,1173.0,12.0
BELLEF_7_CN04,18.313141348039213,27.70210906862745,34.55136281862745,1161.0,1184.0,1173.0,12.0
BELLEF_7_CN05,18.313141348039213,27.70210906862745,34.55136281862745,1161.0,1184.0,1173.0,12.0
BELLEF_7_CN06,18.313141348039213,27.70210906862745,34.55136281862745,1161.0,1184.0,1173.0,12.0
BELLEF_7_CN07,18.313141348039213,27.70210906862745,34.55136281862745,1161.0,1184.0,1173.0,12.0
BELLEF_7_CN08,18.313141348039213,27.70210906862745,34.55136281862745,1161.0,1184.0,1173.0,12.0
BELLOTA_2_B1,27.229073921568627,48.46875600490196,73.16786919117646,775.0,652.0,583.0,192.0
BELLPGE_1_N001,28.690824019607845,45.619827083333334,59.49126992647059,721.0,734.0,746.0,25.0
BEND_NODE1,27.290974338235294,40.22517742647059,44.59917607843137,763.0,811.0,876.0,113.0
BEND_NODE2,27.290974338235294,40.22517742647059,44.59917607843137,763.0,811.0,876.0,113.0
BEND_NODE3,27.290974338235294,40.22517742647059,44.59917607843137,763.0,811.0,876.0,113.0
BERCYN_7_N001,37.7780937254902,55.082857524509805,75.18597492647059,444.0,557.0,544.0,100.0
BERNARDO_6_N001,16.281129191176472,22.46564129901961,29.202927843137257,1638.0,1744.0,1525.0,113.0
BESSGEN_7_N001,15.293895563725492,21.277375147058827,27.626872352941177,1873.0,1877.0,1814.0,59.0
BESSGEN_7_N002,15.293895563725492,21.277375147058827,27.626872352941177,1873.0,1877.0,1814.0,59.0
BESSGEN_7_N003,15.293895563725492,21.277375147058827,27.626872352941177,1873.0,1877.0,1814.0,59.0
BESS_G1_7_N002,68.36667205882353,118.43238039215686,202.667364754902,217.0,215.0,179.0,38.0
BGSKYGN3_7_N001,18.02910830882353,26.818764901960783,34.860960955882355,1240.0,1256.0,1089.0,151.0
BIGCHARL_2_UNIT1GNODE,5.055038946078431,5.144566323529412,5.52225112745098,2042.0,2054.0,2049.0,7.0
BIGCRK1_2_B1,18.878027647058826,29.02508281862745,37.596492500000004,983.0,1029.0,1026.0,43.0
BIGCRK2_2_B1,18.878027647058826,29.02508281862745,37.596492500000004,983.0,1029.0,1026.0,43.0
BIGCRK3_2_B1,18.878027647058826,29.02508281862745,37.596492500000004,983.0,1029.0,1026.0,43.0
BIGCRK4_2_B1,18.878027647058826,29.02508281862745,37.596492500000004,983.0,1029.0,1026.0,43.0
BIGCRK8_2_B1,18.878027647058826,29.02508281862745,37.596492500000004,983.0,1029.0,1026.0,43.0
BIGSK230_2_N022,18.02910830882353,26.818764901960783,34.860960955882355,1240.0,1256.0,1089.0,151.0
BIGSK230_2_N023,18.02910830882353,26.818764901960783,34.860960955882355,1240.0,1256.0,1089.0,151.0
BIGSK230_2_N024,18.02910830882353,26.818764901960783,34.860960955882355,1240.0,1256.0,1089.0,151.0
BIGSK230_2_N025,18.02910830882353,26.818764901960783,34.860960955882355,1240.0,1256.0,1089.0,151.0
BIGSKGN1134_7_N026,18.02910830882353,26.818764901960783,34.860960955882355,1240.0,1256.0,1089.0,151.0
BIGSKGN1_7_N001,18.02910830882353,26.818764901960783,34.860960955882355,1240.0,1256.0,1089.0,151.0
BIGSKGN2_7_N001,18.02910830882353,26.818764901960783,34.860960955882355,1240.0,1256.0,1089.0,151.0
BIGSKGN3_7_N001,18.02910830882353,26.818764901960783,34.860960955882355,1240.0,1256.0,1089.0,151.0
BIGSKGN4_7_N001,18.02910830882353,26.818764901960783,34.860960955882355,1240.0,1256.0,1089.0,151.0
BIGSKGN5_7_N001,18.02910830882353,26.818764901960783,34.860960955882355,1240.0,1256.0,1089.0,151.0
BIGSKGN6_7_N001,18.02910830882353,26.818764901960783,34.860960955882355,1240.0,1256.0,1089.0,151.0
BIGSKGN7_7_N001,18.02910830882353,26.818764901960783,34.860960955882355,1240.0,1256.0,1089.0,151.0
BIOMAS_NODEW,29.165575171568626,41.79398781862746,47.520961495098035,691.0,789.0,813.0,122.0
BIOMSJCT_6_B1,126.10006029411765,242.90263573529415,464.20605735294123,47.0,30.0,26.0,21.0
BIOMSJCT_6_GN001,126.10006029411765,242.90263573529415,464.20605735294123,47.0,30.0,26.0,21.0
BKR111_7_N002,32.36203921568628,56.78732450980392,86.37713982843138,582.0,531.0,446.0,136.0
BKRSFLD_2_N001,32.36203921568628,56.78732450980392,86.37713982843138,582.0,531.0,446.0,136.0
BLACKWLL_6_B1,41.82059509803922,73.28967612745097,108.64788350490196,379.0,373.0,373.0,6.0
BLACKWLL_7_N002,41.82059509803922,73.28967612745097,108.64788350490196,379.0,373.0,373.0,6.0
BLACKWLL_7_N004,41.82059509803922,73.28967612745097,108.64788350490196,379.0,373.0,373.0,6.0
BLAST_7_N005,16.711980514705886,22.518687034313725,28.74819975490196,1500.0,1647.0,1647.0,147.0
BLCKBUTT_7_B1,16.442385661764707,24.6618643627451,33.08061232843137,1584.0,1390.0,1293.0,291.0
BLKDIA_7_N001,31.564299975490197,51.4150943627451,65.2828980882353,610.0,598.0,671.0,61.0
BLKDMDBT_7_N002,31.405307034313722,51.684621372549024,66.45647708333334,612.0,587.0,640.0,28.0
BLKDMDBT_7_N004,31.405307034313722,51.684621372549024,66.45647708333334,612.0,587.0,640.0,28.0
BLLEHVN_6_N009,33.57990208333334,57.697811176470594,76.6776137254902,522.0,494.0,529.0,7.0
BLM W_2_COSBT1GN,20.915119852941174,33.947592279411765,41.96092943627451,900.0,862.0,916.0,16.0
BLMWEST_7_N001,20.915119852941174,33.947592279411765,41.96092943627451,900.0,862.0,916.0,16.0
