physical_line,n_tpp_projects,earliest_isd_active,latest_isd_active,oldest_plan_year,max_slip_years,projects_summary,projects_summary_html,sources_checked_html
NOM:30056_GATES2  _500_30060_MIDWAY  _500_BR_2 _1,11,2021.0,2032.0,2013.0,17.0,"""Midway-Kern PP Nos. 1,3 and 4 230 kV Lines Capacity Increase (Kern PP 230 kV Area Reinforcement Project)"" (PG&E, plan 2010-2011, orig ISD '13 → now '21, slipped 8 yr, In-Service); ""Panoche – Ora Loma 115 kV Line Reconductoring"" (PG&E, plan 2015-2016, orig ISD '21 → now '24, slipped 3 yr, In-Service); ""Gates 500 kV Dynamic Voltage Support"" (PG&E, plan 2018-2019, orig ISD '25 → now '25, In-Service); ""Gates 500 kV Dynamic Voltage Support (Orchard Substation)"" (LS Power, plan 2018-2019, orig ISD '24 → now '25, slipped 1 yr, In-service); ""Midway – Kern PP #2 230 kV Line"" (PG&E, plan 2013-2014, orig ISD '19 → now '28, slipped 9 yr, In flight); ""Midway-Temblor 115 kV Line Reconductor and Voltage Support"" (PG&E, plan 2012-2013, orig ISD '18 → now '28, slipped 10 yr, In-Flight); ""Panoche 115 kV Circuit Breaker Replacement and 230 kV Bus Upgrade project"" (PG&E, plan 2022-2023, orig ISD '32 → now '28, slipped -4 yr, In-Flight); ""North of Mesa Upgrade (formerly Midway-Andrew 230 kV Project)"" (PG&E, plan 2012-2013, orig ISD '19 → now '29, slipped 10 yr, Cancelled); ""Gates 230/70 kV Transformer Addition"" (PG&E, plan 2023-2024, orig ISD '30 → now '30, Initiating); ""Midway-Kern PP Nos. 1,3 and 4 230 kV Lines Capacity Increase (Midway 230kV Bus Section D Upgrade Project)"" (PG&E, plan 2010-2011, orig ISD '13 → now '30, slipped 17 yr, In-Flight); ""Midway – Kern PP #2 230 kV Line
(Bakersfield-Kern Reconductor)"" (PG&E, plan 2013-2014, orig ISD '19 → now '32, slipped 13 yr, In flight)","<b>Midway-Kern PP Nos. 1,3 and 4 230 kV Lines Capacity Increase (Kern PP 230 kV Area Reinforcement Project)</b> <span style='color:#888'>(PG&amp;E, plan 2010-2011, orig ISD &#x27;13 → now &#x27;21, slipped 8 yr, In-Service)</span><br>&nbsp;&nbsp;source: <a href=""https://www.caiso.com/documents/approved-projects-transmission-planning-process-jul-2025.xlsx"" target=""_blank"" rel=""noopener"">CAISO Approved Projects XLSX (Jul-2025)</a><br><br><b>Panoche – Ora Loma 115 kV Line Reconductoring</b> <span style='color:#888'>(PG&amp;E, plan 2015-2016, orig ISD &#x27;21 → now &#x27;24, slipped 3 yr, In-Service)</span><br>&nbsp;&nbsp;source: <a href=""https://www.caiso.com/documents/approved-projects-transmission-planning-process-jul-2025.xlsx"" target=""_blank"" rel=""noopener"">CAISO Approved Projects XLSX (Jul-2025)</a><br><br><b>Gates 500 kV Dynamic Voltage Support</b> <span style='color:#888'>(PG&amp;E, plan 2018-2019, orig ISD &#x27;25 → now &#x27;25, In-Service)</span><br>&nbsp;&nbsp;source: <a href=""https://www.caiso.com/documents/approved-projects-transmission-planning-process-jul-2025.xlsx"" target=""_blank"" rel=""noopener"">CAISO Approved Projects XLSX (Jul-2025)</a><br><br><b>Gates 500 kV Dynamic Voltage Support (Orchard Substation)</b> <span style='color:#888'>(LS Power, plan 2018-2019, orig ISD &#x27;24 → now &#x27;25, slipped 1 yr, In-service)</span><br>&nbsp;&nbsp;source: <a href=""https://www.caiso.com/documents/approved-projects-transmission-planning-process-jul-2025.xlsx"" target=""_blank"" rel=""noopener"">CAISO Approved Projects XLSX (Jul-2025)</a><br><br><b>Midway – Kern PP #2 230 kV Line</b> <span style='color:#888'>(PG&amp;E, plan 2013-2014, orig ISD &#x27;19 → now &#x27;28, slipped 9 yr, In flight)</span><br>&nbsp;&nbsp;source: <a href=""https://www.caiso.com/documents/approved-projects-transmission-planning-process-jul-2025.xlsx"" target=""_blank"" rel=""noopener"">CAISO Approved Projects XLSX (Jul-2025)</a><br><br><b>Midway-Temblor 115 kV Line Reconductor and Voltage Support</b> <span style='color:#888'>(PG&amp;E, plan 2012-2013, orig ISD &#x27;18 → now &#x27;28, slipped 10 yr, In-Flight)</span><br>&nbsp;&nbsp;source: <a href=""https://www.caiso.com/documents/approved-projects-transmission-planning-process-jul-2025.xlsx"" target=""_blank"" rel=""noopener"">CAISO Approved Projects XLSX (Jul-2025)</a><br><br><b>Panoche 115 kV Circuit Breaker Replacement and 230 kV Bus Upgrade project</b> <span style='color:#888'>(PG&amp;E, plan 2022-2023, orig ISD &#x27;32 → now &#x27;28, slipped -4 yr, In-Flight)</span><br>&nbsp;&nbsp;source: <a href=""https://www.caiso.com/documents/approved-projects-transmission-planning-process-jul-2025.xlsx"" target=""_blank"" rel=""noopener"">CAISO Approved Projects XLSX (Jul-2025)</a><br><br><b>North of Mesa Upgrade (formerly Midway-Andrew 230 kV Project)</b> <span style='color:#888'>(PG&amp;E, plan 2012-2013, orig ISD &#x27;19 → now &#x27;29, slipped 10 yr, Cancelled)</span><br>&nbsp;&nbsp;source: <a href=""https://www.caiso.com/documents/approved-projects-transmission-planning-process-jul-2025.xlsx"" target=""_blank"" rel=""noopener"">CAISO Approved Projects XLSX (Jul-2025)</a><br><br><b>Gates 230/70 kV Transformer Addition</b> <span style='color:#888'>(PG&amp;E, plan 2023-2024, orig ISD &#x27;30 → now &#x27;30, Initiating)</span><br>&nbsp;&nbsp;source: <a href=""https://www.caiso.com/documents/approved-projects-transmission-planning-process-jul-2025.xlsx"" target=""_blank"" rel=""noopener"">CAISO Approved Projects XLSX (Jul-2025)</a><br><br><b>Midway-Kern PP Nos. 1,3 and 4 230 kV Lines Capacity Increase (Midway 230kV Bus Section D Upgrade Project)</b> <span style='color:#888'>(PG&amp;E, plan 2010-2011, orig ISD &#x27;13 → now &#x27;30, slipped 17 yr, In-Flight)</span><br>&nbsp;&nbsp;source: <a href=""https://www.caiso.com/documents/approved-projects-transmission-planning-process-jul-2025.xlsx"" target=""_blank"" rel=""noopener"">CAISO Approved Projects XLSX (Jul-2025)</a><br><br><b>Midway – Kern PP #2 230 kV Line
(Bakersfield-Kern Reconductor)</b> <span style='color:#888'>(PG&amp;E, plan 2013-2014, orig ISD &#x27;19 → now &#x27;32, slipped 13 yr, In flight)</span><br>&nbsp;&nbsp;source: <a href=""https://www.caiso.com/documents/approved-projects-transmission-planning-process-jul-2025.xlsx"" target=""_blank"" rel=""noopener"">CAISO Approved Projects XLSX (Jul-2025)</a>","&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/approved-projects-transmission-planning-process-jul-2025.xlsx"" target=""_blank"" rel=""noopener"">CAISO Approved Projects XLSX (Jul-2025)</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/appendix-h-board-approved-2024-2025-transmission-plan.pdf"" target=""_blank"" rel=""noopener"">CAISO 2024-2025 Board-Approved Transmission Plan, Appendix H</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/attachment-1-approved-projects-transmission-planning-process-oct-2025.pdf"" target=""_blank"" rel=""noopener"">CAISO Approved Projects Attachment 1 (Oct 2025, SCE)</a>"
NOM:30060_MIDWAY  _500_24156_VINCENT _500_BR_1 _3,7,2021.0,2032.0,2013.0,17.0,"""Midway-Kern PP Nos. 1,3 and 4 230 kV Lines Capacity Increase (Kern PP 230 kV Area Reinforcement Project)"" (PG&E, plan 2010-2011, orig ISD '13 → now '21, slipped 8 yr, In-Service); ""Antelope-Whirlwind Line Upgrade"" (SCE, plan 2022-2023, orig ISD '25 → now '25, Design); ""Midway – Kern PP #2 230 kV Line"" (PG&E, plan 2013-2014, orig ISD '19 → now '28, slipped 9 yr, In flight); ""Midway-Temblor 115 kV Line Reconductor and Voltage Support"" (PG&E, plan 2012-2013, orig ISD '18 → now '28, slipped 10 yr, In-Flight); ""North of Mesa Upgrade (formerly Midway-Andrew 230 kV Project)"" (PG&E, plan 2012-2013, orig ISD '19 → now '29, slipped 10 yr, Cancelled); ""Midway-Kern PP Nos. 1,3 and 4 230 kV Lines Capacity Increase (Midway 230kV Bus Section D Upgrade Project)"" (PG&E, plan 2010-2011, orig ISD '13 → now '30, slipped 17 yr, In-Flight); ""Midway – Kern PP #2 230 kV Line
(Bakersfield-Kern Reconductor)"" (PG&E, plan 2013-2014, orig ISD '19 → now '32, slipped 13 yr, In flight)","<b>Midway-Kern PP Nos. 1,3 and 4 230 kV Lines Capacity Increase (Kern PP 230 kV Area Reinforcement Project)</b> <span style='color:#888'>(PG&amp;E, plan 2010-2011, orig ISD &#x27;13 → now &#x27;21, slipped 8 yr, In-Service)</span><br>&nbsp;&nbsp;source: <a href=""https://www.caiso.com/documents/approved-projects-transmission-planning-process-jul-2025.xlsx"" target=""_blank"" rel=""noopener"">CAISO Approved Projects XLSX (Jul-2025)</a><br><br><b>Antelope-Whirlwind Line Upgrade</b> <span style='color:#888'>(SCE, plan 2022-2023, orig ISD &#x27;25 → now &#x27;25, Design)</span><br>&nbsp;&nbsp;source: <a href=""https://www.caiso.com/documents/approved-projects-transmission-planning-process-jul-2025.xlsx"" target=""_blank"" rel=""noopener"">CAISO Approved Projects XLSX (Jul-2025)</a><br><br><b>Midway – Kern PP #2 230 kV Line</b> <span style='color:#888'>(PG&amp;E, plan 2013-2014, orig ISD &#x27;19 → now &#x27;28, slipped 9 yr, In flight)</span><br>&nbsp;&nbsp;source: <a href=""https://www.caiso.com/documents/approved-projects-transmission-planning-process-jul-2025.xlsx"" target=""_blank"" rel=""noopener"">CAISO Approved Projects XLSX (Jul-2025)</a><br><br><b>Midway-Temblor 115 kV Line Reconductor and Voltage Support</b> <span style='color:#888'>(PG&amp;E, plan 2012-2013, orig ISD &#x27;18 → now &#x27;28, slipped 10 yr, In-Flight)</span><br>&nbsp;&nbsp;source: <a href=""https://www.caiso.com/documents/approved-projects-transmission-planning-process-jul-2025.xlsx"" target=""_blank"" rel=""noopener"">CAISO Approved Projects XLSX (Jul-2025)</a><br><br><b>North of Mesa Upgrade (formerly Midway-Andrew 230 kV Project)</b> <span style='color:#888'>(PG&amp;E, plan 2012-2013, orig ISD &#x27;19 → now &#x27;29, slipped 10 yr, Cancelled)</span><br>&nbsp;&nbsp;source: <a href=""https://www.caiso.com/documents/approved-projects-transmission-planning-process-jul-2025.xlsx"" target=""_blank"" rel=""noopener"">CAISO Approved Projects XLSX (Jul-2025)</a><br><br><b>Midway-Kern PP Nos. 1,3 and 4 230 kV Lines Capacity Increase (Midway 230kV Bus Section D Upgrade Project)</b> <span style='color:#888'>(PG&amp;E, plan 2010-2011, orig ISD &#x27;13 → now &#x27;30, slipped 17 yr, In-Flight)</span><br>&nbsp;&nbsp;source: <a href=""https://www.caiso.com/documents/approved-projects-transmission-planning-process-jul-2025.xlsx"" target=""_blank"" rel=""noopener"">CAISO Approved Projects XLSX (Jul-2025)</a><br><br><b>Midway – Kern PP #2 230 kV Line
(Bakersfield-Kern Reconductor)</b> <span style='color:#888'>(PG&amp;E, plan 2013-2014, orig ISD &#x27;19 → now &#x27;32, slipped 13 yr, In flight)</span><br>&nbsp;&nbsp;source: <a href=""https://www.caiso.com/documents/approved-projects-transmission-planning-process-jul-2025.xlsx"" target=""_blank"" rel=""noopener"">CAISO Approved Projects XLSX (Jul-2025)</a>","&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/approved-projects-transmission-planning-process-jul-2025.xlsx"" target=""_blank"" rel=""noopener"">CAISO Approved Projects XLSX (Jul-2025)</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/appendix-h-board-approved-2024-2025-transmission-plan.pdf"" target=""_blank"" rel=""noopener"">CAISO 2024-2025 Board-Approved Transmission Plan, Appendix H</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/attachment-1-approved-projects-transmission-planning-process-oct-2025.pdf"" target=""_blank"" rel=""noopener"">CAISO Approved Projects Attachment 1 (Oct 2025, SCE)</a>"
NOM:30060_MIDWAY  _500_24156_VINCENT _500_BR_2 _3,7,2021.0,2032.0,2013.0,17.0,"""Midway-Kern PP Nos. 1,3 and 4 230 kV Lines Capacity Increase (Kern PP 230 kV Area Reinforcement Project)"" (PG&E, plan 2010-2011, orig ISD '13 → now '21, slipped 8 yr, In-Service); ""Antelope-Whirlwind Line Upgrade"" (SCE, plan 2022-2023, orig ISD '25 → now '25, Design); ""Midway – Kern PP #2 230 kV Line"" (PG&E, plan 2013-2014, orig ISD '19 → now '28, slipped 9 yr, In flight); ""Midway-Temblor 115 kV Line Reconductor and Voltage Support"" (PG&E, plan 2012-2013, orig ISD '18 → now '28, slipped 10 yr, In-Flight); ""North of Mesa Upgrade (formerly Midway-Andrew 230 kV Project)"" (PG&E, plan 2012-2013, orig ISD '19 → now '29, slipped 10 yr, Cancelled); ""Midway-Kern PP Nos. 1,3 and 4 230 kV Lines Capacity Increase (Midway 230kV Bus Section D Upgrade Project)"" (PG&E, plan 2010-2011, orig ISD '13 → now '30, slipped 17 yr, In-Flight); ""Midway – Kern PP #2 230 kV Line
(Bakersfield-Kern Reconductor)"" (PG&E, plan 2013-2014, orig ISD '19 → now '32, slipped 13 yr, In flight)","<b>Midway-Kern PP Nos. 1,3 and 4 230 kV Lines Capacity Increase (Kern PP 230 kV Area Reinforcement Project)</b> <span style='color:#888'>(PG&amp;E, plan 2010-2011, orig ISD &#x27;13 → now &#x27;21, slipped 8 yr, In-Service)</span><br>&nbsp;&nbsp;source: <a href=""https://www.caiso.com/documents/approved-projects-transmission-planning-process-jul-2025.xlsx"" target=""_blank"" rel=""noopener"">CAISO Approved Projects XLSX (Jul-2025)</a><br><br><b>Antelope-Whirlwind Line Upgrade</b> <span style='color:#888'>(SCE, plan 2022-2023, orig ISD &#x27;25 → now &#x27;25, Design)</span><br>&nbsp;&nbsp;source: <a href=""https://www.caiso.com/documents/approved-projects-transmission-planning-process-jul-2025.xlsx"" target=""_blank"" rel=""noopener"">CAISO Approved Projects XLSX (Jul-2025)</a><br><br><b>Midway – Kern PP #2 230 kV Line</b> <span style='color:#888'>(PG&amp;E, plan 2013-2014, orig ISD &#x27;19 → now &#x27;28, slipped 9 yr, In flight)</span><br>&nbsp;&nbsp;source: <a href=""https://www.caiso.com/documents/approved-projects-transmission-planning-process-jul-2025.xlsx"" target=""_blank"" rel=""noopener"">CAISO Approved Projects XLSX (Jul-2025)</a><br><br><b>Midway-Temblor 115 kV Line Reconductor and Voltage Support</b> <span style='color:#888'>(PG&amp;E, plan 2012-2013, orig ISD &#x27;18 → now &#x27;28, slipped 10 yr, In-Flight)</span><br>&nbsp;&nbsp;source: <a href=""https://www.caiso.com/documents/approved-projects-transmission-planning-process-jul-2025.xlsx"" target=""_blank"" rel=""noopener"">CAISO Approved Projects XLSX (Jul-2025)</a><br><br><b>North of Mesa Upgrade (formerly Midway-Andrew 230 kV Project)</b> <span style='color:#888'>(PG&amp;E, plan 2012-2013, orig ISD &#x27;19 → now &#x27;29, slipped 10 yr, Cancelled)</span><br>&nbsp;&nbsp;source: <a href=""https://www.caiso.com/documents/approved-projects-transmission-planning-process-jul-2025.xlsx"" target=""_blank"" rel=""noopener"">CAISO Approved Projects XLSX (Jul-2025)</a><br><br><b>Midway-Kern PP Nos. 1,3 and 4 230 kV Lines Capacity Increase (Midway 230kV Bus Section D Upgrade Project)</b> <span style='color:#888'>(PG&amp;E, plan 2010-2011, orig ISD &#x27;13 → now &#x27;30, slipped 17 yr, In-Flight)</span><br>&nbsp;&nbsp;source: <a href=""https://www.caiso.com/documents/approved-projects-transmission-planning-process-jul-2025.xlsx"" target=""_blank"" rel=""noopener"">CAISO Approved Projects XLSX (Jul-2025)</a><br><br><b>Midway – Kern PP #2 230 kV Line
(Bakersfield-Kern Reconductor)</b> <span style='color:#888'>(PG&amp;E, plan 2013-2014, orig ISD &#x27;19 → now &#x27;32, slipped 13 yr, In flight)</span><br>&nbsp;&nbsp;source: <a href=""https://www.caiso.com/documents/approved-projects-transmission-planning-process-jul-2025.xlsx"" target=""_blank"" rel=""noopener"">CAISO Approved Projects XLSX (Jul-2025)</a>","&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/approved-projects-transmission-planning-process-jul-2025.xlsx"" target=""_blank"" rel=""noopener"">CAISO Approved Projects XLSX (Jul-2025)</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/appendix-h-board-approved-2024-2025-transmission-plan.pdf"" target=""_blank"" rel=""noopener"">CAISO 2024-2025 Board-Approved Transmission Plan, Appendix H</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/attachment-1-approved-projects-transmission-planning-process-oct-2025.pdf"" target=""_blank"" rel=""noopener"">CAISO Approved Projects Attachment 1 (Oct 2025, SCE)</a>"
NOM:30060_MIDWAY  _500_29402_WIRLWIND_500_BR_1 _2,7,2021.0,2032.0,2013.0,17.0,"""Midway-Kern PP Nos. 1,3 and 4 230 kV Lines Capacity Increase (Kern PP 230 kV Area Reinforcement Project)"" (PG&E, plan 2010-2011, orig ISD '13 → now '21, slipped 8 yr, In-Service); ""Antelope-Whirlwind Line Upgrade"" (SCE, plan 2022-2023, orig ISD '25 → now '25, Design); ""Midway – Kern PP #2 230 kV Line"" (PG&E, plan 2013-2014, orig ISD '19 → now '28, slipped 9 yr, In flight); ""Midway-Temblor 115 kV Line Reconductor and Voltage Support"" (PG&E, plan 2012-2013, orig ISD '18 → now '28, slipped 10 yr, In-Flight); ""North of Mesa Upgrade (formerly Midway-Andrew 230 kV Project)"" (PG&E, plan 2012-2013, orig ISD '19 → now '29, slipped 10 yr, Cancelled); ""Midway-Kern PP Nos. 1,3 and 4 230 kV Lines Capacity Increase (Midway 230kV Bus Section D Upgrade Project)"" (PG&E, plan 2010-2011, orig ISD '13 → now '30, slipped 17 yr, In-Flight); ""Midway – Kern PP #2 230 kV Line
(Bakersfield-Kern Reconductor)"" (PG&E, plan 2013-2014, orig ISD '19 → now '32, slipped 13 yr, In flight)","<b>Midway-Kern PP Nos. 1,3 and 4 230 kV Lines Capacity Increase (Kern PP 230 kV Area Reinforcement Project)</b> <span style='color:#888'>(PG&amp;E, plan 2010-2011, orig ISD &#x27;13 → now &#x27;21, slipped 8 yr, In-Service)</span><br>&nbsp;&nbsp;source: <a href=""https://www.caiso.com/documents/approved-projects-transmission-planning-process-jul-2025.xlsx"" target=""_blank"" rel=""noopener"">CAISO Approved Projects XLSX (Jul-2025)</a><br><br><b>Antelope-Whirlwind Line Upgrade</b> <span style='color:#888'>(SCE, plan 2022-2023, orig ISD &#x27;25 → now &#x27;25, Design)</span><br>&nbsp;&nbsp;source: <a href=""https://www.caiso.com/documents/approved-projects-transmission-planning-process-jul-2025.xlsx"" target=""_blank"" rel=""noopener"">CAISO Approved Projects XLSX (Jul-2025)</a><br><br><b>Midway – Kern PP #2 230 kV Line</b> <span style='color:#888'>(PG&amp;E, plan 2013-2014, orig ISD &#x27;19 → now &#x27;28, slipped 9 yr, In flight)</span><br>&nbsp;&nbsp;source: <a href=""https://www.caiso.com/documents/approved-projects-transmission-planning-process-jul-2025.xlsx"" target=""_blank"" rel=""noopener"">CAISO Approved Projects XLSX (Jul-2025)</a><br><br><b>Midway-Temblor 115 kV Line Reconductor and Voltage Support</b> <span style='color:#888'>(PG&amp;E, plan 2012-2013, orig ISD &#x27;18 → now &#x27;28, slipped 10 yr, In-Flight)</span><br>&nbsp;&nbsp;source: <a href=""https://www.caiso.com/documents/approved-projects-transmission-planning-process-jul-2025.xlsx"" target=""_blank"" rel=""noopener"">CAISO Approved Projects XLSX (Jul-2025)</a><br><br><b>North of Mesa Upgrade (formerly Midway-Andrew 230 kV Project)</b> <span style='color:#888'>(PG&amp;E, plan 2012-2013, orig ISD &#x27;19 → now &#x27;29, slipped 10 yr, Cancelled)</span><br>&nbsp;&nbsp;source: <a href=""https://www.caiso.com/documents/approved-projects-transmission-planning-process-jul-2025.xlsx"" target=""_blank"" rel=""noopener"">CAISO Approved Projects XLSX (Jul-2025)</a><br><br><b>Midway-Kern PP Nos. 1,3 and 4 230 kV Lines Capacity Increase (Midway 230kV Bus Section D Upgrade Project)</b> <span style='color:#888'>(PG&amp;E, plan 2010-2011, orig ISD &#x27;13 → now &#x27;30, slipped 17 yr, In-Flight)</span><br>&nbsp;&nbsp;source: <a href=""https://www.caiso.com/documents/approved-projects-transmission-planning-process-jul-2025.xlsx"" target=""_blank"" rel=""noopener"">CAISO Approved Projects XLSX (Jul-2025)</a><br><br><b>Midway – Kern PP #2 230 kV Line
(Bakersfield-Kern Reconductor)</b> <span style='color:#888'>(PG&amp;E, plan 2013-2014, orig ISD &#x27;19 → now &#x27;32, slipped 13 yr, In flight)</span><br>&nbsp;&nbsp;source: <a href=""https://www.caiso.com/documents/approved-projects-transmission-planning-process-jul-2025.xlsx"" target=""_blank"" rel=""noopener"">CAISO Approved Projects XLSX (Jul-2025)</a>","&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/approved-projects-transmission-planning-process-jul-2025.xlsx"" target=""_blank"" rel=""noopener"">CAISO Approved Projects XLSX (Jul-2025)</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/appendix-h-board-approved-2024-2025-transmission-plan.pdf"" target=""_blank"" rel=""noopener"">CAISO 2024-2025 Board-Approved Transmission Plan, Appendix H</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/attachment-1-approved-projects-transmission-planning-process-oct-2025.pdf"" target=""_blank"" rel=""noopener"">CAISO Approved Projects Attachment 1 (Oct 2025, SCE)</a>"
NOM:30105_COTTNWD _230_30245_ROUND MT_230_BR_2 _1,0,,,,,,,"&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/approved-projects-transmission-planning-process-jul-2025.xlsx"" target=""_blank"" rel=""noopener"">CAISO Approved Projects XLSX (Jul-2025)</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/appendix-h-board-approved-2024-2025-transmission-plan.pdf"" target=""_blank"" rel=""noopener"">CAISO 2024-2025 Board-Approved Transmission Plan, Appendix H</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/attachment-1-approved-projects-transmission-planning-process-oct-2025.pdf"" target=""_blank"" rel=""noopener"">CAISO Approved Projects Attachment 1 (Oct 2025, SCE)</a>"
NOM:30105_COTTNWD _230_30245_ROUND MT_230_BR_3 _1,0,,,,,,,"&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/approved-projects-transmission-planning-process-jul-2025.xlsx"" target=""_blank"" rel=""noopener"">CAISO Approved Projects XLSX (Jul-2025)</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/appendix-h-board-approved-2024-2025-transmission-plan.pdf"" target=""_blank"" rel=""noopener"">CAISO 2024-2025 Board-Approved Transmission Plan, Appendix H</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/attachment-1-approved-projects-transmission-planning-process-oct-2025.pdf"" target=""_blank"" rel=""noopener"">CAISO Approved Projects Attachment 1 (Oct 2025, SCE)</a>"
NOM:30209_PIT5 JT2_230_30225_PIT4 JT _230_BR_2 _1,0,,,,,,,"&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/approved-projects-transmission-planning-process-jul-2025.xlsx"" target=""_blank"" rel=""noopener"">CAISO Approved Projects XLSX (Jul-2025)</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/appendix-h-board-approved-2024-2025-transmission-plan.pdf"" target=""_blank"" rel=""noopener"">CAISO 2024-2025 Board-Approved Transmission Plan, Appendix H</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/attachment-1-approved-projects-transmission-planning-process-oct-2025.pdf"" target=""_blank"" rel=""noopener"">CAISO Approved Projects Attachment 1 (Oct 2025, SCE)</a>"
NOM:30261_BELDENTP_230_30300_TABLMTN _230_BR_1 _1,0,,,,,,,"&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/approved-projects-transmission-planning-process-jul-2025.xlsx"" target=""_blank"" rel=""noopener"">CAISO Approved Projects XLSX (Jul-2025)</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/appendix-h-board-approved-2024-2025-transmission-plan.pdf"" target=""_blank"" rel=""noopener"">CAISO 2024-2025 Board-Approved Transmission Plan, Appendix H</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/attachment-1-approved-projects-transmission-planning-process-oct-2025.pdf"" target=""_blank"" rel=""noopener"">CAISO Approved Projects Attachment 1 (Oct 2025, SCE)</a>"
NOM:30275_CRESTA  _230_30330_RIO OSO _230_BR_1 _1,0,,,,,,,"&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/approved-projects-transmission-planning-process-jul-2025.xlsx"" target=""_blank"" rel=""noopener"">CAISO Approved Projects XLSX (Jul-2025)</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/appendix-h-board-approved-2024-2025-transmission-plan.pdf"" target=""_blank"" rel=""noopener"">CAISO 2024-2025 Board-Approved Transmission Plan, Appendix H</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/attachment-1-approved-projects-transmission-planning-process-oct-2025.pdf"" target=""_blank"" rel=""noopener"">CAISO Approved Projects Attachment 1 (Oct 2025, SCE)</a>"
NOM:30300_TABLMTN _230_30330_RIO OSO _230_BR_1 _1,0,,,,,,,"&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/approved-projects-transmission-planning-process-jul-2025.xlsx"" target=""_blank"" rel=""noopener"">CAISO Approved Projects XLSX (Jul-2025)</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/appendix-h-board-approved-2024-2025-transmission-plan.pdf"" target=""_blank"" rel=""noopener"">CAISO 2024-2025 Board-Approved Transmission Plan, Appendix H</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/attachment-1-approved-projects-transmission-planning-process-oct-2025.pdf"" target=""_blank"" rel=""noopener"">CAISO Approved Projects Attachment 1 (Oct 2025, SCE)</a>"
NOM:30330_RIO OSO _230_30348_BRIGHTON_230_BR_1 _1,0,,,,,,,"&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/approved-projects-transmission-planning-process-jul-2025.xlsx"" target=""_blank"" rel=""noopener"">CAISO Approved Projects XLSX (Jul-2025)</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/appendix-h-board-approved-2024-2025-transmission-plan.pdf"" target=""_blank"" rel=""noopener"">CAISO 2024-2025 Board-Approved Transmission Plan, Appendix H</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/attachment-1-approved-projects-transmission-planning-process-oct-2025.pdf"" target=""_blank"" rel=""noopener"">CAISO Approved Projects Attachment 1 (Oct 2025, SCE)</a>"
NOM:30348_BRIGHTON_230_30500_BELLOTA _230_BR_1 _1,0,,,,,,,"&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/approved-projects-transmission-planning-process-jul-2025.xlsx"" target=""_blank"" rel=""noopener"">CAISO Approved Projects XLSX (Jul-2025)</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/appendix-h-board-approved-2024-2025-transmission-plan.pdf"" target=""_blank"" rel=""noopener"">CAISO 2024-2025 Board-Approved Transmission Plan, Appendix H</a><br>&nbsp;&nbsp;• <a href=""https://www.caiso.com/documents/attachment-1-approved-projects-transmission-planning-process-oct-2025.pdf"" target=""_blank"" rel=""noopener"">CAISO Approved Projects Attachment 1 (Oct 2025, SCE)</a>"
