constraint_key,n_binding_intervals,sum_mu,sum_abs_mu,max_mu,min_mu,abs_sum_mu,type
NOM:34880_SN BRNRD_70.0_39021_SC21ATP _70.0_BR_1 _1|PG1 WHELRG-WEEDPC 70,89,23371.222689999995,23371.222689999995,1850.70123,0.0,23371.222689999995,NOM
NOM:34366_SANGER  _115_34370_MC CALL _115_BR_3 _1|Base Case,16,23015.29874,23015.29874,2958.59388,0.0,23015.29874,NOM
NOM:34101_CERTANJ2_115_34116_LE GRAND_115_BR_1 _1|PG1 WILSON-LGRAND 115,221,21802.012390000004,21802.012390000004,1021.54708,0.0,21802.012390000004,NOM
NOM:31338_KONOCTI6_60.0_31344_EGLE RCK_60.0_BR_1 _1|PG1 EGLRK-SLVR-FLTN 115_M,21,21000.0,21000.0,1000.0,0.0,21000.0,NOM
NOM:35107_DUMBARTN_115_35120_NEWARK D_115_BR_1 _1|PG1 EASTSH-SANMAT 230,347,20713.51503,20713.51503,234.72556,0.0,20713.51503,NOM
NOM:24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1|Base Case,383,19710.88236,19710.88236,153.92939,0.0,19710.88236,NOM
NOM:7450_CUYAMS_TAFT_70_1|Base Case,655,-18901.30964,18901.30964,0.0,-69.18885,18901.30964,NOM
NOM:7410_CP24_NG|Base Case,691,-18496.053890000003,18496.053890000003,0.0,-78.65139,18496.053890000003,NOM
NOM:22886_SUNCREST_230_22885_SUNCREST_500_XF_2 _P|SD1 SNCRST 500-230 BK80,201,18311.558999999997,18311.558999999997,220.56313,0.0,18311.558999999997,NOM
NOM:34116_LE GRAND_115_34115_ADRA TAP_115_BR_1 _1|Base Case,113,17630.58038,17630.58038,476.68929,0.0,17630.58038,NOM
ITC:WMesaWT2_448 MVA|I|PNM1 WSTMSA 345-115 BKT1,27,17400.181709999997,17400.181709999997,1141.21973,0.0,17400.181709999997,ITC
NOM:30515_WARNERVL_230_30800_WILSON  _230_BR_1 _1|PG1 MEL-WILSON 230,110,17384.230789999998,17384.230789999998,596.78646,0.0,17384.230789999998,NOM
NOM:30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1|Base Case,104,16818.80358,16818.80358,374.86267,0.0,16818.80358,NOM
NOM:32214_RIO OSO _115_32244_BRNSWKT2_115_BR_2 _1|PG1 BELL-HIGGNS 115,40,16682.56168,16682.56168,1346.17158,0.0,16682.56168,NOM
NOM:30765_LOSBANOS_230_30766_PADR FLT_230_BR_1 _1|PG1 GATES-LOSBNS_1 500,201,16137.61613,16137.61613,153.18948,0.0,16137.61613,NOM
NOM:22464_MIGUEL  _230_22468_MIGUEL  _500_XF_81|SD1 MIGUEL 500-230 BK80,125,15649.85197,15649.85197,290.1385,0.0,15649.85197,NOM
NOM:34158_PANOCHE _115_34350_KAMM    _115_BR_1 _1|PG1 PNOCHE-EXCLSS 115 2_M,748,14783.21,15193.65968,65.59984,-27.34698,14783.21,NOM
ITC:Line_CC-GT_230KV|I|AP1 LSS-WP_1 230,52,14592.08436,14592.08436,1000.0,0.0,14592.08436,ITC
NOM:VC_TL_681B_import_NG|Base Case,1580,-13014.634119999999,13014.634119999999,0.0,-135.92708,13014.634119999999,NOM
NOM:32218_DRUM    _115_32244_BRNSWKT2_115_BR_2 _1|PG1 BELL-HIGGNS 115,43,12483.04265,12483.04265,1000.0,0.0,12483.04265,NOM
NOM:34375_ULTPWRJ _115_34377_AIRPROD _115_BR_1 _1|PG1 MCCALL-SANGER_2 115,100,11924.55843,11924.55843,1386.29954,0.0,11924.55843,NOM
NOM:30515_WARNERVL_230_30800_WILSON  _230_BR_1 _1|Base Case,56,11858.388199999998,11858.388199999998,1115.1354,0.0,11858.388199999998,NOM
NOM:345kV CLCR-DMND1|PNM1 PAJARITO-SANDIA 345,60,11149.15637,11149.15637,273.07998,0.0,11149.15637,NOM
NOM:33540_TESLA   _115_37650_TESLA TP_115_BR_1 _1|Base Case,14,10787.95145,10787.95145,859.13571,0.0,10787.95145,NOM
NOM:32214_RIO OSO _115_32244_BRNSWKT2_115_BR_2 _1|PG1 DRUM-RIOOSO 115 1_M,16,10367.85554,10367.85554,1000.0,0.0,10367.85554,NOM
NOM:32214_RIO OSO _115_32225_BRNSWKT1_115_BR_1 _1|PG1 DRUM-RIOOSO 115 2_M,16,10321.43982,10321.43982,1000.0,0.0,10321.43982,NOM
NOM:24723_CONTROL _115_24866_TAP189  _115_BR_1 _1|Base Case,21,9667.28207,9667.28207,1408.013,0.0,9667.28207,NOM
NOM:35658_LS ESTRS_115_35659_NORTECH _115_BR_1 _1|PG1 NEWARK-RAVENS 230,69,9533.65839,9533.65839,675.62332,0.0,9533.65839,NOM
NOM:30879_HENTAP1 _230_30885_MUSTANGS_230_BR_1 _1|Base Case,35,9457.78833,9457.78833,1094.51477,0.0,9457.78833,NOM
NOM:22886_SUNCREST_230_92861_SUNC TP2_230_BR_2 _1|SD1 SNCRST-SXCYN_1 230,46,8814.3713,8814.3713,359.94733,0.0,8814.3713,NOM
ITC:EPE_SNMIC_ITC|I|Base Case,21,-8647.94385,8647.94385,0.0,-953.8608,8647.94385,ITC
NOM:345kV CLCR-DMND1|Base Case,50,8637.78837,8637.78837,193.67522,0.0,8637.78837,NOM
ITC:TEPC_BA_IMP_ITC|I|Base Case,404,-8596.3552,8596.3552,0.0,-986.89768,8596.3552,ITC
NOM:345kV CLCR-DMND2|PNM1 PAJARITO-SANDIA 345,50,8423.786510000002,8423.786510000002,189.18558,0.0,8423.786510000002,NOM
NOM:7820_TL23040_IV_SPS_NG|Base Case,97,-7644.878070000001,7644.878070000001,0.0,-257.75908,7644.878070000001,NOM
NOM:30060_MIDWAY  _500_24156_VINCENT _500_BR_2 _3|SC1 MIDWAY-WHIRWD_1 500,995,7565.17966,7565.17966,127.94136,0.0,7565.17966,NOM
ITC:BKFT-GSHN1_A|I|Base Case,5,7138.72061,7138.72061,1451.67893,0.0,7138.72061,ITC
NOM:18085_PAHRUMP _138_18924_GAMEBIRD_138_BR_1 _1|Base Case,14,6857.17496,6857.17496,519.55604,0.0,6857.17496,NOM
ITC:EPE_NET_ITC|E|Base Case,533,-6585.937939999999,6585.937939999999,0.0,-56.85617,6585.937939999999,ITC
NOM:35120_NEWARK D_115_36851_NORTHERN_115_BR_1 _1|PG1 LOSEST-METCLF 230,9,6396.98624,6396.98624,1000.0,0.0,6396.98624,NOM
ITC:SRP_NET_ITC|I|Base Case,356,-6392.63285,6392.63285,0.0,-966.0767,6392.63285,ITC
NOM:35642_METCALF _115_35651_BAILY J3_115_BR_2 _1|PG1 METCLF-ELPATO 115 1,17,6258.30612,6258.30612,1000.0,0.0,6258.30612,NOM
NOM:35120_NEWARK D_115_36851_NORTHERN_115_BR_1 _1|PG1 MOSSLD-LOSBNS 500,6,6000.0,6000.0,1000.0,0.0,6000.0,NOM
ITC:WMesaET1_448 MVA|I|PNM1 WSTMSA 345-115 BKT2,6,5908.22009,5908.22009,1253.26773,0.0,5908.22009,ITC
NOM:32214_RIO OSO _115_32225_BRNSWKT1_115_BR_1 _1|PG1 BELL-HIGGNS 115,16,5883.67224,5883.67224,1000.0,0.0,5883.67224,NOM
NOM:34375_ULTPWRJ _115_34377_AIRPROD _115_BR_1 _1|PG1 SANGER-MALAGA 115,145,5616.17502,5616.17502,1000.0,0.0,5616.17502,NOM
ITC:NVR-PTP__141|I|PG1 RIOOSO BUS 1 230_M,10,5597.248299999999,5597.248299999999,920.41443,0.0,5597.248299999999,ITC
ITC:TEPC_BA_EXP_ITC|E|Base Case,870,-5160.21979,5160.21979,0.0,-98.92662,5160.21979,ITC
NOM:29402_WIRLWIND_500_29408_WIRLWIND_230_XF_4 _P|Base Case,36,4889.90995,4889.90995,199.36028,0.0,4889.90995,NOM
NOM:34706_WESTPARK_115_34752_KERN PWR_115_BR_1 _1|PG1 KERNPP-WESTPK_2 115,36,4770.09814,4770.09814,688.27325,0.0,4770.09814,NOM
ITC:ATW_STJ 1|I|Base Case,4,4501.54067,4501.54067,1181.42831,0.0,4501.54067,ITC
NOM:34134_WILSONAB_115_34144_MERCED  _115_BR_1 _1|PG1 WILSON-MERCED_2 115,6,4416.42955,4416.42955,1000.0,0.0,4416.42955,NOM
ITC:Line_DSN-FH_69KV|I|AP1 NG-SGT 69_M,33,4249.336630000001,4249.336630000001,372.49092,0.0,4249.336630000001,ITC
NOM:33006_GRIZLYJ1_115_33010_SOBRANTE_115_BR_1 _1|PG1 SOBRNT-MORAGA 115,31,3885.8913,3885.8913,246.75237,0.0,3885.8913,NOM
ITC:Line_MA-OD_69KV|I|SD1 NGILA-IVALLY 500,90,3738.7776599999997,3738.7776599999997,1000.0,0.0,3738.7776599999997,ITC
NOM:35658_LS ESTRS_115_35659_NORTECH _115_BR_1 _1|PG1 METCLF-ELPATO 115 2_M,18,3401.87658,3401.87658,771.67967,0.0,3401.87658,NOM
NOM:22886_SUNCREST_230_92860_SUNC TP1_230_BR_1 _1|SD1 IVALLY-ECONTY 500,30,3377.41395,3377.41395,204.91602,0.0,3377.41395,NOM
ITC:BPAT_NET_ITC|E|Base Case,13,-3357.2812599999997,3357.2812599999997,0.0,-1000.0,3357.2812599999997,ITC
NOM:34540_HENRITTA_70.0_30881_HENRIETA_230_XF_4|Base Case,102,3220.3852300000003,3220.3852300000003,54.70353,0.0,3220.3852300000003,NOM
NOM:32214_RIO OSO _115_32225_BRNSWKT1_115_BR_1 _1|PG1 TBLMTN 500-230 BK5,4,3168.5559999999996,3168.5559999999996,1000.0,0.0,3168.5559999999996,NOM
NOM:34471_SNJQJCT _70.0_34469_GFFNJCT _70.0_BR_1 _1|Base Case,239,3158.13047,3158.13047,52.96636,0.0,3158.13047,NOM
NOM:35922_MOSSLD  _115_30750_MOSSLD  _230_XF_1|PG1 MOSSLD BUS 1 230,3,3000.0,3000.0,1000.0,0.0,3000.0,NOM
NOM:92320_SYCA TP1_230_22832_SYCAMORE_230_BR_1 _1|Base Case,34,2932.17859,2932.17859,181.26082,0.0,2932.17859,NOM
NOM:31227_HGHLNDJ2_115_31950_CORTINA _115_BR_1 _1|PG1 EGLRK-SLVR-FLTN 115_M,14,2740.85149,2740.85149,199.72029,0.0,2740.85149,NOM
NOM:OMS_13913705_Pardee-Pastoria_NG|Base Case,13,-2738.67958,2738.67958,0.0,-1356.13592,2738.67958,NOM
NOM:34752_KERN PWR_115_34797_KERNWTP2_115_BR_1 _1|PG1 WESTPK-COLMBS 115_M,60,2710.8562699999998,2710.8562699999998,1000.0,0.0,2710.8562699999998,NOM
ITC:LDWP_IPP_NORTH|I|Base Case,747,-2695.2373799999996,2695.2373799999996,0.0,-39.65822,2695.2373799999996,ITC
NOM:115kv SOC_BESO|PNM1 LUNA 345-115 BK5X,5,2669.4314400000003,2669.4314400000003,1105.90164,0.0,2669.4314400000003,NOM
NOM:34724_KRN OL J_115_34736_MAGUNDEN_115_BR_1 _1|PG1 WESTPK LD2 115_M,180,2526.9459800000004,2526.9459800000004,1000.0,0.0,2526.9459800000004,NOM
NOM:34418_KINGSBRG_115_34428_CONTADNA_115_BR_1 _1|PG1 HENRTA 230-115 BK3,104,2245.86428,2245.86428,41.46931,0.0,2245.86428,NOM
NOM:VC_TL_681B_export_NG|Base Case,320,-2242.28601,2242.28601,0.0,-42.96268,2242.28601,NOM
ITC:ELC-NW|I|Base Case,5,2206.80737,2206.80737,1000.0,0.0,2206.80737,ITC
NOM:MIGUEL_BKs_MXFLW_NG|Base Case,52,-2006.84128,2006.84128,0.0,-89.29903,2006.84128,NOM
ITC:IPPDCADLN_ITC|E|Base Case,49,-1889.79285,1889.79285,0.0,-88.66396,1889.79285,ITC
ITC:LDWP_IPP_NORTH|E|Base Case,541,-1772.88609,1772.88609,0.0,-9.74701,1772.88609,ITC
NOM:29400_ANTELOPE_500_29402_WIRLWIND_500_BR_1 _1|SC1 VINCNT-WHIRWD_1 500,45,1749.53523,1749.53523,72.38239,0.0,1749.53523,NOM
ITC:TOTAL_WYOMING_EXPORT|E|Base Case,67,1691.0192399999999,1691.0192399999999,79.6739,0.0,1691.0192399999999,ITC
ITC:ME-USAF 138|I|VE1 VEAVST-PAHRUM 138,12,1591.5422900000003,1591.5422900000003,146.30786,0.0,1591.5422900000003,ITC
NOM:30060_MIDWAY  _500_24156_VINCENT _500_BR_2 _3|SC3 MARIA FIRE 500kv_RT,27,1549.2286100000001,1549.2286100000001,77.1935,0.0,1549.2286100000001,NOM
ITC:ATW_VEL 1|I|LA1 ATW_STJ 1,28,1421.88652,1421.88652,371.26744,0.0,1421.88652,ITC
ITC:PACE_POPWEST_ITC|E|Base Case,262,-1374.9883300000001,1374.9883300000001,0.0,-19.59867,1374.9883300000001,ITC
NOM:33020_MORAGA  _115_32790_STATIN X_115_BR_3 _1|PG1 OAK D-OAK L 115,6,1317.97938,1317.97938,220.98902,0.0,1317.97938,NOM
NOM:32214_RIO OSO _115_32225_BRNSWKT1_115_BR_1 _1|Base Case,4,1293.77599,1293.77599,538.10931,0.0,1293.77599,NOM
ITC:AMPS 230|69 T4181|I|Base Case,3,1273.20339,1273.20339,466.06028,0.0,1273.20339,ITC
ITC:GRACE_THREEMLE_138|I|PCE1 GOSHEN-THREEMLE 345,7,1201.0901999999999,1201.0901999999999,302.62881,0.0,1201.0901999999999,ITC
NOM:33530_KASSONJ2_115_33548_TRACY   _115_BR_1 _1|Base Case,3,1150.44678,1150.44678,402.48306,0.0,1150.44678,NOM
NOM:33020_MORAGA  _115_35101_SN LNDRO_115_BR_2 _1|PG1 MORAGA-SANLEA 115 3,11,1114.52329,1114.52329,200.7671,0.0,1114.52329,NOM
NOM:32214_RIO OSO _115_32244_BRNSWKT2_115_BR_2 _1|Base Case,4,1112.4002799999998,1112.4002799999998,361.7438,0.0,1112.4002799999998,NOM
NOM:34418_KINGSBRG_115_34428_CONTADNA_115_BR_1 _1|PG1 MOSSLD-LOSBNS 500,12,1032.26442,1032.26442,120.18269,0.0,1032.26442,NOM
NOM:30900_GATES   _230_30889_CAFLTSSS_230_BR_1 _1|Base Case,87,986.3896300000001,986.3896300000001,29.62619,0.0,986.3896300000001,NOM
NOM:33020_MORAGA  _115_35101_SN LNDRO_115_BR_1 _1|PG1 MORAGA-SANLEA 115 3,7,945.83296,945.83296,234.07347,0.0,945.83296,NOM
NOM:34418_KINGSBRG_115_34428_CONTADNA_115_BR_1 _1|PG1 TRACY-LOSBNS 500,14,929.28144,929.28144,98.87034,0.0,929.28144,NOM
ITC:SRP_NET_ITC|E|Base Case,100,-889.76741,889.76741,0.0,-80.94177,889.76741,ITC
NOM:34121_SHARON T_115_34128_OAKH_JCT_115_BR_1 _1|PG1 WILSON-LGRAND 115,4,835.5413900000001,835.5413900000001,335.94079,0.0,835.5413900000001,NOM
ITC:Line_DSN-FH_69KV|I|Base Case,5,829.41341,829.41341,170.97429,0.0,829.41341,ITC
ITC:Line_DSN-FH_69KV|I|AP1 MA-OD 69,6,818.60019,818.60019,168.38377,0.0,818.60019,ITC
NOM:32290_OLIVH J1_115_32214_RIO OSO _115_BR_1 _1|PG1 PALRMO-PEASE 115,29,790.04366,790.04366,208.76172,0.0,790.04366,NOM
NOM:115kv MEB_Ca_AL|PNM1 SANJUAN-CABEZON 345,3,751.37708,751.37708,366.99268,0.0,751.37708,NOM
NOM:34149_CHENYT  _115_34158_PANOCHE _115_BR_1 _1|Base Case,13,662.3157,662.3157,91.02288,0.0,662.3157,NOM
NOM:30055_GATES1  _500_30060_MIDWAY  _500_BR_1 _1|PG1 LOSBNS-MIDWAY 500 2,91,597.4269599999999,597.4269599999999,26.96422,0.0,597.4269599999999,NOM
NOM:34101_CERTANJ2_115_34116_LE GRAND_115_BR_1 _1|PG1 MNDOTA-PNOCHE 115,2,570.52643,570.52643,528.31412,0.0,570.52643,NOM
NOM:34100_CHWCHLLA_115_34101_CERTANJ2_115_BR_1 _1|PG1 WILSON-LGRAND 115,1,552.10332,552.10332,552.10332,0.0,552.10332,NOM
NOM:34418_KINGSBRG_115_34428_CONTADNA_115_BR_1 _1|PG2 TRACY SOUTH DLO 500,9,542.15302,542.15302,71.68772,0.0,542.15302,NOM
NOM:33503_FRGTNTP2_115_33936_MELNS JB_115_BR_1 _1|Base Case,3,534.30919,534.30919,236.71555,0.0,534.30919,NOM
ITC:BPAT_NET_ITC|I|Base Case,17,-469.46296,469.46296,0.0,-41.97242,469.46296,ITC
ITC:PACE_FOURCORNE345_ITC|E|Base Case,103,-451.02161,451.02161,0.0,-20.43321,451.02161,ITC
NOM:34418_KINGSBRG_115_34405_FRWT TAP_115_BR_1 _1|Base Case,18,416.3736,416.3736,35.96448,0.0,416.3736,NOM
NOM:30060_MIDWAY  _500_29402_WIRLWIND_500_BR_1 _2|SC3 MARIA FIRE 500kv_RT,24,402.17918,402.17918,33.50675,0.0,402.17918,NOM
NOM:31336_HPLND JT_60.0_31206_HPLND JT_115_XF_2|PG1 EGLRCK-GYS5X6 115,3,386.07563,386.07563,154.10352,0.0,386.07563,NOM
NOM:30261_BELDENTP_230_30300_TABLMTN _230_BR_1 _1|Base Case,16,362.42864,362.42864,28.86235,0.0,362.42864,NOM
ITC:PACE_PATHC_ITC|E|Base Case,135,-355.39038000000005,355.39038000000005,0.0,-16.8659,355.39038000000005,ITC
NOM:7820_TL 230S_OVERLOAD_NG|Base Case,25,-354.29805999999996,354.29805999999996,0.0,-50.82493,354.29805999999996,NOM
NOM:22832_SYCAMORE_230_22652_PENSQTOS_230_BR_1 _1|SD2 MG-BB + OT-MG-BB 230,5,339.0608,339.0608,84.76521,0.0,339.0608,NOM
NOM:34752_KERN PWR_115_34797_KERNWTP2_115_BR_1 _1|PG1 WESTPK LD2 115_M,13,317.10726999999997,317.10726999999997,48.03399,0.0,317.10726999999997,NOM
NOM:7410_CP26_NG|Base Case,6,-313.35013000000004,313.35013000000004,0.0,-63.62979,313.35013000000004,NOM
NOM:34724_KRN OL J_115_34797_KERNWTP2_115_BR_1 _1|PG1 WESTPK-COLMBS 115_M,12,308.51093,308.51093,48.03399,0.0,308.51093,NOM
NOM:34720_DSCVRYTP_115_34744_OILDALE _115_BR_1 _1|PG1 LERDO-KNOIL-7STD 115,1,281.12943,281.12943,281.12943,0.0,281.12943,NOM
NOM:30885_MUSTANGS_230_30900_GATES   _230_BR_1 _1|PG1 GATES-MSTANS 230 2,4,272.39237,272.39237,74.46804,0.0,272.39237,NOM
NOM:34724_KRN OL J_115_34736_MAGUNDEN_115_BR_1 _1|Base Case,12,255.04378,255.04378,72.3789,0.0,255.04378,NOM
NOM:30790_PANOCHE _230_30900_GATES   _230_BR_2 _1|PG1 LOSBNS 500-230 BK1,1,252.93984,252.93984,252.93984,0.0,252.93984,NOM
NOM:32950_PITSBURG_115_33031_COLSTJT _115_BR_1 _1|PG1 TESLA 500-230 BK6,12,249.31749,249.31749,32.27401,0.0,249.31749,NOM
NOM:115kv NH|PNM1 FC-PINTADO 345,3,248.17606,248.17606,84.16906,0.0,248.17606,NOM
ITC:ATSO 345kV|I|Base Case,1,238.49394,238.49394,238.49394,0.0,238.49394,ITC
NOM:COI_600 N-S|Base Case,21,-208.23936,208.23936,0.0,-62.14319,208.23936,NOM
ITC:MALIN500_ISL|E|Base Case,24,-202.68297,202.68297,0.0,-13.99252,202.68297,ITC
NOM:33501_FRGTNTP1_115_33500_MELNS JA_115_BR_1 _1|Base Case,3,197.0653,197.0653,94.66007,0.0,197.0653,NOM
ITC:LDWP_IPPDC-NS|I|Base Case,116,-182.98029,182.98029,0.0,-15.31813,182.98029,ITC
NOM:32218_DRUM    _115_32244_BRNSWKT2_115_BR_2 _1|PG1 PLACER-BELL 115,1,165.76854,165.76854,165.76854,0.0,165.76854,NOM
ITC:PNM_SRP_ITC|E|Base Case,16,-160.95895,160.95895,0.0,-20.51807,160.95895,ITC
NOM:31640_TRES VIS_60.0_31718_TBLE MTN_60.0_BR_1 _1|PG1 TBLMTN 500-230 BK5,2,155.56345,155.56345,85.16805,0.0,155.56345,NOM
NOM:115kv NH|PNM1 PINTADO-RIOPUERC 345,3,141.82513,141.82513,71.19408,0.0,141.82513,NOM
NOM:22773_BAY BLVD_69.0_22352_IMPRLBCH_69.0_BR_1 _1|SD1 BAYBLV-OTAY_2 69,8,133.82923,133.82923,21.69487,0.0,133.82923,NOM
ITC:PACE_FOURCORNE345_ITC|I|Base Case,93,-119.55338,119.55338,0.0,-6.5716,119.55338,ITC
NOM:33543_AEC_TP2 _115_33540_TESLA   _115_BR_1 _1|PG1 STANIS-MELONS-MANTEC 115 1,2,114.27788,114.27788,69.40381,0.0,114.27788,NOM
ITC:NWMT_AMPS_EAST|E|Base Case,128,-79.66323,79.66323,0.0,-14.40704,79.66323,ITC
ITC:LADWP_NET_ITC|E|Base Case,14,-77.81513000000001,77.81513000000001,0.0,-9.41135,77.81513000000001,ITC
NOM:34724_KRN OL J_115_34797_KERNWTP2_115_BR_1 _1|PG1 WESTPK LD2 115_M,3,65.75564,65.75564,48.03399,0.0,65.75564,NOM
ITC:Line_MA-SLL_69KV|I|SD1 NGILA-IVALLY 500,7,64.07552,64.07552,20.57627,0.0,64.07552,ITC
NOM:34366_SANGER  _115_34370_MC CALL _115_BR_3 _1|PG1 SANGER-MALAGA 115,2,58.03342,58.03342,54.002,0.0,58.03342,NOM
