node,spread_D2,spread_D4,spread_D8,rank_D2,rank_D4,rank_D8,rank_shift_2_vs_8
0096WD_7_N001,32.013979411764716,54.228835000000004,69.16388220588236,891.0,843.0,891.0,0.0
1501WDC2_7_ND001,39.63222549019608,57.917340392156866,83.16780289215686,594.0,626.0,615.0,21.0
2C559EQ2_7_N001,32.013979411764716,54.228835000000004,69.16684720588236,891.0,843.0,876.0,15.0
2C559_1_B1,32.013979411764716,54.228835000000004,69.16684720588236,891.0,843.0,876.0,15.0
2C577C1_7_N001,37.77530426470589,55.28937617647058,79.4674368137255,625.0,695.0,702.0,77.0
2PBLSM34_7_N001,29.68778431372549,44.46784705882353,52.62575882352942,1275.0,1425.0,1536.0,261.0
3PEAKS_GNODE1,18.266437254901962,29.257575637254902,36.365009950980394,1966.0,1967.0,1974.0,8.0
4C687C2_7_N001,38.19432235294118,59.55071318627451,90.36955666666667,611.0,604.0,553.0,58.0
4C687_1_B1,38.19432235294118,59.55071318627451,90.36955666666667,611.0,604.0,553.0,58.0
4C744C12_7_N001,32.013979411764716,54.228835000000004,69.16684720588236,891.0,843.0,876.0,15.0
4C744C22_7_N001,32.013979411764716,54.228835000000004,69.16684720588236,891.0,843.0,876.0,15.0
4C744C32_7_N001,32.013979411764716,54.228835000000004,69.16684720588236,891.0,843.0,876.0,15.0
4C744C42_7_N001,32.013979411764716,54.228835000000004,69.16684720588236,891.0,843.0,876.0,15.0
90TH.SO_GNODEPDRP1,11.571528627450983,20.255546078431376,28.46887176470588,2048.0,2026.0,2029.0,19.0
ACACIA_7_N001,30.026152941176473,47.6476037254902,62.62178843137255,1220.0,1185.0,1132.0,88.0
ADCC_2_N001,33.93493882352941,56.12785666666667,79.74120500000001,742.0,653.0,688.0,54.0
ADERAG1_7_N001,150.77975524509807,265.58114460784316,464.73248705882366,53.0,50.0,36.0,17.0
ADRATAP_1_B1,150.77975524509807,265.58114460784316,464.73248705882366,53.0,50.0,36.0,17.0
AGATEBAY_7_GNODE1,41.14684465686275,69.54720279411765,104.07908818627452,502.0,439.0,377.0,125.0
AGRCJCT_6_B1,84.11654705882353,130.5087674509804,179.28280818627454,149.0,144.0,150.0,1.0
AGRICO_7_NBT1,84.11654705882353,130.5087674509804,179.28280818627454,149.0,144.0,150.0,1.0
AGUCALG1_7_B1,27.08653068627451,41.405062745098036,57.696796078431376,1682.0,1670.0,1360.0,322.0
AIRPORT_GNODE1,44.536322009803925,67.55834446078433,97.39253338235294,423.0,477.0,464.0,41.0
AKINGS02_7_N001,62.6149656862745,103.41669607843139,135.491018627451,219.0,188.0,221.0,2.0
ALAMITOS_2_B1,31.241006519607847,53.18875348039216,64.06468627450981,1012.0,916.0,1068.0,56.0
ALAMIT_7_NBT2,31.241006519607847,53.18875348039216,64.06468627450981,1012.0,916.0,1068.0,56.0
ALAMOSC_7_N001,30.28580259803921,45.754241176470586,57.24279352941177,1145.0,1343.0,1407.0,262.0
ALAMT1G_7_B1,31.241006519607847,53.18875348039216,64.06468627450981,1012.0,916.0,1068.0,56.0
ALAMT2G_7_B1,31.241006519607847,53.18875348039216,64.06468627450981,1012.0,916.0,1068.0,56.0
ALAMT3G_7_B1,31.241006519607847,53.18875348039216,64.06468627450981,1012.0,916.0,1068.0,56.0
ALAMT4G_7_B1,31.241006519607847,53.18875348039216,64.06468627450981,1012.0,916.0,1068.0,56.0
ALAMT5G_7_B1,31.241006519607847,53.18875348039216,64.06468627450981,1012.0,916.0,1068.0,56.0
ALAMT6G_7_B1,31.241006519607847,53.18875348039216,64.06468627450981,1012.0,916.0,1068.0,56.0
ALASB1_7_NSB1,30.987512647058825,53.07846509803922,63.64366666666667,1051.0,933.0,1081.0,30.0
ALASB2_7_NSB2,31.370634460784313,53.13097524509804,64.4154,1005.0,927.0,1060.0,55.0
ALLEGHNY_6_N002,27.7594825,45.58466166666667,66.07849999999999,1549.0,1368.0,921.0,628.0
ALMASL3_7_N001,26.753695098039216,40.350792156862745,50.961254019607836,1707.0,1757.0,1729.0,22.0
ALMASL3_7_N002,26.753695098039216,40.350792156862745,50.961254019607836,1707.0,1757.0,1729.0,22.0
ALMASL_7_GUB6N,26.753695098039216,40.350792156862745,50.961254019607836,1707.0,1757.0,1729.0,22.0
ALMASL_7_GUS6N,26.753695098039216,40.350792156862745,50.961254019607836,1707.0,1757.0,1729.0,22.0
ALMASL_7_GUS7N,26.753695098039216,40.350792156862745,50.961254019607836,1707.0,1757.0,1729.0,22.0
ALMDACT1_7_B1,36.89250553921569,58.405969999999996,83.78027495098041,646.0,620.0,606.0,40.0
ALMDACT2_7_B1,36.89250553921569,58.405969999999996,83.78027495098041,646.0,620.0,606.0,40.0
ALMERGB2_7_N001,31.241006519607847,53.18875348039216,64.06468627450981,1012.0,916.0,1068.0,56.0
ALPAUGH_7_N001,32.01175392156863,54.228835000000004,69.2109475,907.0,843.0,860.0,47.0
ALTA1G_7_B1,34.812225539215696,56.51375480392157,84.02887549019607,665.0,645.0,596.0,69.0
ALTA2G_7_B1,34.812225539215696,56.51375480392157,84.02887549019607,665.0,645.0,596.0,69.0
ALTA6B2_7_N003,32.93124215686275,55.19247769607843,61.22678887254902,788.0,702.0,1235.0,447.0
ALTA6E2_7_N002,32.93124215686275,55.19247769607843,61.22678887254902,788.0,702.0,1235.0,447.0
ALTAD1_7_N006,32.93124215686275,55.19247769607843,61.22678887254902,788.0,702.0,1235.0,447.0
ALTAD2_7_N006,32.93124215686275,55.19247769607843,61.22678887254902,788.0,702.0,1235.0,447.0
ALTAPES_7_N001,30.135815098039217,43.61317299019608,53.06049078431373,1187.0,1450.0,1525.0,338.0
ALTWD1_7_N003,27.446381372549023,41.273490196078434,52.05904009803922,1604.0,1679.0,1608.0,4.0
ALTWD1_7_N004,27.446381372549023,41.273490196078434,52.05904009803922,1604.0,1679.0,1608.0,4.0
AMERIGAS_1_GN001,30.99669774509804,46.71651083333333,70.44444220588235,1032.0,1234.0,769.0,263.0
AMWWD1_1_NWD1,27.446381372549023,41.273490196078434,52.05904009803922,1604.0,1679.0,1608.0,4.0
ANTELOPE_2_B1,30.059249019607844,47.77274200980392,55.18949705882353,1197.0,1162.0,1422.0,225.0
ANTELOPE_6_B1,30.026152941176473,47.6476037254902,62.62178843137255,1220.0,1185.0,1132.0,88.0
APLHILGN_7_N002,27.620999215686275,44.02620754901961,65.3400025,1563.0,1440.0,964.0,599.0
APPALOSA_3_SOLAR1GNODE,18.266437254901962,29.528453382352943,36.735760245098035,1966.0,1966.0,1973.0,7.0
APPLEHL_1_N004,27.620999215686275,44.02620754901961,65.3400025,1563.0,1440.0,964.0,599.0
AQUAWS_7_CN1,42.3525637254902,62.25318235294118,96.22247627450979,464.0,556.0,479.0,15.0
AQUAWS_7_N002,42.3525637254902,62.25318235294118,96.22247627450979,464.0,556.0,479.0,15.0
ARCATA_6_N001,44.31729401960784,84.20751294117647,150.24473921568628,425.0,334.0,181.0,244.0
ARCATA_7_N001,44.31729401960784,84.20751294117647,150.24473921568628,425.0,334.0,181.0,244.0
ARCATA_7_N003,44.31729401960784,84.20751294117647,150.24473921568628,425.0,334.0,181.0,244.0
