node,archetype,spread,conc,marker,size_node,kstar_physical_line,kstar_rating_MW,kstar_rating_source,MCC_mid,MCC_eve,import_signal,export_signal,hours_covered,kstar_contribution,n_months_active,size_cv,size_max_share,same_kstar_months,persistence_label,n_tpp_projects,earliest_isd_active,oldest_plan_year,max_slip_years,projects_summary
CEDARCRC_1_WIND1GNODE,WHITE,9.096133296568631,0.46635134930522354,filled,222267865.778,ITC:PACE_FOURCORNE345_ITC,,unknown,-0.1565460687041307,-0.7122242911066307,-0.7122242911066307,0.1565460687041307,8759,0.7214383449623925,4,1.6911673071196482,0.8827468007656636,2,sporadic (4/12 mo),0.0,,,,
CEDARSP4_2_WIND1GNODE,RED,22.430901470588232,0.34192420778163357,filled,153014256.52,ITC:WINDSTAR EXPORT TCOR,,unknown,-3.3227204209197385,-3.1928132601553156,-3.1928132601553156,3.3227204209197385,8759,0.9461677561689515,1,,1.0,3,single month,0.0,,,,
CEDARVAS_NODE1,RED,26.603793137254904,0.3726274207981219,filled,138257553.72,ITC:PACE_FOURCORNE345_ITC,,unknown,-4.16752844625256,-0.8801121700268816,-0.8801121700268816,4.16752844625256,8759,1.0612629859828846,6,0.6823393323817247,0.3077452768594082,2,6/12 mo · moderate,0.0,,,,
CEDRCRK_6_N001,WHITE,30.93639151960784,0.15543685311578984,filled,299346115.374,NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3,5400.0,WECC path 15,3.891636771125618,0.40075297622381156,0.40075297622381156,-3.891636771125618,8759,1.0194475847958968,10,1.2951518072556591,0.3797253030239237,3,10/12 mo · variable,0.0,,,,
CENT403_7_N006,WHITE,46.84891648284314,0.14166365114399082,filled,906242926.086,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,5400.0,WECC path 15,4.851470269959678,0.9883445509765959,0.9883445509765959,-4.851470269959678,8759,1.4090929893247424,10,0.9879701381079616,0.2864393186939171,5,10/12 mo · moderate,0.0,,,,
CENTANTE_7_N001,RED,49.222096029411766,0.15058172704432402,filled,283786787.543,NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3,5400.0,WECC path 15,-7.449469055213133,-0.4318087546776326,-0.4318087546776326,7.449469055213133,8759,0.9141871140491746,12,1.3504999166522818,0.3889688652110409,3,12/12 mo · variable,0.0,,,,
CENTERS_2_N036,RED,50.03423479166666,0.16671950399540736,filled,276052100.05,NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3,5400.0,WECC path 15,-5.472577940325781,0.02145974931862309,0.02145974931862309,5.472577940325781,8759,0.9201204022744673,11,1.1011895694038358,0.3839918526519325,3,11/12 mo · variable,0.0,,,,
CENTERS_6_N004,RED,50.03423479166666,0.16671950399540736,filled,276052100.05,NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3,5400.0,WECC path 15,-5.472577940325781,0.02145974931862309,0.02145974931862309,5.472577940325781,8759,0.9201204022744673,11,1.1011895694038358,0.3839918526519325,3,11/12 mo · variable,0.0,,,,
CENTERS_6_N008,RED,50.03423479166666,0.16671950399540736,filled,276052100.05,NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3,5400.0,WECC path 15,-5.472577940325781,0.02145974931862309,0.02145974931862309,5.472577940325781,8759,0.9201204022744673,11,1.1011895694038358,0.3839918526519325,3,11/12 mo · variable,0.0,,,,
CENTERS_6_N009,RED,50.03423479166666,0.16671950399540736,filled,276052100.05,NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3,5400.0,WECC path 15,-5.472577940325781,0.02145974931862309,0.02145974931862309,5.472577940325781,8759,0.9201204022744673,11,1.1011895694038358,0.3839918526519325,3,11/12 mo · variable,0.0,,,,
CENTERS_6_N010,RED,50.03423479166666,0.16671950399540736,filled,276052100.05,NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3,5400.0,WECC path 15,-5.472577940325781,0.02145974931862309,0.02145974931862309,5.472577940325781,8759,0.9201204022744673,11,1.1011895694038358,0.3839918526519325,3,11/12 mo · variable,0.0,,,,
CENTPD_7_N003,RED,38.8305093382353,0.17377217479574833,filled,221567628.775,NOM:24801_DEVERS  _500_24804_DEVERS  _230_XF_1 _P,2500.0,voltage proxy 500 kV,-9.166156365845282,-1.5466249920301565,-1.5466249920301565,9.166156365845282,8759,1.0722484547348126,11,0.5261602353162576,0.1620619985881853,4,11/12 mo · moderate,0.0,,,,
CENTPD_7_N004,RED,38.8305093382353,0.17377217479574833,filled,221567628.775,NOM:24801_DEVERS  _500_24804_DEVERS  _230_XF_1 _P,2500.0,voltage proxy 500 kV,-9.166156365845282,-1.5466249920301565,-1.5466249920301565,9.166156365845282,8759,1.0722484547348126,11,0.5261602353162576,0.1620619985881853,4,11/12 mo · moderate,0.0,,,,
CENTPD_7_NSR1,RED,38.8305093382353,0.17377217479574833,filled,221567628.775,NOM:24801_DEVERS  _500_24804_DEVERS  _230_XF_1 _P,2500.0,voltage proxy 500 kV,-9.166156365845282,-1.5466249920301565,-1.5466249920301565,9.166156365845282,8759,1.0722484547348126,11,0.5261602353162576,0.1620619985881853,4,11/12 mo · moderate,0.0,,,,
CENTPD_7_NSR2,RED,38.8305093382353,0.17377217479574833,filled,221567628.775,NOM:24801_DEVERS  _500_24804_DEVERS  _230_XF_1 _P,2500.0,voltage proxy 500 kV,-9.166156365845282,-1.5466249920301565,-1.5466249920301565,9.166156365845282,8759,1.0722484547348126,11,0.5261602353162576,0.1620619985881853,4,11/12 mo · moderate,0.0,,,,
CH.STN._7_N001,WHITE,68.03404067401961,0.1589172160613949,filled,260057630.241,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,5400.0,WECC path 15,0.49718181936870653,-3.5882660235601755,-3.5882660235601755,-0.49718181936870653,8759,1.717872060600375,10,1.1598843838602106,0.2983256511265006,4,10/12 mo · variable,0.0,,,,
CHALAN_7_N001,RED,67.35600036764706,0.13018322928739945,filled,363994731.89699996,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,5400.0,WECC path 15,-8.741173246190689,-1.2790578103785308,-1.2790578103785308,8.741173246190689,8759,1.6657511440402595,12,1.034818693885644,0.2789122634145879,4,12/12 mo · variable,0.0,,,,
CHALAN_7_N002,RED,67.35600036764706,0.13018322928739945,filled,363994731.89699996,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,5400.0,WECC path 15,-8.741173246190689,-1.2790578103785308,-1.2790578103785308,8.741173246190689,8759,1.6657511440402595,12,1.034818693885644,0.2789122634145879,4,12/12 mo · variable,0.0,,,,
CHARCA_12_ND002,RED,57.21835806372549,0.13118448186582352,filled,353675065.3335,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,5400.0,WECC path 15,-8.707465174631976,-1.3520580604918713,-1.3520580604918713,8.707465174631976,8759,1.291205746319828,12,1.1605430384007227,0.298086425728209,4,12/12 mo · variable,0.0,,,,
CHARMNGN_7_N001,RED,46.17807634803922,0.16657694143702917,filled,276052100.05,NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3,5400.0,WECC path 15,-6.822265778993856,-0.3724525281351339,-0.3724525281351339,6.822265778993856,8759,0.934141775934658,11,1.3765506020226403,0.4133477008827376,3,11/12 mo · variable,0.0,,,,
CHAUTAUQ_GNODE1,RED,25.76944549019608,0.376054210754801,filled,138257553.72,ITC:PACE_FOURCORNE345_ITC,,unknown,-3.8212863301245945,-0.8470832168272101,-0.8470832168272101,3.8212863301245945,8759,1.0253180359560625,6,0.6823393323817247,0.3077452768594082,2,6/12 mo · moderate,0.0,,,,
CHCARITA_1_N012,RED,61.29777291666667,0.17192772046659813,filled,181240150.724,NOM:22832_SYCAMORE_230_22652_PENSQTOS_230_BR_1 _1,700.0,voltage proxy 230 kV,-3.0685763826218206,2.1980998283556814,2.1980998283556814,3.0685763826218206,8759,2.1173349693955044,10,0.603245315851375,0.2069752382281508,3,10/12 mo · moderate,0.0,,,,
CHCGOPK_1_B1,BLUE,44.94599421568628,0.3225027838328045,filled,148952688.14799997,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,5400.0,WECC path 15,3.8122050720931475,7.1467899752824176,7.1467899752824176,-3.8122050720931475,8759,1.6769453269119796,12,1.6648088874976377,0.4372122734959512,3,12/12 mo · variable,0.0,,,,
CHEHALIS_NODE1,WHITE,42.169397708333335,0.20660169113782323,filled,199776475.485,ITC:PACE_FOURCORNE345_ITC,,unknown,7.023305167640596,-1.1384217193393709,-1.1384217193393709,-7.023305167640596,8759,0.8164735245128774,6,0.6030892514214147,0.2700211356128297,2,6/12 mo · moderate,0.0,,,,
CHEHALIS_NODE2,WHITE,42.169397708333335,0.2066034729877411,filled,199776475.485,ITC:PACE_FOURCORNE345_ITC,,unknown,7.023215849958397,-1.1384217193393709,-1.1384217193393709,-7.023215849958397,8759,0.8164720880276578,6,0.6030892514214147,0.2700211356128297,2,6/12 mo · moderate,0.0,,,,
CHEHALIS_NODE3,WHITE,42.169397708333335,0.20660169113782323,filled,199776475.485,ITC:PACE_FOURCORNE345_ITC,,unknown,7.023305167640596,-1.1384217193393709,-1.1384217193393709,-7.023305167640596,8759,0.8164735245128774,6,0.6030892514214147,0.2700211356128297,2,6/12 mo · moderate,0.0,,,,
CHERRYLA_GNODE1,WHITE,44.55351981617646,0.20118314484705824,filled,199776475.485,ITC:PACE_FOURCORNE345_ITC,,unknown,7.342150801730245,-1.1201860192438982,-1.1201860192438982,-7.342150801730245,8759,0.8067156745212563,6,0.6030892514214147,0.2700211356128297,2,6/12 mo · moderate,0.0,,,,
CHERRY_2_N001,RED,61.69505196078431,0.15285794961257593,filled,840251080.557,NOM:30790_PANOCHE _230_30900_GATES   _230_BR_2 _1,5400.0,WECC path 15,-5.033691666796833,-1.6233649790558378,-1.6233649790558378,5.033691666796833,3384,1.8855882927364025,4,1.08757851591413,0.6379065568418159,2,sporadic (4/12 mo),0.0,,,,
CHESTN_7_NBT1,RED,77.54573693627451,0.11969449794188965,filled,772263088.7605001,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,5400.0,WECC path 15,-9.521160496907536,-1.6384206523737517,-1.6384206523737517,9.521160496907536,8759,1.9687855999849697,12,0.9015474457600496,0.2550960874940424,5,12/12 mo · moderate,0.0,,,,
CHESTN_7_NBT2,RED,77.54573693627451,0.11969449794188965,filled,772263088.7605001,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,5400.0,WECC path 15,-9.521160496907536,-1.6384206523737517,-1.6384206523737517,9.521160496907536,8759,1.9687855999849697,12,0.9015474457600496,0.2550960874940424,5,12/12 mo · moderate,0.0,,,,
CHESTN_7_NSR1,RED,77.54573693627451,0.11969449794188965,filled,772263088.7605001,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,5400.0,WECC path 15,-9.521160496907536,-1.6384206523737517,-1.6384206523737517,9.521160496907536,8759,1.9687855999849697,12,0.9015474457600496,0.2550960874940424,5,12/12 mo · moderate,0.0,,,,
CHESTN_7_NSR2,RED,77.54573693627451,0.11969449794188965,filled,772263088.7605001,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,5400.0,WECC path 15,-9.521160496907536,-1.6384206523737517,-1.6384206523737517,9.521160496907536,8759,1.9687855999849697,12,0.9015474457600496,0.2550960874940424,5,12/12 mo · moderate,0.0,,,,
CHEVGEN1_7_B1,WHITE,51.159292732843134,0.16470790311672312,filled,318993420.2355,NOM:30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1,700.0,voltage proxy 230 kV,4.633515002735108,0.8528881383781898,0.8528881383781898,-4.633515002735108,8759,1.5153601086413397,10,1.4643738940812443,0.4850669743452848,4,10/12 mo · variable,0.0,,,,
CHEVGEN2_7_B1,WHITE,51.159292732843134,0.16470790311672312,filled,318993420.2355,NOM:30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1,700.0,voltage proxy 230 kV,4.633515002735108,0.8528881383781898,0.8528881383781898,-4.633515002735108,8759,1.5153601086413397,10,1.4643738940812443,0.4850669743452848,4,10/12 mo · variable,0.0,,,,
CHEVMAIN_6_N004,RED,48.36264226715686,0.20455360826566196,filled,283786787.543,NOM:24091_MESA CAL_230_24076_LAGUBELL_230_BR_2_1,700.0,voltage proxy 230 kV,-4.052514386805556,-0.02914127570031155,-0.02914127570031155,4.052514386805556,8759,1.1479184259498314,12,1.4298522113846248,0.4046934022898026,2,12/12 mo · variable,0.0,,,,
CHILOQUI_GNODE1,WHITE,45.435534852941174,0.19749705019406927,filled,199776475.485,ITC:PACE_FOURCORNE345_ITC,,unknown,7.510923364855351,-1.0899122475078407,-1.0899122475078407,-7.510923364855351,8759,0.8090406489163935,6,0.6030892514214147,0.2700211356128297,2,6/12 mo · moderate,0.0,,,,
CHINO_6_GN001,RED,44.13789571078431,0.1576709604739104,filled,236409395.65,NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3,5400.0,WECC path 15,-5.847693846234425,0.07143719942742978,0.07143719942742978,5.847693846234425,8759,0.9327172876744729,11,0.3893561691483944,0.1427202928392944,3,11/12 mo · stable,0.0,,,,
CHINO_6_N003,RED,44.13789571078431,0.1576709604739104,filled,236409395.65,NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3,5400.0,WECC path 15,-5.847693846234425,0.07143719942742978,0.07143719942742978,5.847693846234425,8759,0.9327172876744729,11,0.3893561691483944,0.1427202928392944,3,11/12 mo · stable,0.0,,,,
CHINO_6_N008,RED,44.13789571078431,0.1576709604739104,filled,236409395.65,NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3,5400.0,WECC path 15,-5.847693846234425,0.07143719942742978,0.07143719942742978,5.847693846234425,8759,0.9327172876744729,11,0.3893561691483944,0.1427202928392944,3,11/12 mo · stable,0.0,,,,
CHINO_6_N010,RED,44.13789571078431,0.1576709604739104,filled,236409395.65,NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3,5400.0,WECC path 15,-5.847693846234425,0.07143719942742978,0.07143719942742978,5.847693846234425,8759,0.9327172876744729,11,0.3893561691483944,0.1427202928392944,3,11/12 mo · stable,0.0,,,,
CHINO_6_N019,RED,44.13789571078431,0.1576709604739104,filled,236409395.65,NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3,5400.0,WECC path 15,-5.847693846234425,0.07143719942742978,0.07143719942742978,5.847693846234425,8759,0.9327172876744729,11,0.3893561691483944,0.1427202928392944,3,11/12 mo · stable,0.0,,,,
CHINO_6_N020,RED,44.13789571078431,0.1576709604739104,filled,236409395.65,NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3,5400.0,WECC path 15,-5.847693846234425,0.07143719942742978,0.07143719942742978,5.847693846234425,8759,0.9327172876744729,11,0.3893561691483944,0.1427202928392944,3,11/12 mo · stable,0.0,,,,
CHINO_6_N033,RED,44.13789571078431,0.1576709604739104,filled,236409395.65,NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3,5400.0,WECC path 15,-5.847693846234425,0.07143719942742978,0.07143719942742978,5.847693846234425,8759,0.9327172876744729,11,0.3893561691483944,0.1427202928392944,3,11/12 mo · stable,0.0,,,,
CHINO_6_N108,RED,44.13789571078431,0.1576709604739104,filled,236409395.65,NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3,5400.0,WECC path 15,-5.847693846234425,0.07143719942742978,0.07143719942742978,5.847693846234425,8759,0.9327172876744729,11,0.3893561691483944,0.1427202928392944,3,11/12 mo · stable,0.0,,,,
CHOLLA_NODET,RED,52.090465490196074,0.2136091030473363,filled,225588371.34100002,ITC:PACE_FOURCORNE345_ITC,,unknown,-7.08797404354732,-1.8167240651721712,-1.8167240651721712,7.08797404354732,8759,1.1435534050902847,8,0.5313907383121516,0.2160484891479054,2,8/12 mo · moderate,0.0,,,,
CHOPINWF_GNODE1,WHITE,37.937778492647055,0.2253908260855271,filled,199776475.485,ITC:PACE_FOURCORNE345_ITC,,unknown,6.378501974143412,-1.177221444851137,-1.177221444851137,-6.378501974143412,8759,0.8483601676304265,6,0.6030892514214147,0.2700211356128297,2,6/12 mo · moderate,0.0,,,,
CHRISTIE_6_B1,WHITE,51.16018583333333,0.16500599594366785,filled,318993420.2355,NOM:30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1,700.0,voltage proxy 230 kV,4.714837259754225,0.967422734891033,0.967422734891033,-4.714837259754225,8759,1.5173728128944095,10,1.4643738940812443,0.4850669743452848,4,10/12 mo · variable,0.0,,,,
CHSTN_7_B1,WHITE,68.03404067401961,0.1589172160613949,filled,260057630.241,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,5400.0,WECC path 15,0.49718181936870653,-3.5882660235601755,-3.5882660235601755,-0.49718181936870653,8759,1.717872060600375,10,1.1598843838602106,0.2983256511265006,4,10/12 mo · variable,0.0,,,,
CHWCGN_1_B1,PURPLE,119.68914653186275,0.16572432246874882,filled,363994731.89699996,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,5400.0,WECC path 15,-8.249770089073435,11.695760819363109,11.695760819363109,8.249770089073435,8759,3.29480146293015,10,1.116111182491019,0.3264510904408999,3,10/12 mo · variable,0.0,,,,
CHWCHLA2_7_N001,PURPLE,119.68914653186275,0.16572432246874882,filled,363994731.89699996,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,5400.0,WECC path 15,-8.249770089073435,11.695760819363109,11.695760819363109,8.249770089073435,8759,3.29480146293015,10,1.116111182491019,0.3264510904408999,3,10/12 mo · variable,0.0,,,,
CHWCHL_7_N001,PURPLE,119.59650643382352,0.16945968369280742,filled,363994731.89699996,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,5400.0,WECC path 15,-8.307191684322197,18.382018782058054,18.382018782058054,8.307191684322197,8759,3.368089915880254,10,1.116111182491019,0.3264510904408999,3,10/12 mo · variable,0.0,,,,
CHWCHL_7_N002,PURPLE,119.59650643382352,0.16945968369280742,filled,363994731.89699996,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,5400.0,WECC path 15,-8.307191684322197,18.382018782058054,18.382018782058054,8.307191684322197,8759,3.368089915880254,10,1.116111182491019,0.3264510904408999,3,10/12 mo · variable,0.0,,,,
CIMGEN_7_B1,RED,44.13789571078431,0.1576709604739104,filled,236409395.65,NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3,5400.0,WECC path 15,-5.847693846234425,0.07143719942742978,0.07143719942742978,5.847693846234425,8759,0.9327172876744729,11,0.3893561691483944,0.1427202928392944,3,11/12 mo · stable,0.0,,,,
CINER_7_UNIT1GNODE,WHITE,12.915426973039214,0.46425464851421694,filled,222267865.778,ITC:PACE_FOURCORNE345_ITC,,unknown,-0.8597187739620663,-0.7365805288298451,-0.7365805288298451,0.8597187739620663,8759,0.6155159519977305,4,1.6911673071196482,0.8827468007656636,2,sporadic (4/12 mo),0.0,,,,
CINER_7_UNIT2GNODE,WHITE,12.915426973039214,0.46425464851421694,filled,222267865.778,ITC:PACE_FOURCORNE345_ITC,,unknown,-0.8597187739620663,-0.7365805288298451,-0.7365805288298451,0.8597187739620663,8759,0.6155159519977305,4,1.6911673071196482,0.8827468007656636,2,sporadic (4/12 mo),0.0,,,,
CITYUKH_1_N001,WHITE,78.58532958333333,0.14241621317438227,filled,111173673.64275,NOM:31336_HPLND JT_60.0_31370_CLVRDLJT_60.0_BR_1 _1,150.0,voltage proxy 60 kV,1.2864020420506903,-12.693678014146238,-12.693678014146238,-1.2864020420506903,8759,9.260491465654967,10,1.7103536343080483,0.5784381493113527,6,10/12 mo · variable,0.0,,,,
CLARKRD_7_N002,WHITE,35.781232083333336,0.2575063772848079,filled,239827483.63549995,NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3,5400.0,WECC path 15,1.000419277195341,-1.3146920339608401,-1.3146920339608401,-1.000419277195341,8759,1.4592475146973176,12,1.7098877705932292,0.4993478609448049,3,12/12 mo · variable,0.0,,,,
CLARMNT_1_N028,WHITE,54.12944323529411,0.18159300813399884,filled,346465365.435,NOM:30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1,700.0,voltage proxy 230 kV,6.956954405432882,0.7686825807718362,0.7686825807718362,-6.956954405432882,8759,1.5091342486941137,11,1.340410777251711,0.3694044752717225,3,11/12 mo · variable,0.0,,,,
CLAUSEN_2_CS2GNODE,RED,22.715271446078432,0.3402178164918344,filled,153014256.52,ITC:WINDSTAR EXPORT TCOR,,unknown,-3.4160601744698322,-3.1991826346152816,-3.1991826346152816,3.4160601744698322,8759,0.9461084453732833,1,,1.0,3,single month,0.0,,,,
CLAWSONC_1_SOLAR1GNODE,WHITE,20.003498970588236,0.38927595580821234,filled,138257553.72,ITC:PACE_FOURCORNE345_ITC,,unknown,-2.994700640679937,-0.8570617036530338,-0.8570617036530338,2.994700640679937,8759,0.7877833372357097,6,0.6823393323817247,0.3077452768594082,2,6/12 mo · moderate,0.0,,,,
CLEARCT_7_N1,RED,45.160289068627456,0.16034694623692,filled,236409395.65,NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3,5400.0,WECC path 15,-6.066748234233658,-0.032595847103547966,-0.032595847103547966,6.066748234233658,8759,0.9164802796027828,11,0.3893561691483944,0.1427202928392944,3,11/12 mo · stable,0.0,,,,
CLEARGEN_6_N004,RED,45.160289068627456,0.16034694623692,filled,236409395.65,NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3,5400.0,WECC path 15,-6.066748234233658,-0.032595847103547966,-0.032595847103547966,6.066748234233658,8759,0.9164802796027828,11,0.3893561691483944,0.1427202928392944,3,11/12 mo · stable,0.0,,,,
CLEARST_7_B1,RED,45.160289068627456,0.16034694623692,filled,236409395.65,NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3,5400.0,WECC path 15,-6.066748234233658,-0.032595847103547966,-0.032595847103547966,6.066748234233658,8759,0.9164802796027828,11,0.3893561691483944,0.1427202928392944,3,11/12 mo · stable,0.0,,,,
CLEARWA1_NODET,WHITE,45.269807095588234,0.19958926007568015,filled,199776475.485,ITC:PACE_FOURCORNE345_ITC,,unknown,7.361272860301459,-1.1168241585448133,-1.1168241585448133,-7.361272860301459,8759,0.7999514043513076,6,0.6030892514214147,0.2700211356128297,2,6/12 mo · moderate,0.0,,,,
CLEARWA2_NODET,WHITE,45.269807095588234,0.19958926007568015,filled,199776475.485,ITC:PACE_FOURCORNE345_ITC,,unknown,7.361272860301459,-1.1168241585448133,-1.1168241585448133,-7.361272860301459,8759,0.7999514043513076,6,0.6030892514214147,0.2700211356128297,2,6/12 mo · moderate,0.0,,,,
CLERLKE_6_N001,WHITE,86.216614375,0.15536452093773556,filled,111173673.64275,NOM:31336_HPLND JT_60.0_31370_CLVRDLJT_60.0_BR_1 _1,150.0,voltage proxy 60 kV,6.397749023581242,-12.206741819035086,-12.206741819035086,-6.397749023581242,8759,10.06382339480324,10,1.720660310648431,0.5810106177297281,6,10/12 mo · variable,0.0,,,,
CLLCTR2A_7_N001,WHITE,43.257746568627454,0.13209045762955285,filled,933099930.846,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,5400.0,WECC path 15,5.5483395849291695,0.589574495458376,0.589574495458376,-5.5483395849291695,8759,1.379356386226573,10,0.9394626314950036,0.279306128446984,5,10/12 mo · moderate,0.0,,,,
CLLCTR2B_7_N001,WHITE,43.257746568627454,0.13209045762955285,filled,933099930.846,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,5400.0,WECC path 15,5.5483395849291695,0.589574495458376,0.589574495458376,-5.5483395849291695,8759,1.379356386226573,10,0.9394626314950036,0.279306128446984,5,10/12 mo · moderate,0.0,,,,
CLOVERCR_GNODE,WHITE,17.888751654411767,0.4358870774755652,filled,283786787.543,ITC:CLOVER_MONA_345_1,,unknown,-0.007589405789170149,-0.7310125868348907,-0.7310125868348907,0.007589405789170149,8759,0.7884093279723863,4,1.5430418605623006,0.8282162268145378,2,sporadic (4/12 mo),0.0,,,,
CLOVER_6_N001,WHITE,30.93639151960784,0.15543685311578984,filled,299346115.374,NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3,5400.0,WECC path 15,3.891636771125618,0.40075297622381156,0.40075297622381156,-3.891636771125618,8759,1.0194475847958968,10,1.2951518072556591,0.3797253030239237,3,10/12 mo · variable,0.0,,,,
CLOVIS_1_N001,PURPLE,112.55765098039217,0.13677243056597324,filled,1114291435.752,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,5400.0,WECC path 15,-10.85668900337835,6.489819519878606,6.489819519878606,10.85668900337835,8759,3.1425854594035045,11,0.8318871538153183,0.247054562158847,6,11/12 mo · moderate,0.0,,,,
CLOVRDLE_7_N001,WHITE,76.47172976715686,0.13557720299743994,filled,111173673.64275,NOM:31336_HPLND JT_60.0_31370_CLVRDLJT_60.0_BR_1 _1,150.0,voltage proxy 60 kV,0.008130322637182164,-12.529099671530979,-12.529099671530979,-0.008130322637182164,8759,9.477432126210214,10,1.7103536343080483,0.5784381493113527,6,10/12 mo · variable,0.0,,,,
CLRKSVLE_1_N004,WHITE,43.5687262745098,0.17852738775598517,filled,933099930.846,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,5400.0,WECC path 15,4.227021168504651,1.026045655584624,1.026045655584624,-4.227021168504651,8759,1.2285238374352372,10,0.9759390066901094,0.2845690018300547,5,10/12 mo · moderate,0.0,,,,
CLRMNT_6_N001,BLUE,74.69814526960785,0.1649779786063281,filled,181240150.724,NOM:22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,150.0,voltage proxy 69 kV,-0.4072234611420467,4.880651119838336,4.880651119838336,0.4072234611420467,8759,2.6335727845541097,10,0.4127628123995722,0.1599294230466935,2,10/12 mo · stable,0.0,,,,
CMBLND_7_N002,RED,51.424075539215686,0.14843125783562916,filled,283786787.543,NOM:7690-CONTRL-INYOKN_EXP_NG,,unknown,-8.541983840713007,-1.4998733035087584,-1.4998733035087584,8.541983840713007,8759,1.7226308998953705,8,1.3042922414520333,0.5132353643705955,3,8/12 mo · variable,0.0,,,,
CMBLND_7_N004,RED,51.424075539215686,0.14843125783562916,filled,283786787.543,NOM:7690-CONTRL-INYOKN_EXP_NG,,unknown,-8.541983840713007,-1.4998733035087584,-1.4998733035087584,8.541983840713007,8759,1.7226308998953705,8,1.3042922414520333,0.5132353643705955,3,8/12 mo · variable,0.0,,,,
CMBLND_7_N006,RED,51.424075539215686,0.14843125783562916,filled,283786787.543,NOM:7690-CONTRL-INYOKN_EXP_NG,,unknown,-8.541983840713007,-1.4998733035087584,-1.4998733035087584,8.541983840713007,8759,1.7226308998953705,8,1.3042922414520333,0.5132353643705955,3,8/12 mo · variable,0.0,,,,
CMBLND_7_N008,RED,51.424075539215686,0.14843125783562916,filled,283786787.543,NOM:7690-CONTRL-INYOKN_EXP_NG,,unknown,-8.541983840713007,-1.4998733035087584,-1.4998733035087584,8.541983840713007,8759,1.7226308998953705,8,1.3042922414520333,0.5132353643705955,3,8/12 mo · variable,0.0,,,,
CMBLND_7_N010,RED,51.424075539215686,0.14843125783562916,filled,283786787.543,NOM:7690-CONTRL-INYOKN_EXP_NG,,unknown,-8.541983840713007,-1.4998733035087584,-1.4998733035087584,8.541983840713007,8759,1.7226308998953705,8,1.3042922414520333,0.5132353643705955,3,8/12 mo · variable,0.0,,,,
