node,archetype,spread,conc,marker,size_node,kstar_physical_line,kstar_rating_MW,kstar_rating_source,MCC_mid,MCC_eve,import_signal,export_signal,hours_covered,kstar_contribution,n_months_active,size_cv,size_max_share,same_kstar_months,persistence_label,n_tpp_projects,earliest_isd_active,oldest_plan_year,max_slip_years,projects_summary
0096WD_7_N001,RED,57.112140196078435,0.13125660896200617,filled,353675065.3335,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,5400.0,WECC path 15,-8.664984801375022,-1.2343310699924792,-1.2343310699924792,8.664984801375022,8735,1.2905751712890412,12,1.1605430384007227,0.298086425728209,4,12/12 mo · variable,0.0,,,,
1501WDC2_7_ND001,RED,67.35600036764706,0.1291793479295976,filled,363994731.89699996,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,5400.0,WECC path 15,-8.744308464092635,-1.2706602592845944,-1.2706602592845944,8.744308464092635,8735,1.6654855536967612,12,1.034818693885644,0.2789122634145879,4,12/12 mo · variable,0.0,,,,
2C559EQ2_7_N001,RED,57.043640196078435,0.13048386802013762,filled,353675065.3335,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,5400.0,WECC path 15,-8.663835615598865,-1.329052840795144,-1.329052840795144,8.663835615598865,8735,1.2905611461424844,12,1.1605430384007227,0.298086425728209,4,12/12 mo · variable,0.0,,,,
2C559_1_B1,RED,57.043640196078435,0.13048386802013762,filled,353675065.3335,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,5400.0,WECC path 15,-8.663835615598865,-1.329052840795144,-1.329052840795144,8.663835615598865,8735,1.2905611461424844,12,1.1605430384007227,0.298086425728209,4,12/12 mo · variable,0.0,,,,
2C577C1_7_N001,WHITE,103.66392231617647,0.12658548604893302,filled,1114291435.752,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,5400.0,WECC path 15,23.114387622553977,1.9080084985145718,1.9080084985145718,-23.114387622553977,8735,7.874663222544836,11,0.8070699811283442,0.2433770062635058,7,11/12 mo · moderate,0.0,,,,
2PBLSM34_7_N001,RED,47.35693487745098,0.15412344558828547,filled,283786787.543,NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3,5400.0,WECC path 15,-7.224617278058329,-0.33867030406479337,-0.33867030406479337,7.224617278058329,8735,0.9729866331475364,12,1.3504999166522818,0.3889688652110409,3,12/12 mo · variable,0.0,,,,
3PEAKS_1_BESS1GNODE,RED,33.3708931372549,0.3270519014950149,filled,291521475.036,ITC:PACE_PATHC_ITC,,unknown,-5.402605791805468,-0.3991612721203177,-0.3991612721203177,5.402605791805468,1872,0.8846728142345617,1,,1.0,1,single month,0.0,,,,
3PEAKS_GNODE1,RED,27.861239779411765,0.3667475694818234,filled,138257553.72,ITC:PACE_FOURCORNE345_ITC,,unknown,-4.240775260149983,-0.8688939892393113,-0.8688939892393113,4.240775260149983,8735,1.0611500565521808,6,0.6823393323817247,0.3077452768594082,2,6/12 mo · moderate,0.0,,,,
4C687C2_7_N001,WHITE,51.10033899509804,0.14286170588239286,filled,318993420.2355,NOM:30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1,700.0,voltage proxy 230 kV,6.229451581298004,0.6762996727390552,0.6762996727390552,-6.229451581298004,8735,1.474531274683591,10,1.4643738940812443,0.4850669743452848,4,10/12 mo · variable,0.0,,,,
4C687_1_B1,WHITE,51.10033899509804,0.14286170588239286,filled,318993420.2355,NOM:30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1,700.0,voltage proxy 230 kV,6.229451581298004,0.6762996727390552,0.6762996727390552,-6.229451581298004,8735,1.474531274683591,10,1.4643738940812443,0.4850669743452848,4,10/12 mo · variable,0.0,,,,
4C744C12_7_N001,RED,57.043640196078435,0.13048386802013762,filled,353675065.3335,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,5400.0,WECC path 15,-8.663835615598865,-1.329052840795144,-1.329052840795144,8.663835615598865,8735,1.2905611461424844,12,1.1605430384007227,0.298086425728209,4,12/12 mo · variable,0.0,,,,
4C744C22_7_N001,RED,57.043640196078435,0.13048386802013762,filled,353675065.3335,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,5400.0,WECC path 15,-8.663835615598865,-1.329052840795144,-1.329052840795144,8.663835615598865,8735,1.2905611461424844,12,1.1605430384007227,0.298086425728209,4,12/12 mo · variable,0.0,,,,
4C744C32_7_N001,RED,57.043640196078435,0.13048386802013762,filled,353675065.3335,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,5400.0,WECC path 15,-8.663835615598865,-1.329052840795144,-1.329052840795144,8.663835615598865,8735,1.2905611461424844,12,1.1605430384007227,0.298086425728209,4,12/12 mo · variable,0.0,,,,
4C744C42_7_N001,RED,57.043640196078435,0.13048386802013762,filled,353675065.3335,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,5400.0,WECC path 15,-8.663835615598865,-1.329052840795144,-1.329052840795144,8.663835615598865,8735,1.2905611461424844,12,1.1605430384007227,0.298086425728209,4,12/12 mo · variable,0.0,,,,
90TH.SO_GNODEPDRP1,WHITE,16.688223235294117,0.4481531727463184,filled,276052100.05,ITC:PACE_FOURCORNE345_ITC,,unknown,-0.6215476419429508,-0.7403692097387565,-0.7403692097387565,0.6215476419429508,8735,0.7105608015465137,5,1.7515397196725495,0.8248874716395709,2,5/12 mo · variable,0.0,,,,
ACACIA_7_N001,RED,49.222096029411766,0.14875295219799578,filled,283786787.543,NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3,5400.0,WECC path 15,-7.451757392683265,-0.43420964046765653,-0.43420964046765653,7.451757392683265,8735,0.9141871140491746,12,1.3504999166522818,0.3889688652110409,3,12/12 mo · variable,0.0,,,,
ADCC_2_N001,WHITE,50.017289240196085,0.12354183419590249,filled,318993420.2355,NOM:30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1,700.0,voltage proxy 230 kV,6.498140005301672,0.9219391380861709,0.9219391380861709,-6.498140005301672,8735,1.4132010853132548,10,1.4386173168782368,0.4792422655893287,4,10/12 mo · variable,0.0,,,,
ADERAG1_7_N001,RED,259.8157675,0.138132847393731,filled,40258811.11125,NOM:34116_LE GRAND_115_34115_ADRA TAP_115_BR_1 _1,250.0,voltage proxy 115 kV,-33.20385653717572,-14.058978946801927,-14.058978946801927,33.20385653717572,8735,10.8642014364974,12,2.0373076415654103,0.6010940278621024,9,12/12 mo · volatile,0.0,,,,
ADRATAP_1_B1,RED,259.8157675,0.138132847393731,filled,40258811.11125,NOM:34116_LE GRAND_115_34115_ADRA TAP_115_BR_1 _1,250.0,voltage proxy 115 kV,-33.20385653717572,-14.058978946801927,-14.058978946801927,33.20385653717572,8735,10.8642014364974,12,2.0373076415654103,0.6010940278621024,9,12/12 mo · volatile,0.0,,,,
AGATEBAY_7_GNODE1,WHITE,45.84413149509804,0.19328819890147927,filled,276052100.05,ITC:PACE_FOURCORNE345_ITC,,unknown,7.581600346546979,-1.0957960867135494,-1.0957960867135494,-7.581600346546979,8735,0.7982799452706318,7,1.599416562333441,0.6585338356335451,2,7/12 mo · variable,0.0,,,,
AGRCJCT_6_B1,RED,142.53392158088238,0.12030856698840242,filled,1114291435.752,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,5400.0,WECC path 15,-16.03141544901967,0.777108481666828,0.777108481666828,16.03141544901967,8735,4.688424492412068,11,0.8318871538153183,0.247054562158847,6,11/12 mo · moderate,0.0,,,,
AGRICO_7_NBT1,RED,142.53392158088238,0.12030856698840242,filled,1114291435.752,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,5400.0,WECC path 15,-16.03141544901967,0.777108481666828,0.777108481666828,16.03141544901967,8735,4.688424492412068,11,0.8318871538153183,0.247054562158847,6,11/12 mo · moderate,0.0,,,,
AGUCALG1_7_B1,RED,59.38877333333333,0.1382078773408064,filled,209466044.928,NOM:22832_SYCAMORE_230_22652_PENSQTOS_230_BR_1 _1,700.0,voltage proxy 230 kV,-8.868144643234766,-2.678512538513132,-2.678512538513132,8.868144643234766,8735,1.3220408254724694,11,0.5643996945712092,0.1839717145816659,3,11/12 mo · moderate,0.0,,,,
AIRPORT_GNODE1,WHITE,45.86962555147059,0.21110885745774097,filled,199776475.485,ITC:PACE_FOURCORNE345_ITC,,unknown,7.075908853403951,-0.7832641528671167,-0.7832641528671167,-7.075908853403951,8735,0.858423812084311,6,0.6030892514214147,0.2700211356128297,2,6/12 mo · moderate,0.0,,,,
AKINGS02_7_N001,PURPLE,105.31924558823532,0.16177632384371374,filled,430234741.76900005,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,5400.0,WECC path 15,-11.56643346067055,6.770845037178383,6.770845037178383,11.56643346067055,8735,2.2483987499391676,11,0.8675339614410581,0.2357184884585982,5,11/12 mo · moderate,0.0,,,,
ALAMITOS_2_B1,RED,50.34246901960785,0.16569271161232677,filled,252322942.74799997,NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3,5400.0,WECC path 15,-4.881368518088624,0.2204600332274598,0.2204600332274598,4.881368518088624,8735,0.9123228621813466,12,1.4634795331603925,0.4128697228902527,3,12/12 mo · variable,0.0,,,,
ALAMIT_7_NBT2,RED,50.34246901960785,0.16569271161232677,filled,252322942.74799997,NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3,5400.0,WECC path 15,-4.881368518088624,0.2204600332274598,0.2204600332274598,4.881368518088624,8735,0.9123228621813466,12,1.4634795331603925,0.4128697228902527,3,12/12 mo · variable,0.0,,,,
ALAMOSC_7_N001,RED,47.607019779411765,0.15798119468358965,filled,276052100.05,NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3,5400.0,WECC path 15,-6.398294496808329,-0.38636175756448415,-0.38636175756448415,6.398294496808329,8735,0.9243223177428994,11,1.3765506020226403,0.4133477008827376,3,11/12 mo · variable,0.0,,,,
ALAMT1G_7_B1,RED,50.34246901960785,0.16569271161232677,filled,252322942.74799997,NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3,5400.0,WECC path 15,-4.881368518088624,0.2204600332274598,0.2204600332274598,4.881368518088624,8735,0.9123228621813466,12,1.4634795331603925,0.4128697228902527,3,12/12 mo · variable,0.0,,,,
ALAMT2G_7_B1,RED,50.34246901960785,0.16569271161232677,filled,252322942.74799997,NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3,5400.0,WECC path 15,-4.881368518088624,0.2204600332274598,0.2204600332274598,4.881368518088624,8735,0.9123228621813466,12,1.4634795331603925,0.4128697228902527,3,12/12 mo · variable,0.0,,,,
ALAMT3G_7_B1,RED,50.34246901960785,0.16569271161232677,filled,252322942.74799997,NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3,5400.0,WECC path 15,-4.881368518088624,0.2204600332274598,0.2204600332274598,4.881368518088624,8735,0.9123228621813466,12,1.4634795331603925,0.4128697228902527,3,12/12 mo · variable,0.0,,,,
ALAMT4G_7_B1,RED,50.34246901960785,0.16569271161232677,filled,252322942.74799997,NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3,5400.0,WECC path 15,-4.881368518088624,0.2204600332274598,0.2204600332274598,4.881368518088624,8735,0.9123228621813466,12,1.4634795331603925,0.4128697228902527,3,12/12 mo · variable,0.0,,,,
ALAMT5G_7_B1,RED,50.34246901960785,0.16570442542465402,filled,252322942.74799997,NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3,5400.0,WECC path 15,-4.881316191027692,0.22044891315577522,0.22044891315577522,4.881316191027692,8735,0.9123228621813466,12,1.4634795331603925,0.4128697228902527,3,12/12 mo · variable,0.0,,,,
ALAMT6G_7_B1,RED,50.34246901960785,0.16570442542465402,filled,252322942.74799997,NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3,5400.0,WECC path 15,-4.881316191027692,0.22044891315577522,0.22044891315577522,4.881316191027692,8735,0.9123228621813466,12,1.4634795331603925,0.4128697228902527,3,12/12 mo · variable,0.0,,,,
ALASB1_7_NSB1,RED,50.048544203431376,0.16663397820772372,filled,228593785.44599995,NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3,5400.0,WECC path 15,-4.685222590458056,0.3263048705717166,0.3263048705717166,4.685222590458056,8735,0.9325643947886225,11,1.2164513983787135,0.4135434977163184,3,11/12 mo · variable,0.0,,,,
ALASB2_7_NSB2,RED,50.2832900122549,0.18597843234130942,filled,276052100.05,NOM:24091_MESA CAL_230_24076_LAGUBELL_230_BR_2_1,700.0,voltage proxy 230 kV,-4.423524253065795,0.07125722388366192,0.07125722388366192,4.423524253065795,8735,0.9989712937363803,11,1.218904918198654,0.4100680550372925,2,11/12 mo · variable,0.0,,,,
ALLEGHNY_6_N002,WHITE,40.68215738970588,0.23520753279999015,filled,271291328.43050003,NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3,5400.0,WECC path 15,0.5036239658762162,-0.7313417050024533,-0.7313417050024533,-0.5036239658762162,8735,1.1026303852937658,12,1.4498143760823767,0.373979628045042,3,12/12 mo · variable,0.0,,,,
ALMASL3_7_N001,RED,40.647354485294116,0.18116185642908963,filled,221567628.775,NOM:24801_DEVERS  _500_24804_DEVERS  _230_XF_1 _P,2500.0,voltage proxy 500 kV,-9.678324383813365,-1.4217964812094646,-1.4217964812094646,9.678324383813365,8735,1.1101591896955616,11,0.5261602353162576,0.1620619985881853,4,11/12 mo · moderate,0.0,,,,
ALMASL3_7_N002,RED,40.647354485294116,0.18116185642908963,filled,221567628.775,NOM:24801_DEVERS  _500_24804_DEVERS  _230_XF_1 _P,2500.0,voltage proxy 500 kV,-9.678324383813365,-1.4217964812094646,-1.4217964812094646,9.678324383813365,8735,1.1101591896955616,11,0.5261602353162576,0.1620619985881853,4,11/12 mo · moderate,0.0,,,,
ALMASL_7_GUB6N,RED,40.647354485294116,0.18116185642908963,filled,221567628.775,NOM:24801_DEVERS  _500_24804_DEVERS  _230_XF_1 _P,2500.0,voltage proxy 500 kV,-9.678324383813365,-1.4217964812094646,-1.4217964812094646,9.678324383813365,8735,1.1101591896955616,11,0.5261602353162576,0.1620619985881853,4,11/12 mo · moderate,0.0,,,,
ALMASL_7_GUS6N,RED,40.647354485294116,0.18116185642908963,filled,221567628.775,NOM:24801_DEVERS  _500_24804_DEVERS  _230_XF_1 _P,2500.0,voltage proxy 500 kV,-9.678324383813365,-1.4217964812094646,-1.4217964812094646,9.678324383813365,8735,1.1101591896955616,11,0.5261602353162576,0.1620619985881853,4,11/12 mo · moderate,0.0,,,,
ALMASL_7_GUS7N,RED,40.647354485294116,0.18116185642908963,filled,221567628.775,NOM:24801_DEVERS  _500_24804_DEVERS  _230_XF_1 _P,2500.0,voltage proxy 500 kV,-9.678324383813365,-1.4217964812094646,-1.4217964812094646,9.678324383813365,8735,1.1101591896955616,11,0.5261602353162576,0.1620619985881853,4,11/12 mo · moderate,0.0,,,,
ALMDACT1_7_B1,WHITE,55.78397919117647,0.2012568848996921,filled,346465365.435,NOM:30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1,700.0,voltage proxy 230 kV,9.666166533669356,1.782850534864898,1.782850534864898,-9.666166533669356,8735,1.5037060545812506,11,1.340410777251711,0.3694044752717225,3,11/12 mo · variable,0.0,,,,
ALMDACT2_7_B1,WHITE,55.78397919117647,0.2012568848996921,filled,346465365.435,NOM:30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1,700.0,voltage proxy 230 kV,9.666166533669356,1.782850534864898,1.782850534864898,-9.666166533669356,8735,1.5037060545812506,11,1.340410777251711,0.3694044752717225,3,11/12 mo · variable,0.0,,,,
ALMERGB2_7_N001,RED,50.34246901960785,0.16569271161232677,filled,252322942.74799997,NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3,5400.0,WECC path 15,-4.881368518088624,0.2204600332274598,0.2204600332274598,4.881368518088624,8735,0.9123228621813466,12,1.4634795331603925,0.4128697228902527,3,12/12 mo · variable,0.0,,,,
ALPAUGH_7_N001,RED,57.98475008578431,0.1414845171626759,filled,353675065.3335,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,5400.0,WECC path 15,-9.08015095618813,-1.3918017600313088,-1.3918017600313088,9.08015095618813,8735,1.3022116067145113,12,1.1605430384007227,0.298086425728209,4,12/12 mo · variable,0.0,,,,
ALTA1G_7_B1,RED,61.343339644607845,0.23755246952678064,filled,84970860.9325,NOM:24602_VICTOR  _115_24607_ROADWAY _115_BR_1 _1,250.0,voltage proxy 115 kV,-6.579605847402501,-1.2204186838170976,-1.2204186838170976,6.579605847402501,8735,1.8943336167873468,6,1.7743487826545072,0.7604823161650123,3,6/12 mo · variable,0.0,,,,
ALTA2G_7_B1,RED,61.343339644607845,0.23755246952678064,filled,84970860.9325,NOM:24602_VICTOR  _115_24607_ROADWAY _115_BR_1 _1,250.0,voltage proxy 115 kV,-6.579605847402501,-1.2204186838170976,-1.2204186838170976,6.579605847402501,8735,1.8943336167873468,6,1.7743487826545072,0.7604823161650123,3,6/12 mo · variable,0.0,,,,
ALTA6B2_7_N003,RED,51.875696004901954,0.1514052605145813,filled,252322942.74799997,NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3,5400.0,WECC path 15,-7.558153659046979,-0.6448016141393047,-0.6448016141393047,7.558153659046979,8735,1.0433340437808043,12,1.4139596156528895,0.4029539683046919,2,12/12 mo · variable,0.0,,,,
ALTA6E2_7_N002,RED,51.875696004901954,0.1514052605145813,filled,252322942.74799997,NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3,5400.0,WECC path 15,-7.558153659046979,-0.6448016141393047,-0.6448016141393047,7.558153659046979,8735,1.0433340437808043,12,1.4139596156528895,0.4029539683046919,2,12/12 mo · variable,0.0,,,,
ALTAD1_7_N006,RED,51.875696004901954,0.1514052605145813,filled,252322942.74799997,NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3,5400.0,WECC path 15,-7.558153659046979,-0.6448016141393047,-0.6448016141393047,7.558153659046979,8735,1.0433340437808043,12,1.4139596156528895,0.4029539683046919,2,12/12 mo · variable,0.0,,,,
ALTAD2_7_N006,RED,51.873293063725484,0.15140414189066462,filled,252322942.74799997,NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3,5400.0,WECC path 15,-7.558109023380696,-0.6447984769865269,-0.6447984769865269,7.558109023380696,8735,1.0433340437808043,12,1.4139596156528895,0.4029539683046919,2,12/12 mo · variable,0.0,,,,
ALTAPES_7_N001,RED,44.13789571078431,0.15511361976536153,filled,236409395.65,NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3,5400.0,WECC path 15,-5.846479657733828,0.06560102951255525,0.06560102951255525,5.846479657733828,8735,0.9327172876744729,11,0.3893561691483944,0.1427202928392944,3,11/12 mo · stable,0.0,,,,
ALTWD1_7_N003,RED,40.89801694852942,0.165125940005055,filled,236409395.65,NOM:24801_DEVERS  _500_24804_DEVERS  _230_XF_1 _P,2500.0,voltage proxy 500 kV,-4.382322264502261,0.2810467424568504,0.2810467424568504,4.382322264502261,8735,1.552521315308382,11,0.4411321650933274,0.1506552395090799,4,11/12 mo · stable,0.0,,,,
ALTWD1_7_N004,RED,40.89801694852942,0.165125940005055,filled,236409395.65,NOM:24801_DEVERS  _500_24804_DEVERS  _230_XF_1 _P,2500.0,voltage proxy 500 kV,-4.382322264502261,0.2810467424568504,0.2810467424568504,4.382322264502261,8735,1.552521315308382,11,0.4411321650933274,0.1506552395090799,4,11/12 mo · stable,0.0,,,,
AMERIGAS_1_GN001,WHITE,40.16433927696079,0.12931658702011525,filled,318993420.2355,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,5400.0,WECC path 15,5.485531310857227,0.6105934807641021,0.6105934807641021,-5.485531310857227,8735,1.233401134552372,10,1.2872446954180805,0.3781013918445833,3,10/12 mo · variable,0.0,,,,
AMWWD1_1_NWD1,RED,40.75578629901961,0.1645273038607409,filled,242557998.144,NOM:24801_DEVERS  _500_24804_DEVERS  _230_XF_1 _P,2500.0,voltage proxy 500 kV,-4.445565827661503,0.276812180703565,0.276812180703565,4.445565827661503,8735,1.53677280329082,11,0.4385359900561991,0.1473047732234133,3,11/12 mo · stable,0.0,,,,
ANGELA_7_N001,RED,52.1909568627451,0.17023646146616453,filled,1199923327.845,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,5400.0,WECC path 15,-7.850785022629154,-2.181432737116649,-2.181432737116649,7.850785022629154,4848,1.273512804630685,6,0.9545501763316764,0.3954856617592524,3,6/12 mo · moderate,0.0,,,,
ANGELA_7_N002,RED,52.1909568627451,0.17023646146616453,filled,1199923327.845,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,5400.0,WECC path 15,-7.850785022629154,-2.181432737116649,-2.181432737116649,7.850785022629154,4848,1.273512804630685,6,0.9545501763316764,0.3954856617592524,3,6/12 mo · moderate,0.0,,,,
ANTELOPE_2_B1,RED,49.05787958333333,0.15020217734093205,filled,283786787.543,NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3,5400.0,WECC path 15,-7.282708335429468,-0.4359077146430704,-0.4359077146430704,7.282708335429468,8735,0.9141269773898543,12,1.3504999166522818,0.3889688652110409,3,12/12 mo · variable,0.0,,,,
ANTELOPE_6_B1,RED,49.222096029411766,0.14874838991519312,filled,283786787.543,NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3,5400.0,WECC path 15,-7.45189030634814,-0.4343155850987796,-0.4343155850987796,7.45189030634814,8735,0.9141871140491746,12,1.3504999166522818,0.3889688652110409,3,12/12 mo · variable,0.0,,,,
APLHILGN_7_N002,WHITE,43.5687262745098,0.1804457035879066,filled,933099930.846,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,5400.0,WECC path 15,4.14264366157514,1.023653840807145,1.023653840807145,-4.14264366157514,8735,1.2285238374352372,10,0.9759390066901094,0.2845690018300547,5,10/12 mo · moderate,0.0,,,,
APPALOSA_3_SOLAR1GNODE,RED,28.267588455882354,0.3648635530171908,filled,138257553.72,ITC:PACE_FOURCORNE345_ITC,,unknown,-4.262429619265233,-0.8649085335421467,-0.8649085335421467,4.262429619265233,8735,1.0542272085307969,6,0.6823393323817247,0.3077452768594082,2,6/12 mo · moderate,0.0,,,,
APPLEHL_1_N004,WHITE,43.5687262745098,0.1804457035879066,filled,933099930.846,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,5400.0,WECC path 15,4.14264366157514,1.023653840807145,1.023653840807145,-4.14264366157514,8735,1.2285238374352372,10,0.9759390066901094,0.2845690018300547,5,10/12 mo · moderate,0.0,,,,
AQUAWS_7_CN1,RED,77.54573693627451,0.11914953612992892,filled,772263088.7605001,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,5400.0,WECC path 15,-9.499926758944573,-1.6234457316561592,-1.6234457316561592,9.499926758944573,8735,1.9687855999849697,12,0.9015474457600496,0.2550960874940424,5,12/12 mo · moderate,0.0,,,,
AQUAWS_7_N002,RED,77.54573693627451,0.11914953612992892,filled,772263088.7605001,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,5400.0,WECC path 15,-9.499926758944573,-1.6234457316561592,-1.6234457316561592,9.499926758944573,8735,1.9687855999849697,12,0.9015474457600496,0.2550960874940424,5,12/12 mo · moderate,0.0,,,,
ARAMIS_7_N001,WHITE,59.263503700980394,0.15491214485702487,filled,291521475.036,NOM:30055_GATES1  _500_30060_MIDWAY  _500_BR_1 _1,5400.0,WECC path 15,7.700459286965352,1.4293145339456395,1.4293145339456395,-7.700459286965352,3360,1.7062569225421393,3,1.404955854862567,0.873969752761934,2,sporadic (3/12 mo),0.0,,,,
ARAMIS_7_N002,WHITE,59.263503700980394,0.15491214485702487,filled,291521475.036,NOM:30055_GATES1  _500_30060_MIDWAY  _500_BR_1 _1,5400.0,WECC path 15,7.700459286965352,1.4293145339456395,1.4293145339456395,-7.700459286965352,3360,1.7062569225421393,3,1.404955854862567,0.873969752761934,2,sporadic (3/12 mo),0.0,,,,
ARAMIS_7_N003,WHITE,59.263503700980394,0.15491214485702487,filled,291521475.036,NOM:30055_GATES1  _500_30060_MIDWAY  _500_BR_1 _1,5400.0,WECC path 15,7.700459286965352,1.4293145339456395,1.4293145339456395,-7.700459286965352,3360,1.7062569225421393,3,1.404955854862567,0.873969752761934,2,sporadic (3/12 mo),0.0,,,,
ARAMIS_7_N004,WHITE,59.263503700980394,0.15491214485702487,filled,291521475.036,NOM:30055_GATES1  _500_30060_MIDWAY  _500_BR_1 _1,5400.0,WECC path 15,7.700459286965352,1.4293145339456395,1.4293145339456395,-7.700459286965352,3360,1.7062569225421393,3,1.404955854862567,0.873969752761934,2,sporadic (3/12 mo),0.0,,,,
ARCATA_6_N001,WHITE,37.04486746323529,0.12306424918616977,filled,212291547.94799998,NOM:31336_HPLND JT_60.0_31370_CLVRDLJT_60.0_BR_1 _1,150.0,voltage proxy 60 kV,3.7842703366295445,-1.1234404077834315,-1.1234404077834315,-3.7842703366295445,8735,1.205423148735961,10,1.5096177832194702,0.4654551460689146,4,10/12 mo · variable,0.0,,,,
ARCATA_7_N001,WHITE,37.04486746323529,0.12306424918616977,filled,212291547.94799998,NOM:31336_HPLND JT_60.0_31370_CLVRDLJT_60.0_BR_1 _1,150.0,voltage proxy 60 kV,3.7842703366295445,-1.1234404077834315,-1.1234404077834315,-3.7842703366295445,8735,1.205423148735961,10,1.5096177832194702,0.4654551460689146,4,10/12 mo · variable,0.0,,,,
ARCATA_7_N003,WHITE,37.57630161764706,0.12576073175499186,filled,209466044.928,NOM:31336_HPLND JT_60.0_31370_CLVRDLJT_60.0_BR_1 _1,150.0,voltage proxy 60 kV,3.8486469158616528,-1.3870315757120542,-1.3870315757120542,-3.8486469158616528,7727,1.205423148735961,9,1.817654209443384,0.6471562093662174,4,9/12 mo · variable,0.0,,,,
ARLNG1MV_7_N002,RED,38.8305093382353,0.17351777143573624,filled,221567628.775,NOM:24801_DEVERS  _500_24804_DEVERS  _230_XF_1 _P,2500.0,voltage proxy 500 kV,-9.166738335035843,-1.557231554996853,-1.557231554996853,9.166738335035843,8735,1.0722484547348126,11,0.5261602353162576,0.1620619985881853,4,11/12 mo · moderate,0.0,,,,
ARLNG2MV_7_N001,RED,38.8305093382353,0.17351777143573624,filled,221567628.775,NOM:24801_DEVERS  _500_24804_DEVERS  _230_XF_1 _P,2500.0,voltage proxy 500 kV,-9.166738335035843,-1.557231554996853,-1.557231554996853,9.166738335035843,8735,1.0722484547348126,11,0.5261602353162576,0.1620619985881853,4,11/12 mo · moderate,0.0,,,,
ARROWHE_7_GNODE1,WHITE,15.214207499999999,0.44075302081134277,filled,222267865.778,ITC:TOTAL_WYOMING_EXPORT,,unknown,-1.0065086581594553,-1.2533570427280678,-1.2533570427280678,1.0065086581594553,8735,0.7998475371664109,2,0.4406367655222456,0.6557886224704433,3,sporadic (2/12 mo),0.0,,,,
ASHLAN_2_N001,RED,111.08605231617648,0.15398947429494023,filled,772263088.7605001,NOM:30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,5400.0,WECC path 15,-10.293057352596431,1.6032956866106096,1.6032956866106096,10.293057352596431,8735,2.9598981529011654,10,0.8159921465585865,0.2412823874382604,5,10/12 mo · moderate,0.0,,,,
