physical_line,n_scenarios,sum_abs_mu,sub1,sub2,kV,matched_path,rating_MW,rating_source,match_confidence
ITC:Line_MA-OD_69KV,1.0,3794.6021300000007,MA,OD,69.0,,150.0,voltage proxy 69 kV,0
NOM:30055_GATES1  _500_30060_MIDWAY  _500_BR_1 _1,2.0,3537.72003,GATES1,MIDWAY,500.0,Midway -Los Banos,5400.0,WECC path 15,5
ITC:HWD_FAR A REA,1.0,3520.1932500000003,HWD,,,,,unknown,0
ITC:TOTAL_WYOMING_EXPORT,1.0,3511.49828,TOTAL,,,,,unknown,0
NOM:7690_CP5_NG,1.0,2900.16829,,,,,,unknown,0
ITC:EAST_WYO_EXP,1.0,2760.68178,EAST,,,,,unknown,0
NOM:24791_TAP710  _115_24731_INYOKERN_115_BR_2 _1,1.0,2663.1856199999997,TAP710,INYOKERN,115.0,,250.0,voltage proxy 115 kV,0
NOM:32218_DRUM    _115_32244_BRNSWKT2_115_BR_2A _1,1.0,2517.1392,DRUM,BRNSWKT2,115.0,,250.0,voltage proxy 115 kV,0
NOM:32225_BRNSWKT1_115_32222_DTCH2TAP_115_BR_1A_1,1.0,2487.90481,BRNSWKT1,DTCH2TAP,115.0,,250.0,voltage proxy 115 kV,0
NOM:VC_TL_681B_export_NG,1.0,2425.63719,,,,,,unknown,0
NOM:30060_MIDWAY  _500_24156_VINCENT _500_BR_2 _3,1.0,2121.53605,MIDWAY,VINCENT,500.0,Northern -Southern California,4000.0,WECC path 26,6
NOM:22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,1.0,2112.6763499999997,ELCAJON,LOSCOCHS,69.0,,150.0,voltage proxy 69 kV,0
ITC:CFE_ITC,1.0,2000.0,CFE,,,,,unknown,0
NOM:115 WTG at PEGS,1.0,2000.0,,,,,,unknown,0
NOM:99108_LAK-MOR1_115_33020_MORAGA  _115_BR_1 _4,1.0,1709.05391,LAK-MOR1,MORAGA,115.0,,250.0,voltage proxy 115 kV,0
NOM:34118_LE GRNDJ_115_34168_EL NIDO _115_BR_1 _1,1.0,1632.97582,LEGRNDJ,ELNIDO,115.0,,250.0,voltage proxy 115 kV,0
NOM:32342_E.NICOLS_60.0_32353_WHTLND1 _60.0_BR_1 _1,1.0,1618.11028,E.NICOLS,WHTLND1,60.0,,150.0,voltage proxy 60 kV,0
ITC:MALIN500_ISL,2.0,1498.4679599999997,MALIN500,,,,,unknown,0
NOM:22355_I VALLY2_230_22357_IV PFC1 _230_BR_1 _1,2.0,1423.68562,IVALLY2,IVPFC1,230.0,,700.0,voltage proxy 230 kV,0
ITC:HWD_FAR B REA,2.0,1144.40137,HWD,,,,,unknown,0
NOM:99002_MOE-ELD _500_24042_ELDORDO _500_BR_1 _2,1.0,1133.04565,MOE-ELD,ELDORDO,500.0,,2500.0,voltage proxy 500 kV,0
NOM:32782_STATIN D_115_32788_STATIN L_115_BR_1 _1,1.0,1040.21979,STATIND,STATINL,115.0,,250.0,voltage proxy 115 kV,0
NOM:7430_KTTLM_GATES_70_1,1.0,867.17452,,,,,,unknown,0
NOM:7690-CONTRL-INYOKN_IMP_NG,1.0,559.67384,,,,,,unknown,0
ITC:EPE_SNMIC_ITC,1.0,546.9908700000001,EPE,,,,,unknown,0
ITC:TEPC_BA_EXP_ITC,1.0,484.51968,TEPC,,,,,unknown,0
NOM:35107_DUMBARTN_115_35120_NEWARK D_115_BR_1 _1,1.0,419.18479,DUMBARTN,NEWARKD,115.0,,250.0,voltage proxy 115 kV,0
NOM:32973_LAKEWOOD_115_99108_LAK-MOR1_115_BR_1 _1,1.0,404.3309699999999,LAKEWOOD,LAK-MOR1,115.0,,250.0,voltage proxy 115 kV,0
NOM:32345_BEALE1J2_60.0_32351_WHTLND2 _60.0_BR_2 _1,1.0,399.63201,BEALE1J2,WHTLND2,60.0,,150.0,voltage proxy 60 kV,0
NOM:32314_SMRTSVLE_60.0_32345_BEALE1J2_60.0_BR_2 _1,1.0,399.63201,SMRTSVLE,BEALE1J2,60.0,,150.0,voltage proxy 60 kV,0
ITC:LDWP_IPP_NORTH,1.0,375.07094,LDWP,,,,,unknown,0
NOM:30500_BELLOTA _230_30501_BLLTA 1M_ 1.0_XF_1,1.0,361.3252700000001,BELLOTA,,230.0,,700.0,voltage proxy 230 kV,0
NOM:22716_SANLUSRY_230_24131_S.ONOFRE_230_BR_3 _1,1.0,291.97682999999995,SANLUSRY,S.ONOFRE,230.0,,700.0,voltage proxy 230 kV,0
NOM:32308_COLGATE _60.0_32311_NRRWS1TP_60.0_BR_1 _1,1.0,225.16171,COLGATE,NRRWS1TP,60.0,,150.0,voltage proxy 60 kV,0
NOM:22604_OTAY    _69.0_22616_OTAYLKTP_69.0_BR_1 _1,1.0,221.83434,OTAY,OTAYLKTP,69.0,,150.0,voltage proxy 69 kV,0
ITC:WINDSTAR EXPORT TCOR,1.0,189.73482,WINDSTAR,,,,,unknown,0
ITC:PNM_SRP_ITC,2.0,167.26757,PNM,,,,,unknown,0
ITC:EPE_NET_ITC,1.0,161.6933,EPE,,,,,unknown,0
NOM:30460_VACA-DIX_230_30478_LAMBIE  _230_BR_1 _1,1.0,153.73156,VACA-DIX,LAMBIE,230.0,,700.0,voltage proxy 230 kV,0
NOM:OMS IV-ML OUTAGE_NG,1.0,89.00352000000001,,,,,,unknown,0
ITC:IPCO_BORAHWEST_ITC,1.0,81.74461,IPCO,,,,,unknown,0
NOM:7820_TL 230S_TL50001OUT_NG,1.0,73.37892,,,,,,unknown,0
NOM:34214_LOS BANS_70.0_30765_LOSBANOS_230_XF_3,1.0,69.00205,LOSBANS,LOSBANOS,230.0,,700.0,voltage proxy 230 kV,0
NOM:32341_BEALE1J1_60.0_32353_WHTLND1 _60.0_BR_1 _1,1.0,58.65031,BEALE1J1,WHTLND1,60.0,,150.0,voltage proxy 60 kV,0
NOM:TL50001+TL50003_OOS_SLINE_IMP,1.0,56.02996,,,,,,unknown,0
NOM:22404_LILAC   _69.0_22624_PALA    _69.0_BR_1 _1,1.0,47.14648,LILAC,PALA,69.0,,150.0,voltage proxy 69 kV,0
NOM:22740_SANYSDRO_69.0_22616_OTAYLKTP_69.0_BR_1 _1,1.0,44.49946,SANYSDRO,OTAYLKTP,69.0,,150.0,voltage proxy 69 kV,0
ITC:WECC_Path_41,1.0,38.85903,WECC,,,,,unknown,0
NOM:OMS_17086466_TL23030_NG,1.0,29.504,,,,,,unknown,0
NOM:22640_PENDLETN_69.0_22708_SANLUSRY_69.0_BR_1 _1,1.0,24.52299,PENDLETN,SANLUSRY,69.0,,150.0,voltage proxy 69 kV,0
ITC:NWMT_AMPS_EAST,2.0,17.804260000000003,NWMT,,,,,unknown,0
NOM:30055_GATES1  _500_30900_GATES   _230_XF_11_P,1.0,14.90553,GATES1,GATES,500.0,Midway -Los Banos,5400.0,WECC path 15,5
NOM:22524_MORHILTP_69.0_22440_MELROSE _69.0_BR_1 _1,1.0,5.95795,MORHILTP,MELROSE,69.0,,150.0,voltage proxy 69 kV,0
NOM:TL50001+TL50003_OOS_SLINE_EXP,1.0,4.62313,,,,,,unknown,0
NOM:OMS_16792185_TL23030_NG,1.0,3.32611,,,,,,unknown,0
NOM:32990_MARTINEZ_115_33014_ALHAMTP1_115_BR_1 _1,1.0,3.19579,MARTINEZ,ALHAMTP1,115.0,,250.0,voltage proxy 115 kV,0
ITC:PARKER_ITC,2.0,0.5871999999999999,PARKER,,,,,unknown,0
ITC:BLYTHE_ITC,2.0,0.39239999999999986,BLYTHE,,,,,unknown,0
ITC:LDWP_ VICLA,1.0,0.1384,LDWP,,,,,unknown,0
ITC:NORTHGILA500_ITC,1.0,0.066,NORTHGILA500,,,,,unknown,0
ITC:MERCHANT_ITC,1.0,0.0372,MERCHANT,,,,,unknown,0
ITC:LDWP_MCCULLOUG500,1.0,0.03,LDWP,,,,,unknown,0
ITC:WALC_TEP_IMPORT_ITC,1.0,0.0084,WALC,,,,,unknown,0
ITC:WALC_NET_IMPORT_ITC,1.0,0.0059999999999999,WALC,,,,,unknown,0
ITC:WALC_NET_DYN_ETSR_IMPORT_ITC,1.0,0.0016,WALC,,,,,unknown,0
ITC:TEPC_SPV_VAIL_ITC,1.0,0.0012,TEPC,,,,,unknown,0
