constraint_key,n_binding_intervals,sum_mu,sum_abs_mu,max_mu,min_mu,abs_sum_mu,type
NOM:22192_DOUBLTTP_138_22300_FRIARS  _138_BR_1 _1|SD2 SA-MSSION 230 1+2,91,41421.91811,41421.91811,1068.01432,0.0,41421.91811,NOM
NOM:35352_WHISMAN _115_35356_MNTA VSA_115_BR_1 _1|Base Case,80,39421.35616,39421.35616,1166.08773,0.0,39421.35616,NOM
NOM:30900_GATES   _230_30970_MIDWAY  _230_BR_1 _1|PG1 GATES-MIDWAY 500,299,39326.10855999999,39326.10855999999,2564.32831,0.0,39326.10855999999,NOM
ITC:AMR-SND 138|I|VE1 SLOCYN-TRTCYN_230,553,39252.57493,39252.57493,172.85028,0.0,39252.57493,ITC
NOM:34418_KINGSBRG_115_34405_FRWT TAP_115_BR_1 _1|PG1 KNGBRG-WAUKNA 115,938,36904.014070000005,36904.014070000005,182.24623,0.0,36904.014070000005,NOM
NOM:35352_WHISMAN _115_35356_MNTA VSA_115_BR_1 _1|PG1 MARTIN-JEFRSN 230,72,36839.18491,36839.18491,2286.75086,0.0,36839.18491,NOM
NOM:115 WTG at PEGS|PNM1 PINTADO-RIOPUERC 345,61,34201.08023,34201.08023,1290.12739,0.0,34201.08023,NOM
ITC:Line_FC-CH2_345KV|I|AP1 FC-MK_1 500,148,33661.52128,33661.52128,563.22958,0.0,33661.52128,ITC
NOM:35352_WHISMAN _115_35356_MNTA VSA_115_BR_1 _1|PG1 LOSEST-METCLF 230,70,33166.91789,33166.91789,1369.75134,0.0,33166.91789,NOM
NOM:30790_PANOCHE _230_30900_GATES   _230_BR_2 _1|PG1 LOSBNS-MIDWAY 500 2,228,32985.77248,32985.77248,526.65687,0.0,32985.77248,NOM
NOM:33501_FRGTNTP1_115_33500_MELNS JA_115_BR_1 _1|Base Case,502,32342.374060000002,32342.374060000002,381.78432,0.0,32342.374060000002,NOM
NOM:34471_SNJQJCT _70.0_34469_GFFNJCT _70.0_BR_1 _1|Base Case,1358,31777.57171,31777.57171,133.19758,0.0,31777.57171,NOM
NOM:115 WTG at PEGS|PNM1 SANJUAN-CABEZON 345,24,30128.151289999998,30128.151289999998,3438.75105,0.0,30128.151289999998,NOM
ITC:Line_MA-OD_69KV|I|SD1 NGILA-IVALLY 500,81,27974.03967,27974.03967,1000.0,0.0,27974.03967,ITC
NOM:34116_LE GRAND_115_34115_ADRA TAP_115_BR_1 _1|Base Case,207,27613.4168,27613.4168,1096.21932,0.0,27613.4168,NOM
NOM:30790_PANOCHE _230_30900_GATES   _230_BR_2 _1|PG1 LOSBNS 500-230 BK1,58,26054.9583,26054.9583,1452.53135,0.0,26054.9583,NOM
ITC:GYTH _Gallup_Enr|I|PNM1 FC-PINTADO 345,15,26039.346129999998,26039.346129999998,5827.41831,0.0,26039.346129999998,ITC
NOM:30055_GATES1  _500_30060_MIDWAY  _500_BR_1 _1|PG1 LOSBNS-MIDWAY 500 2,958,25844.52865,25844.52865,114.81964,0.0,25844.52865,NOM
NOM:34116_LE GRAND_115_34115_ADRA TAP_115_BR_1 _1|PG1 MNDOTA-PNOCHE 115,702,25483.545270000002,25483.545270000002,203.50984,0.0,25483.545270000002,NOM
ITC:Line_MA-SLL_69KV|I|SD1 NGILA-IVALLY 500,53,24914.144239999998,24914.144239999998,1000.0,0.0,24914.144239999998,ITC
NOM:CONTRL-PSPS_EXP_NG|Base Case,118,-23621.66278,23621.66278,0.0,-228.87744,23621.66278,NOM
NOM:24701_KRAMER  _230_24601_VICTOR  _230_BR_2 _1|Base Case,150,23066.93183,23066.93183,714.86232,0.0,23066.93183,NOM
NOM:7430_CP6_NG|Base Case,361,-21971.749880000003,21971.749880000003,0.0,-1273.32237,21971.749880000003,NOM
NOM:33501_FRGTNTP1_115_33500_MELNS JA_115_BR_1 _1|PG1 STANIS-MANTEC 115 2_M,389,21382.47438,21382.47438,976.80604,0.0,21382.47438,NOM
NOM:31336_HPLND JT_60.0_31206_HPLND JT_115_XF_2|PG1 EGLRCK-GYS5X6 115,189,21097.34357,21097.34357,312.79435,0.0,21097.34357,NOM
NOM:34860_TAFT    _70.0_34943_Q356TAP _70.0_BR_1 _1|Base Case,1294,19885.086909999998,20381.341389999998,55.45749,-16.3701,19885.086909999998,NOM
ITC:PACE_FOURCORNE345_ITC|E|Base Case,931,-19308.9388,19308.9388,0.0,-80.59798,19308.9388,ITC
NOM:30915_MORROBAY_230_30916_SOLARSS _230_BR_1 _1|PG1 MORBAY-SOLARS 230 2,311,16575.06464,16575.06464,235.15132,0.0,16575.06464,NOM
NOM:7410_CP24_NG|Base Case,834,-16485.207739999998,16485.207739999998,0.0,-85.0708,16485.207739999998,NOM
NOM:24607_ROADWAY _115_24702_KRAMER  _115_BR_1 _1|SC1 CWATER-KRAMER_2 230,129,15915.01395,15915.01395,729.26395,0.0,15915.01395,NOM
NOM:34418_KINGSBRG_115_34405_FRWT TAP_115_BR_1 _1|Base Case,180,15753.05451,15753.05451,219.34911,0.0,15753.05451,NOM
ITC:EPE_SNMIC_ITC|I|Base Case,102,-15750.67561,15750.67561,0.0,-981.47667,15750.67561,ITC
NOM:99002_MOE-ELD _500_24042_ELDORDO _500_BR_1 _2|SC1 SERRAN-VALLEY_1 500,86,14175.332559999999,14175.332559999999,319.35329,0.0,14175.332559999999,NOM
NOM:99002_MOE-ELD _500_24042_ELDORDO _500_BR_1 _2|SD1 NGILA-IVALLY 500,293,14153.68088,14153.68088,149.43794,0.0,14153.68088,NOM
NOM:115 Mendo_Winga|PNM1 FC-PINTADO 345,15,13965.94152,13965.94152,1000.0,0.0,13965.94152,NOM
NOM:115 Wingate_Cin|PNM1 FC-PINTADO 345,15,13965.94152,13965.94152,1000.0,0.0,13965.94152,NOM
NOM:115kv GYTH|PNM1 FC-PINTADO 345,15,13965.94152,13965.94152,1000.0,0.0,13965.94152,NOM
NOM:31334_CLER LKE_60.0_31338_KONOCTI6_60.0_BR_1 _1|PG1 GYS5X6-CLOVDL 115_M,11,13774.493619999997,13774.493619999997,1483.22917,0.0,13774.493619999997,NOM
ITC:PNM_NET_ITC|I|Base Case,43,-13109.30493,13109.30493,0.0,-1464.25254,13109.30493,ITC
ITC:AEOLUS_EXP|E|Base Case,207,13026.136449999998,13026.136449999998,89.13347,0.0,13026.136449999998,ITC
NOM:31336_HPLND JT_60.0_31206_HPLND JT_115_XF_2|PG1 EGLRK-SLVR-FLTN 115_M,14,13005.52202,13005.52202,1018.01611,0.0,13005.52202,NOM
NOM:30055_GATES1  _500_30060_MIDWAY  _500_BR_1 _1|Base Case,290,12862.07184,12862.07184,1457.05692,0.0,12862.07184,NOM
NOM:30900_GATES   _230_30889_CAFLTSSS_230_BR_1 _1|Base Case,491,12633.52116,12633.52116,144.97204,0.0,12633.52116,NOM
NOM:24723_CONTROL _115_24865_TAP188  _115_BR_2 _1|Base Case,31,12430.30331,12430.30331,1520.71418,0.0,12430.30331,NOM
NOM:30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1|Base Case,45,12171.27489,12171.27489,618.77197,0.0,12171.27489,NOM
ITC:WALC_NET_IMPORT_ITC|I|Base Case,91,-11587.319889999999,11587.319889999999,0.0,-980.57881,11587.319889999999,ITC
NOM:22886_SUNCREST_230_92861_SUNC TP2_230_BR_2 _1|SD1 ECONTY-MIGUEL 500_M,81,11536.57807,11536.57807,259.75907,0.0,11536.57807,NOM
NOM:35352_WHISMAN _115_35356_MNTA VSA_115_BR_1 _1|PG2 TRACY SOUTH DLO 500,3,11366.55339,11366.55339,5941.84303,0.0,11366.55339,NOM
ITC:WINDSTAR EXPORT TCOR|E|Base Case,393,11356.793,11356.793,88.88657,0.0,11356.793,ITC
ITC:LDWP_IPP_NORTH|E|Base Case,1130,-11159.07501,11159.07501,0.0,-38.02425,11159.07501,ITC
NOM:30056_GATES2  _500_30060_MIDWAY  _500_BR_2 _1|PG1 LOSBNS-GATES_3 500,164,10754.388649999999,10754.388649999999,109.37516,0.0,10754.388649999999,NOM
NOM:34158_PANOCHE _115_34350_KAMM    _115_BR_1 _1|PG1 PNOCHE-EXCLSS 115 2_M,384,9476.75047,9732.71495,109.92826,-18.52941,9476.75047,NOM
NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3|Base Case,239,9645.41491,9645.41491,150.48074,0.0,9645.41491,NOM
NOM:33932_MELONES _115_33500_MELNS JA_115_BR_1 _1|PG1 STANIS-MANTEC 115 2_M,55,9412.60408,9412.60408,917.46347,0.0,9412.60408,NOM
ITC:MPSN T341|I|Base Case,72,9077.25867,9077.25867,304.38689,0.0,9077.25867,ITC
NOM:35352_WHISMAN _115_35356_MNTA VSA_115_BR_1 _1|PG1 COCOPP-LASPOS 230,1,8976.23756,8976.23756,8976.23756,0.0,8976.23756,NOM
ITC:MALIN500_ISL|E|Base Case,368,-8455.113370000001,8455.113370000001,0.0,-1000.0,8455.113370000001,ITC
NOM:39021_SC21ATP _70.0_34888_ARVIN   _70.0_BR_1 _1|Base Case,59,8163.19471,8163.19471,1111.18788,0.0,8163.19471,NOM
ITC:LDWP_IPP_NORTH|I|Base Case,804,-8008.052820000001,8008.052820000001,0.0,-48.78034,8008.052820000001,ITC
NOM:22442_MELRSETP_69.0_22724_SANMRCOS_69.0_BR_1 _1|SC1 PVERDE-COLRIV_1 500,43,6947.8396299999995,6947.8396299999995,342.14892,0.0,6947.8396299999995,NOM
NOM:35352_WHISMAN _115_35356_MNTA VSA_115_BR_1 _1|PG1 TESLA-NEWARK 230 2_M,15,6729.83611,6729.83611,1431.53764,0.0,6729.83611,NOM
ITC:TEPC_BA_IMP_ITC|I|Base Case,599,-6457.9037,6457.9037,0.0,-36.44447,6457.9037,ITC
ITC:EAST_WYO_EXP|E|Base Case,186,6336.572750000001,6336.572750000001,99.54791,0.0,6336.572750000001,ITC
NOM:24402_ANTELOPE_66.0_24420_NEENACH _66.0_BR_1 _1|Base Case,290,6255.71927,6255.71927,817.17969,0.0,6255.71927,NOM
ITC:STM-MTR__125|I|PG1 TBLMTN 500-230 BK5,10,6159.26192,6159.26192,1276.12885,0.0,6159.26192,ITC
NOM:33543_AEC_TP2 _115_33540_TESLA   _115_BR_1 _1|PG1 TESLA-SCHLTE_1 115_M,559,6089.39422,6089.39422,59.03363,0.0,6089.39422,NOM
ITC:EPE_NET_ITC|E|Base Case,205,-5887.725190000001,5887.725190000001,0.0,-61.74005,5887.725190000001,ITC
NOM:33932_MELONES _115_33934_TULLOCH _115_BR_1 _1|PG1 STANIS-MANTEC 115 2_M,12,5808.07881,5808.07881,991.50838,0.0,5808.07881,NOM
NOM:MIGUEL_BKs_MXFLW_NG|Base Case,36,-5791.810590000001,5791.810590000001,0.0,-237.96136,5791.810590000001,NOM
NOM:SYLMAR-AC_BG_NG|Base Case,75,-5719.76951,5719.76951,0.0,-168.57701,5719.76951,NOM
NOM:30056_GATES2  _500_30060_MIDWAY  _500_BR_2 _1|PG1 GATES-LOSBNS_1 500,96,5691.24684,5691.24684,100.5949,0.0,5691.24684,NOM
ITC:TEPC_BA_EXP_ITC|E|Base Case,414,-5648.97359,5648.97359,0.0,-73.31731,5648.97359,ITC
ITC:ABO S_COMP_WESP1|I|Base Case,53,5250.91072,5250.91072,122.7741,0.0,5250.91072,ITC
NOM:33932_MELONES _115_33934_TULLOCH _115_BR_1 _1|Base Case,80,5130.68705,5130.68705,136.43984,0.0,5130.68705,NOM
NOM:33530_KASSONJ2_115_33548_TRACY   _115_BR_1 _1|PG1 TESLA BUS 1+2 115_M,41,5100.8867,5100.8867,134.33347,0.0,5100.8867,NOM
ITC:STM-MTR__125|I|PG1 GATES-MIDWAY 500,5,4971.08872,4971.08872,1324.85273,0.0,4971.08872,ITC
NOM:22644_PENSQTOS_69.0_22492_MIRAMRTP_69.0_BR_1 _1|SD1 SXCYN-SCRIPS 69,14,4950.467809999999,4950.467809999999,1000.0,0.0,4950.467809999999,NOM
NOM:VC_TL_681B_export_NG|Base Case,328,-4834.64455,4834.64455,0.0,-165.8304,4834.64455,NOM
NOM:35352_WHISMAN _115_35356_MNTA VSA_115_BR_1 _1|PG1 TRACY-LOSBNS 500,2,4790.8160800000005,4790.8160800000005,2639.96549,0.0,4790.8160800000005,NOM
ITC:PNM_SRP_ITC|I|Base Case,6,-4776.31082,4776.31082,0.0,-954.94074,4776.31082,ITC
NOM:30056_GATES2  _500_30060_MIDWAY  _500_BR_2 _1|Base Case,94,4577.228179999999,4577.228179999999,98.20921,0.0,4577.228179999999,NOM
NOM:24602_VICTOR  _115_24607_ROADWAY _115_BR_1 _1|SC1 CWATER-KRAMER_2 230,60,4528.703669999999,4528.703669999999,113.21892,0.0,4528.703669999999,NOM
NOM:35107_DUMBARTN_115_35120_NEWARK D_115_BR_1 _1|PG1 EASTSH-SANMAT 230,64,4373.192040000001,4373.192040000001,700.25324,0.0,4373.192040000001,NOM
NOM:30056_GATES2  _500_30060_MIDWAY  _500_BR_2 _1|PG1 DIABLO-GATES 500,217,4368.71908,4368.71908,85.9261,0.0,4368.71908,NOM
NOM:30585_LS PSTAS_230_30630_NEWARK  _230_BR_1 _1|PG1 TESLA-METCLF 500,18,4336.44481,4336.44481,796.05704,0.0,4336.44481,NOM
NOM:24087_MAGUNDEN_230_24401_ANTELOPE_230_BR_1 _1|Base Case,51,4209.43092,4209.43092,251.82169,0.0,4209.43092,NOM
NOM:30805_BORDEN  _230_30810_GREGG   _230_BR_2 _1|Base Case,42,4123.00656,4123.00656,403.20587,0.0,4123.00656,NOM
ITC:EPE_NET_ITC|I|Base Case,85,-4109.581469999999,4109.581469999999,0.0,-982.06624,4109.581469999999,ITC
NOM:33016_ALHAMTP2_115_32754_OLEUM   _115_BR_1 _1|PG1 CRISTE-SOBRNT 115,23,4072.7219499999997,4072.7219499999997,604.90437,0.0,4072.7219499999997,NOM
ITC:WMesaWT2_448 MVA|I|PNM1 WSTMSA 345-115 BKT1,6,3802.93502,3802.93502,1282.32026,0.0,3802.93502,ITC
ITC:STM-MTR__125|I|PG1 GATES-LOSBNS_1 500,4,3632.20435,3632.20435,1046.09434,0.0,3632.20435,ITC
NOM:115 WTG at PEGS|AP1 FC 500-345 BK 1,1,3377.40879,3377.40879,3377.40879,0.0,3377.40879,NOM
ITC:IPCO_BORAHWEST_ITC|I|Base Case,342,-3282.36489,3282.36489,0.0,-58.15994,3282.36489,ITC
NOM:22464_MIGUEL  _230_22468_MIGUEL  _500_XF_81|Base Case,33,3273.1948199999997,3273.1948199999997,207.87063,0.0,3273.1948199999997,NOM
NOM:VC_TL_681B_import_NG|Base Case,414,-3261.3063199999997,3261.3063199999997,0.0,-89.92904,3261.3063199999997,NOM
NOM:33020_MORAGA  _115_32792_STATIN J_115_BR_1 _1|PG1 PITTSP-EASTSH 230,12,3257.96683,3257.96683,1000.0,0.0,3257.96683,NOM
NOM:24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1|Base Case,150,3255.9897499999997,3255.9897499999997,61.04754,0.0,3255.9897499999997,NOM
NOM:36851_NORTHERN_115_36852_SCOTT   _115_BR_2 _1|PG1 NRTHRN-SCOTT_1 115,8,3225.82766,3225.82766,802.85209,0.0,3225.82766,NOM
NOM:30060_MIDWAY  _500_24156_VINCENT _500_BR_2 _3|SC1 MIDWAY-VINCNT_1 500,59,3209.1802599999996,3209.1802599999996,119.77519,0.0,3209.1802599999996,NOM
NOM:30900_GATES   _230_30889_CAFLTSSS_230_BR_1 _1|SC1 MIDWAY-VINCNT_1 500,39,3208.0869500000003,3208.0869500000003,142.03228,0.0,3208.0869500000003,NOM
NOM:30056_GATES2  _500_30060_MIDWAY  _500_BR_2 _1|PG1 GATES-MIDWAY 500,149,3155.1207600000002,3155.1207600000002,87.64193,0.0,3155.1207600000002,NOM
ITC:Line_FC-CH1_345KV|I|AP1 FC-MK_1 500,29,3018.56989,3018.56989,236.31003,0.0,3018.56989,ITC
NOM:33016_ALHAMTP2_115_32754_OLEUM   _115_BR_1 _1|Base Case,9,3010.92829,3010.92829,653.2,0.0,3010.92829,NOM
ITC:NOB_ITC|E|Base Case,3,-3000.0,3000.0,0.0,-1000.0,3000.0,ITC
NOM:7760_DEV_RDB_ALIS|Base Case,62,-2912.80452,2912.80452,0.0,-157.20368,2912.80452,NOM
NOM:33932_MELONES _115_33934_TULLOCH _115_BR_1 _1|PG1 BELOTA 230-115 BK2,72,2902.39949,2902.39949,95.32051,0.0,2902.39949,NOM
NOM:22192_DOUBLTTP_138_22300_FRIARS  _138_BR_1 _1|SD1 SXCYN-ARTRAN 230,2,2816.60573,2816.60573,1468.65764,0.0,2816.60573,NOM
NOM:22192_DOUBLTTP_138_22648_PENSQTOS_138_BR_1 _1|SD2 SA-MSSION 230 1+2,9,2669.7059600000002,2669.7059600000002,609.24557,0.0,2669.7059600000002,NOM
NOM:34116_LE GRAND_115_34115_ADRA TAP_115_BR_1 _1|PG1 HERNDN-KERNEY 230,12,2657.87957,2657.87957,1497.73592,0.0,2657.87957,NOM
NOM:33950_RVRBK TP_115_33934_TULLOCH _115_BR_1 _1|Base Case,79,2412.30574,2412.30574,130.98674,0.0,2412.30574,NOM
NOM:115 WTG at PEGS|Base Case,2,2381.50544,2381.50544,1190.75272,0.0,2381.50544,NOM
NOM:7820_TL 230S_OVERLOAD_NG|Base Case,142,-2336.66678,2336.66678,0.0,-123.19077,2336.66678,NOM
NOM:33016_ALHAMTP2_115_32754_OLEUM   _115_BR_1 _1|PG1 MARTNZ-SOBRNT 115,13,2274.50682,2274.50682,321.34274,0.0,2274.50682,NOM
NOM:24087_MAGUNDEN_230_24401_ANTELOPE_230_BR_1 _1|SC1 MAGNDN-ANTLPE_2 230,23,1907.3809999999999,1907.3809999999999,141.3021,0.0,1907.3809999999999,NOM
ITC:HA-RE_345KV|I|AP1 FC-MK_1 500,22,1860.0570699999998,1860.0570699999998,292.85073,0.0,1860.0570699999998,ITC
ITC:WECC_Path_41|E|Base Case,53,1826.0018000000002,1826.0018000000002,150.2845,0.0,1826.0018000000002,ITC
NOM:35352_WHISMAN _115_35356_MNTA VSA_115_BR_1 _1|PG1 TESLA-LOSBNS 500,2,1817.6745,1817.6745,1071.11726,0.0,1817.6745,NOM
NOM:30790_PANOCHE _230_30900_GATES   _230_BR_1 _1|PG1 LOSBNS 500-230 BK1,1,1519.01506,1519.01506,1519.01506,0.0,1519.01506,NOM
ITC:BPAT_NET_ITC|I|Base Case,54,-1488.25557,1488.25557,0.0,-958.11584,1488.25557,ITC
NOM:34149_CHENYT  _115_34158_PANOCHE _115_BR_1 _1|Base Case,14,1439.6394799999998,1439.6394799999998,273.05411,0.0,1439.6394799999998,NOM
ITC:STM-MTR__125|I|PG1 LOSBNS-MIDWAY 500 2,3,1421.88188,1421.88188,1002.73658,0.0,1421.88188,ITC
ITC:SRP_NET_ITC|I|Base Case,136,-1315.9380099999998,1315.9380099999998,0.0,-24.37134,1315.9380099999998,ITC
NOM:TL687_BREGGO_NAROWS|Base Case,106,-1297.93256,1297.93256,0.0,-60.14061,1297.93256,NOM
NOM:30209_PIT5 JT2_230_30225_PIT4 JT _230_BR_2 _1|Base Case,29,1237.31437,1237.31437,46.81327,0.0,1237.31437,NOM
NOM:33932_MELONES _115_33934_TULLOCH _115_BR_1 _1|PG1 TESLA BUS 1+2 115_M,24,1215.8945,1215.8945,231.72072,0.0,1215.8945,NOM
NOM:99013_CAL CAPS_500_24801_DEVERS  _500_BR_1 _1|Base Case,53,1161.54803,1161.54803,55.82826,0.0,1161.54803,NOM
ITC:CAL-DRM_2 120|I|PG1 TBLMTN 500-230 BK5,2,1156.94578,1156.94578,1054.30485,0.0,1156.94578,ITC
NOM:34375_ULTPWRJ _115_34377_AIRPROD _115_BR_1 _1|PG1 MCCALL-SANGER_2 115,30,993.06031,993.06031,96.66883,0.0,993.06031,NOM
NOM:30900_GATES   _230_30889_CAFLTSSS_230_BR_1 _1|PG1 GATES-MIDWAY 500,44,908.2541,908.2541,86.45373,0.0,908.2541,NOM
NOM:30585_LS PSTAS_230_30630_NEWARK  _230_BR_1 _1|Base Case,13,860.81131,860.81131,134.43772,0.0,860.81131,NOM
NOM:6410_CP10_NG|Base Case,78,-851.82963,851.82963,0.0,-29.20991,851.82963,NOM
NOM:24602_VICTOR  _115_24702_KRAMER  _115_BR_1 _1|SC1 CWATER-KRAMER_2 230,10,765.56412,765.56412,125.35367,0.0,765.56412,NOM
ITC:CAL-DRM_2 120|I|PG1 LOSBNS-MIDWAY 500 2,1,741.51319,741.51319,741.51319,0.0,741.51319,ITC
NOM:22442_MELRSETP_69.0_22724_SANMRCOS_69.0_BR_1 _1|SC1 LUGO-LUDLO-MOHV1 500,10,725.25282,725.25282,167.31029,0.0,725.25282,NOM
ITC:LADWP_NET_ITC|E|Base Case,37,-668.5466799999999,668.5466799999999,0.0,-36.51124,668.5466799999999,ITC
NOM:28727_IVANPAH _115_24778_MTN PASS_115_BR_1 _1|Base Case,3,644.3424399999999,644.3424399999999,312.19789,0.0,644.3424399999999,NOM
ITC:Midpoint_West|E|Base Case,47,616.74065,616.74065,29.5675,0.0,616.74065,ITC
NOM:33530_KASSONJ2_115_33548_TRACY_115_BR_1_2|PG1 TESLA BUS 1+2 115_M,22,587.9656600000001,587.9656600000001,123.23491,0.0,587.9656600000001,NOM
NOM:30060_MIDWAY  _500_24156_VINCENT _500_BR_2 _3|SC1 MIDWAY-WHIRWD_1 500,27,583.8610500000001,583.8610500000001,39.69629,0.0,583.8610500000001,NOM
ITC:PGE_NET_ITC|E|Base Case,71,-569.03338,569.03338,0.0,-40.4176,569.03338,ITC
NOM:34112_EXCHEQUR_115_34116_LE GRAND_115_BR_1 _1|Base Case,7,551.72839,566.40877,110.93644,-7.34019,551.72839,NOM
NOM:34610_HAAS    _13.8_30855_HAAS    _230_XF_1|Base Case,15,556.57879,556.57879,52.65029,0.0,556.57879,NOM
NOM:34375_ULTPWRJ _115_34377_AIRPROD _115_BR_1 _1|PG1 SANGER-MALAGA 115,50,544.17458,544.17458,35.77036,0.0,544.17458,NOM
NOM:24091_MESA CAL_230_24076_LAGUBELL_230_BR_2_1|Base Case,5,518.18519,518.18519,144.73721,0.0,518.18519,NOM
NOM:33932_MELONES _115_33934_TULLOCH _115_BR_1 _1|PG1 TBLMTN 500-230 BK5,15,514.69404,514.69404,65.48249,0.0,514.69404,NOM
NOM:34926_FAMOSO  _70.0_34930_MC FRLND_70.0_BR_1 _1|Base Case,3,497.58400000000006,497.58400000000006,269.76499,0.0,497.58400000000006,NOM
NOM:34930_MC FRLND_70.0_34932_WASCO   _70.0_BR_1 _1|Base Case,3,497.58400000000006,497.58400000000006,269.76499,0.0,497.58400000000006,NOM
ITC:STM-MTR__125|I|PG1 RIOOSO BUS 1+2 230_M,2,437.88302999999996,437.88302999999996,298.72432,0.0,437.88302999999996,ITC
NOM:99102_PIT-TES1_230_30567_TES JCT _230_BR_1 _2|Base Case,4,411.67870999999997,411.67870999999997,202.48599,0.0,411.67870999999997,NOM
ITC:IPPDCADLN_ITC|I|Base Case,2,-404.68791,404.68791,0.0,-202.37835,404.68791,ITC
NOM:30060_MIDWAY  _500_29402_WIRLWIND_500_BR_1 _2|Base Case,11,379.66809,379.66809,66.73935,0.0,379.66809,NOM
NOM:34774_MIDWAY  _115_34225_BELRDG J_115_BR_1 _1|Base Case,5,372.9284,372.9284,84.36829,0.0,372.9284,NOM
NOM:34101_CERTANJ2_115_34116_LE GRAND_115_BR_1 _1|Base Case,1,322.41833,322.41833,322.41833,0.0,322.41833,NOM
ITC:CISO_NET_ITC|I|Base Case,47,-285.61138,285.61138,0.0,-18.96449,285.61138,ITC
NOM:33500_MELNS JA_115_33509_AVENATP1_115_BR_1 _1|Base Case,4,282.93822,282.93822,168.35222,0.0,282.93822,NOM
NOM:34774_MIDWAY  _115_34225_BELRDG J_115_BR_1 _1|PG1 SANLOB-TEMBLR 115_M,4,271.46074,271.46074,70.71277,0.0,271.46074,NOM
ITC:TCWF T1|I|PNM1 SANJUAN-CABEZON 345,3,261.19958,261.19958,130.53278,0.0,261.19958,ITC
ITC:CCWF T2|I|PNM1 SANJUAN-CABEZON 345,3,243.48651,243.48651,88.46484,0.0,243.48651,ITC
NOM:33500_MELNS JA_115_33509_AVENATP1_115_BR_1 _1|PG1 STANIS-MANTEC 115 2_M,4,234.86768999999998,234.86768999999998,103.6304,0.0,234.86768999999998,NOM
NOM:34934_SEMITRPC_70.0_34704_SEMITRPC_115_XF_1|PG1 LERDO-KNOIL-7STD 115,3,166.38369,166.38369,78.64913,0.0,166.38369,NOM
ITC:PNM_NET_ITC|E|Base Case,3,-155.14761,155.14761,0.0,-68.28458,155.14761,ITC
