constraint_key,n_binding_intervals,sum_mu,sum_abs_mu,max_mu,min_mu,abs_sum_mu,type
NOM:115 WTG at PEGS|PNM1 BISTI-AMBROSIA 230,15,2345.8492100000003,2345.8492100000003,196.03342,0.0,2345.8492100000003,NOM
NOM:30055_GATES1  _500_30060_MIDWAY  _500_BR_1 _1|Base Case,99,2206.81807,2206.81807,52.84785,0.0,2206.81807,NOM
ITC:Line_NG-YMT_69KV|I|SD1 NGILA-IVALLY 500,5,2151.0871700000002,2151.0871700000002,818.57342,0.0,2151.0871700000002,ITC
NOM:30055_GATES1  _500_30060_MIDWAY  _500_BR_1 _1|PG1 LOSBNS-MIDWAY 500 2,129,1988.3476699999997,1988.3476699999997,58.23498,0.0,1988.3476699999997,NOM
NOM:32056_CORTINA _60.0_30451_CRTNA  M_ 1.0_XF_1|PG1 CORTIN 230-115 BK4,5,1897.7680500000001,1897.7680500000001,471.22299,0.0,1897.7680500000001,NOM
NOM:VC_TL_681B_export_NG|Base Case,379,-1669.07377,1669.07377,0.0,-55.18685,1669.07377,NOM
ITC:SLS_Rv_Sp|I|PNM1 SANJUAN-CABEZON 345,7,1641.52614,1641.52614,351.17714,0.0,1641.52614,ITC
NOM:30790_PANOCHE _230_30900_GATES   _230_BR_2 _1|PG1 MOSSLD-LOSBNS 500,17,1623.7141900000001,1623.7141900000001,225.43681,0.0,1623.7141900000001,NOM
ITC:HWD_FAR A REA|I|LA1 RIN_TAR 1,20,1570.7811,1570.7811,135.68579,0.0,1570.7811,ITC
NOM:30790_PANOCHE _230_30900_GATES   _230_BR_2 _1|PG1 LOSBNS 500-230 BK1,23,1477.68685,1477.68685,165.60391,0.0,1477.68685,NOM
ITC:Line_OD-AR_69KV|I|SD1 NGILA-IVALLY 500,4,1331.6448,1331.6448,491.21907,0.0,1331.6448,ITC
NOM:6410_CP7_NG|Base Case,172,-1313.0832099999998,1313.0832099999998,0.0,-31.69703,1313.0832099999998,NOM
ITC:CAL-WSS__106|I|PG1 GATES-MIDWAY 500,42,1259.58633,1259.58633,66.54956,0.0,1259.58633,ITC
ITC:EAST_WYO_EXP|E|Base Case,58,1214.5354300000001,1214.5354300000001,66.72271,0.0,1214.5354300000001,ITC
NOM:7430_CP6_NG|Base Case,83,-1159.52533,1159.52533,0.0,-45.53659,1159.52533,NOM
NOM:30055_GATES1  _500_30060_MIDWAY  _500_BR_1 _1|PG1 DIABLO-GATES 500,67,1044.2391600000003,1044.2391600000003,42.69942,0.0,1044.2391600000003,NOM
NOM:22832_SYCAMORE_230_22652_PENSQTOS_230_BR_1 _1|SD1 BAYBLV-SLVRGT 230,32,950.19046,950.19046,136.1607,0.0,950.19046,NOM
NOM:34375_ULTPWRJ _115_34377_AIRPROD _115_BR_1 _1|PG1 SANGER-MALAGA 115,37,919.61285,919.61285,156.97524,0.0,919.61285,NOM
ITC:TEPC_BA_EXP_ITC|E|Base Case,171,-899.8983700000001,899.8983700000001,0.0,-21.24713,899.8983700000001,ITC
ITC:NWMT_AMPS_EAST|E|Base Case,111,-882.10546,882.10546,0.0,-25.89198,882.10546,ITC
ITC:RIN_AWY 1|I|LA1 RIN_AWY 2,1,857.6512,857.6512,857.6512,0.0,857.6512,ITC
ITC:HWD_FAR A REA|I|LA1 NR_TAR 1,21,820.9388799999999,820.9388799999999,83.88234,0.0,820.9388799999999,ITC
NOM:22532_MURRAY  _69.0_22306_GARFIELD_69.0_BR_1 _1|SD1 MIGUEL-JMACHA_1 69,13,817.2403999999999,817.2403999999999,467.24287,0.0,817.2403999999999,NOM
NOM:22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1|SD1 MSSION-MURRAY_1A 69,4,798.37514,798.37514,467.49666,0.0,798.37514,NOM
NOM:OMS_19123836_Magunden-Vestal|Base Case,13,-786.47405,786.47405,0.0,-66.74289,786.47405,NOM
NOM:TL687_BREGGO_NAROWS|Base Case,35,-678.43909,678.43909,0.0,-41.63067,678.43909,NOM
NOM:22136_CLAIRMNT_69.0_22140_CLARMTTP_69.0_BR_1 _1|Base Case,2,638.69694,638.69694,340.1288,0.0,638.69694,NOM
ITC:PNM_NET_ITC|I|Base Case,25,-617.28829,617.28829,0.0,-37.31192,617.28829,ITC
NOM:35642_METCALF _115_30735_METCALF _230_XF_2|PG1 TESLA-NEWARK 230 2_M,9,612.09555,612.09555,71.88557,0.0,612.09555,NOM
ITC:LoneMesa345_34X1|I|Base Case,10,569.0965,569.0965,80.57831,0.0,569.0965,ITC
NOM:OMS_19123825_Magunden-Vestal|Base Case,12,-548.61794,548.61794,0.0,-63.6714,548.61794,NOM
NOM:30500_BELLOTA _230_30501_BLLTA 1M_ 1.0_XF_1|PG1 BELOTA 230-115 BK2,62,481.57318999999995,481.57318999999995,20.42181,0.0,481.57318999999995,NOM
NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3|Base Case,34,473.02353000000005,473.02353000000005,42.0885,0.0,473.02353000000005,NOM
NOM:22306_GARFIELD_69.0_22208_EL CAJON_69.0_BR_1 _1|SD1 MIGUEL-JMACHA_1 69,1,467.24287,467.24287,467.24287,0.0,467.24287,NOM
NOM:7820_TL 230S_OVERLOAD_NG|Base Case,60,-461.29936999999995,461.29936999999995,0.0,-34.52881,461.29936999999995,NOM
ITC:LADWP_NET_ITC|E|Base Case,36,-417.51747,417.51747,0.0,-198.64975,417.51747,ITC
ITC:SRP_NET_ITC|E|Base Case,56,-409.57178,409.57178,0.0,-20.66397,409.57178,ITC
ITC:CAL-WSS__106|I|SC1 MIDWAY-WHIRWD_1 500,9,388.68324,388.68324,79.43661,0.0,388.68324,ITC
NOM:22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1|Base Case,1,383.56887,383.56887,383.56887,0.0,383.56887,NOM
NOM:30060_MIDWAY  _500_29402_WIRLWIND_500_BR_1 _2|Base Case,35,356.59506999999996,356.59506999999996,34.04442,0.0,356.59506999999996,NOM
NOM:31576_WNTU PMS_60.0_31570_BENTON  _60.0_BR_1 _1|PG1 CTTNWD 230-115 BK4,6,348.7201,348.7201,101.7611,0.0,348.7201,NOM
ITC:CAL-WSS__106|I|PG1 LOSBNS-MIDWAY 500 2,13,305.63667999999996,305.63667999999996,135.10484,0.0,305.63667999999996,ITC
ITC:PACE_FOURCORNE345_ITC|E|Base Case,306,-233.01282,233.01282,0.0,-31.68023,233.01282,ITC
NOM:30060_MIDWAY  _500_24156_VINCENT _500_BR_2 _3|SC1 MIDWAY-VINCNT_1 500,15,231.93124,231.93124,34.4459,0.0,231.93124,NOM
ITC:PACE_POPWEST_ITC|E|Base Case,37,-230.86840999999998,230.86840999999998,0.0,-31.68143,230.86840999999998,ITC
ITC:NTR-CAL__101|I|PG1 LOSBNS-MIDWAY 500 2,3,207.65550000000002,207.65550000000002,121.56685,0.0,207.65550000000002,ITC
ITC:BPAT_NET_ITC|I|Base Case,21,-205.72523999999999,205.72523999999999,0.0,-14.99458,205.72523999999999,ITC
ITC:MALIN500_ISL|I|Base Case,10,-165.67304,165.67304,0.0,-19.53763,165.67304,ITC
NOM:24065_HINSON  _230_24029_DELAMO  _230_BR_1 _1|SC1 LAFRES-LAGBEL_1 230,3,127.53193,127.53193,56.59979,0.0,127.53193,NOM
ITC:PNM_SRP_ITC|E|Base Case,10,-120.23379000000001,120.23379000000001,0.0,-61.62165,120.23379000000001,ITC
NOM:30050_LOSBANOS_500_30055_GATES1  _500_BR_1 _3|PG1 LOSBNS-MIDWAY 500 2,30,111.73899,111.73899,9.86075,0.0,111.73899,NOM
NOM:32225_BRNSWKT1_115_32222_DTCH2TAP_115_BR_1 _1|PG1 DRUM-RIOOSO 115 2_M,10,102.24883,102.24883,16.9094,0.0,102.24883,NOM
ITC:Line_FC-CH1_345KV|I|AP1 FC-MK_1 500,2,96.2843,96.2843,83.86134,0.0,96.2843,ITC
ITC:CAL-WSS__106|I|PG1 PALRMO-TBLMTN 230,5,87.72662,87.72662,44.87538,0.0,87.72662,ITC
NOM:30900_GATES   _230_30970_MIDWAY  _230_BR_1 _1|PG1 GATES-MIDWAY 500,3,83.42801,83.42801,35.72017,0.0,83.42801,NOM
ITC:PACE_PATHC_ITC|I|Base Case,13,-78.01933,78.01933,0.0,-20.33678,78.01933,ITC
NOM:28727_IVANPAH _115_24778_MTN PASS_115_BR_1 _1|Base Case,3,73.21323,73.21323,44.15963,0.0,73.21323,NOM
ITC:Line_AR-ARFHT_69KV|I|SD1 NGILA-IVALLY 500,2,63.177859999999995,63.177859999999995,33.55979,0.0,63.177859999999995,ITC
ITC:SRP_NET_ITC|I|Base Case,7,-55.31545,55.31545,0.0,-12.35492,55.31545,ITC
NOM:32973_LAKEWOOD_115_99108_LAK-MOR1_115_BR_1 _1|PG1 PITTSP BUS 1D+2D 230_M,14,38.81926,38.81926,11.49385,0.0,38.81926,NOM
ITC:BPAT_NET_ITC|E|Base Case,8,-31.056980000000003,31.056980000000003,0.0,-5.42158,31.056980000000003,ITC
NOM:30765_LOSBANOS_230_30766_PADR FLT_230_BR_1 _1|PG1 LOSBNS-GATES_3 500,1,29.3657,29.3657,29.3657,0.0,29.3657,NOM
NOM:30040_TESLA   _500_30050_LOSBANOS_500_BR_1 _1|PG1 MOSSLD-LOSBNS 500,8,29.35848,29.35848,9.29315,0.0,29.35848,NOM
NOM:24024_CHINO   _66.0_24025_CHINO   _230_XF_2A|SC1 CHINO WBUS 230,1,29.24364,29.24364,29.24364,0.0,29.24364,NOM
NOM:30056_GATES2  _500_30060_MIDWAY  _500_BR_2 _1|PG1 GATES-MIDWAY 500,2,28.969359999999998,28.969359999999998,17.73568,0.0,28.969359999999998,NOM
ITC:PACE_FOURCORNE345_ITC|I|Base Case,32,-25.07037,25.07037,0.0,-2.50372,25.07037,ITC
NOM:24138_SERRANO _500_24137_SERRANO _230_XF_1 _P|SC1 SERRAN 500-230 BK2AA,2,22.75108,22.75108,12.53178,0.0,22.75108,NOM
NOM:30060_MIDWAY  _500_24156_VINCENT _500_BR_2 _3|PG1 MIDWAY 500-230 BK12,6,13.464490000000001,13.464490000000001,3.41131,0.0,13.464490000000001,NOM
NOM:32214_RIO OSO _115_32225_BRNSWKT1_115_BR_1 _1|PG1 DRUM-RIOOSO 115 2_M,1,12.24431,12.24431,12.24431,0.0,12.24431,NOM
ITC:CAL-WSS__106|I|PG1 TESLA-LOSBNS 500,1,7.2141,7.2141,7.2141,0.0,7.2141,ITC
NOM:22524_MORHILTP_69.0_22440_MELROSE _69.0_BR_1 _1|SD1 PNDLTN-SANLUS 69,3,6.574190000000001,6.574190000000001,3.86947,0.0,6.574190000000001,NOM
NOM:34540_HENRITTA_70.0_30881_HENRIETA_230_XF_4|Base Case,2,4.48776,4.48776,4.4822,0.0,4.48776,NOM
NOM:OMS_18670858_TL23030_NG|Base Case,1,-0.41797,0.41797,0.0,-0.41797,0.41797,NOM
ITC:SUMMIT_ITC|I|Base Case,142,-0.1672,0.1672,0.0,-0.0024,0.1672,ITC
ITC:MERCHANT_ITC|I|Base Case,140,-0.16239999999999996,0.16239999999999996,0.0,-0.0012,0.16239999999999996,ITC
ITC:NORTHGILA500_ITC|E|Base Case,64,-0.1144,0.1144,0.0,-0.0024,0.1144,ITC
ITC:PALOVRDE_ITC|I|Base Case,44,-0.09759999999999999,0.09759999999999999,0.0,-0.0032,0.09759999999999999,ITC
ITC:PARKER_ITC|E|Base Case,87,-0.034800000000000005,0.034800000000000005,0.0,-0.0004,0.034800000000000005,ITC
ITC:WALC_NET_IMPORT_ITC|I|Base Case,34,-0.0332,0.0332,0.0,-0.0016,0.0332,ITC
ITC:LDWP_ VICLA|I|Base Case,10,-0.016399999999999998,0.016399999999999998,0.0,-0.0024,0.016399999999999998,ITC
ITC:WALC_TEP_IMPORT_ITC|I|Base Case,24,-0.009600000000000001,0.009600000000000001,0.0,-0.0004,0.009600000000000001,ITC
ITC:LDWP_MCCULLOUG500|I|Base Case,1,-0.0012,0.0012,0.0,-0.0012,0.0012,ITC
ITC:LDWP_CRYSTAL500|I|Base Case,1,-0.0008,0.0008,0.0,-0.0008,0.0008,ITC
ITC:PARKER_ITC|I|Base Case,1,-0.0004,0.0004,0.0,-0.0004,0.0004,ITC
ITC:BLYTHE_ITC|I|Base Case,1,-0.0004,0.0004,0.0,-0.0004,0.0004,ITC
