node,archetype,MCC_mid,MCC_eve,import_signal,export_signal,spread,conc,marker,hours_covered
CONTROLX_1_N010,RED,-48.01254446236559,-31.131802157258065,-31.131802157258065,48.01254446236559,454.32191764705885,0.10891580003327343,filled,744
CSADIAB_7_N001,RED,-48.01254446236559,-31.131802157258065,-31.131802157258065,48.01254446236559,454.32191764705885,0.10891580003327343,filled,744
CONTROLX_1_N003,RED,-48.01254446236559,-31.131802157258065,-31.131802157258065,48.01254446236559,454.32191764705885,0.10891580003327343,filled,744
CONTROLX_1_N005,RED,-48.01254446236559,-31.131802157258065,-31.131802157258065,48.01254446236559,454.32191764705885,0.10891580003327343,filled,744
CONTROLX_1_N008,RED,-48.01254446236559,-31.131802157258065,-31.131802157258065,48.01254446236559,454.32191764705885,0.10891580003327343,filled,744
CONTROLX_1_N009,RED,-48.01254446236559,-31.131802157258065,-31.131802157258065,48.01254446236559,454.32191764705885,0.10891580003327343,filled,744
CONTROL_1_B1,RED,-48.01254446236559,-31.131802157258065,-31.131802157258065,48.01254446236559,454.32191764705885,0.10891580003327343,filled,744
CONTROL_1_N034,RED,-48.01254446236559,-31.131802157258065,-31.131802157258065,48.01254446236559,454.32191764705885,0.10891580003327343,filled,744
CONTROL_7_N021,RED,-46.51222086021506,-30.979242251344083,-30.979242251344083,46.51222086021506,410.01913897058824,0.10494423090485402,filled,744
CONTROL_7_B1,RED,-46.51222086021506,-30.979242251344083,-30.979242251344083,46.51222086021506,410.01913897058824,0.10494423090485402,filled,744
CARABOU_7_B1,WHITE,5.918734483870968,-15.193876115591397,-15.193876115591397,-5.918734483870968,162.32824710784314,0.06697842470831644,filled,744
CARIBOU_1_B1,WHITE,5.918734483870968,-15.193876115591397,-15.193876115591397,-5.918734483870968,162.32824710784314,0.06697842470831644,filled,744
CARABOU_7_B3,WHITE,5.918734483870968,-15.193876115591397,-15.193876115591397,-5.918734483870968,162.32824710784314,0.06697842470831644,filled,744
REDBLUFF_2_B1,RED,-25.507344066666665,-3.699024277777778,-3.699024277777778,25.507344066666665,161.50141203431372,0.09208812030314496,filled,720
ATHOS_7_CN5,RED,-25.10207689784946,-3.579700913978495,-3.579700913978495,25.10207689784946,160.0844362745098,0.09093503383487485,filled,744
ATHOS_7_CN6,RED,-25.10207689784946,-3.579700913978495,-3.579700913978495,25.10207689784946,160.0844362745098,0.09093503383487485,filled,744
TOT198L_7_N005,RED,-25.10207689784946,-3.579700913978495,-3.579700913978495,25.10207689784946,160.0844362745098,0.09093503383487485,filled,744
ATHOS_7_CN13,RED,-25.10207689784946,-3.579700913978495,-3.579700913978495,25.10207689784946,160.0844362745098,0.09093503383487485,filled,744
ATHOS_7_CN1,RED,-25.10207689784946,-3.579700913978495,-3.579700913978495,25.10207689784946,160.0844362745098,0.09093503383487485,filled,744
TOT199L_7_N006,RED,-25.10207689784946,-3.579700913978495,-3.579700913978495,25.10207689784946,160.0844362745098,0.09093503383487485,filled,744
VPASS_7_NBT1,RED,-25.102311172043013,-3.579700913978495,-3.579700913978495,25.102311172043013,160.0844362745098,0.09093455236953553,filled,744
TOT199L_7_N005,RED,-25.10207689784946,-3.579700913978495,-3.579700913978495,25.10207689784946,160.0844362745098,0.09093503383487485,filled,744
VPASS_7_NSR1,RED,-25.102311172043013,-3.579700913978495,-3.579700913978495,25.102311172043013,160.0844362745098,0.09093455236953553,filled,744
TOT198L_7_N006,RED,-25.10207689784946,-3.579700913978495,-3.579700913978495,25.10207689784946,160.0844362745098,0.09093503383487485,filled,744
DSRTHV3_7_N001,RED,-25.102311172043013,-3.579700913978495,-3.579700913978495,25.102311172043013,160.0844362745098,0.09093455236953553,filled,744
DSRTSN_7_NBT3,RED,-25.10207689784946,-3.579700913978495,-3.579700913978495,25.10207689784946,160.0844362745098,0.09093503383487485,filled,744
SLOTH_7_NBT1,RED,-25.102311172043013,-3.579700913978495,-3.579700913978495,25.102311172043013,160.0844362745098,0.09093455236953553,filled,744
DSRTSN_7_N002,RED,-25.10207689784946,-3.579700913978495,-3.579700913978495,25.10207689784946,160.0844362745098,0.09093503383487485,filled,744
DSRTSN_7_N001,RED,-25.10207689784946,-3.579700913978495,-3.579700913978495,25.10207689784946,160.0844362745098,0.09093503383487485,filled,744
DSRTHV3_7_N003,RED,-25.102311172043013,-3.579700913978495,-3.579700913978495,25.102311172043013,160.0844362745098,0.09093455236953553,filled,744
ALMASL_7_GUS6N,RED,-25.102311172043013,-3.579700913978495,-3.579700913978495,25.102311172043013,160.0844362745098,0.09093455236953553,filled,744
SOLCA_7_NSR3,RED,-25.102311172043013,-3.579700913978495,-3.579700913978495,25.102311172043013,160.0844362745098,0.09093455236953553,filled,744
SOLCA_7_NSR2,RED,-25.102311172043013,-3.579700913978495,-3.579700913978495,25.102311172043013,160.0844362745098,0.09093455236953553,filled,744
SOLCA_7_NSR1,RED,-25.102311172043013,-3.579700913978495,-3.579700913978495,25.102311172043013,160.0844362745098,0.09093455236953553,filled,744
SOLCA_7_NBT2,RED,-25.102311172043013,-3.579700913978495,-3.579700913978495,25.102311172043013,160.0844362745098,0.09093455236953553,filled,744
SOLCA_7_NBT1,RED,-25.102311172043013,-3.579700913978495,-3.579700913978495,25.102311172043013,160.0844362745098,0.09093455236953553,filled,744
DSRTHV3_7_N002,RED,-25.102311172043013,-3.579700913978495,-3.579700913978495,25.102311172043013,160.0844362745098,0.09093455236953553,filled,744
SLOTH_7_NSR1,RED,-25.102311172043013,-3.579700913978495,-3.579700913978495,25.102311172043013,160.0844362745098,0.09093455236953553,filled,744
ALMASL_7_GUS7N,RED,-25.102311172043013,-3.579700913978495,-3.579700913978495,25.102311172043013,160.0844362745098,0.09093455236953553,filled,744
DSRTSN_7_NBT4,RED,-25.10207689784946,-3.579700913978495,-3.579700913978495,25.10207689784946,160.0844362745098,0.09093503383487485,filled,744
ALMASL_7_GUB6N,RED,-25.102311172043013,-3.579700913978495,-3.579700913978495,25.102311172043013,160.0844362745098,0.09093455236953553,filled,744
ALMASL3_7_N001,RED,-25.102311172043013,-3.579700913978495,-3.579700913978495,25.102311172043013,160.0844362745098,0.09093455236953553,filled,744
ALMASL3_7_N002,RED,-25.102311172043013,-3.579700913978495,-3.579700913978495,25.102311172043013,160.0844362745098,0.09093455236953553,filled,744
LASAGUIL_2_B1,RED,-25.0407495,1.168532688172043,1.168532688172043,25.0407495,147.6600887254902,0.12195867884662256,filled,744
Q829GEN_7_N002,RED,-25.217167161111107,1.2074837777777778,1.2074837777777778,25.217167161111107,137.43674803921567,0.12568939633209786,filled,720
Q829GEN_7_N001,RED,-25.217167161111107,1.2074837777777778,1.2074837777777778,25.217167161111107,137.43674803921567,0.12568939633209786,filled,720
PANOBS2_7_B1,RED,-22.298278123655916,1.2889239717741936,1.2889239717741936,22.298278123655916,136.39113102941178,0.12372523368830138,filled,744
PANOBS1_7_B1,RED,-22.298278123655916,1.2889239717741936,1.2889239717741936,22.298278123655916,136.39113102941178,0.12372523368830138,filled,744
PANOBS3_7_B1,RED,-22.298278123655916,1.2889239717741936,1.2889239717741936,22.298278123655916,136.39113102941178,0.12372523368830138,filled,744
PANOCHE_7_N002,RED,-22.298278123655916,1.2889239717741936,1.2889239717741936,22.298278123655916,136.39113102941178,0.12372523368830138,filled,744
PANOBS4_7_B1,RED,-22.298278123655916,1.2889239717741936,1.2889239717741936,22.298278123655916,136.39113102941178,0.12372523368830138,filled,744
PANOCHE_1_B1,RED,-21.222691376344088,1.2223441935483872,1.2223441935483872,21.222691376344088,129.2532343627451,0.12152973692586304,filled,744
PANOCHE_1_N001,RED,-21.222691376344088,1.2223441935483872,1.2223441935483872,21.222691376344088,129.2532343627451,0.12152973692586304,filled,744
PAN2TAP_1_B1,RED,-21.134719999999998,1.2112802553763442,1.2112802553763442,21.134719999999998,128.29101318627448,0.12096145131243445,filled,744
SCARLT_7_CN2,RED,-20.58036244623656,1.181687567204301,1.181687567204301,20.58036244623656,123.86221725490196,0.11964682672830956,filled,744
SCARLT_7_N001,RED,-20.58036244623656,1.181687567204301,1.181687567204301,20.58036244623656,123.86221725490196,0.11964682672830956,filled,744
